Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,Match Report
2015-2016,2015-07-16,Thu,Europa Lg,Second qualifying round,Home,W 1–0,eng West Ham,mt Birkirkara FC,Y*,AM,79,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2015-07-23,Thu,Europa Lg,Second qualifying round,Away,W 0 (5)–1 (3),eng West Ham,mt Birkirkara FC,Y*,FW,59,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2015-07-30,Thu,Europa Lg,Third qualifying round,Home,D 2–2,eng West Ham,ro Astra Giurgiu,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2015-08-06,Thu,Europa Lg,Third qualifying round,Away,L 1–2,eng West Ham,ro Astra Giurgiu,Y,LW,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2015-08-09,Sun,Premier League,Matchweek 1,Away,W 2–0,West Ham,Arsenal,N,,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,Match Report
2015-2016,2015-08-15,Sat,Premier League,Matchweek 2,Home,L 1–2,West Ham,Leicester City,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2015-08-22,Sat,Premier League,Matchweek 3,Home,L 3–4,West Ham,Bournemouth,Y,DM,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report
2015-2016,2016-01-23,Sat,League Two,Matchweek 28,Away,W 2–0,Leyton Orient,Wycombe,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2016-01-26,Tue,League Two,Matchweek 26,Home,W 1–0,Leyton Orient,Newport County,N,,11,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2016-01-30,Sat,League Two,Matchweek 29,Home,L 1–3,Leyton Orient,Cambridge Utd,N,,23,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2016-02-06,Sat,League Two,Matchweek 30,Away,W 1–0,Leyton Orient,Portsmouth,Y,,70,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2016-02-13,Sat,League Two,Matchweek 31,Home,L 0–4,Leyton Orient,Northampton,Y,,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2016-02-20,Sat,League Two,Matchweek 32,Away,W 1–0,Leyton Orient,Notts County,Y,,85,0,0,0,0,,,1,0,,,,,,,0,,,Match Report
2015-2016,2016-02-27,Sat,League Two,Matchweek 33,Home,W 2–0,Leyton Orient,Crawley Town,Y,,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2016-03-01,Tue,League Two,Matchweek 34,Away,D 2–2,Leyton Orient,Carlisle United,Y,,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2016-03-05,Sat,League Two,Matchweek 35,Home,L 0–1,Leyton Orient,Luton Town,Y,,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2016-03-12,Sat,League Two,Matchweek 36,Away,W 1–0,Leyton Orient,Oxford United,Y,,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2016-03-19,Sat,League Two,Matchweek 37,Home,W 1–0,Leyton Orient,Morecambe,Y,,67,0,0,0,0,,,1,0,,,,,,,0,,,Match Report
2015-2016,2016-03-25,Fri,League Two,Matchweek 38,Away,L 0–1,Leyton Orient,Acc'ton Stanley,Y,,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2016-03-28,Mon,League Two,Matchweek 39,Home,L 0–2,Leyton Orient,Hartlepool Utd,Y,,61,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2016-04-02,Sat,League Two,Matchweek 40,Away,D 1–1,Leyton Orient,York City,Y,,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2016-04-09,Sat,League Two,Matchweek 41,Away,L 0–3,Leyton Orient,Barnet,Y,,63,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
