Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,Match Report
2015-2016,2015-12-01,Tue,League Cup,Quarter-finals,Away,W 2–0,Everton,Middlesbrough,N,,18,0,0,0,0,,,1,0,,,,,,,0,,,Match Report
2015-2016,2015-12-07,Mon,Premier League,Matchweek 15,Home,D 1–1,Everton,Crystal Palace,N,,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,Match Report
2015-2016,2015-12-12,Sat,Premier League,Matchweek 16,Away,D 1–1,Everton,Norwich City,Y,LB,90,0,0,0,0,1,0,0,0,0,1,0,6,0,0,0,,,Match Report
2015-2016,2015-12-19,Sat,Premier League,Matchweek 17,Home,L 2–3,Everton,Leicester City,Y,LB,90,0,0,0,0,0,0,0,0,0,0,1,11,1,1,0,,,Match Report
2015-2016,2015-12-26,Sat,Premier League,Matchweek 18,Away,W 1–0,Everton,Newcastle Utd,Y,LB,90,0,0,0,0,1,0,0,0,0,1,0,9,1,2,0,,,Match Report
2015-2016,2015-12-28,Mon,Premier League,Matchweek 19,Home,L 3–4,Everton,Stoke City,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2016-01-03,Sun,Premier League,Matchweek 20,Home,D 1–1,Everton,Tottenham,Y,LB,90,0,0,0,0,0,0,0,0,1,1,0,4,2,4,0,,,Match Report
2015-2016,2016-01-06,Wed,League Cup,Semi-finals,Home,W 2–1,Everton,Manchester City,Y,LB,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2016-01-13,Wed,Premier League,Matchweek 21,Away,D 0–0,Everton,Manchester City,Y,LB,90,0,0,0,0,0,0,0,0,0,0,1,7,1,1,0,,,Match Report
2015-2016,2016-01-16,Sat,Premier League,Matchweek 22,Away,D 3–3,Everton,Chelsea,Y,LB,90,0,1,0,0,0,0,0,0,0,4,0,5,2,3,0,,,Match Report
2015-2016,2016-01-24,Sun,Premier League,Matchweek 23,Home,L 1–2,Everton,Swansea City,Y,LB,90,0,0,0,0,0,0,0,0,1,1,1,8,0,2,0,,,Match Report
2015-2016,2016-01-27,Wed,League Cup,Semi-finals,Away,L 1–3,Everton,Manchester City,Y,LB,90,0,0,0,0,,,1,0,,,,,,,0,,,Match Report
2015-2016,2016-02-03,Wed,Premier League,Matchweek 24,Home,W 3–0,Everton,Newcastle Utd,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2016-02-06,Sat,Premier League,Matchweek 25,Away,W 3–0,Everton,Stoke City,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2016-02-13,Sat,Premier League,Matchweek 26,Home,L 0–1,Everton,West Brom,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2016-02-20,Sat,FA Cup,Fifth round,Away,W 2–0,Everton,Bournemouth,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2016-03-01,Tue,Premier League,Matchweek 28,Away,W 3–1,Everton,Aston Villa,N,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report
2015-2016,2016-03-05,Sat,Premier League,Matchweek 29,Home,L 2–3,Everton,West Ham,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2016-03-12,Sat,FA Cup,Quarter-finals,Home,W 2–0,Everton,Chelsea,Y,,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2016-03-19,Sat,Premier League,Matchweek 31,Home,L 0–2,Everton,Arsenal,Y,LB,90,0,0,0,0,0,0,0,0,0,3,0,9,1,2,0,,,Match Report
2015-2016,2016-04-03,Sun,Premier League,Matchweek 32,Away,L 0–1,Everton,Manchester Utd,Y,LB,90,0,0,0,0,1,0,0,0,0,1,0,5,2,4,0,,,Match Report
2015-2016,2016-04-09,Sat,Premier League,Matchweek 33,Away,D 1–1,Everton,Watford,Y,LB,90,0,0,0,0,0,0,0,0,0,0,1,7,1,1,0,,,Match Report
2015-2016,2016-04-13,Wed,Premier League,Matchweek 35,Away,D 0–0,Everton,Crystal Palace,Y,LB,90,0,0,0,0,0,0,0,0,0,1,0,6,3,2,0,,,Match Report
2015-2016,2016-04-20,Wed,Premier League,Matchweek 27,Away,L 0–4,Everton,Liverpool,Y,LB,90,0,0,0,0,0,0,0,0,1,1,0,1,2,3,0,,,Match Report
2015-2016,2016-04-23,Sat,FA Cup,Semi-finals,Home,L 1–2,Everton,Manchester Utd,Y,,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2016-04-30,Sat,Premier League,Matchweek 36,Home,W 2–1,Everton,Bournemouth,Y,LB,90,1,0,0,0,2,1,0,0,0,2,0,7,3,0,0,,,Match Report
2015-2016,2016-05-07,Sat,Premier League,Matchweek 37,Away,L 1–3,Everton,Leicester City,Y*,LB,90,0,0,0,0,0,0,0,0,1,1,0,8,2,1,0,,,Match Report
2015-2016,2016-05-11,Wed,Premier League,Matchweek 30,Away,L 0–3,Everton,Sunderland,Y,LB,90,0,0,0,0,1,1,0,0,1,2,0,2,2,1,0,,,Match Report
2015-2016,2016-05-15,Sun,Premier League,Matchweek 38,Home,W 3–0,Everton,Norwich City,Y,LB,90,1,0,1,1,3,1,0,0,1,2,0,8,2,2,0,,,Match Report
