Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,Match Report
2015-2016,2015-08-23,Sun,Premier League,Matchweek 3,Away,W 2–0,Manchester City,Everton,N,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report
2015-2016,2015-08-29,Sat,Premier League,Matchweek 4,Home,W 2–0,Manchester City,Watford,N,,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,Match Report
2015-2016,2015-09-05,Sat,Euro Qualifying,Group stage,Away,W 6–0,eng England,sm San Marino,N,,33,0,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,Match Report
2015-2016,2015-09-08,Tue,Euro Qualifying,Group stage,Home,W 2–0,eng England,ch Switzerland,Y,CM,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
2015-2016,2015-11-03,Tue,Champions Lg,Group stage,Away,W 3–1,eng Manchester City,es Sevilla,N,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Match Report
2015-2016,2015-11-08,Sun,Premier League,Matchweek 12,Away,D 0–0,Manchester City,Aston Villa,N,,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,Match Report
2015-2016,2015-11-13,Fri,Friendlies (M),Friendlies (M),Away,L 0–2,eng England,es Spain,Y,DM,62,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2015-11-21,Sat,Premier League,Matchweek 13,Home,L 1–4,Manchester City,Liverpool,N,,45,0,0,0,0,2,1,0,0,0,0,0,1,2,2,0,,,Match Report
2015-2016,2015-11-25,Wed,Champions Lg,Group stage,Away,L 0–1,eng Manchester City,it Juventus,N,,30,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,Match Report
2015-2016,2015-11-28,Sat,Premier League,Matchweek 14,Home,W 3–1,Manchester City,Southampton,Y,DM,69,1,0,0,0,2,1,0,0,1,0,0,1,4,0,0,,,Match Report
2015-2016,2015-12-01,Tue,League Cup,Quarter-finals,Home,W 4–1,Manchester City,Hull City,Y,DM,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2015-12-05,Sat,Premier League,Matchweek 15,Away,L 0–2,Manchester City,Stoke City,N,,35,0,0,0,0,2,1,0,0,0,0,0,0,2,1,0,,,Match Report
2015-2016,2015-12-08,Tue,Champions Lg,Group stage,Home,W 4–2,eng Manchester City,de M'Gladbach,Y,DM,65,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Match Report
2015-2016,2015-12-12,Sat,Premier League,Matchweek 16,Home,W 2–1,Manchester City,Swansea City,N,,45,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,,,Match Report
2015-2016,2015-12-21,Mon,Premier League,Matchweek 17,Away,L 1–2,Manchester City,Arsenal,Y,CM,45,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,,Match Report
2015-2016,2015-12-26,Sat,Premier League,Matchweek 18,Home,W 4–1,Manchester City,Sunderland,N,,29,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,,,Match Report
2015-2016,2016-01-06,Wed,League Cup,Semi-finals,Away,L 1–2,Manchester City,Everton,Y,DM,53,0,0,0,0,,,1,0,,,,,,,0,,,Match Report
2015-2016,2016-01-09,Sat,FA Cup,Third round,Away,W 3–0,Manchester City,Norwich City,Y,,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2016-01-13,Wed,Premier League,Matchweek 21,Home,D 0–0,Manchester City,Everton,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2016-01-16,Sat,Premier League,Matchweek 22,Home,W 4–0,Manchester City,Crystal Palace,Y,DM,90,1,0,0,0,2,1,0,0,2,1,0,1,2,6,0,,,Match Report
2015-2016,2016-01-23,Sat,Premier League,Matchweek 23,Away,D 2–2,Manchester City,West Ham,Y,DM,75,0,0,0,0,2,0,0,0,0,4,0,1,1,3,0,,,Match Report
2015-2016,2016-01-27,Wed,League Cup,Semi-finals,Home,W 3–1,Manchester City,Everton,Y,DM,45,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2016-01-30,Sat,FA Cup,Fourth round,Away,W 4–0,Manchester City,Aston Villa,Y,,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2016-02-06,Sat,Premier League,Matchweek 25,Home,L 1–3,Manchester City,Leicester City,Y,DM,51,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,Match Report
2015-2016,2016-04-06,Wed,Champions Lg,Quarter-finals,Away,D 2–2,eng Manchester City,fr Paris S-G,N,,13,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Match Report
2015-2016,2016-04-09,Sat,Premier League,Matchweek 33,Home,W 2–1,Manchester City,West Brom,Y,CM,59,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,,,Match Report
2015-2016,2016-04-12,Tue,Champions Lg,Quarter-finals,Home,W 1–0,eng Manchester City,fr Paris S-G,N,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
2015-2016,2016-04-16,Sat,Premier League,Matchweek 34,Away,W 3–0,Manchester City,Chelsea,N,,16,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,Match Report
2015-2016,2016-04-19,Tue,Premier League,Matchweek 27,Away,D 1–1,Manchester City,Newcastle Utd,Y,DM,67,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,,,Match Report
2015-2016,2016-04-23,Sat,Premier League,Matchweek 35,Home,W 4–0,Manchester City,Stoke City,N,,34,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,,Match Report
2015-2016,2016-04-26,Tue,Champions Lg,Semi-finals,Home,D 0–0,eng Manchester City,es Real Madrid,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
