Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,Match Report
2015-2016,2015-08-08,Sat,Premier League,Matchweek 1,Away,L 0–1,Tottenham,Manchester Utd,Y,AM,90,0,0,0,0,0,0,0,0,2,1,1,0,1,2,0,,,Match Report
2015-2016,2015-08-15,Sat,Premier League,Matchweek 2,Home,D 2–2,Tottenham,Stoke City,Y,AM,90,1,0,0,0,1,1,0,0,4,0,2,1,0,0,0,,,Match Report
2015-2016,2015-08-22,Sat,Premier League,Matchweek 3,Away,D 1–1,Tottenham,Leicester City,Y,DM,90,0,1,0,0,5,0,0,0,0,0,0,1,0,0,0,,,Match Report
2015-2016,2015-08-29,Sat,Premier League,Matchweek 4,Home,D 0–0,Tottenham,Everton,Y,AM,90,0,0,0,0,3,0,1,0,2,0,0,3,0,1,0,,,Match Report
2015-2016,2015-09-03,Thu,Euro Qualifying,Group stage,Home,W 3–1,be Belgium,ba Bosnia and Herzegovina,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2015-09-06,Sun,Euro Qualifying,Group stage,Away,W 1–0,be Belgium,cy Cyprus,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2015-09-13,Sun,Premier League,Matchweek 5,Away,W 1–0,Tottenham,Sunderland,Y,AM,90,0,0,0,0,3,0,0,0,1,1,0,1,0,1,0,,,Match Report
2015-2016,2015-09-20,Sun,Premier League,Matchweek 6,Home,W 1–0,Tottenham,Crystal Palace,Y,AM,65,0,0,0,0,1,1,0,0,1,0,0,2,0,0,0,,,Match Report
2015-2016,2015-09-23,Wed,League Cup,Third round,Home,L 1–2,Tottenham,Arsenal,Y,,74,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2015-09-26,Sat,Premier League,Matchweek 7,Home,W 4–1,Tottenham,Manchester City,N,,23,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,,Match Report
2015-2016,2015-10-01,Thu,Europa Lg,Group stage,Away,D 1–1,eng Tottenham,fr Monaco,Y,DM,70,0,0,0,0,1,0,0,0,6,0,0,0,1,2,0,0,0,Match Report
2015-2016,2015-10-04,Sun,Premier League,Matchweek 8,Away,D 2–2,Tottenham,Swansea City,Y,AM,63,0,0,0,0,2,2,0,0,1,0,0,2,0,0,0,,,Match Report
2015-2016,2015-10-10,Sat,Euro Qualifying,Group stage,Away,W 4–1,be Belgium,ad Andorra,N,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
2015-2016,2015-10-13,Tue,Euro Qualifying,Group stage,Home,W 3–1,be Belgium,il Israel,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2015-10-17,Sat,Premier League,Matchweek 9,Home,D 0–0,Tottenham,Liverpool,Y,AM,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report
2015-2016,2015-12-10,Thu,Europa Lg,Group stage,Home,W 4–1,eng Tottenham,fr Monaco,N,,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Match Report
2015-2016,2015-12-13,Sun,Premier League,Matchweek 16,Home,L 1–2,Tottenham,Newcastle Utd,N,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report
2015-2016,2015-12-19,Sat,Premier League,Matchweek 17,Away,W 2–0,Tottenham,Southampton,N,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report
2015-2016,2015-12-26,Sat,Premier League,Matchweek 18,Home,W 3–0,Tottenham,Norwich City,N,,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,Match Report
2015-2016,2015-12-28,Mon,Premier League,Matchweek 19,Away,W 2–1,Tottenham,Watford,N,,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,Match Report
2015-2016,2016-01-03,Sun,Premier League,Matchweek 20,Away,D 1–1,Tottenham,Everton,N,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report
2015-2016,2016-01-10,Sun,FA Cup,Third round,Home,D 2–2,Tottenham,Leicester City,Y,,72,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2016-01-16,Sat,Premier League,Matchweek 22,Home,W 4–1,Tottenham,Sunderland,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2016-01-20,Wed,FA Cup,Third round,Away,W 2–0,Tottenham,Leicester City,Y,,72,1,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2016-01-23,Sat,Premier League,Matchweek 23,Away,W 3–1,Tottenham,Crystal Palace,N,,35,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,,,Match Report
2015-2016,2016-01-30,Sat,FA Cup,Fourth round,Away,W 4–1,Tottenham,Colchester Utd,Y,,90,2,1,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2016-02-02,Tue,Premier League,Matchweek 24,Away,W 3–0,Tottenham,Norwich City,N,,45,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,,,Match Report
2015-2016,2016-02-06,Sat,Premier League,Matchweek 25,Home,W 1–0,Tottenham,Watford,Y,AM,60,0,0,0,0,2,0,0,0,1,0,1,1,1,2,0,,,Match Report
2015-2016,2016-02-14,Sun,Premier League,Matchweek 26,Away,W 2–1,Tottenham,Manchester City,N,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report
2015-2016,2016-02-18,Thu,Europa Lg,Round of 32,Away,D 1–1,eng Tottenham,it Fiorentina,Y,AM,90,1,0,1,1,2,2,0,0,4,3,1,0,0,0,0,0,0,Match Report
2015-2016,2016-02-21,Sun,FA Cup,Fifth round,Home,L 0–1,Tottenham,Crystal Palace,N,,24,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2016-02-25,Thu,Europa Lg,Round of 32,Home,W 3–0,eng Tottenham,it Fiorentina,Y,FW,90,0,0,0,0,1,1,0,0,2,0,1,0,0,0,0,0,0,Match Report
2015-2016,2016-02-28,Sun,Premier League,Matchweek 27,Home,W 2–1,Tottenham,Swansea City,N,,28,1,0,0,0,4,1,0,0,0,1,0,0,0,1,0,,,Match Report
2015-2016,2016-03-02,Wed,Premier League,Matchweek 28,Away,L 0–1,Tottenham,West Ham,Y,AM,60,0,0,0,0,0,0,0,0,1,2,0,0,3,1,0,,,Match Report
2015-2016,2016-03-05,Sat,Premier League,Matchweek 29,Home,D 2–2,Tottenham,Arsenal,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2016-03-10,Thu,Europa Lg,Round of 16,Away,L 0–3,eng Tottenham,de Dortmund,Y,FW,58,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Match Report
2015-2016,2016-03-13,Sun,Premier League,Matchweek 30,Away,W 2–0,Tottenham,Aston Villa,N,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report
2015-2016,2016-03-17,Thu,Europa Lg,Round of 16,Home,L 1–2,eng Tottenham,de Dortmund,Y,FW,90,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Match Report
2015-2016,2016-03-20,Sun,Premier League,Matchweek 31,Home,W 3–0,Tottenham,Bournemouth,N,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report
2015-2016,2016-03-29,Tue,Friendlies (M),Friendlies (M),Away,L 1–2,be Belgium,pt Portugal,Y,FW,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2016-04-02,Sat,Premier League,Matchweek 32,Away,D 1–1,Tottenham,Liverpool,N,,25,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,,,Match Report
2015-2016,2016-04-10,Sun,Premier League,Matchweek 33,Home,W 3–0,Tottenham,Manchester Utd,N,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report
2015-2016,2016-04-18,Mon,Premier League,Matchweek 34,Away,W 4–0,Tottenham,Stoke City,N,,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,Match Report
2015-2016,2016-04-25,Mon,Premier League,Matchweek 35,Home,D 1–1,Tottenham,West Brom,N,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,Match Report
2015-2016,2016-05-02,Mon,Premier League,Matchweek 36,Away,D 2–2,Tottenham,Chelsea,N,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report
2015-2016,2016-05-08,Sun,Premier League,Matchweek 37,Home,L 1–2,Tottenham,Southampton,N,,13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,Match Report
2015-2016,2016-05-15,Sun,Premier League,Matchweek 38,Away,L 1–5,Tottenham,Newcastle Utd,N,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report
