Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,Match Report
2015-2016,2015-08-08,Sat,Premier League,Matchweek 1,Away,W 1–0,Aston Villa,Bournemouth,Y,LB,90,0,0,0,0,0,0,0,0,2,1,0,3,4,5,0,,,Match Report
2015-2016,2015-08-14,Fri,Premier League,Matchweek 2,Home,L 0–1,Aston Villa,Manchester Utd,Y,LB,90,0,0,0,0,0,0,0,0,0,2,0,3,3,5,0,,,Match Report
2015-2016,2015-08-22,Sat,Premier League,Matchweek 3,Away,L 1–2,Aston Villa,Crystal Palace,Y,LB,90,0,0,0,0,1,0,0,0,2,1,0,4,0,1,0,,,Match Report
2015-2016,2015-08-29,Sat,Premier League,Matchweek 4,Home,D 2–2,Aston Villa,Sunderland,Y,CB,90,0,1,0,0,2,0,0,0,2,3,0,10,6,2,0,,,Match Report
2015-2016,2015-09-13,Sun,Premier League,Matchweek 5,Away,L 2–3,Aston Villa,Leicester City,Y,LB,90,0,0,0,0,0,0,1,0,3,1,0,2,6,5,0,,,Match Report
2015-2016,2015-09-19,Sat,Premier League,Matchweek 6,Home,L 0–1,Aston Villa,West Brom,Y,LB,90,0,0,0,0,1,1,1,0,3,0,0,3,5,6,0,,,Match Report
2015-2016,2015-09-22,Tue,League Cup,Third round,Home,W 1–0,Aston Villa,Birmingham City,Y,,90,0,1,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2015-09-26,Sat,Premier League,Matchweek 7,Away,L 2–3,Aston Villa,Liverpool,Y,LB,90,0,1,0,0,0,0,0,0,2,1,0,2,3,3,0,,,Match Report
2015-2016,2015-10-03,Sat,Premier League,Matchweek 8,Home,L 0–1,Aston Villa,Stoke City,Y,LB,90,0,0,0,0,1,0,0,0,3,2,0,8,2,3,0,,,Match Report
2015-2016,2015-10-17,Sat,Premier League,Matchweek 9,Away,L 0–2,Aston Villa,Chelsea,N,,27,0,0,0,0,0,0,0,0,1,0,0,3,1,3,0,,,Match Report
2015-2016,2015-10-24,Sat,Premier League,Matchweek 10,Home,L 1–2,Aston Villa,Swansea City,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2015-10-28,Wed,League Cup,Fourth round,Away,L 1–2,Aston Villa,Southampton,Y,LM,63,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2015-11-02,Mon,Premier League,Matchweek 11,Away,L 1–3,Aston Villa,Tottenham,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2015-11-08,Sun,Premier League,Matchweek 12,Home,D 0–0,Aston Villa,Manchester City,Y,LB,90,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,,,Match Report
