Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,Match Report
2015-2016,2016-02-14,Sun,Premier League,Matchweek 26,Home,W 2–1,Arsenal,Leicester City,N,,8,1,0,0,0,2,2,1,0,0,0,0,0,0,0,0,,,Match Report
2015-2016,2016-02-20,Sat,FA Cup,Fifth round,Home,D 0–0,Arsenal,Hull City,Y,,66,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2016-02-23,Tue,Champions Lg,Round of 16,Home,L 0–2,eng Arsenal,es Barcelona,N,,18,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Match Report
2015-2016,2016-02-28,Sun,Premier League,Matchweek 27,Away,L 2–3,Arsenal,Manchester Utd,Y,FW,82,1,0,0,0,3,2,0,0,2,3,0,0,1,0,0,,,Match Report
2015-2016,2016-03-02,Wed,Premier League,Matchweek 28,Home,L 1–2,Arsenal,Swansea City,N,,27,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,,Match Report
2015-2016,2016-03-05,Sat,Premier League,Matchweek 29,Away,D 2–2,Arsenal,Tottenham,Y,FW,84,0,0,0,0,2,1,0,0,0,2,0,1,3,1,0,,,Match Report
2015-2016,2016-03-13,Sun,FA Cup,Quarter-finals,Home,L 1–2,Arsenal,Watford,N,,23,1,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2016-03-16,Wed,Champions Lg,Round of 16,Away,L 1–3,eng Arsenal,es Barcelona,Y,FW,73,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,Match Report
2015-2016,2016-03-19,Sat,Premier League,Matchweek 31,Away,W 2–0,Arsenal,Everton,Y,FW,74,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,,,Match Report
2015-2016,2016-03-26,Sat,Friendlies (M),Friendlies (M),Away,W 3–2,eng England,de Germany,Y,FW,70,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2016-03-29,Tue,Friendlies (M),Friendlies (M),Home,L 1–2,eng England,nl Netherlands,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2016-04-02,Sat,Premier League,Matchweek 32,Home,W 4–0,Arsenal,Watford,Y,FW,68,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,,,Match Report
2015-2016,2016-04-09,Sat,Premier League,Matchweek 33,Away,D 3–3,Arsenal,West Ham,Y,FW,81,0,1,0,0,1,0,0,0,1,2,0,1,2,0,0,,,Match Report
2015-2016,2016-04-17,Sun,Premier League,Matchweek 34,Home,D 1–1,Arsenal,Crystal Palace,Y,FW,74,0,1,0,0,5,2,0,0,0,2,0,0,1,0,0,,,Match Report
2015-2016,2016-04-21,Thu,Premier League,Matchweek 30,Home,W 2–0,Arsenal,West Brom,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2016-04-24,Sun,Premier League,Matchweek 35,Away,D 0–0,Arsenal,Sunderland,N,,20,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,Match Report
2015-2016,2016-04-30,Sat,Premier League,Matchweek 36,Home,W 1–0,Arsenal,Norwich City,N,,35,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,,,Match Report
2015-2016,2016-05-08,Sun,Premier League,Matchweek 37,Away,D 2–2,Arsenal,Manchester City,Y,FW,23,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,Match Report
