Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,Match Report
2015-2016,2015-07-04,Sat,Copa América,Final,Neutral,D 0 (1)–0 (4),ar Argentina,cl Chile,Y,,120,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2015-08-10,Mon,Premier League,Matchweek 1,Away,W 3–0,Manchester City,West Brom,N,,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,Match Report
2015-2016,2015-08-16,Sun,Premier League,Matchweek 2,Home,W 3–0,Manchester City,Chelsea,N,,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,Match Report
2015-2016,2015-08-23,Sun,Premier League,Matchweek 3,Away,W 2–0,Manchester City,Everton,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2015-08-29,Sat,Premier League,Matchweek 4,Home,W 2–0,Manchester City,Watford,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2015-09-04,Fri,Friendlies (M),Friendlies (M),Home,W 7–0,ar Argentina,bo Bolivia,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2015-09-08,Tue,Friendlies (M),Friendlies (M),Home,D 2–2,ar Argentina,mx Mexico,Y,,76,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2015-09-12,Sat,Premier League,Matchweek 5,Away,W 1–0,Manchester City,Crystal Palace,N,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report
2015-2016,2015-09-15,Tue,Champions Lg,Group stage,Home,L 1–2,eng Manchester City,it Juventus,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2015-09-19,Sat,Premier League,Matchweek 6,Home,L 1–2,Manchester City,West Ham,N,,45,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,,,Match Report
2015-2016,2015-09-22,Tue,League Cup,Third round,Away,W 4–1,Manchester City,Sunderland,Y,,90,0,0,0,0,,,1,0,,,,,,,0,,,Match Report
2015-2016,2015-09-26,Sat,Premier League,Matchweek 7,Away,L 1–4,Manchester City,Tottenham,Y,CB,90,0,0,0,0,1,0,1,0,1,1,0,0,1,4,0,,,Match Report
