Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,Match Report
2015-2016,2015-08-25,Tue,League Cup,Second round,Away,W 4–1,Leicester City,Bury,Y,,90,3,1,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2015-08-29,Sat,Premier League,Matchweek 4,Away,D 1–1,Leicester City,Bournemouth,N,,20,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,,,Match Report
2015-2016,2015-09-22,Tue,League Cup,Third round,Home,W 2–1,Leicester City,West Ham,Y,,81,1,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2015-09-26,Sat,Premier League,Matchweek 7,Home,L 2–5,Leicester City,Arsenal,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2015-10-27,Tue,League Cup,Fourth round,Away,L 1 (4)–1 (5),Leicester City,Hull City,Y,DM,83,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2015-11-21,Sat,League One,Matchweek 18,Home,W 1–0,Bury,Burton Albion,Y,,69,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2015-11-24,Tue,League One,Matchweek 19,Home,L 1–2,Bury,Scunthorpe Utd,Y,,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2015-11-28,Sat,League One,Matchweek 20,Away,L 0–1,Bury,Millwall,Y,,69,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2015-12-06,Sun,FA Cup,Second round,Away,W 1–0,Bury,Rochdale,Y,,62,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2015-12-12,Sat,League One,Matchweek 21,Home,W 1–0,Bury,Chesterfield,Y,,59,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2015-12-18,Fri,League One,Matchweek 22,Away,L 1–4,Bury,Southend United,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
