Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,Match Report
2015-2016,2015-08-08,Sat,Premier League,Matchweek 1,Home,L 1–3,Norwich City,Crystal Palace,N,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report
2015-2016,2015-08-15,Sat,Premier League,Matchweek 2,Away,W 3–1,Norwich City,Sunderland,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2015-08-22,Sat,Premier League,Matchweek 3,Home,D 1–1,Norwich City,Stoke City,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2015-08-30,Sun,Premier League,Matchweek 4,Away,L 0–3,Norwich City,Southampton,N,,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,Match Report
2015-2016,2015-10-31,Sat,Championship,Matchweek 14,Home,W 1–0,Sheffield Weds,Nott'ham Forest,N,,4,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2015-11-03,Tue,Championship,Matchweek 15,Home,D 0–0,Sheffield Weds,Brighton,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2015-11-07,Sat,Championship,Matchweek 16,Away,L 1–3,Sheffield Weds,Charlton Ath,Y,FW,66,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2015-11-21,Sat,Championship,Matchweek 17,Home,W 3–1,Sheffield Weds,Huddersfield,N,,18,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2015-11-28,Sat,Championship,Matchweek 18,Away,D 2–2,Sheffield Weds,Blackburn,N,,45,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2015-12-01,Tue,League Cup,Quarter-finals,Away,L 0–2,Sheffield Weds,Stoke City,Y,FW,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2015-12-06,Sun,Championship,Matchweek 19,Home,D 0–0,Sheffield Weds,Derby County,N,,14,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
