Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,Match Report
2015-2016,2015-08-08,Sat,Premier League,Matchweek 1,Home,L 1–3,Norwich City,Crystal Palace,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2015-08-15,Sat,Premier League,Matchweek 2,Away,W 3–1,Norwich City,Sunderland,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2015-08-22,Sat,Premier League,Matchweek 3,Home,D 1–1,Norwich City,Stoke City,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2015-08-25,Tue,League Cup,Second round,Away,W 2–1,Norwich City,Rotherham Utd,Y,,90,0,1,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2015-08-30,Sun,Premier League,Matchweek 4,Away,L 0–3,Norwich City,Southampton,N,,58,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,,,Match Report
2015-2016,2015-09-12,Sat,Premier League,Matchweek 5,Home,W 3–1,Norwich City,Bournemouth,Y,CB,90,0,0,0,0,0,0,0,0,1,1,0,2,4,1,0,,,Match Report
2015-2016,2015-09-23,Wed,League Cup,Third round,Home,W 3–0,Norwich City,West Brom,Y,,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2015-09-26,Sat,Premier League,Matchweek 7,Away,D 2–2,Norwich City,West Ham,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2015-10-18,Sun,Premier League,Matchweek 9,Away,L 2–6,Norwich City,Newcastle Utd,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2015-10-27,Tue,League Cup,Fourth round,Away,L 1 (3)–1 (4),Norwich City,Everton,Y,RB,89,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2015-11-07,Sat,Premier League,Matchweek 12,Home,W 1–0,Norwich City,Swansea City,Y,RB,90,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,,,Match Report
2015-2016,2015-11-21,Sat,Premier League,Matchweek 13,Away,L 0–1,Norwich City,Chelsea,Y,RB,90,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,,,Match Report
2015-2016,2015-11-29,Sun,Premier League,Matchweek 14,Home,D 1–1,Norwich City,Arsenal,Y,LB,90,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,,,Match Report
2015-2016,2015-12-05,Sat,Premier League,Matchweek 15,Away,L 0–2,Norwich City,Watford,Y,RB,90,0,0,0,0,1,0,0,0,0,1,0,4,2,0,0,,,Match Report
2015-2016,2015-12-12,Sat,Premier League,Matchweek 16,Home,D 1–1,Norwich City,Everton,Y,RB,45,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,Match Report
2015-2016,2016-01-09,Sat,FA Cup,Third round,Home,L 0–3,Norwich City,Manchester City,Y,,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2016-01-13,Wed,Premier League,Matchweek 21,Away,L 1–3,Norwich City,Stoke City,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2016-01-16,Sat,Premier League,Matchweek 22,Away,L 0–3,Norwich City,Bournemouth,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2016-04-02,Sat,Premier League,Matchweek 32,Home,W 3–2,Norwich City,Newcastle Utd,Y,RB,90,0,0,0,0,1,0,0,0,0,0,0,1,2,2,0,,,Match Report
2015-2016,2016-04-09,Sat,Premier League,Matchweek 33,Away,L 0–1,Norwich City,Crystal Palace,Y,RB,90,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,Match Report
2015-2016,2016-04-16,Sat,Premier League,Matchweek 34,Home,L 0–3,Norwich City,Sunderland,Y,RB,90,0,0,0,0,0,0,1,0,1,0,0,6,1,0,0,,,Match Report
