Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att_Passes,Cmp%,Prog_Passes,Carries,Prog_2_Carries,Succ,Att_2_Dribbles,Match Report
2020-2021,2020-09-15,Tue,EFL Cup,Second round,Away,W 3–1,Aston Villa,Burton Albion,Y,LB,90,0,1,0,0,1,0,0,0,,,,0,,,,,,,,,,,,,,,Match Report
2020-2021,2020-09-21,Mon,Premier League,Matchweek 2,Home,W 1–0,Aston Villa,Sheffield Utd,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2020-2021,2020-09-24,Thu,EFL Cup,Third round,Away,W 3–0,Aston Villa,Bristol City,Y,LB,90,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,Match Report
2020-2021,2020-10-01,Thu,EFL Cup,Fourth round,Home,L 0–1,Aston Villa,Stoke City,Y,LB,90,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,Match Report
2020-2021,2020-11-08,Sun,Premier League,Matchweek 8,Away,W 3–0,Aston Villa,Arsenal,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2020-2021,2020-11-21,Sat,Premier League,Matchweek 9,Home,L 1–2,Aston Villa,Brighton,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2020-2021,2020-11-30,Mon,Premier League,Matchweek 10,Away,L 1–2,Aston Villa,West Ham,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2020-2021,2020-12-17,Thu,Premier League,Matchweek 13,Home,D 0–0,Aston Villa,Burnley,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2020-2021,2020-12-20,Sun,Premier League,Matchweek 14,Away,W 3–0,Aston Villa,West Brom,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2020-2021,2020-12-26,Sat,Premier League,Matchweek 15,Home,W 3–0,Aston Villa,Crystal Palace,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2020-2021,2020-12-28,Mon,Premier League,Matchweek 16,Away,D 1–1,Aston Villa,Chelsea,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2020-2021,2021-01-01,Fri,Premier League,Matchweek 17,Away,L 1–2,Aston Villa,Manchester Utd,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2020-2021,2021-01-20,Wed,Premier League,Matchweek 1,Away,L 0–2,Aston Villa,Manchester City,N,LB,16,0,0,0,0,0,0,1,0,12,4,1,0,0,0.0,0.0,0.0,0,0,10,11,90.9,0,7,1,0,0,Match Report
2020-2021,2021-01-23,Sat,Premier League,Matchweek 11,Home,W 2–0,Aston Villa,Newcastle Utd,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2020-2021,2021-01-27,Wed,Premier League,Matchweek 20,Away,L 2–3,Aston Villa,Burnley,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2020-2021,2021-01-30,Sat,Premier League,Matchweek 21,Away,W 1–0,Aston Villa,Southampton,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2020-2021,2021-02-21,Sun,Premier League,Matchweek 25,Home,L 1–2,Aston Villa,Leicester City,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2020-2021,2021-02-27,Sat,Premier League,Matchweek 26,Away,W 1–0,Aston Villa,Leeds United,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2020-2021,2021-03-03,Wed,Premier League,Matchweek 29,Away,L 0–1,Aston Villa,Sheffield Utd,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2020-2021,2021-03-06,Sat,Premier League,Matchweek 27,Home,D 0–0,Aston Villa,Wolves,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2020-2021,2021-03-12,Fri,Premier League,Matchweek 28,Away,D 1–1,Aston Villa,Newcastle Utd,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2020-2021,2021-03-21,Sun,Premier League,Matchweek 18,Home,L 0–2,Aston Villa,Tottenham,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2020-2021,2021-04-04,Sun,Premier League,Matchweek 30,Home,W 3–1,Aston Villa,Fulham,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2020-2021,2021-04-10,Sat,Premier League,Matchweek 31,Away,L 1–2,Aston Villa,Liverpool,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2020-2021,2021-04-21,Wed,Premier League,Matchweek 32,Home,L 1–2,Aston Villa,Manchester City,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
