Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att_Passes,Cmp%,Prog_Passes,Carries,Prog_2_Carries,Succ,Att_2_Dribbles,Match Report
2020-2021,2020-10-18,Sun,Premier League,Matchweek 5,Home,D 1–1,Crystal Palace,Brighton,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2020-2021,2020-10-24,Sat,Premier League,Matchweek 6,Away,W 2–1,Crystal Palace,Fulham,N,"LB,RB",19,0,0,0,0,1,1,0,0,14,0,0,0,0,0.1,0.1,0.0,0,0,13,13,100.0,0,8,1,0,0,Match Report
2020-2021,2020-10-30,Fri,Premier League,Matchweek 7,Away,L 0–2,Crystal Palace,Wolves,Y,LB,90,0,0,0,0,1,0,1,0,74,9,0,0,3,0.0,0.0,0.1,1,0,54,61,88.5,9,48,11,0,2,Match Report
2020-2021,2020-11-07,Sat,Premier League,Matchweek 8,Home,W 4–1,Crystal Palace,Leeds United,Y,LB,90,0,0,0,0,3,2,0,0,61,10,1,0,2,0.3,0.3,0.0,2,1,36,51,70.6,5,33,2,1,1,Match Report
2020-2021,2020-11-11,Wed,Friendlies (M),Friendlies (M),Home,D 1–1,nl Netherlands,es Spain,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2020-2021,2020-11-15,Sun,UEFA Nations League,League A,Home,W 3–1,nl Netherlands,ba Bosnia and Herzegovina,N,,12,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,Match Report
2020-2021,2020-11-18,Wed,UEFA Nations League,League A,Away,W 2–1,nl Netherlands,pl Poland,Y,LB,70,0,0,0,0,2,0,0,0,,,,0,,,,,,,,,,,,,,,Match Report
2020-2021,2020-11-23,Mon,Premier League,Matchweek 9,Away,L 0–1,Crystal Palace,Burnley,Y,LB,90,0,0,0,0,2,0,0,0,64,10,2,1,1,0.1,0.1,0.1,2,0,43,55,78.2,7,44,12,0,1,Match Report
2020-2021,2020-11-27,Fri,Premier League,Matchweek 10,Home,L 0–2,Crystal Palace,Newcastle Utd,Y,LB,90,0,0,0,0,1,0,0,0,100,5,3,2,1,0.0,0.0,0.2,5,0,74,93,79.6,12,50,8,0,1,Match Report
2020-2021,2020-12-06,Sun,Premier League,Matchweek 11,Away,W 5–1,Crystal Palace,West Brom,Y,LB,90,0,1,0,0,2,2,0,0,60,8,3,2,0,0.1,0.1,0.3,4,1,50,54,92.6,6,33,7,0,0,Match Report
2020-2021,2020-12-13,Sun,Premier League,Matchweek 12,Home,D 1–1,Crystal Palace,Tottenham,Y,LB,90,0,0,0,0,1,0,0,0,65,11,1,4,2,0.1,0.1,0.0,2,0,43,50,86.0,9,32,5,0,0,Match Report
