Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att_Passes,Cmp%,Prog_Passes,Carries,Prog_2_Carries,Succ,Att_2_Dribbles,Match Report
2019-2020,2019-09-13,Fri,PL2 — Div. 1,Matchweek 5,Home,W 2–1,Chelsea,Brighton,Y,DM,60,0,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
2019-2020,2019-09-21,Sat,PL2 — Div. 1,Matchweek 6,Away,W 2–0,Chelsea,Southampton,Y,DM,75,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
2019-2020,2019-09-25,Wed,EFL Cup,Third round,Home,W 7–1,Chelsea,Grimsby Town,Y,AM,90,1,0,0,0,6,3,0,0,,,,0,,,,,,,,,,,,,,,Match Report
2019-2020,2019-09-28,Sat,Premier League,Matchweek 7,Home,W 2–0,Chelsea,Brighton,N,"LW,RW",28,0,1,0,0,0,0,0,0,30,4,1,0,2,0.0,0.0,0.0,1,1,22,25,88.0,1,24,5,0,1,Match Report
2019-2020,2019-10-02,Wed,Champions Lg,Group stage,Away,W 2–1,eng Chelsea,fr Lille,N,LW,24,0,1,0,0,1,0,0,0,12,2,0,0,1,0.0,0.0,0.0,2,2,8,10,80.0,0,11,,1,1,Match Report
2019-2020,2019-10-06,Sun,Premier League,Matchweek 8,Away,W 4–1,Chelsea,Southampton,Y,LW,79,0,1,0,0,3,1,0,0,43,16,0,0,5,0.4,0.4,0.3,7,1,27,31,87.1,2,40,8,3,4,Match Report
2019-2020,2019-10-19,Sat,Premier League,Matchweek 9,Home,W 1–0,Chelsea,Newcastle Utd,Y,LW,89,0,1,0,0,2,0,0,0,58,3,1,0,0,0.1,0.1,0.7,8,1,36,50,72.0,5,49,17,3,4,Match Report
2019-2020,2019-10-23,Wed,Champions Lg,Group stage,Away,W 1–0,eng Chelsea,nl Ajax,Y,"LW,RW",89,0,0,0,0,2,0,0,0,43,15,1,0,0,0.1,0.1,0.2,4,0,24,32,75.0,0,36,8,1,7,Match Report
2019-2020,2019-10-26,Sat,Premier League,Matchweek 10,Away,W 4–2,Chelsea,Burnley,N,LW,19,0,0,0,0,1,1,1,0,16,2,0,0,0,0.0,0.0,0.0,2,0,9,10,90.0,1,17,5,1,2,Match Report
2019-2020,2019-10-30,Wed,EFL Cup,Fourth round,Home,L 1–2,Chelsea,Manchester Utd,Y,FW,90,0,0,0,0,2,0,0,0,,,,0,,,,,,,,,,,,,,,Match Report
2019-2020,2019-11-02,Sat,Premier League,Matchweek 11,Away,W 2–1,Chelsea,Watford,N,LW,8,0,0,0,0,0,0,0,0,14,2,0,0,0,0.0,0.0,0.0,0,0,9,10,90.0,0,12,0,1,1,Match Report
2019-2020,2019-11-05,Tue,Champions Lg,Group stage,Home,D 4–4,eng Chelsea,nl Ajax,N,"LW,CM",31,0,0,0,0,2,0,0,0,20,1,0,0,0,0.1,0.1,0.2,5,1,14,15,93.3,2,20,7,2,2,Match Report
2019-2020,2019-11-09,Sat,Premier League,Matchweek 12,Home,W 2–0,Chelsea,Crystal Palace,N,LW,11,0,0,0,0,1,0,0,0,5,2,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,4,0,0,0,Match Report
2019-2020,2019-11-14,Thu,Euro Qualifying,Group stage,Home,W 7–0,eng England,me Montenegro,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2019-2020,2019-11-17,Sun,Euro Qualifying,Group stage,Away,W 4–0,eng England,xk Kosovo,Y,FW,58,0,0,0,0,2,1,0,0,,,,0,,,,,,,,,,,,,,,Match Report
2019-2020,2019-11-30,Sat,Premier League,Matchweek 14,Home,L 0–1,Chelsea,West Ham,N,LW,20,0,0,0,0,1,0,0,0,19,0,0,0,0,0.0,0.0,0.0,0,0,14,16,87.5,3,25,5,6,8,Match Report
2019-2020,2019-12-04,Wed,Premier League,Matchweek 15,Home,W 2–1,Chelsea,Aston Villa,N,LW,5,0,0,0,0,2,0,0,0,6,0,0,0,0,0.1,0.1,0.0,0,0,2,3,66.7,0,7,2,2,2,Match Report
2019-2020,2019-12-07,Sat,Premier League,Matchweek 16,Away,L 1–3,Chelsea,Everton,N,"RW,WB",20,0,0,0,0,1,0,0,0,14,3,1,0,1,0.0,0.0,0.0,1,0,8,11,72.7,1,10,4,1,1,Match Report
2019-2020,2019-12-10,Tue,Champions Lg,Group stage,Home,W 2–1,eng Chelsea,fr Lille,N,LW,29,0,0,0,0,2,0,0,0,22,7,0,0,0,0.2,0.2,0.0,1,0,12,15,80.0,4,22,4,2,3,Match Report
