Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att_Passes,Cmp%,Prog_Passes,Carries,Prog_2_Carries,Succ,Att_2_Dribbles,Match Report
2019-2020,2019-08-10,Sat,Premier League,Matchweek 1,Away,L 0–3,Southampton,Burnley,Y,CB,72,0,0,0,0,0,0,0,0,45,8,0,1,1,0.0,0.0,0.0,0,0,24,32,75.0,0,21,0,0,0,Match Report
2019-2020,2019-08-27,Tue,EFL Cup,Second round,Away,W 1–0,Southampton,Fulham,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2019-2020,2019-08-31,Sat,Premier League,Matchweek 4,Home,D 1–1,Southampton,Manchester Utd,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2019-2020,2019-09-14,Sat,Premier League,Matchweek 5,Away,W 1–0,Southampton,Sheffield Utd,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2019-2020,2019-09-20,Fri,Premier League,Matchweek 6,Home,L 1–3,Southampton,Bournemouth,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2019-2020,2019-09-24,Tue,EFL Cup,Third round,Away,W 4–0,Southampton,Portsmouth,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2019-2020,2019-10-06,Sun,Premier League,Matchweek 8,Home,L 1–4,Southampton,Chelsea,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2019-2020,2019-10-19,Sat,Premier League,Matchweek 9,Away,D 1–1,Southampton,Wolves,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2019-2020,2019-10-25,Fri,Premier League,Matchweek 10,Home,L 0–9,Southampton,Leicester City,N,RB,45,0,0,0,0,0,0,0,0,32,9,3,1,3,0.0,0.0,0.0,0,0,13,22,59.1,1,15,1,1,1,Match Report
2019-2020,2019-10-29,Tue,EFL Cup,Fourth round,Away,L 1–3,Southampton,Manchester City,Y,CB,90,1,0,0,0,2,1,0,0,,,,1,,,,,,,,,,,,,,,Match Report
2019-2020,2019-11-02,Sat,Premier League,Matchweek 11,Away,L 1–2,Southampton,Manchester City,Y,CB,90,0,0,0,0,0,0,0,0,47,10,1,1,6,0.0,0.0,0.0,0,0,11,17,64.7,0,14,2,0,0,Match Report
2019-2020,2019-11-09,Sat,Premier League,Matchweek 12,Home,L 1–2,Southampton,Everton,Y,CB,90,0,0,0,0,0,0,0,0,66,6,1,2,6,0.0,0.0,0.0,0,0,39,49,79.6,2,37,3,0,0,Match Report
2019-2020,2019-11-23,Sat,Premier League,Matchweek 13,Away,D 2–2,Southampton,Arsenal,Y,CB,90,0,0,0,0,0,0,0,0,32,6,2,0,4,0.0,0.0,0.0,1,0,13,18,72.2,2,15,0,0,0,Match Report
2019-2020,2019-11-30,Sat,Premier League,Matchweek 14,Home,W 2–1,Southampton,Watford,Y,CB,90,0,0,0,0,0,0,0,0,93,12,5,2,0,0.0,0.0,0.0,0,0,69,77,89.6,1,59,5,1,1,Match Report
2019-2020,2019-12-04,Wed,Premier League,Matchweek 15,Home,W 2–1,Southampton,Norwich City,Y,CB,90,0,0,0,0,0,0,0,0,45,8,2,1,0,0.0,0.0,0.0,0,0,21,33,63.6,2,25,2,0,0,Match Report
2019-2020,2019-12-08,Sun,Premier League,Matchweek 16,Away,L 1–2,Southampton,Newcastle Utd,Y,CB,90,0,1,0,0,0,0,0,0,51,6,2,1,1,0.0,0.0,0.4,1,1,30,38,78.9,1,22,1,0,0,Match Report
2019-2020,2019-12-14,Sat,Premier League,Matchweek 17,Home,L 0–1,Southampton,West Ham,Y,CB,90,0,0,0,0,1,0,0,0,75,6,2,0,3,0.1,0.1,0.0,1,0,46,59,78.0,6,45,4,2,3,Match Report
2019-2020,2019-12-21,Sat,Premier League,Matchweek 18,Away,W 3–1,Southampton,Aston Villa,Y,CB,90,1,0,0,0,1,1,0,0,47,11,3,1,3,0.1,0.1,0.1,3,0,20,32,62.5,0,22,1,1,1,Match Report
2019-2020,2019-12-26,Thu,Premier League,Matchweek 19,Away,W 2–0,Southampton,Chelsea,Y,CB,90,0,0,0,0,0,0,0,0,48,11,4,2,4,0.0,0.0,0.0,0,0,20,29,69.0,3,13,0,0,0,Match Report
2019-2020,2019-12-28,Sat,Premier League,Matchweek 20,Home,D 1–1,Southampton,Crystal Palace,Y,CB,90,0,0,0,0,0,0,0,0,65,4,4,0,1,0.0,0.0,0.0,0,0,48,59,81.4,5,34,7,0,0,Match Report
