Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att_Passes,Cmp%,Prog_Passes,Carries,Prog_2_Carries,Succ,Att_2_Dribbles,Match Report
2019-2020,2019-08-11,Sun,Premier League,Matchweek 1,Home,D 0–0,Leicester City,Wolves,Y,CB,90,0,0,0,0,1,1,0,0,86,11,6,1,0,0.1,0.1,0.0,0,0,70,74,94.6,1,65,1,1,1,Match Report
2019-2020,2019-08-18,Sun,Premier League,Matchweek 2,Away,D 1–1,Leicester City,Chelsea,Y,CB,90,0,0,0,0,1,1,0,0,75,10,0,1,3,0.0,0.0,0.0,0,0,53,60,88.3,3,44,2,1,2,Match Report
2019-2020,2019-08-24,Sat,Premier League,Matchweek 3,Away,W 2–1,Leicester City,Sheffield Utd,Y,CB,90,0,1,0,0,0,0,0,0,81,15,4,1,0,0.0,0.0,0.0,0,0,51,60,85.0,0,51,2,0,1,Match Report
2019-2020,2019-08-28,Wed,EFL Cup,Second round,Away,W 1 (4)–1 (2),Leicester City,Newcastle Utd,Y,CB,120,0,0,0,0,0,0,1,0,,,,1,,,,,,,,,,,,,,,Match Report
2019-2020,2019-08-31,Sat,Premier League,Matchweek 4,Home,W 3–1,Leicester City,Bournemouth,Y,CB,90,0,0,0,0,1,0,0,0,93,17,5,0,1,0.0,0.0,0.0,0,0,69,84,82.1,2,71,0,1,1,Match Report
2019-2020,2019-09-07,Sat,Euro Qualifying,Group stage,Home,W 1–0,tr Turkey,ad Andorra,Y,CB,90,0,0,0,0,1,1,1,0,,,,0,,,,,,,,,,,,,,,Match Report
2019-2020,2019-09-10,Tue,Euro Qualifying,Group stage,Away,W 4–0,tr Turkey,md Moldova,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2019-2020,2019-09-14,Sat,Premier League,Matchweek 5,Away,L 0–1,Leicester City,Manchester Utd,Y,CB,90,0,0,0,0,0,0,0,0,56,8,2,1,1,0.0,0.0,0.0,0,0,42,45,93.3,1,32,2,0,0,Match Report
2019-2020,2019-09-21,Sat,Premier League,Matchweek 6,Home,W 2–1,Leicester City,Tottenham,Y,CB,90,0,0,0,0,0,0,0,0,49,10,4,0,2,0.0,0.0,0.0,0,0,31,33,93.9,2,23,2,0,1,Match Report
2019-2020,2019-09-29,Sun,Premier League,Matchweek 7,Home,W 5–0,Leicester City,Newcastle Utd,Y,CB,90,0,0,0,0,0,0,0,0,93,12,2,2,1,0.0,0.0,0.0,1,0,79,81,97.5,2,57,7,0,0,Match Report
2019-2020,2019-10-05,Sat,Premier League,Matchweek 8,Away,L 1–2,Leicester City,Liverpool,Y,CB,90,0,0,0,0,0,0,1,0,59,13,0,2,1,0.0,0.0,0.0,0,0,39,47,83.0,2,33,0,1,1,Match Report
2019-2020,2019-10-11,Fri,Euro Qualifying,Group stage,Home,W 1–0,tr Turkey,al Albania,N,,45,0,0,0,0,0,0,0,0,,,,2,,,,,,,,,,,,,,,Match Report
2019-2020,2019-10-14,Mon,Euro Qualifying,Group stage,Away,D 1–1,tr Turkey,fr France,Y,CB,90,0,0,0,0,0,0,0,0,,,,1,,,,,,,,,,,,,,,Match Report
2019-2020,2019-10-19,Sat,Premier League,Matchweek 9,Home,W 2–1,Leicester City,Burnley,Y,CB,90,0,0,0,0,2,0,0,0,102,8,5,0,3,0.1,0.1,0.0,1,0,75,82,91.5,1,74,4,0,0,Match Report
