Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att_Passes,Cmp%,Prog_Passes,Carries,Prog_2_Carries,Succ,Att_2_Dribbles,Match Report
2020-2021,2020-09-03,Thu,UEFA Nations League,League A,Away,D 1–1,es Spain,de Germany,Y,FW,90,0,1,0,0,3,1,0,0,,,,0,,,,,,,,,,,,,,,Match Report
2020-2021,2020-09-06,Sun,UEFA Nations League,League A,Home,W 4–0,es Spain,ua Ukraine,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2020-2021,2020-09-12,Sat,Premier League,Matchweek 1,Away,L 3–4,Leeds United,Liverpool,N,FW,29,0,0,0,0,0,0,0,0,6,10,0,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,1,0,0,0,Match Report
2020-2021,2020-09-16,Wed,EFL Cup,Second round,Home,L 1 (8)–1 (9),Leeds United,Hull City,Y,FW,90,0,0,0,0,1,0,0,0,,,,0,,,,,,,,,,,,,,,Match Report
2020-2021,2020-09-19,Sat,Premier League,Matchweek 2,Home,W 4–3,Leeds United,Fulham,Y,CM,45,0,0,0,0,0,0,0,0,22,8,0,0,1,0.0,0.0,0.0,0,0,12,19,63.2,0,13,1,1,1,Match Report
2020-2021,2020-09-27,Sun,Premier League,Matchweek 3,Away,W 1–0,Leeds United,Sheffield Utd,N,FW,44,0,0,0,0,3,1,0,0,39,6,0,0,2,0.2,0.2,0.0,4,1,24,30,80.0,1,25,4,0,0,Match Report
2020-2021,2020-10-03,Sat,Premier League,Matchweek 4,Home,D 1–1,Leeds United,Manchester City,N,CM,35,1,0,0,0,3,2,0,0,24,5,0,0,0,0.6,0.6,0.3,3,1,14,17,82.4,4,23,5,2,3,Match Report
2020-2021,2020-10-07,Wed,Friendlies (M),Friendlies (M),Away,D 0–0,es Spain,pt Portugal,Y,FW,45,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
2020-2021,2020-10-10,Sat,UEFA Nations League,League A,Home,W 1–0,es Spain,ch Switzerland,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2020-2021,2020-10-13,Tue,UEFA Nations League,League A,Away,L 0–1,es Spain,ua Ukraine,Y,FW,57,0,0,0,0,4,1,0,0,,,,0,,,,,,,,,,,,,,,Match Report
2020-2021,2020-10-19,Mon,Premier League,Matchweek 5,Home,L 0–1,Leeds United,Wolves,Y,CM,90,0,0,0,0,3,1,0,0,42,17,1,0,0,0.3,0.3,0.1,3,0,26,35,74.3,4,37,2,3,3,Match Report
2020-2021,2020-10-23,Fri,Premier League,Matchweek 6,Away,W 3–0,Leeds United,Aston Villa,Y,AM,78,0,0,0,0,5,1,0,0,48,15,3,0,0,0.9,0.9,0.1,6,1,30,33,90.9,8,37,7,1,2,Match Report
