Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att_Passes,Cmp%,Prog_Passes,Carries,Prog_2_Carries,Succ,Att_2_Dribbles,Match Report
2020-2021,2020-09-22,Tue,EFL Cup,Third round,Home,L 2 (4)–2 (5),West Brom,Brentford,Y,AM,90,0,0,0,0,4,2,0,0,,,,2,,,,,,,,,,,,,,,Match Report
2020-2021,2020-10-19,Mon,Premier League,Matchweek 5,Home,D 0–0,West Brom,Burnley,Y,CM,90,0,0,0,0,1,0,0,0,55,24,5,0,2,0.0,0.0,0.0,2,0,38,41,92.7,4,34,1,3,4,Match Report
2020-2021,2020-10-26,Mon,Premier League,Matchweek 6,Away,D 1–1,West Brom,Brighton,Y,CM,90,0,0,0,0,1,0,0,0,57,22,4,0,2,0.0,0.0,0.0,0,0,36,44,81.8,0,41,5,1,1,Match Report
2020-2021,2020-11-02,Mon,Premier League,Matchweek 7,Away,L 0–2,West Brom,Fulham,Y,"CM,DM",90,0,0,0,0,0,0,1,0,56,41,8,0,2,0.0,0.0,0.0,1,0,25,38,65.8,4,37,6,2,3,Match Report
2020-2021,2020-11-08,Sun,Premier League,Matchweek 8,Home,L 0–1,West Brom,Tottenham,Y,CM,90,0,0,0,0,2,0,0,0,38,31,4,0,2,0.2,0.2,0.0,0,0,16,26,61.5,1,21,2,2,3,Match Report
2020-2021,2020-11-21,Sat,Premier League,Matchweek 9,Away,L 0–1,West Brom,Manchester Utd,Y,CM,90,0,0,0,0,0,0,1,0,54,23,2,1,3,0.0,0.0,0.2,6,0,41,44,93.2,5,45,3,2,2,Match Report
2020-2021,2020-11-28,Sat,Premier League,Matchweek 10,Home,W 1–0,West Brom,Sheffield Utd,Y,"DM,CM",90,1,0,0,0,5,2,0,0,52,22,2,1,2,0.2,0.2,0.0,2,0,37,39,94.9,2,33,0,1,3,Match Report
2020-2021,2020-12-06,Sun,Premier League,Matchweek 11,Home,L 1–5,West Brom,Crystal Palace,Y,CM,90,1,0,0,0,1,1,1,0,72,21,3,2,2,0.1,0.1,0.0,1,0,48,55,87.3,2,56,5,3,5,Match Report
2020-2021,2020-12-12,Sat,Premier League,Matchweek 12,Away,L 1–2,West Brom,Newcastle Utd,Y,DM,79,0,0,0,0,6,1,0,0,52,15,3,0,0,0.3,0.3,0.0,0,0,35,42,83.3,2,36,9,2,2,Match Report
2020-2021,2020-12-15,Tue,Premier League,Matchweek 13,Away,D 1–1,West Brom,Manchester City,Y,CM,90,0,0,0,0,1,0,1,0,27,13,0,2,1,0.0,0.0,0.0,1,0,14,19,73.7,1,16,2,0,2,Match Report
2020-2021,2020-12-20,Sun,Premier League,Matchweek 14,Home,L 0–3,West Brom,Aston Villa,Y,CM,90,0,0,0,0,0,0,0,0,40,34,3,1,2,0.0,0.0,0.0,0,0,28,29,96.6,0,21,0,1,1,Match Report
2020-2021,2020-12-27,Sun,Premier League,Matchweek 15,Away,D 1–1,West Brom,Liverpool,Y,CM,89,0,0,0,0,0,0,0,0,40,23,3,5,4,0.0,0.0,0.0,0,0,14,22,63.6,2,23,0,2,4,Match Report
2020-2021,2020-12-29,Tue,Premier League,Matchweek 16,Home,L 0–5,West Brom,Leeds United,Y,CM,90,0,0,0,0,0,0,0,0,42,23,2,1,4,0.0,0.0,0.0,1,1,18,27,66.7,1,21,3,0,0,Match Report
2020-2021,2021-01-02,Sat,Premier League,Matchweek 17,Home,L 0–4,West Brom,Arsenal,Y,DM,90,0,0,0,0,1,1,1,0,58,27,2,2,5,0.0,0.0,0.0,1,0,36,44,81.8,2,35,4,1,2,Match Report
2020-2021,2021-01-09,Sat,FA Cup,Third round,Away,L 2 (2)–2 (3),West Brom,Blackpool,Y,AM,60,0,0,0,0,2,0,1,0,,,,1,,,,,,,,,,,,,,,Match Report
2020-2021,2021-01-19,Tue,Premier League,Matchweek 18,Away,L 1–2,West Brom,West Ham,Y,"RM,LM",90,0,0,0,0,1,1,1,0,46,17,2,1,1,0.1,0.1,0.0,1,0,32,37,86.5,2,37,2,1,2,Match Report
2020-2021,2021-01-26,Tue,Premier League,Matchweek 20,Home,L 0–5,West Brom,Manchester City,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2020-2021,2021-01-30,Sat,Premier League,Matchweek 21,Home,D 2–2,West Brom,Fulham,Y,CM,90,0,0,0,0,0,0,0,0,40,26,3,3,1,0.0,0.0,0.0,1,0,19,23,82.6,3,25,3,1,2,Match Report
2020-2021,2021-02-02,Tue,Premier League,Matchweek 22,Away,L 1–2,West Brom,Sheffield Utd,N,RM,17,0,0,0,0,0,0,0,0,7,6,1,0,0,0.0,0.0,0.0,0,0,4,4,100.0,0,7,3,1,1,Match Report
2020-2021,2021-02-07,Sun,Premier League,Matchweek 23,Away,L 0–2,West Brom,Tottenham,Y,CM,90,0,0,0,0,0,0,1,0,37,35,3,2,1,0.0,0.0,0.0,1,0,21,29,72.4,0,32,2,0,0,Match Report
2020-2021,2021-02-14,Sun,Premier League,Matchweek 24,Home,D 1–1,West Brom,Manchester Utd,Y,CM,90,0,1,0,0,1,0,1,0,41,17,2,0,8,0.0,0.0,0.1,2,1,18,25,72.0,2,20,1,1,1,Match Report
2020-2021,2021-02-20,Sat,Premier League,Matchweek 25,Away,D 0–0,West Brom,Burnley,Y,CM,90,0,0,0,0,0,0,0,0,48,17,4,0,2,0.0,0.0,0.0,2,0,21,36,58.3,4,28,3,1,1,Match Report
2020-2021,2021-02-27,Sat,Premier League,Matchweek 26,Home,W 1–0,West Brom,Brighton,Y,CM,90,0,1,0,0,1,0,0,0,39,28,3,3,0,0.0,0.0,0.2,1,1,19,24,79.2,0,25,1,2,3,Match Report
2020-2021,2021-03-04,Thu,Premier League,Matchweek 29,Home,L 0–1,West Brom,Everton,Y,CM,77,0,0,0,0,2,0,0,0,46,15,0,0,0,0.1,0.1,0.3,3,0,32,37,86.5,2,46,3,3,3,Match Report
2020-2021,2021-03-07,Sun,Premier League,Matchweek 27,Home,D 0–0,West Brom,Newcastle Utd,Y,CM,90,0,0,0,0,1,0,0,0,62,16,2,1,3,0.0,0.0,0.0,2,0,37,50,74.0,2,45,9,0,1,Match Report
2020-2021,2021-03-13,Sat,Premier League,Matchweek 28,Away,L 0–1,West Brom,Crystal Palace,Y,CM,90,0,0,0,0,2,0,0,0,58,29,1,1,2,0.1,0.1,0.0,1,0,33,44,75.0,3,37,3,1,3,Match Report
2020-2021,2021-04-12,Mon,Premier League,Matchweek 31,Home,W 3–0,West Brom,Southampton,N,LM,19,0,0,0,0,0,0,0,0,8,8,0,0,1,0.0,0.0,0.0,0,0,2,4,50.0,1,2,0,0,0,Match Report
2020-2021,2021-04-22,Thu,Premier League,Matchweek 32,Away,L 0–3,West Brom,Leicester City,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
