League,Season,Round,Wk,Day,Date,Time,HomeTeam,xG_Home,xG_Away,AwayTeam,Attendance,Venue,Referee,Match Report,HomeScore,AwayScore
Bundesliga,2017-2018,Regular Season,2,Sat,2017-08-26,15:30,Stuttgart,2.3,0.9,Mainz 05,53100,Mercedes-Benz Arena,Benjamin Brand,https://fbref.com/en/matches/400d3616/Stuttgart-Mainz-05-August-26-2017-Bundesliga,1,0
Bundesliga,2017-2018,Regular Season,2,Sat,2017-08-26,15:30,Eint Frankfurt,1.4,1.0,Wolfsburg,46000,Commerzbank-Arena,Benjamin Cortus,https://fbref.com/en/matches/3bf149af/Eintracht-Frankfurt-Wolfsburg-August-26-2017-Bundesliga,0,1
Bundesliga,2017-2018,Regular Season,2,Sat,2017-08-26,15:30,Werder Bremen,0.4,1.8,Bayern Munich,42100,Weserstadion,Bastian Dankert,https://fbref.com/en/matches/9b3e6ab4/Werder-Bremen-Bayern-Munich-August-26-2017-Bundesliga,0,2
Bundesliga,2017-2018,Regular Season,2,Sat,2017-08-26,15:30,Augsburg,3.3,1.4,M'Gladbach,29243,WWK Arena,Sascha Stegemann,https://fbref.com/en/matches/3d33cbcd/Augsburg-Monchengladbach-August-26-2017-Bundesliga,2,2
Bundesliga,2017-2018,Regular Season,2,Sat,2017-08-26,15:30,Leverkusen,2.6,0.7,Hoffenheim,27106,BayArena,Harm Osmers,https://fbref.com/en/matches/9992229f/Bayer-Leverkusen-Hoffenheim-August-26-2017-Bundesliga,2,2
Bundesliga,2017-2018,Regular Season,2,Sat,2017-08-26,18:30,Dortmund,2.2,0.7,Hertha BSC,80860,Signal Iduna Park,Marco Fritz,https://fbref.com/en/matches/5734149b/Dortmund-Hertha-BSC-August-26-2017-Bundesliga,2,0
Bundesliga,2017-2018,Regular Season,2,Sun,2017-08-27,15:30,RB Leipzig,3.1,0.4,Freiburg,39265,Red Bull Arena,Christian Dingert,https://fbref.com/en/matches/cd7718be/RB-Leipzig-Freiburg-August-27-2017-Bundesliga,4,1
Bundesliga,2017-2018,Regular Season,2,Sun,2017-08-27,18:00,Hannover 96,0.9,0.4,Schalke 04,49000,HDI-Arena,Patrick Ittrich,https://fbref.com/en/matches/5abf775e/Hannover-96-Schalke-04-August-27-2017-Bundesliga,1,0
Bundesliga,2017-2018,Regular Season,3,Fri,2017-09-08,20:30,Hamburger SV,0.9,2.4,RB Leipzig,50231,Volksparkstadion,Deniz Aytekin,https://fbref.com/en/matches/1e115c1f/Hamburger-SV-RB-Leipzig-September-8-2017-Bundesliga,0,2
Bundesliga,2017-2018,Regular Season,3,Sat,2017-09-09,15:30,M'Gladbach,0.9,0.4,Eint Frankfurt,51431,Stadion im Borussia-Park,Robert Kampka,https://fbref.com/en/matches/9a77b60b/Monchengladbach-Eintracht-Frankfurt-September-9-2017-Bundesliga,0,1
Bundesliga,2017-2018,Regular Season,3,Sat,2017-09-09,15:30,Mainz 05,1.3,0.9,Leverkusen,24876,Opel Arena,Markus Schmidt,https://fbref.com/en/matches/57753c8c/Mainz-05-Bayer-Leverkusen-September-9-2017-Bundesliga,3,1
Bundesliga,2017-2018,Regular Season,3,Sat,2017-09-09,15:30,Wolfsburg,1.4,1.0,Hannover 96,27321,Volkswagen Arena,Felix Zwayer,https://fbref.com/en/matches/3d2c38ea/Wolfsburg-Hannover-96-September-9-2017-Bundesliga,1,1
Bundesliga,2017-2018,Regular Season,3,Sat,2017-09-09,15:30,Augsburg,2.0,0.7,Köln,27510,WWK Arena,Tobias Stieler,https://fbref.com/en/matches/7e929ab2/Augsburg-Koln-September-9-2017-Bundesliga,3,0
Bundesliga,2017-2018,Regular Season,3,Sat,2017-09-09,15:30,Freiburg,0.7,1.6,Dortmund,24000,Schwarzwald-Stadion,Benjamin Cortus,https://fbref.com/en/matches/d284fd39/Freiburg-Dortmund-September-9-2017-Bundesliga,0,0
Bundesliga,2017-2018,Regular Season,3,Sat,2017-09-09,18:30,Hoffenheim,0.4,1.8,Bayern Munich,30150,Dietmar-Hopp-Stadion,Daniel Siebert,https://fbref.com/en/matches/fe417870/Hoffenheim-Bayern-Munich-September-9-2017-Bundesliga,2,0
Bundesliga,2017-2018,Regular Season,3,Sun,2017-09-10,15:30,Hertha BSC,0.9,1.1,Werder Bremen,49118,Olympiastadion Berlin,Bibiana Steinhaus,https://fbref.com/en/matches/33d3ec46/Hertha-BSC-Werder-Bremen-September-10-2017-Bundesliga,1,1
Bundesliga,2017-2018,Regular Season,3,Sun,2017-09-10,18:00,Schalke 04,2.3,1.3,Stuttgart,61098,Veltins-Arena,Frank Willenborg,https://fbref.com/en/matches/885af087/Schalke-04-Stuttgart-September-10-2017-Bundesliga,3,1
Bundesliga,2017-2018,Regular Season,4,Fri,2017-09-15,20:30,Hannover 96,1.8,0.7,Hamburger SV,49000,HDI-Arena,Robert Hartmann,https://fbref.com/en/matches/5fb323e0/Hannover-96-Hamburger-SV-September-15-2017-Bundesliga,2,0
Bundesliga,2017-2018,Regular Season,4,Sat,2017-09-16,15:30,Bayern Munich,4.9,0.7,Mainz 05,75000,Allianz Arena,Sascha Stegemann,https://fbref.com/en/matches/a10cf572/Bayern-Munich-Mainz-05-September-16-2017-Bundesliga,4,0
Bundesliga,2017-2018,Regular Season,4,Sat,2017-09-16,15:30,Werder Bremen,0.9,0.9,Schalke 04,42100,Weserstadion,Benjamin Brand,https://fbref.com/en/matches/b8a1c45e/Werder-Bremen-Schalke-04-September-16-2017-Bundesliga,1,2
Bundesliga,2017-2018,Regular Season,4,Sat,2017-09-16,15:30,Stuttgart,0.9,0.5,Wolfsburg,50500,Mercedes-Benz Arena,Guido Winkmann,https://fbref.com/en/matches/198facdd/Stuttgart-Wolfsburg-September-16-2017-Bundesliga,1,0
Bundesliga,2017-2018,Regular Season,4,Sat,2017-09-16,15:30,Eint Frankfurt,1.8,1.0,Augsburg,46500,Commerzbank-Arena,Christian Dingert,https://fbref.com/en/matches/a357fa5b/Eintracht-Frankfurt-Augsburg-September-16-2017-Bundesliga,1,2
Bundesliga,2017-2018,Regular Season,4,Sat,2017-09-16,18:30,RB Leipzig,1.3,1.7,M'Gladbach,42558,Red Bull Arena,Marco Fritz,https://fbref.com/en/matches/634c5128/RB-Leipzig-Monchengladbach-September-16-2017-Bundesliga,2,2
Bundesliga,2017-2018,Regular Season,4,Sun,2017-09-17,13:30,Hoffenheim,0.7,0.8,Hertha BSC,27243,Dietmar-Hopp-Stadion,Markus Schmidt,https://fbref.com/en/matches/ff315c8d/Hoffenheim-Hertha-BSC-September-17-2017-Bundesliga,1,1
Bundesliga,2017-2018,Regular Season,4,Sun,2017-09-17,15:30,Leverkusen,2.7,0.6,Freiburg,26232,BayArena,Sven Jablonski,https://fbref.com/en/matches/abc12d71/Bayer-Leverkusen-Freiburg-September-17-2017-Bundesliga,4,0
Bundesliga,2017-2018,Regular Season,4,Sun,2017-09-17,18:00,Dortmund,3.1,0.5,Köln,81000,Signal Iduna Park,Patrick Ittrich,https://fbref.com/en/matches/52c8c028/Dortmund-Koln-September-17-2017-Bundesliga,5,0
Bundesliga,2017-2018,Regular Season,5,Tue,2017-09-19,18:30,M'Gladbach,1.3,0.8,Stuttgart,44063,Stadion im Borussia-Park,Sören Storks,https://fbref.com/en/matches/677887ea/Monchengladbach-Stuttgart-September-19-2017-Bundesliga,2,0
Bundesliga,2017-2018,Regular Season,5,Tue,2017-09-19,20:30,Schalke 04,1.0,2.3,Bayern Munich,62271,Veltins-Arena,Marco Fritz,https://fbref.com/en/matches/17ceb358/Schalke-04-Bayern-Munich-September-19-2017-Bundesliga,0,3
Bundesliga,2017-2018,Regular Season,5,Tue,2017-09-19,20:30,Wolfsburg,1.0,1.5,Werder Bremen,26174,Volkswagen Arena,Felix Brych,https://fbref.com/en/matches/e2e4d8fb/Wolfsburg-Werder-Bremen-September-19-2017-Bundesliga,1,1
Bundesliga,2017-2018,Regular Season,5,Tue,2017-09-19,20:30,Augsburg,1.1,0.9,RB Leipzig,26113,WWK Arena,Daniel Siebert,https://fbref.com/en/matches/19965925/Augsburg-RB-Leipzig-September-19-2017-Bundesliga,1,0
Bundesliga,2017-2018,Regular Season,5,Wed,2017-09-20,18:30,Köln,1.7,1.7,Eint Frankfurt,49000,RheinEnergieSTADION,Martin Petersen,https://fbref.com/en/matches/cc1da234/Koln-Eintracht-Frankfurt-September-20-2017-Bundesliga,0,1
Bundesliga,2017-2018,Regular Season,5,Wed,2017-09-20,20:30,Hamburger SV,0.5,2.7,Dortmund,52962,Volksparkstadion,Felix Zwayer,https://fbref.com/en/matches/2fac1858/Hamburger-SV-Dortmund-September-20-2017-Bundesliga,0,3
Bundesliga,2017-2018,Regular Season,5,Wed,2017-09-20,20:30,Hertha BSC,0.8,0.5,Leverkusen,32825,Olympiastadion Berlin,Deniz Aytekin,https://fbref.com/en/matches/6c5cd8f0/Hertha-BSC-Bayer-Leverkusen-September-20-2017-Bundesliga,2,1
Bundesliga,2017-2018,Regular Season,5,Wed,2017-09-20,20:30,Freiburg,2.2,1.5,Hannover 96,22900,Schwarzwald-Stadion,Tobias Stieler,https://fbref.com/en/matches/19006b59/Freiburg-Hannover-96-September-20-2017-Bundesliga,1,1
Bundesliga,2017-2018,Regular Season,5,Wed,2017-09-20,20:30,Mainz 05,1.3,1.3,Hoffenheim,23477,Opel Arena,Manuel Gräfe,https://fbref.com/en/matches/391ecf44/Mainz-05-Hoffenheim-September-20-2017-Bundesliga,2,3
Bundesliga,2017-2018,Regular Season,6,Fri,2017-09-22,20:30,Bayern Munich,2.9,1.0,Wolfsburg,75000,Allianz Arena,Christian Dingert,https://fbref.com/en/matches/8869577c/Bayern-Munich-Wolfsburg-September-22-2017-Bundesliga,2,2
Bundesliga,2017-2018,Regular Season,6,Sat,2017-09-23,15:30,RB Leipzig,2.0,1.1,Eint Frankfurt,40606,Red Bull Arena,Benjamin Brand,https://fbref.com/en/matches/e6cd2359/RB-Leipzig-Eintracht-Frankfurt-September-23-2017-Bundesliga,2,1
Bundesliga,2017-2018,Regular Season,6,Sat,2017-09-23,15:30,Werder Bremen,1.8,1.3,Freiburg,41000,Weserstadion,Robert Hartmann,https://fbref.com/en/matches/43ae7d98/Werder-Bremen-Freiburg-September-23-2017-Bundesliga,0,0
Bundesliga,2017-2018,Regular Season,6,Sat,2017-09-23,15:30,Hoffenheim,2.0,1.7,Schalke 04,30150,Dietmar-Hopp-Stadion,Sascha Stegemann,https://fbref.com/en/matches/7870c975/Hoffenheim-Schalke-04-September-23-2017-Bundesliga,2,0
Bundesliga,2017-2018,Regular Season,6,Sat,2017-09-23,15:30,Stuttgart,0.7,0.8,Augsburg,55202,Mercedes-Benz Arena,Harm Osmers,https://fbref.com/en/matches/be29160b/Stuttgart-Augsburg-September-23-2017-Bundesliga,0,0
Bundesliga,2017-2018,Regular Season,6,Sat,2017-09-23,15:30,Mainz 05,1.1,0.6,Hertha BSC,23517,Opel Arena,Tobias Stieler,https://fbref.com/en/matches/792d9b4c/Mainz-05-Hertha-BSC-September-23-2017-Bundesliga,1,0
Bundesliga,2017-2018,Regular Season,6,Sat,2017-09-23,18:30,Dortmund,2.6,1.3,M'Gladbach,81360,Signal Iduna Park,Manuel Gräfe,https://fbref.com/en/matches/af09c719/Dortmund-Monchengladbach-September-23-2017-Bundesliga,6,1
Bundesliga,2017-2018,Regular Season,6,Sun,2017-09-24,15:30,Hannover 96,1.3,1.2,Köln,47000,HDI-Arena,Daniel Siebert,https://fbref.com/en/matches/b2677d90/Hannover-96-Koln-September-24-2017-Bundesliga,0,0
Bundesliga,2017-2018,Regular Season,6,Sun,2017-09-24,18:00,Leverkusen,2.4,0.5,Hamburger SV,27601,BayArena,Robert Kampka,https://fbref.com/en/matches/8251a762/Bayer-Leverkusen-Hamburger-SV-September-24-2017-Bundesliga,3,0
Bundesliga,2017-2018,Regular Season,7,Fri,2017-09-29,20:30,Schalke 04,1.2,1.1,Leverkusen,61515,Veltins-Arena,Guido Winkmann,https://fbref.com/en/matches/b288b705/Schalke-04-Bayer-Leverkusen-September-29-2017-Bundesliga,1,1
Bundesliga,2017-2018,Regular Season,7,Sat,2017-09-30,15:30,Augsburg,1.8,2.4,Dortmund,30660,WWK Arena,Marco Fritz,https://fbref.com/en/matches/c1f54533/Augsburg-Dortmund-September-30-2017-Bundesliga,1,2
Bundesliga,2017-2018,Regular Season,7,Sat,2017-09-30,15:30,M'Gladbach,2.2,1.4,Hannover 96,50542,Stadion im Borussia-Park,Christian Dingert,https://fbref.com/en/matches/9476d8c6/Monchengladbach-Hannover-96-September-30-2017-Bundesliga,2,1
Bundesliga,2017-2018,Regular Season,7,Sat,2017-09-30,15:30,Eint Frankfurt,1.3,1.5,Stuttgart,51500,Commerzbank-Arena,Felix Brych,https://fbref.com/en/matches/c8d12e7f/Eintracht-Frankfurt-Stuttgart-September-30-2017-Bundesliga,2,1
Bundesliga,2017-2018,Regular Season,7,Sat,2017-09-30,15:30,Wolfsburg,0.9,0.9,Mainz 05,24352,Volkswagen Arena,Robert Hartmann,https://fbref.com/en/matches/03077c02/Wolfsburg-Mainz-05-September-30-2017-Bundesliga,1,1
Bundesliga,2017-2018,Regular Season,7,Sat,2017-09-30,18:30,Hamburger SV,1.0,0.5,Werder Bremen,54613,Volksparkstadion,Deniz Aytekin,https://fbref.com/en/matches/02c85a2b/Hamburger-SV-Werder-Bremen-September-30-2017-Bundesliga,0,0
Bundesliga,2017-2018,Regular Season,7,Sun,2017-10-01,13:30,Freiburg,1.1,1.1,Hoffenheim,24000,Schwarzwald-Stadion,Daniel Siebert,https://fbref.com/en/matches/666c9723/Freiburg-Hoffenheim-October-1-2017-Bundesliga,3,2
Bundesliga,2017-2018,Regular Season,7,Sun,2017-10-01,15:30,Hertha BSC,2.0,1.8,Bayern Munich,71212,Olympiastadion Berlin,Harm Osmers,https://fbref.com/en/matches/11ff6012/Hertha-BSC-Bayern-Munich-October-1-2017-Bundesliga,2,2
Bundesliga,2017-2018,Regular Season,7,Sun,2017-10-01,18:00,Köln,1.7,2.6,RB Leipzig,48700,RheinEnergieSTADION,Felix Zwayer,https://fbref.com/en/matches/4d9b3ce4/Koln-RB-Leipzig-October-1-2017-Bundesliga,1,2
Bundesliga,2017-2018,Regular Season,8,Fri,2017-10-13,20:30,Stuttgart,2.6,1.7,Köln,58716,Mercedes-Benz Arena,Benjamin Cortus,https://fbref.com/en/matches/668679f5/Stuttgart-Koln-October-13-2017-Bundesliga,2,1
Bundesliga,2017-2018,Regular Season,8,Sat,2017-10-14,15:30,Bayern Munich,2.0,0.6,Freiburg,75000,Allianz Arena,Frank Willenborg,https://fbref.com/en/matches/095914c6/Bayern-Munich-Freiburg-October-14-2017-Bundesliga,5,0
Bundesliga,2017-2018,Regular Season,8,Sat,2017-10-14,15:30,Hannover 96,1.0,0.8,Eint Frankfurt,43500,HDI-Arena,Bastian Dankert,https://fbref.com/en/matches/8896204e/Hannover-96-Eintracht-Frankfurt-October-14-2017-Bundesliga,1,2
Bundesliga,2017-2018,Regular Season,8,Sat,2017-10-14,15:30,Mainz 05,1.1,1.6,Hamburger SV,30371,Opel Arena,Felix Brych,https://fbref.com/en/matches/eb296f2f/Mainz-05-Hamburger-SV-October-14-2017-Bundesliga,3,2
Bundesliga,2017-2018,Regular Season,8,Sat,2017-10-14,15:30,Hertha BSC,0.3,1.7,Schalke 04,50590,Olympiastadion Berlin,Benjamin Brand,https://fbref.com/en/matches/60363d4c/Hertha-BSC-Schalke-04-October-14-2017-Bundesliga,0,2
Bundesliga,2017-2018,Regular Season,8,Sat,2017-10-14,15:30,Hoffenheim,1.8,1.1,Augsburg,27014,Dietmar-Hopp-Stadion,Manuel Gräfe,https://fbref.com/en/matches/deab105c/Hoffenheim-Augsburg-October-14-2017-Bundesliga,2,2
Bundesliga,2017-2018,Regular Season,8,Sat,2017-10-14,18:30,Dortmund,3.1,2.3,RB Leipzig,80100,Signal Iduna Park,Deniz Aytekin,https://fbref.com/en/matches/1d76907c/Dortmund-RB-Leipzig-October-14-2017-Bundesliga,2,3
Bundesliga,2017-2018,Regular Season,8,Sun,2017-10-15,15:30,Leverkusen,1.9,1.5,Wolfsburg,29104,BayArena,Patrick Ittrich,https://fbref.com/en/matches/496c7fb4/Bayer-Leverkusen-Wolfsburg-October-15-2017-Bundesliga,2,2
Bundesliga,2017-2018,Regular Season,8,Sun,2017-10-15,18:00,Werder Bremen,1.4,2.1,M'Gladbach,42100,Weserstadion,Markus Schmidt,https://fbref.com/en/matches/ed39bd88/Werder-Bremen-Monchengladbach-October-15-2017-Bundesliga,0,2
Bundesliga,2017-2018,Regular Season,9,Fri,2017-10-20,20:30,Schalke 04,2.0,0.5,Mainz 05,59476,Veltins-Arena,Bibiana Steinhaus,https://fbref.com/en/matches/ab9a62e5/Schalke-04-Mainz-05-October-20-2017-Bundesliga,2,0
Bundesliga,2017-2018,Regular Season,9,Sat,2017-10-21,15:30,RB Leipzig,1.0,0.6,Stuttgart,42558,Red Bull Arena,Sven Jablonski,https://fbref.com/en/matches/bcbf5b3f/RB-Leipzig-Stuttgart-October-21-2017-Bundesliga,1,0
Bundesliga,2017-2018,Regular Season,9,Sat,2017-10-21,15:30,Augsburg,1.4,1.0,Hannover 96,25971,WWK Arena,Sascha Stegemann,https://fbref.com/en/matches/8d9c9591/Augsburg-Hannover-96-October-21-2017-Bundesliga,1,2
Bundesliga,2017-2018,Regular Season,9,Sat,2017-10-21,15:30,M'Gladbach,1.9,2.4,Leverkusen,53053,Stadion im Borussia-Park,Bastian Dankert,https://fbref.com/en/matches/f569cb4c/Monchengladbach-Bayer-Leverkusen-October-21-2017-Bundesliga,1,5
Bundesliga,2017-2018,Regular Season,9,Sat,2017-10-21,15:30,Eint Frankfurt,2.4,2.1,Dortmund,51500,Commerzbank-Arena,Robert Hartmann,https://fbref.com/en/matches/52768be0/Eintracht-Frankfurt-Dortmund-October-21-2017-Bundesliga,2,2
Bundesliga,2017-2018,Regular Season,9,Sat,2017-10-21,18:30,Hamburger SV,0.2,2.3,Bayern Munich,57000,Volksparkstadion,Marco Fritz,https://fbref.com/en/matches/f2074595/Hamburger-SV-Bayern-Munich-October-21-2017-Bundesliga,0,1
Bundesliga,2017-2018,Regular Season,9,Sun,2017-10-22,13:30,Köln,2.0,1.0,Werder Bremen,50000,RheinEnergieSTADION,Robert Kampka,https://fbref.com/en/matches/9d50e3df/Koln-Werder-Bremen-October-22-2017-Bundesliga,0,0
Bundesliga,2017-2018,Regular Season,9,Sun,2017-10-22,15:30,Freiburg,3.0,2.0,Hertha BSC,23800,Schwarzwald-Stadion,Guido Winkmann,https://fbref.com/en/matches/fc928a8c/Freiburg-Hertha-BSC-October-22-2017-Bundesliga,1,1
Bundesliga,2017-2018,Regular Season,9,Sun,2017-10-22,18:00,Wolfsburg,1.5,1.9,Hoffenheim,23514,Volkswagen Arena,Felix Zwayer,https://fbref.com/en/matches/56a09036/Wolfsburg-Hoffenheim-October-22-2017-Bundesliga,1,1
Bundesliga,2017-2018,Regular Season,10,Fri,2017-10-27,20:30,Mainz 05,0.4,0.8,Eint Frankfurt,33794,Opel Arena,Sascha Stegemann,https://fbref.com/en/matches/e1a4ddc7/Mainz-05-Eintracht-Frankfurt-October-27-2017-Bundesliga,1,1
Bundesliga,2017-2018,Regular Season,10,Sat,2017-10-28,15:30,Hertha BSC,0.9,0.8,Hamburger SV,52131,Olympiastadion Berlin,Felix Brych,https://fbref.com/en/matches/1b5be8e3/Hertha-BSC-Hamburger-SV-October-28-2017-Bundesliga,2,1
Bundesliga,2017-2018,Regular Season,10,Sat,2017-10-28,15:30,Schalke 04,1.5,1.3,Wolfsburg,60429,Veltins-Arena,Markus Schmidt,https://fbref.com/en/matches/453d02a5/Schalke-04-Wolfsburg-October-28-2017-Bundesliga,1,1
Bundesliga,2017-2018,Regular Season,10,Sat,2017-10-28,15:30,Hoffenheim,1.0,1.8,M'Gladbach,30150,Dietmar-Hopp-Stadion,Harm Osmers,https://fbref.com/en/matches/457ab971/Hoffenheim-Monchengladbach-October-28-2017-Bundesliga,1,3
Bundesliga,2017-2018,Regular Season,10,Sat,2017-10-28,15:30,Hannover 96,2.6,1.0,Dortmund,49000,HDI-Arena,Patrick Ittrich,https://fbref.com/en/matches/82b4ab22/Hannover-96-Dortmund-October-28-2017-Bundesliga,4,2
Bundesliga,2017-2018,Regular Season,10,Sat,2017-10-28,15:30,Leverkusen,1.9,0.4,Köln,30210,BayArena,Manuel Gräfe,https://fbref.com/en/matches/af53eee8/Bayer-Leverkusen-Koln-October-28-2017-Bundesliga,2,1
Bundesliga,2017-2018,Regular Season,10,Sat,2017-10-28,18:30,Bayern Munich,1.9,0.2,RB Leipzig,75000,Allianz Arena,Daniel Siebert,https://fbref.com/en/matches/c5ad9910/Bayern-Munich-RB-Leipzig-October-28-2017-Bundesliga,2,0
Bundesliga,2017-2018,Regular Season,10,Sun,2017-10-29,15:30,Werder Bremen,1.1,2.8,Augsburg,40500,Weserstadion,Sören Storks,https://fbref.com/en/matches/553962af/Werder-Bremen-Augsburg-October-29-2017-Bundesliga,0,3
Bundesliga,2017-2018,Regular Season,10,Sun,2017-10-29,18:00,Stuttgart,1.3,0.5,Freiburg,58872,Mercedes-Benz Arena,Tobias Stieler,https://fbref.com/en/matches/cc431807/Stuttgart-Freiburg-October-29-2017-Bundesliga,3,0
Bundesliga,2017-2018,Regular Season,11,Fri,2017-11-03,20:30,Eint Frankfurt,2.1,1.3,Werder Bremen,51500,Commerzbank-Arena,Benjamin Brand,https://fbref.com/en/matches/1813d4d3/Eintracht-Frankfurt-Werder-Bremen-November-3-2017-Bundesliga,2,1
Bundesliga,2017-2018,Regular Season,11,Sat,2017-11-04,15:30,Freiburg,1.2,0.7,Schalke 04,24000,Schwarzwald-Stadion,Felix Brych,https://fbref.com/en/matches/a37a6004/Freiburg-Schalke-04-November-4-2017-Bundesliga,0,1
Bundesliga,2017-2018,Regular Season,11,Sat,2017-11-04,15:30,RB Leipzig,2.2,1.0,Hannover 96,40461,Red Bull Arena,Martin Petersen,https://fbref.com/en/matches/e0325200/RB-Leipzig-Hannover-96-November-4-2017-Bundesliga,2,1
Bundesliga,2017-2018,Regular Season,11,Sat,2017-11-04,15:30,M'Gladbach,0.9,0.9,Mainz 05,52659,Stadion im Borussia-Park,Sven Jablonski,https://fbref.com/en/matches/e4babe18/Monchengladbach-Mainz-05-November-4-2017-Bundesliga,1,1
Bundesliga,2017-2018,Regular Season,11,Sat,2017-11-04,15:30,Hamburger SV,1.6,1.1,Stuttgart,54976,Volksparkstadion,Guido Winkmann,https://fbref.com/en/matches/606d48b1/Hamburger-SV-Stuttgart-November-4-2017-Bundesliga,3,1
Bundesliga,2017-2018,Regular Season,11,Sat,2017-11-04,15:30,Augsburg,1.2,0.6,Leverkusen,26133,WWK Arena,Christian Dingert,https://fbref.com/en/matches/48c2a77b/Augsburg-Bayer-Leverkusen-November-4-2017-Bundesliga,1,1
Bundesliga,2017-2018,Regular Season,11,Sat,2017-11-04,18:30,Dortmund,3.1,1.5,Bayern Munich,81360,Signal Iduna Park,Tobias Stieler,https://fbref.com/en/matches/217575c3/Der-Klassiker-Dortmund-Bayern-Munich-November-4-2017-Bundesliga,1,3
Bundesliga,2017-2018,Regular Season,11,Sun,2017-11-05,15:30,Köln,1.1,2.7,Hoffenheim,49200,RheinEnergieSTADION,Deniz Aytekin,https://fbref.com/en/matches/f50068e4/Koln-Hoffenheim-November-5-2017-Bundesliga,0,3
Bundesliga,2017-2018,Regular Season,11,Sun,2017-11-05,18:00,Wolfsburg,2.4,1.5,Hertha BSC,25214,Volkswagen Arena,Robert Kampka,https://fbref.com/en/matches/b19c88fe/Wolfsburg-Hertha-BSC-November-5-2017-Bundesliga,3,3
Bundesliga,2017-2018,Regular Season,12,Fri,2017-11-17,20:30,Stuttgart,2.1,1.9,Dortmund,58932,Mercedes-Benz Arena,Frank Willenborg,https://fbref.com/en/matches/c6286555/Stuttgart-Dortmund-November-17-2017-Bundesliga,2,1
Bundesliga,2017-2018,Regular Season,12,Sat,2017-11-18,15:30,Mainz 05,1.7,0.8,Köln,30473,Opel Arena,Felix Brych,https://fbref.com/en/matches/0dfc6664/Mainz-05-Koln-November-18-2017-Bundesliga,1,0
Bundesliga,2017-2018,Regular Season,12,Sat,2017-11-18,15:30,Leverkusen,2.2,2.3,RB Leipzig,29218,BayArena,Harm Osmers,https://fbref.com/en/matches/ce500ce0/Bayer-Leverkusen-RB-Leipzig-November-18-2017-Bundesliga,2,2
Bundesliga,2017-2018,Regular Season,12,Sat,2017-11-18,15:30,Hoffenheim,1.1,0.8,Eint Frankfurt,30150,Dietmar-Hopp-Stadion,Felix Zwayer,https://fbref.com/en/matches/3c21482b/Hoffenheim-Eintracht-Frankfurt-November-18-2017-Bundesliga,1,1
