Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,Match Report
2015-2016,2015-08-08,Sat,Premier League,Matchweek 1,Home,W 4–2,Leicester City,Sunderland,N,,14,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,,,Match Report
2015-2016,2015-08-15,Sat,Premier League,Matchweek 2,Away,W 2–1,Leicester City,West Ham,N,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report
2015-2016,2015-08-22,Sat,Premier League,Matchweek 3,Home,D 1–1,Leicester City,Tottenham,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2015-08-25,Tue,League Cup,Second round,Away,W 4–1,Leicester City,Bury,Y,,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2015-08-29,Sat,Premier League,Matchweek 4,Away,D 1–1,Leicester City,Bournemouth,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2015-09-05,Sat,Euro Qualifying,Group stage,Home,W 1–0,at Austria,md Moldova,Y*,LB,90,0,0,0,0,0,0,0,0,3,1,0,6,2,3,0,0,0,Match Report
2015-2016,2015-09-08,Tue,Euro Qualifying,Group stage,Away,W 4–1,at Austria,se Sweden,Y*,LB,90,0,0,0,0,0,0,0,0,1,0,0,2,0,3,0,0,0,Match Report
2015-2016,2015-09-22,Tue,League Cup,Third round,Home,W 2–1,Leicester City,West Ham,Y,,120,0,1,0,0,,,1,0,,,,,,,0,,,Match Report
2015-2016,2015-10-03,Sat,Premier League,Matchweek 8,Away,W 2–1,Leicester City,Norwich City,Y,LB,90,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,,,Match Report
2015-2016,2015-10-09,Fri,Euro Qualifying,Group stage,Away,W 3–2,at Austria,me Montenegro,Y*,LB,90,0,1,0,0,0,0,0,0,1,0,0,2,1,5,0,0,0,Match Report
2015-2016,2015-10-12,Mon,Euro Qualifying,Group stage,Home,W 3–0,at Austria,li Liechtenstein,Y*,LB,90,0,0,0,0,1,0,0,0,0,1,0,7,4,3,0,0,0,Match Report
2015-2016,2015-10-17,Sat,Premier League,Matchweek 9,Away,D 2–2,Leicester City,Southampton,Y,LM,90,0,0,0,0,0,0,0,0,3,2,0,10,2,4,0,,,Match Report
2015-2016,2015-10-24,Sat,Premier League,Matchweek 10,Home,W 1–0,Leicester City,Crystal Palace,Y,LB,90,0,0,0,0,0,0,0,0,1,1,0,5,4,2,0,,,Match Report
2015-2016,2015-11-07,Sat,Premier League,Matchweek 12,Home,W 2–1,Leicester City,Watford,Y,LB,90,0,0,0,0,0,0,0,0,1,0,0,6,2,3,0,,,Match Report
2015-2016,2015-11-17,Tue,Friendlies (M),Friendlies (M),Home,L 1–2,at Austria,ch Switzerland,Y,,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2015-11-21,Sat,Premier League,Matchweek 13,Away,W 3–0,Leicester City,Newcastle Utd,Y,LB,90,0,0,0,0,0,0,0,0,1,0,0,8,2,8,0,,,Match Report
2015-2016,2015-11-28,Sat,Premier League,Matchweek 14,Home,D 1–1,Leicester City,Manchester Utd,Y,LB,90,0,1,0,0,0,0,0,0,1,1,0,1,4,4,0,,,Match Report
2015-2016,2015-12-05,Sat,Premier League,Matchweek 15,Away,W 3–0,Leicester City,Swansea City,Y,LB,90,0,0,0,0,1,0,0,0,4,0,0,0,2,7,0,,,Match Report
2015-2016,2015-12-14,Mon,Premier League,Matchweek 16,Home,W 2–1,Leicester City,Chelsea,Y,LB,90,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,,,Match Report
2015-2016,2015-12-19,Sat,Premier League,Matchweek 17,Away,W 3–2,Leicester City,Everton,Y,LB,90,0,0,0,0,1,1,0,0,1,0,0,3,1,3,0,,,Match Report
