Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,Match Report
2015-2016,2015-08-10,Mon,Premier League,Matchweek 1,Home,L 0–3,West Brom,Manchester City,Y,CB,90,0,0,0,0,1,0,0,0,0,0,0,0,2,5,0,,,Match Report
2015-2016,2015-08-15,Sat,Premier League,Matchweek 2,Away,D 0–0,West Brom,Watford,Y,RB,90,0,0,0,0,0,0,0,0,1,1,0,2,1,5,0,,,Match Report
2015-2016,2015-08-23,Sun,Premier League,Matchweek 3,Home,L 2–3,West Brom,Chelsea,Y,CB,90,0,0,0,0,2,0,0,0,0,0,0,4,1,1,0,,,Match Report
2015-2016,2015-08-25,Tue,League Cup,Second round,Home,W 0 (5)–0 (3),West Brom,Port Vale,N,,108,0,0,0,0,,,1,0,,,,,,,0,,,Match Report
2015-2016,2015-08-29,Sat,Premier League,Matchweek 4,Away,W 1–0,West Brom,Stoke City,Y,RB,90,0,0,0,0,1,1,0,0,0,0,0,6,1,3,0,,,Match Report
2015-2016,2015-09-12,Sat,Premier League,Matchweek 5,Home,D 0–0,West Brom,Southampton,Y,RB,90,0,0,0,0,2,1,0,0,0,1,0,2,1,1,0,,,Match Report
2015-2016,2015-09-19,Sat,Premier League,Matchweek 6,Away,W 1–0,West Brom,Aston Villa,Y,RB,90,0,0,0,0,0,0,0,0,1,1,0,5,1,5,0,,,Match Report
2015-2016,2015-09-23,Wed,League Cup,Third round,Away,L 0–3,West Brom,Norwich City,Y,,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2015-09-28,Mon,Premier League,Matchweek 7,Home,L 2–3,West Brom,Everton,Y,RB,90,1,0,0,0,1,1,0,0,1,0,0,4,1,2,0,,,Match Report
2015-2016,2015-10-03,Sat,Premier League,Matchweek 8,Away,L 0–2,West Brom,Crystal Palace,Y,CB,90,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,Match Report
2015-2016,2015-10-17,Sat,Premier League,Matchweek 9,Home,W 1–0,West Brom,Sunderland,Y,RB,90,0,0,0,0,1,0,1,0,2,2,0,4,1,2,0,,,Match Report
2015-2016,2015-10-24,Sat,Premier League,Matchweek 10,Away,W 1–0,West Brom,Norwich City,Y,RB,90,0,0,0,0,1,0,0,0,0,0,0,2,2,1,0,,,Match Report
2015-2016,2015-10-31,Sat,Premier League,Matchweek 11,Home,L 2–3,West Brom,Leicester City,Y,RB,90,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,,,Match Report
2015-2016,2015-11-07,Sat,Premier League,Matchweek 12,Away,L 0–2,West Brom,Manchester Utd,Y,RB,90,0,0,0,0,0,0,1,0,2,0,0,2,4,3,0,,,Match Report
2015-2016,2015-11-21,Sat,Premier League,Matchweek 13,Home,W 2–1,West Brom,Arsenal,Y,RB,90,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,,,Match Report
2015-2016,2015-11-29,Sun,Premier League,Matchweek 14,Away,D 1–1,West Brom,West Ham,Y,RB,90,0,0,0,0,0,0,0,0,1,4,0,1,2,2,0,,,Match Report
2015-2016,2015-12-05,Sat,Premier League,Matchweek 15,Home,D 1–1,West Brom,Tottenham,Y,RB,90,0,0,0,0,0,0,0,0,2,1,0,3,0,3,0,,,Match Report
2015-2016,2015-12-13,Sun,Premier League,Matchweek 16,Away,D 2–2,West Brom,Liverpool,Y,RB,90,1,0,0,0,1,1,0,0,0,0,0,1,0,2,0,,,Match Report
2015-2016,2015-12-19,Sat,Premier League,Matchweek 17,Home,L 1–2,West Brom,Bournemouth,Y,CB,90,0,0,0,0,2,0,0,0,0,0,0,3,1,2,0,,,Match Report
2015-2016,2015-12-26,Sat,Premier League,Matchweek 18,Away,L 0–1,West Brom,Swansea City,Y,RB,90,0,0,0,0,1,1,0,0,2,0,0,12,1,0,0,,,Match Report
2015-2016,2015-12-28,Mon,Premier League,Matchweek 19,Home,W 1–0,West Brom,Newcastle Utd,Y,DM,90,0,0,0,0,2,0,0,0,0,0,0,4,2,1,0,,,Match Report
2015-2016,2016-01-02,Sat,Premier League,Matchweek 20,Home,W 2–1,West Brom,Stoke City,Y,RB,90,0,0,0,0,2,0,0,0,0,2,0,3,2,2,0,,,Match Report
2015-2016,2016-01-09,Sat,FA Cup,Third round,Home,D 2–2,West Brom,Bristol City,N,,28,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2016-01-13,Wed,Premier League,Matchweek 21,Away,D 2–2,West Brom,Chelsea,Y,RB,90,0,0,0,0,1,0,0,0,0,1,0,4,4,6,0,,,Match Report
2015-2016,2016-01-16,Sat,Premier League,Matchweek 22,Away,L 0–3,West Brom,Southampton,Y,RB,90,0,0,0,0,0,0,0,0,3,2,0,3,0,1,0,,,Match Report
2015-2016,2016-01-19,Tue,FA Cup,Third round,Away,W 1–0,West Brom,Bristol City,Y,,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2016-01-23,Sat,Premier League,Matchweek 23,Home,D 0–0,West Brom,Aston Villa,Y,RB,90,0,0,0,0,1,0,0,0,0,0,0,5,3,3,0,,,Match Report
2015-2016,2016-01-30,Sat,FA Cup,Fourth round,Home,D 2–2,West Brom,P'borough Utd,Y,,90,0,1,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2016-02-02,Tue,Premier League,Matchweek 24,Home,D 1–1,West Brom,Swansea City,Y,RB,90,0,0,0,0,2,0,0,0,1,0,0,10,1,5,0,,,Match Report
2015-2016,2016-02-06,Sat,Premier League,Matchweek 25,Away,L 0–1,West Brom,Newcastle Utd,Y,RB,90,0,0,0,0,1,0,0,0,1,0,0,1,2,3,0,,,Match Report
2015-2016,2016-02-13,Sat,Premier League,Matchweek 26,Away,W 1–0,West Brom,Everton,Y,RB,90,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,,,Match Report
2015-2016,2016-02-27,Sat,Premier League,Matchweek 27,Home,W 3–2,West Brom,Crystal Palace,Y,RB,90,1,0,0,0,1,1,1,0,1,3,0,4,0,2,0,,,Match Report
2015-2016,2016-03-01,Tue,Premier League,Matchweek 28,Away,D 2–2,West Brom,Leicester City,Y,RB,90,0,0,0,0,1,0,0,0,0,0,1,2,1,1,0,,,Match Report
2015-2016,2016-03-06,Sun,Premier League,Matchweek 29,Home,W 1–0,West Brom,Manchester Utd,Y,RB,54,0,0,0,0,2,0,0,0,0,1,0,1,1,1,0,,,Match Report
2015-2016,2016-03-19,Sat,Premier League,Matchweek 31,Home,L 0–1,West Brom,Norwich City,Y,RB,90,0,0,0,0,2,0,0,0,2,2,0,2,1,0,0,,,Match Report
2015-2016,2016-04-02,Sat,Premier League,Matchweek 32,Away,D 0–0,West Brom,Sunderland,Y,RB,90,0,0,0,0,0,0,0,0,1,1,0,2,0,2,0,,,Match Report
