Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,Match Report
2015-2016,2015-07-30,Thu,Europa Lg,Third qualifying round,Away,W 3–0,fr Saint-Étienne,ro Târgu Mureș,Y,FW,90,0,0,0,0,,,1,0,,,,,,,0,,,Match Report
2015-2016,2015-08-08,Sat,Premier League,Matchweek 1,Home,L 0–1,Bournemouth,Aston Villa,N,,22,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,,,Match Report
2015-2016,2015-08-17,Mon,Premier League,Matchweek 2,Away,L 0–1,Bournemouth,Liverpool,Y,LM,80,0,0,0,0,0,0,0,0,1,1,0,6,3,0,0,,,Match Report
2015-2016,2015-08-22,Sat,Premier League,Matchweek 3,Away,W 4–3,Bournemouth,West Ham,Y,LM,84,0,1,0,0,3,1,0,0,0,2,0,0,3,0,0,,,Match Report
2015-2016,2015-08-29,Sat,Premier League,Matchweek 4,Home,D 1–1,Bournemouth,Leicester City,Y,DM,66,0,0,0,0,3,1,1,0,1,5,0,6,2,1,0,,,Match Report
2015-2016,2016-02-27,Sat,Premier League,Matchweek 27,Away,D 0–0,Bournemouth,Watford,N,,68,0,0,0,0,3,2,0,0,1,3,0,2,1,1,0,,,Match Report
2015-2016,2016-03-01,Tue,Premier League,Matchweek 28,Home,W 2–0,Bournemouth,Southampton,Y,DM,84,0,0,0,0,1,0,0,0,0,3,0,10,2,2,0,,,Match Report
2015-2016,2016-03-05,Sat,Premier League,Matchweek 29,Away,W 3–1,Bournemouth,Newcastle Utd,Y,LM,60,0,0,0,0,3,0,0,0,0,1,0,1,0,1,0,,,Match Report
2015-2016,2016-03-12,Sat,Premier League,Matchweek 30,Home,W 3–2,Bournemouth,Swansea City,Y,DM,75,1,1,0,0,2,1,0,0,1,2,0,3,2,2,0,,,Match Report
2015-2016,2016-03-20,Sun,Premier League,Matchweek 31,Away,L 0–3,Bournemouth,Tottenham,Y,LM,69,0,0,0,0,0,0,0,0,0,1,1,4,1,1,0,,,Match Report
2015-2016,2016-03-25,Fri,Africa Cup of Nations qualification,Group stage,Home,W 1–0,ci Côte d'Ivoire,sd Sudan,Y,,66,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2016-03-29,Tue,Africa Cup of Nations qualification,Group stage,Away,D 1–1,ci Côte d'Ivoire,sd Sudan,Y,,61,1,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2016-04-02,Sat,Premier League,Matchweek 32,Home,L 0–4,Bournemouth,Manchester City,Y,LM,83,0,0,0,0,0,0,0,0,3,3,0,4,1,0,0,,,Match Report
2015-2016,2016-04-09,Sat,Premier League,Matchweek 33,Away,W 2–1,Bournemouth,Aston Villa,Y,LM,57,0,0,0,0,1,0,0,0,0,0,1,1,1,3,0,,,Match Report
2015-2016,2016-04-17,Sun,Premier League,Matchweek 34,Home,L 1–2,Bournemouth,Liverpool,Y,FW,58,0,0,0,0,0,0,0,0,3,1,1,1,2,1,0,,,Match Report
2015-2016,2016-05-07,Sat,Premier League,Matchweek 37,Home,D 1–1,Bournemouth,West Brom,Y,RM,60,0,0,0,0,1,1,0,0,1,1,0,7,0,0,0,,,Match Report
2015-2016,2016-05-17,Tue,Premier League,Matchweek 38,Away,L 1–3,Bournemouth,Manchester Utd,N,,25,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,,,Match Report
2015-2016,2016-05-20,Fri,Friendlies (M),Friendlies (M),Away,D 0–0,ci Côte d'Ivoire,hu Hungary,Y,,65,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2016-06-04,Sat,Friendlies (M),Friendlies (M),Home,W 2–1,ci Côte d'Ivoire,ga Gabon,Y,,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
