Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,Match Report
2015-2016,2015-08-15,Sat,Bundesliga,Matchweek 1,Home,W 2–1,Leverkusen,Hoffenheim,Y,AM,64,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,Match Report
2015-2016,2015-08-18,Tue,Champions Lg,Play-off Round,Away,L 0–1,de Leverkusen,it Lazio,Y,LW,45,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Match Report
2015-2016,2015-09-03,Thu,WCQ — AFC (M),Second round,Home,W 8–0,kr Korea Republic,la Laos,Y,,90,3,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2015-09-13,Sun,Premier League,Matchweek 5,Away,W 1–0,Tottenham,Sunderland,Y,AM,61,0,0,0,0,2,0,0,0,1,1,0,5,1,1,0,,,Match Report
2015-2016,2015-09-17,Thu,Europa Lg,Group stage,Home,W 3–1,eng Tottenham,az Qarabağ FK,Y,FW,68,2,0,0,0,5,3,0,0,0,0,1,1,1,2,0,0,0,Match Report
2015-2016,2015-09-20,Sun,Premier League,Matchweek 6,Home,W 1–0,Tottenham,Crystal Palace,Y,AM,78,1,0,0,0,5,2,0,0,1,1,1,0,3,1,0,,,Match Report
2015-2016,2015-09-23,Wed,League Cup,Third round,Home,L 1–2,Tottenham,Arsenal,N,,24,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2015-09-26,Sat,Premier League,Matchweek 7,Home,W 4–1,Tottenham,Manchester City,Y,AM,76,0,0,0,0,2,2,0,0,0,1,3,1,2,2,0,,,Match Report
2015-2016,2015-11-05,Thu,Europa Lg,Group stage,Home,W 2–1,eng Tottenham,be Anderlecht,N,,32,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,Match Report
2015-2016,2015-11-08,Sun,Premier League,Matchweek 12,Away,D 1–1,Tottenham,Arsenal,N,,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,Match Report
2015-2016,2015-11-12,Thu,WCQ — AFC (M),Second round,Home,W 4–0,kr Korea Republic,mm Myanmar,N,,28,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2015-11-17,Tue,WCQ — AFC (M),Second round,Away,W 5–0,kr Korea Republic,la Laos,Y,,90,2,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2015-11-22,Sun,Premier League,Matchweek 13,Home,W 4–1,Tottenham,West Ham,Y,AM,84,0,1,0,0,3,2,0,0,0,0,1,0,4,1,0,,,Match Report
2015-2016,2015-11-26,Thu,Europa Lg,Group stage,Away,W 1–0,eng Tottenham,az Qarabağ FK,Y,AM,80,0,1,0,0,4,1,0,0,1,0,2,0,2,0,0,0,0,Match Report
2015-2016,2015-11-29,Sun,Premier League,Matchweek 14,Home,D 0–0,Tottenham,Chelsea,Y,AM,74,0,0,0,0,4,2,0,0,1,2,1,1,0,1,0,,,Match Report
2015-2016,2015-12-05,Sat,Premier League,Matchweek 15,Away,D 1–1,Tottenham,West Brom,N,,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report
2015-2016,2015-12-10,Thu,Europa Lg,Group stage,Home,W 4–1,eng Tottenham,fr Monaco,Y,FW,90,0,1,0,0,3,0,0,0,1,0,1,1,0,0,0,0,0,Match Report
2015-2016,2015-12-13,Sun,Premier League,Matchweek 16,Home,L 1–2,Tottenham,Newcastle Utd,N,,22,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,,,Match Report
2015-2016,2015-12-19,Sat,Premier League,Matchweek 17,Away,W 2–0,Tottenham,Southampton,N,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report
2015-2016,2015-12-26,Sat,Premier League,Matchweek 18,Home,W 3–0,Tottenham,Norwich City,N,,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,Match Report
