Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,Match Report
2015-2016,2015-08-08,Sat,Premier League,Matchweek 1,Home,D 2–2,Chelsea,Swansea City,Y,FW,90,0,0,0,0,1,1,0,0,1,1,2,1,1,0,0,,,Match Report
2015-2016,2015-08-16,Sun,Premier League,Matchweek 2,Away,L 0–3,Chelsea,Manchester City,Y,FW,90,0,0,0,0,1,0,0,0,2,5,1,0,1,0,0,,,Match Report
2015-2016,2015-08-23,Sun,Premier League,Matchweek 3,Away,W 3–2,Chelsea,West Brom,Y,FW,77,1,1,0,0,4,1,0,0,0,1,0,0,0,2,0,,,Match Report
2015-2016,2015-08-29,Sat,Premier League,Matchweek 4,Home,L 1–2,Chelsea,Crystal Palace,Y,FW,90,0,0,0,0,2,1,0,0,1,1,0,1,1,0,0,,,Match Report
2015-2016,2015-09-05,Sat,Euro Qualifying,Group stage,Home,W 2–0,es Spain,sk Slovakia,Y,FW,74,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,Match Report
2015-2016,2015-09-08,Tue,Euro Qualifying,Group stage,Away,W 1–0,es Spain,mk North Macedonia,Y,FW,61,0,0,0,0,2,0,1,0,2,1,0,0,0,0,0,0,0,Match Report
2015-2016,2015-09-12,Sat,Premier League,Matchweek 5,Away,L 1–3,Chelsea,Everton,Y,FW,90,0,0,0,0,1,0,1,0,2,1,1,1,1,0,0,,,Match Report
2015-2016,2015-09-16,Wed,Champions Lg,Group stage,Home,W 4–0,eng Chelsea,il Maccabi Tel Aviv,N,,67,1,0,0,0,1,1,0,0,3,2,2,0,0,0,0,0,0,Match Report
2015-2016,2015-09-19,Sat,Premier League,Matchweek 6,Home,W 2–0,Chelsea,Arsenal,Y,FW,81,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,,,Match Report
2015-2016,2015-09-29,Tue,Champions Lg,Group stage,Away,L 1–2,eng Chelsea,pt Porto,Y,FW,90,0,0,0,0,3,0,0,0,0,2,3,0,1,2,0,0,0,Match Report
2015-2016,2015-10-17,Sat,Premier League,Matchweek 9,Home,W 2–0,Chelsea,Aston Villa,Y,FW,90,1,0,0,0,2,2,0,0,2,2,1,0,1,1,0,,,Match Report
2015-2016,2015-10-20,Tue,Champions Lg,Group stage,Away,D 0–0,eng Chelsea,ua Dynamo Kyiv,Y,FW,90,0,0,0,0,0,0,0,0,2,3,1,2,1,0,0,0,0,Match Report
2015-2016,2015-10-24,Sat,Premier League,Matchweek 10,Away,L 1–2,Chelsea,West Ham,Y,FW,90,0,0,0,0,2,0,1,0,1,0,3,2,1,0,0,,,Match Report
2015-2016,2015-10-27,Tue,League Cup,Fourth round,Away,L 1 (4)–1 (5),Chelsea,Stoke City,Y,FW,32,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
