Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,Match Report
2015-2016,2015-08-10,Mon,Premier League,Matchweek 1,Away,W 3–0,Manchester City,West Brom,Y,LB,90,0,0,0,0,3,1,0,0,0,3,0,3,0,2,0,,,Match Report
2015-2016,2015-08-16,Sun,Premier League,Matchweek 2,Home,W 3–0,Manchester City,Chelsea,Y,LB,90,0,0,0,0,0,0,0,0,0,0,0,11,1,1,0,,,Match Report
2015-2016,2015-08-23,Sun,Premier League,Matchweek 3,Away,W 2–0,Manchester City,Everton,Y,RB,90,1,0,0,0,2,1,0,0,1,1,0,3,0,1,0,,,Match Report
2015-2016,2015-08-29,Sat,Premier League,Matchweek 4,Home,W 2–0,Manchester City,Watford,Y,CB,90,0,0,0,0,2,0,0,0,0,2,0,6,1,1,0,,,Match Report
2015-2016,2015-09-04,Fri,Euro Qualifying,Group stage,Home,W 2–0,rs Serbia,am Armenia,Y,LB,90,0,0,0,0,1,1,0,0,0,1,1,11,2,3,0,0,0,Match Report
2015-2016,2015-09-07,Mon,Friendlies (M),Friendlies (M),Away,L 1–2,rs Serbia,fr France,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2015-09-12,Sat,Premier League,Matchweek 5,Away,W 1–0,Manchester City,Crystal Palace,Y,CB,90,0,0,0,0,2,0,0,0,0,1,0,5,3,5,0,,,Match Report
2015-2016,2015-09-15,Tue,Champions Lg,Group stage,Home,L 1–2,eng Manchester City,it Juventus,Y,LB,90,0,0,0,0,2,0,0,0,3,1,0,4,2,2,0,0,0,Match Report
2015-2016,2015-09-19,Sat,Premier League,Matchweek 6,Home,L 1–2,Manchester City,West Ham,Y,LB,83,0,0,0,0,1,0,1,0,1,0,0,4,1,2,0,,,Match Report
2015-2016,2015-09-22,Tue,League Cup,Third round,Away,W 4–1,Manchester City,Sunderland,Y,,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2015-09-26,Sat,Premier League,Matchweek 7,Away,L 1–4,Manchester City,Tottenham,Y,LB,90,0,0,0,0,2,1,0,0,1,3,1,8,1,1,0,,,Match Report
2015-2016,2015-09-30,Wed,Champions Lg,Group stage,Away,W 2–1,eng Manchester City,de M'Gladbach,Y,LB,90,0,0,0,0,0,0,0,0,1,4,0,14,2,4,0,0,0,Match Report
2015-2016,2015-10-03,Sat,Premier League,Matchweek 8,Home,W 6–1,Manchester City,Newcastle Utd,Y,LB,90,0,0,0,0,0,0,0,0,2,1,0,7,2,0,0,,,Match Report
2015-2016,2015-10-08,Thu,Euro Qualifying,Group stage,Away,W 2–0,rs Serbia,al Albania,Y,LB,90,1,0,0,0,2,1,0,0,1,4,0,1,0,1,0,0,0,Match Report
2015-2016,2015-10-11,Sun,Euro Qualifying,Group stage,Home,L 1–2,rs Serbia,pt Portugal,Y*,LB,76,0,1,0,0,2,0,2,1,1,1,0,4,0,2,0,0,0,Match Report
2015-2016,2015-10-21,Wed,Champions Lg,Group stage,Home,W 2–1,eng Manchester City,es Sevilla,N,,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Match Report
