Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,Match Report
2015-2016,2015-08-08,Sat,Premier League,Matchweek 1,Away,D 2–2,Watford,Everton,Y,LB,90,0,0,0,0,1,1,1,0,0,0,0,5,1,4,0,,,Match Report
2015-2016,2015-08-15,Sat,Premier League,Matchweek 2,Home,D 0–0,Watford,West Brom,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2015-08-23,Sun,Premier League,Matchweek 3,Home,D 0–0,Watford,Southampton,Y,CB,45,0,0,0,0,2,0,0,0,0,0,0,1,1,3,0,,,Match Report
2015-2016,2015-08-29,Sat,Premier League,Matchweek 4,Away,L 0–2,Watford,Manchester City,Y,CB,90,0,0,0,0,0,0,0,0,0,1,0,2,2,1,0,,,Match Report
2015-2016,2015-09-04,Fri,Euro Qualifying,Group stage,Home,L 0–1,gr Greece,fi Finland,Y,LB,90,0,0,0,0,2,1,0,0,2,0,0,11,3,2,0,0,0,Match Report
2015-2016,2015-09-07,Mon,Euro Qualifying,Group stage,Away,D 0–0,gr Greece,ro Romania,Y,RB,90,0,0,0,0,0,0,1,0,3,0,0,3,4,3,0,0,0,Match Report
2015-2016,2015-09-12,Sat,Premier League,Matchweek 5,Home,W 1–0,Watford,Swansea City,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2015-10-08,Thu,Euro Qualifying,Group stage,Away,L 1–3,gr Greece,nir Northern Ireland,Y,LB,90,0,0,0,0,0,0,0,0,1,1,0,5,2,2,0,0,0,Match Report
2015-2016,2015-10-11,Sun,Euro Qualifying,Group stage,Home,W 4–3,gr Greece,hu Hungary,N,,56,0,1,0,0,0,0,1,0,0,0,0,4,2,1,0,0,0,Match Report
2015-2016,2015-10-17,Sat,Premier League,Matchweek 9,Home,L 0–3,Watford,Arsenal,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
