Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,Match Report
2015-2016,2015-07-30,Thu,Europa Lg,Third qualifying round,Home,W 3–0,eng Southampton,nl Vitesse,Y,LB,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2015-08-06,Thu,Europa Lg,Third qualifying round,Away,W 2–0,eng Southampton,nl Vitesse,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2015-08-09,Sun,Premier League,Matchweek 1,Away,D 2–2,Southampton,Newcastle Utd,Y,LB,90,0,0,0,0,0,0,0,0,0,1,0,1,3,3,0,,,Match Report
2015-2016,2015-08-15,Sat,Premier League,Matchweek 2,Home,L 0–3,Southampton,Everton,Y,LB,90,0,0,0,0,1,1,1,0,1,0,0,5,0,1,0,,,Match Report
2015-2016,2015-08-20,Thu,Europa Lg,Play-off Round,Home,D 1–1,eng Southampton,dk Midtjylland,Y,CB,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2015-08-23,Sun,Premier League,Matchweek 3,Away,D 0–0,Southampton,Watford,Y,RB,90,0,0,0,0,0,0,0,0,0,2,0,4,1,4,0,,,Match Report
2015-2016,2015-08-27,Thu,Europa Lg,Play-off Round,Away,L 0–1,eng Southampton,dk Midtjylland,Y,LB,90,0,0,0,0,,,1,0,,,,,,,0,,,Match Report
2015-2016,2015-08-30,Sun,Premier League,Matchweek 4,Home,W 3–0,Southampton,Norwich City,Y,LB,90,0,0,0,0,0,0,0,0,0,2,0,3,4,3,0,,,Match Report
2015-2016,2015-09-12,Sat,Premier League,Matchweek 5,Away,D 0–0,Southampton,West Brom,Y,LB,90,0,0,0,0,0,0,0,0,1,0,0,4,2,5,0,,,Match Report
2015-2016,2015-09-20,Sun,Premier League,Matchweek 6,Home,L 2–3,Southampton,Manchester Utd,Y,LB,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report
2015-2016,2015-09-23,Wed,League Cup,Third round,Away,W 6–0,Southampton,MK Dons,Y,,54,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2015-10-28,Wed,League Cup,Fourth round,Home,W 2–1,Southampton,Aston Villa,Y,LB,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2015-12-19,Sat,Premier League,Matchweek 17,Home,L 0–2,Southampton,Tottenham,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2016-01-02,Sat,Premier League,Matchweek 20,Away,L 0–1,Southampton,Norwich City,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2016-01-09,Sat,FA Cup,Third round,Home,L 1–2,Southampton,Crystal Palace,Y,,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2016-01-13,Wed,Premier League,Matchweek 21,Home,W 2–0,Southampton,Watford,Y,LB,90,0,1,0,0,1,0,0,0,0,0,0,10,1,0,0,,,Match Report
2015-2016,2016-01-16,Sat,Premier League,Matchweek 22,Home,W 3–0,Southampton,West Brom,Y,LB,90,0,0,0,0,1,1,0,0,0,3,0,3,1,3,0,,,Match Report
2015-2016,2016-01-23,Sat,Premier League,Matchweek 23,Away,W 1–0,Southampton,Manchester Utd,Y,AM,90,0,0,0,0,0,0,0,0,0,1,0,3,1,5,0,,,Match Report
2015-2016,2016-02-02,Tue,Premier League,Matchweek 24,Away,D 0–0,Southampton,Arsenal,N,,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,,Match Report
2015-2016,2016-02-13,Sat,Premier League,Matchweek 26,Away,W 1–0,Southampton,Swansea City,Y,DM,85,0,0,0,0,0,0,0,0,0,2,0,3,2,0,0,,,Match Report
2015-2016,2016-02-27,Sat,Premier League,Matchweek 27,Home,L 1–2,Southampton,Chelsea,Y,CB,88,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,,,Match Report
2015-2016,2016-03-01,Tue,Premier League,Matchweek 28,Away,L 0–2,Southampton,Bournemouth,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2016-03-12,Sat,Premier League,Matchweek 30,Away,W 2–1,Southampton,Stoke City,Y,CB,79,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,,,Match Report
2015-2016,2016-04-03,Sun,Premier League,Matchweek 32,Away,L 0–1,Southampton,Leicester City,Y,AM,45,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,,,Match Report
