Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,Match Report
2015-2016,2015-08-02,Sun,Community Shield,FA Community Shield,Neutral,L 0–1,Chelsea,Arsenal,Y,,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2015-08-08,Sat,Premier League,Matchweek 1,Home,D 2–2,Chelsea,Swansea City,Y,DM,90,0,0,0,0,1,0,0,0,4,0,0,3,2,3,0,,,Match Report
2015-2016,2015-08-16,Sun,Premier League,Matchweek 2,Away,L 0–3,Chelsea,Manchester City,Y,DM,90,0,0,0,0,1,0,0,0,1,1,0,0,2,1,0,,,Match Report
2015-2016,2015-08-23,Sun,Premier League,Matchweek 3,Away,W 3–2,Chelsea,West Brom,Y,DM,90,0,0,0,0,1,1,1,0,3,1,0,0,1,4,0,,,Match Report
2015-2016,2015-08-29,Sat,Premier League,Matchweek 4,Home,L 1–2,Chelsea,Crystal Palace,Y,AM,72,0,0,0,0,1,1,0,0,3,0,0,0,2,0,0,,,Match Report
2015-2016,2015-09-04,Fri,Euro Qualifying,Group stage,Home,W 2–0,rs Serbia,am Armenia,Y,DM,90,0,0,0,0,1,0,0,0,2,2,0,0,3,1,0,0,0,Match Report
2015-2016,2015-09-07,Mon,Friendlies (M),Friendlies (M),Away,L 1–2,rs Serbia,fr France,Y,CM,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2015-09-12,Sat,Premier League,Matchweek 5,Away,L 1–3,Chelsea,Everton,Y,DM,90,1,0,0,0,3,1,0,0,1,1,0,3,7,4,0,,,Match Report
2015-2016,2015-09-16,Wed,Champions Lg,Group stage,Home,W 4–0,eng Chelsea,il Maccabi Tel Aviv,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2015-09-19,Sat,Premier League,Matchweek 6,Home,W 2–0,Chelsea,Arsenal,Y,DM,90,0,0,0,0,2,0,0,0,1,0,0,0,4,2,0,,,Match Report
2015-2016,2015-09-23,Wed,League Cup,Third round,Away,W 4–1,Chelsea,Walsall,N,,19,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
