League,Season,Wk,Day,Date,Time,HomeTeam,xG_Home,xG_Away,AwayTeam,Attendance,Venue,Referee,Match Report,HomeScore,AwayScore
SerieA,2018-2019,1,Sat,2018-08-18,18:00,Chievo,1.0,2.3,Juventus,29500,Stadio Marc'Antonio Bentegodi,Fabrizio Pasqua,https://fbref.com/en/matches/2758c0c0/Chievo-Juventus-August-18-2018-Serie-A,2,3
SerieA,2018-2019,1,Sat,2018-08-18,20:30,Lazio,1.1,1.5,Napoli,32000,Stadio Olimpico,Luca Banti,https://fbref.com/en/matches/34947288/Lazio-Napoli-August-18-2018-Serie-A,1,2
SerieA,2018-2019,1,Sun,2018-08-19,18:00,Torino,0.7,1.5,Roma,18000,Stadio Olimpico di Torino,Marco Di Bello,https://fbref.com/en/matches/bf8bed12/Torino-Roma-August-19-2018-Serie-A,0,1
SerieA,2018-2019,1,Sun,2018-08-19,20:30,Empoli,0.9,0.9,Cagliari,7335,Stadio Carlo Castellani,Daniele Chiffi,https://fbref.com/en/matches/4df38742/Empoli-Cagliari-August-19-2018-Serie-A,2,0
SerieA,2018-2019,1,Sun,2018-08-19,20:30,Bologna,0.9,0.7,SPAL,21158,Stadio Renato Dall'Ara,Piero Giacomelli,https://fbref.com/en/matches/76ad12fa/Bologna-SPAL-August-19-2018-Serie-A,0,1
SerieA,2018-2019,1,Sun,2018-08-19,20:30,Parma,1.4,2.1,Udinese,13141,Stadio Ennio Tardini,Giampaolo Calvarese,https://fbref.com/en/matches/52018b4a/Parma-Udinese-August-19-2018-Serie-A,2,2
SerieA,2018-2019,1,Sun,2018-08-19,20:30,Sassuolo,1.6,1.4,Inter,19104,Stadio Città del Tricolore,Maurizio Mariani,https://fbref.com/en/matches/359379e6/Sassuolo-Internazionale-August-19-2018-Serie-A,1,0
SerieA,2018-2019,1,Mon,2018-08-20,20:30,Atalanta,2.3,0.5,Frosinone,18217,Stadio Atleti Azzurri d'Italia,Marco Piccinini,https://fbref.com/en/matches/3c6aced5/Atalanta-Frosinone-August-20-2018-Serie-A,4,0
SerieA,2018-2019,2,Sat,2018-08-25,18:00,Juventus,2.2,0.2,Lazio,40171,Allianz Stadium,Massimiliano Irrati,https://fbref.com/en/matches/2ea4b5a9/Juventus-Lazio-August-25-2018-Serie-A,2,0
SerieA,2018-2019,2,Sat,2018-08-25,20:30,Napoli,2.1,0.7,Milan,34474,Stadio San Paolo,Paolo Valeri,https://fbref.com/en/matches/05260246/Napoli-Milan-August-25-2018-Serie-A,3,2
