Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att_Passes,Cmp%,Prog_Passes,Carries,Prog_2_Carries,Succ,Att_2_Dribbles,Match Report
2017-2018,2017-08-13,Sun,Premier League,Matchweek 1,Away,W 2–0,Tottenham,Newcastle Utd,Y,DM,89,0,0,0,0,1,0,0,0,93,18,4,1,1,0.1,0.1,0.0,1,0,81,86,94.2,9,83,12,4,5,Match Report
2017-2018,2017-08-20,Sun,Premier League,Matchweek 2,Home,L 1–2,Tottenham,Chelsea,Y,CM,90,0,0,0,0,1,1,0,0,66,24,6,0,1,0.0,0.0,0.0,3,1,51,54,94.4,7,54,8,5,8,Match Report
2017-2018,2017-08-27,Sun,Premier League,Matchweek 3,Home,D 1–1,Tottenham,Burnley,Y,"CM,DM",89,0,0,0,0,2,0,0,0,61,17,0,1,0,0.0,0.0,0.1,3,0,57,57,100.0,9,52,10,1,1,Match Report
2017-2018,2017-08-31,Thu,WCQ — UEFA (M),First round,Home,W 9–0,be Belgium,gi Gibraltar,N,,45,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
2017-2018,2017-09-03,Sun,WCQ — UEFA (M),First round,Away,W 2–1,be Belgium,gr Greece,Y,DM,73,0,1,0,0,,,1,0,,,,,,,,,,,,,,,,,,,Match Report
2017-2018,2017-09-09,Sat,Premier League,Matchweek 4,Away,W 3–0,Tottenham,Everton,N,CM,20,0,0,0,0,0,0,0,0,2,9,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,1,0,0,0,Match Report
2017-2018,2017-09-13,Wed,Champions Lg,Group stage,Home,W 3–1,eng Tottenham,de Dortmund,Y,CM,90,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,Match Report
2017-2018,2017-09-16,Sat,Premier League,Matchweek 5,Home,D 0–0,Tottenham,Swansea City,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2017-2018,2017-09-19,Tue,EFL Cup,Third round,Home,W 1–0,Tottenham,Barnsley,Y,DM,78,0,0,0,0,1,0,0,0,,,,0,,,,,,,,,,,,,,,Match Report
2017-2018,2017-10-25,Wed,EFL Cup,Fourth round,Home,L 2–3,Tottenham,West Ham,N,,19,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,Match Report
2017-2018,2017-10-28,Sat,Premier League,Matchweek 10,Away,L 0–1,Tottenham,Manchester Utd,N,DM,29,0,0,0,0,0,0,0,0,27,9,1,3,0,0.0,0.0,0.1,2,0,19,22,86.4,0,20,5,1,1,Match Report
2017-2018,2017-11-01,Wed,Champions Lg,Group stage,Home,W 3–1,eng Tottenham,es Real Madrid,N,,24,0,0,0,0,0,0,1,0,,,,2,,,,,,,,,,,,,,,Match Report
2017-2018,2017-11-05,Sun,Premier League,Matchweek 11,Home,W 1–0,Tottenham,Crystal Palace,N,CM,45,0,0,0,0,0,0,0,0,32,7,0,0,0,0.0,0.0,0.0,0,0,27,30,90.0,4,23,2,0,0,Match Report
2017-2018,2017-11-10,Fri,Friendlies (M),Friendlies (M),Home,D 3–3,be Belgium,mx Mexico,N,,45,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
2017-2018,2017-11-14,Tue,Friendlies (M),Friendlies (M),Home,W 1–0,be Belgium,jp Japan,N,,29,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
2017-2018,2017-11-18,Sat,Premier League,Matchweek 12,Away,L 0–2,Tottenham,Arsenal,Y,CM,61,0,0,0,0,0,0,0,0,56,10,1,4,2,0.0,0.0,0.2,2,0,43,48,89.6,8,40,7,2,2,Match Report
2017-2018,2017-11-21,Tue,Champions Lg,Group stage,Away,W 2–1,eng Tottenham,de Dortmund,N,,9,0,0,0,0,0,0,0,0,,,,1,,,,,,,,,,,,,,,Match Report
2017-2018,2017-11-25,Sat,Premier League,Matchweek 13,Home,D 1–1,Tottenham,West Brom,N,CM,30,0,0,0,0,0,0,0,0,25,10,1,1,0,0.0,0.0,0.0,0,0,21,23,91.3,10,23,8,1,1,Match Report
2017-2018,2017-11-28,Tue,Premier League,Matchweek 14,Away,L 1–2,Tottenham,Leicester City,Y,CM,68,0,0,0,0,0,0,0,0,60,26,2,4,2,0.0,0.0,0.0,3,0,45,48,93.8,2,45,7,0,1,Match Report
2017-2018,2017-12-02,Sat,Premier League,Matchweek 15,Away,D 1–1,Tottenham,Watford,Y,CM,90,0,0,0,0,1,0,0,0,65,26,1,0,4,0.0,0.0,0.0,1,0,48,56,85.7,5,45,5,3,3,Match Report
2017-2018,2017-12-06,Wed,Champions Lg,Group stage,Home,W 3–0,eng Tottenham,cy APOEL FC,N,,25,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,Match Report
2017-2018,2017-12-09,Sat,Premier League,Matchweek 16,Home,W 5–1,Tottenham,Stoke City,Y,"DM,CM",90,0,0,0,0,2,1,1,0,109,15,0,1,1,0.1,0.1,0.0,2,0,99,103,96.1,18,100,22,2,2,Match Report
2017-2018,2017-12-13,Wed,Premier League,Matchweek 17,Home,W 2–0,Tottenham,Brighton,N,CM,24,0,0,0,0,0,0,0,0,34,4,0,0,0,0.0,0.0,0.0,2,0,32,34,94.1,2,33,9,1,1,Match Report
2017-2018,2017-12-16,Sat,Premier League,Matchweek 18,Away,L 1–4,Tottenham,Manchester City,Y,CM,90,0,0,0,0,0,0,1,0,45,21,2,1,3,0.0,0.0,0.0,0,0,29,32,90.6,4,32,4,3,3,Match Report
2017-2018,2017-12-23,Sat,Premier League,Matchweek 19,Away,W 3–0,Tottenham,Burnley,N,CM,13,0,0,0,0,0,0,0,0,15,2,0,0,0,0.0,0.0,0.0,0,0,13,14,92.9,1,11,1,0,0,Match Report
