Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att_Passes,Cmp%,Prog_Passes,Carries,Prog_2_Carries,Succ,Att_2_Dribbles,Match Report
2017-2018,2017-08-27,Sun,Premier League,Matchweek 3,Away,L 0–4,Arsenal,Liverpool,Y*,CB,90,0,0,0,0,0,0,0,0,83,7,0,5,4,0.0,0.0,0.0,0,0,62,71,87.3,2,51,4,0,1,Match Report
2017-2018,2017-08-31,Thu,WCQ — UEFA (M),First round,Home,W 4–0,fr France,nl Netherlands,Y,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
2017-2018,2017-09-03,Sun,WCQ — UEFA (M),First round,Home,D 0–0,fr France,lu Luxembourg,Y,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
2017-2018,2017-09-09,Sat,Premier League,Matchweek 4,Home,W 3–0,Arsenal,Bournemouth,Y*,CB,90,0,0,0,0,1,0,0,0,85,9,2,3,0,0.1,0.1,0.0,1,0,60,76,78.9,6,55,0,0,0,Match Report
2017-2018,2017-09-17,Sun,Premier League,Matchweek 5,Away,D 0–0,Arsenal,Chelsea,Y*,CB,90,0,0,0,0,1,0,0,0,72,9,2,5,2,0.0,0.0,0.0,0,0,49,62,79.0,3,39,6,1,1,Match Report
2017-2018,2017-09-25,Mon,Premier League,Matchweek 6,Home,W 2–0,Arsenal,West Brom,Y*,CB,90,0,0,0,0,0,0,0,0,75,5,1,2,0,0.0,0.0,0.0,0,0,58,70,82.9,5,52,7,0,0,Match Report
2017-2018,2017-10-14,Sat,Premier League,Matchweek 8,Away,L 1–2,Arsenal,Watford,Y,CB,84,0,0,0,0,0,0,0,0,76,9,2,1,1,0.0,0.0,0.0,0,0,55,65,84.6,7,48,3,0,0,Match Report
2017-2018,2017-10-22,Sun,Premier League,Matchweek 9,Away,W 5–2,Arsenal,Everton,Y,CB,90,0,0,0,0,0,0,1,0,73,12,3,0,0,0.0,0.0,0.1,2,0,57,62,91.9,9,44,1,1,1,Match Report
2017-2018,2017-10-28,Sat,Premier League,Matchweek 10,Home,W 2–1,Arsenal,Swansea City,Y,CB,90,0,0,0,0,1,0,0,0,107,6,3,2,2,0.1,0.1,0.0,0,0,87,94,92.6,12,67,14,0,0,Match Report
2017-2018,2017-11-05,Sun,Premier League,Matchweek 11,Away,L 1–3,Arsenal,Manchester City,Y*,CB,90,0,0,0,0,0,0,1,0,54,9,0,6,2,0.0,0.0,0.0,0,0,38,44,86.4,0,34,3,0,0,Match Report
2017-2018,2017-11-10,Fri,Friendlies (M),Friendlies (M),Home,W 2–0,fr France,wal Wales,Y,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
2017-2018,2017-11-14,Tue,Friendlies (M),Friendlies (M),Away,D 2–2,fr France,de Germany,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2017-2018,2017-11-18,Sat,Premier League,Matchweek 12,Home,W 2–0,Arsenal,Tottenham,Y*,CB,90,0,0,0,0,0,0,0,0,60,5,4,3,4,0.0,0.0,0.0,0,0,25,39,64.1,2,29,1,0,0,Match Report
2017-2018,2017-11-26,Sun,Premier League,Matchweek 13,Away,W 1–0,Arsenal,Burnley,Y*,CB,90,0,0,0,0,0,0,0,0,94,0,0,0,5,0.0,0.0,0.1,5,0,76,87,87.4,7,76,14,0,0,Match Report
