Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att_Passes,Cmp%,Prog_Passes,Carries,Prog_2_Carries,Succ,Att_2_Dribbles,Match Report
2017-2018,2017-08-11,Fri,Premier League,Matchweek 1,Away,L 3–4,Leicester City,Arsenal,N,LW,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0.0,0.0,0.0,0,0,1,3,33.3,0,1,0,0,0,Match Report
2017-2018,2017-08-19,Sat,Premier League,Matchweek 2,Home,W 2–0,Leicester City,Brighton,N,AM,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,0,0,0,0,Match Report
2017-2018,2017-08-22,Tue,EFL Cup,Second round,Away,W 4–1,Leicester City,Sheffield Utd,Y,LM,90,1,1,0,0,5,3,0,0,,,,0,,,,,,,,,,,,,,,Match Report
2017-2018,2017-08-26,Sat,Premier League,Matchweek 3,Away,L 0–2,Leicester City,Manchester Utd,N,LM,31,0,0,0,0,2,1,0,0,17,1,0,0,0,0.0,0.0,0.3,4,0,9,15,60.0,1,14,9,0,0,Match Report
2017-2018,2017-09-09,Sat,Premier League,Matchweek 4,Home,L 1–2,Leicester City,Chelsea,N,LW,45,0,0,0,0,1,0,0,0,23,2,0,1,2,0.0,0.0,0.0,0,0,10,19,52.6,0,20,0,2,3,Match Report
2017-2018,2017-09-16,Sat,Premier League,Matchweek 5,Away,D 1–1,Leicester City,Huddersfield,N,LM,26,0,0,0,0,0,0,0,0,14,6,0,0,1,0.0,0.0,0.0,1,0,7,11,63.6,2,11,2,0,0,Match Report
2017-2018,2017-09-19,Tue,EFL Cup,Third round,Home,W 2–0,Leicester City,Liverpool,Y,LM,90,0,0,0,0,4,2,0,0,,,,2,,,,,,,,,,,,,,,Match Report
2017-2018,2017-09-23,Sat,Premier League,Matchweek 6,Home,L 2–3,Leicester City,Liverpool,N,"RM,LW",30,0,0,0,0,1,1,0,0,13,3,0,0,0,0.0,0.0,0.0,1,1,4,8,50.0,1,12,1,1,2,Match Report
2017-2018,2017-09-30,Sat,Premier League,Matchweek 7,Away,D 0–0,Leicester City,Bournemouth,Y,LM,90,0,0,0,0,2,1,0,0,36,7,1,1,2,0.1,0.1,0.0,2,0,17,29,58.6,2,24,4,2,2,Match Report
2017-2018,2017-10-16,Mon,Premier League,Matchweek 8,Home,D 1–1,Leicester City,West Brom,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2017-2018,2017-10-21,Sat,Premier League,Matchweek 9,Away,W 2–1,Leicester City,Swansea City,N,RW,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,3,0,0,0,Match Report
2017-2018,2017-10-24,Tue,EFL Cup,Fourth round,Home,W 3–1,Leicester City,Leeds United,Y,LM,90,0,0,0,0,4,1,0,0,,,,0,,,,,,,,,,,,,,,Match Report
2017-2018,2017-10-29,Sun,Premier League,Matchweek 10,Home,W 2–0,Leicester City,Everton,Y,CM,90,1,0,0,0,2,1,0,0,41,13,2,0,2,0.0,0.0,0.2,2,1,21,31,67.7,2,31,5,4,5,Match Report
2017-2018,2017-11-04,Sat,Premier League,Matchweek 11,Away,D 2–2,Leicester City,Stoke City,Y,LM,79,0,0,0,0,0,0,0,0,41,10,2,0,3,0.0,0.0,0.6,6,0,26,34,76.5,2,32,10,1,1,Match Report
2017-2018,2017-11-18,Sat,Premier League,Matchweek 12,Home,L 0–2,Leicester City,Manchester City,Y,"LW,RW,DM",90,0,0,0,0,0,0,0,0,27,13,0,0,1,0.0,0.0,0.0,1,0,14,20,70.0,1,16,0,1,2,Match Report
2017-2018,2017-11-24,Fri,Premier League,Matchweek 13,Away,D 1–1,Leicester City,West Ham,Y,LM,89,0,0,0,0,0,0,1,0,47,9,2,0,3,0.0,0.0,0.0,1,1,19,33,57.6,3,35,4,2,2,Match Report
2017-2018,2017-11-28,Tue,Premier League,Matchweek 14,Home,W 2–1,Leicester City,Tottenham,N,RM,14,0,0,0,0,0,0,0,0,5,4,0,0,1,0.0,0.0,0.0,0,0,1,2,50.0,1,4,0,0,0,Match Report
2017-2018,2017-12-02,Sat,Premier League,Matchweek 15,Home,W 1–0,Leicester City,Burnley,Y,AM,87,1,0,0,0,4,1,0,0,43,22,1,0,1,0.7,0.7,0.0,1,1,17,29,58.6,0,29,5,1,4,Match Report
2017-2018,2017-12-09,Sat,Premier League,Matchweek 16,Away,W 3–2,Leicester City,Newcastle Utd,Y,AM,72,1,0,0,0,4,2,1,0,50,10,0,0,0,0.1,0.1,0.2,2,0,35,42,83.3,2,43,11,4,4,Match Report
2017-2018,2017-12-13,Wed,Premier League,Matchweek 17,Away,W 4–1,Leicester City,Southampton,N,"FW,LW",19,0,0,0,0,0,0,0,0,12,5,0,0,1,0.0,0.0,0.0,0,0,6,7,85.7,0,9,0,0,1,Match Report
2017-2018,2017-12-16,Sat,Premier League,Matchweek 18,Home,L 0–3,Leicester City,Crystal Palace,Y,AM,90,0,0,0,0,2,0,0,0,57,8,3,1,4,0.1,0.1,0.1,2,0,32,41,78.0,0,46,7,2,3,Match Report
2017-2018,2017-12-19,Tue,EFL Cup,Quarter-finals,Home,L 1 (3)–1 (4),Leicester City,Manchester City,N,,50,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,Match Report
2017-2018,2017-12-23,Sat,Premier League,Matchweek 19,Home,D 2–2,Leicester City,Manchester Utd,Y,"AM,LW",79,0,0,0,0,3,0,0,0,46,9,0,1,1,0.1,0.1,0.0,3,0,28,34,82.4,0,34,7,1,3,Match Report
2017-2018,2017-12-26,Tue,Premier League,Matchweek 20,Away,L 1–2,Leicester City,Watford,N,WB,18,0,0,0,0,0,0,0,0,8,0,0,0,1,0.0,0.0,0.0,1,0,6,6,100.0,1,5,1,0,0,Match Report
2017-2018,2017-12-30,Sat,Premier League,Matchweek 21,Away,L 1–2,Leicester City,Liverpool,Y,FW,90,0,0,0,0,3,0,0,0,48,13,1,0,2,0.1,0.1,0.1,1,0,25,33,75.8,3,39,8,2,5,Match Report
2017-2018,2018-01-01,Mon,Premier League,Matchweek 22,Home,W 3–0,Leicester City,Huddersfield,N,RM,14,0,0,0,0,1,1,0,0,15,0,0,0,0,0.1,0.1,0.0,2,1,10,11,90.9,1,13,0,0,1,Match Report
2017-2018,2018-01-06,Sat,FA Cup,Third round,Away,D 0–0,Leicester City,Fleetwood Town,Y,FW,90,0,0,0,0,2,0,0,0,,,,0,,,,,,,,,,,,,,,Match Report
2017-2018,2018-01-13,Sat,Premier League,Matchweek 23,Away,D 0–0,Leicester City,Chelsea,N,"FW,LM",9,0,0,0,0,0,0,0,0,4,5,0,0,1,0.0,0.0,0.0,0,0,2,3,66.7,0,2,1,0,0,Match Report
2017-2018,2018-01-16,Tue,FA Cup,Third round,Home,W 2–0,Leicester City,Fleetwood Town,Y,DM,90,0,0,0,0,2,1,0,0,,,,0,,,,,,,,,,,,,,,Match Report
2017-2018,2018-01-20,Sat,Premier League,Matchweek 24,Home,W 2–0,Leicester City,Watford,N,FW,26,0,0,0,0,0,0,0,0,15,1,0,0,0,0.0,0.0,0.0,0,0,10,11,90.9,1,15,3,1,2,Match Report
2017-2018,2018-01-27,Sat,FA Cup,Fourth round,Away,W 5–1,Leicester City,P'borough Utd,Y,AM,90,0,0,0,0,6,2,0,0,,,,0,,,,,,,,,,,,,,,Match Report
2017-2018,2018-01-31,Wed,Premier League,Matchweek 25,Away,L 1–2,Leicester City,Everton,Y,LW,74,0,0,0,0,1,0,0,0,26,23,1,2,2,0.0,0.0,0.0,0,0,6,14,42.9,0,21,3,1,3,Match Report
2017-2018,2018-02-03,Sat,Premier League,Matchweek 26,Home,D 1–1,Leicester City,Swansea City,N,LW,23,0,0,0,0,2,0,0,0,15,4,0,0,0,0.2,0.2,0.0,0,0,7,12,58.3,0,12,1,2,2,Match Report
2017-2018,2018-02-10,Sat,Premier League,Matchweek 27,Away,L 1–5,Leicester City,Manchester City,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2017-2018,2018-02-16,Fri,FA Cup,Fifth round,Home,W 1–0,Leicester City,Sheffield Utd,Y,DM,90,0,0,0,0,3,1,0,0,,,,2,,,,,,,,,,,,,,,Match Report
2017-2018,2018-02-24,Sat,Premier League,Matchweek 28,Home,D 1–1,Leicester City,Stoke City,Y,AM,60,0,0,0,0,0,0,0,0,28,10,1,0,1,0.0,0.0,0.0,2,0,15,22,68.2,0,22,6,0,1,Match Report
2017-2018,2018-03-03,Sat,Premier League,Matchweek 29,Home,D 1–1,Leicester City,Bournemouth,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2017-2018,2018-03-10,Sat,Premier League,Matchweek 30,Away,W 4–1,Leicester City,West Brom,Y,LW,66,0,0,0,0,3,0,0,0,42,14,1,0,2,0.1,0.1,0.2,1,0,17,29,58.6,1,30,7,2,2,Match Report
2017-2018,2018-03-18,Sun,FA Cup,Quarter-finals,Home,L 1–2,Leicester City,Chelsea,N,,6,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,Match Report
2017-2018,2018-03-31,Sat,Premier League,Matchweek 32,Away,W 2–0,Leicester City,Brighton,N,"LM,RW",12,0,1,0,0,0,0,0,0,8,1,0,0,0,0.0,0.0,0.9,2,2,5,7,71.4,0,7,1,1,1,Match Report
2017-2018,2018-04-07,Sat,Premier League,Matchweek 33,Home,L 1–2,Leicester City,Newcastle Utd,N,AM,15,0,0,0,0,0,0,0,0,10,0,0,1,0,0.0,0.0,0.1,2,1,8,10,80.0,1,8,2,0,0,Match Report
2017-2018,2018-04-14,Sat,Premier League,Matchweek 34,Away,L 1–2,Leicester City,Burnley,Y,LM,63,0,0,0,0,1,0,0,0,41,5,0,1,0,0.0,0.0,0.1,3,0,20,31,64.5,1,26,8,1,1,Match Report
2017-2018,2018-04-19,Thu,Premier League,Matchweek 35,Home,D 0–0,Leicester City,Southampton,Y,"LM,RW",89,0,0,0,0,1,0,0,0,44,7,1,1,3,0.0,0.0,0.0,0,0,26,35,74.3,0,34,8,0,0,Match Report
2017-2018,2018-04-28,Sat,Premier League,Matchweek 36,Away,L 0–5,Leicester City,Crystal Palace,Y,"LM,WB,AM",90,0,0,0,0,0,0,0,0,35,3,0,0,2,0.0,0.0,0.0,2,0,25,30,83.3,0,25,2,0,0,Match Report
2017-2018,2018-05-05,Sat,Premier League,Matchweek 37,Home,L 0–2,Leicester City,West Ham,N,AM,30,0,0,0,0,2,0,0,0,20,2,0,0,1,0.1,0.1,0.1,3,0,13,15,86.7,0,16,5,1,2,Match Report
2017-2018,2018-05-09,Wed,Premier League,Matchweek 31,Home,W 3–1,Leicester City,Arsenal,N,LM,19,0,0,0,0,0,0,0,0,9,1,0,0,1,0.0,0.0,0.0,1,1,2,4,50.0,0,6,1,0,0,Match Report
2017-2018,2018-05-13,Sun,Premier League,Matchweek 38,Away,L 4–5,Leicester City,Tottenham,Y,LM,60,0,0,0,0,1,1,0,0,25,8,0,1,1,0.2,0.2,0.2,5,1,14,17,82.4,1,21,5,1,2,Match Report
