Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att_Passes,Cmp%,Prog_Passes,Carries,Prog_2_Carries,Succ,Att_2_Dribbles,Match Report
2017-2018,2017-08-12,Sat,Premier League,Matchweek 1,Away,D 3–3,Liverpool,Watford,Y,RW,80,1,1,1,1,1,0,0,0,45,24,0,1,2,1.0,0.2,0.1,3,2,20,30,66.7,4,33,4,5,7,Match Report
2017-2018,2017-08-15,Tue,Champions Lg,Play-off Round,Away,W 2–1,eng Liverpool,de Hoffenheim,Y,FW,84,0,0,0,0,1,1,0,0,,,,1,,,,,,,,,,,,,,,Match Report
2017-2018,2017-08-19,Sat,Premier League,Matchweek 2,Home,W 1–0,Liverpool,Crystal Palace,Y,LW,89,0,0,0,0,5,2,0,0,65,11,2,0,1,0.1,0.1,0.2,3,0,37,49,75.5,5,49,9,0,3,Match Report
2017-2018,2017-08-23,Wed,Champions Lg,Play-off Round,Home,W 4–2,eng Liverpool,de Hoffenheim,Y,FW,90,1,1,0,0,3,2,0,0,,,,1,,,,,,,,,,,,,,,Match Report
2017-2018,2017-08-27,Sun,Premier League,Matchweek 3,Home,W 4–0,Liverpool,Arsenal,Y,"FW,RW",79,1,1,0,0,2,1,0,0,41,27,0,0,2,0.2,0.2,0.5,4,1,19,32,59.4,4,33,3,3,3,Match Report
2017-2018,2017-08-31,Thu,WCQ,WCQ — CONMEBOL (M),Home,W 2–0,br Brazil,ec Ecuador,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2017-2018,2017-09-05,Tue,WCQ,WCQ — CONMEBOL (M),Away,D 1–1,br Brazil,co Colombia,Y,,62,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
2017-2018,2017-09-09,Sat,Premier League,Matchweek 4,Away,L 0–5,Liverpool,Manchester City,Y,FW,66,0,0,0,0,1,1,0,0,31,31,1,0,0,0.3,0.3,0.0,0,0,18,21,85.7,2,20,2,0,2,Match Report
2017-2018,2017-09-13,Wed,Champions Lg,Group stage,Home,D 2–2,eng Liverpool,es Sevilla,Y,FW,90,1,0,0,1,4,1,0,0,,,,0,,,,,,,,,,,,,,,Match Report
2017-2018,2017-09-16,Sat,Premier League,Matchweek 5,Home,D 1–1,Liverpool,Burnley,Y,LW,78,0,0,0,0,2,0,0,0,48,26,1,0,1,0.2,0.2,0.2,8,0,33,41,80.5,5,45,11,0,0,Match Report
2017-2018,2017-09-23,Sat,Premier League,Matchweek 6,Away,W 3–2,Liverpool,Leicester City,Y,FW,63,0,0,0,0,3,0,0,0,32,16,1,0,0,0.2,0.2,0.0,1,0,14,23,60.9,1,22,3,0,0,Match Report
2017-2018,2017-09-26,Tue,Champions Lg,Group stage,Away,D 1–1,eng Liverpool,ru Spartak Moscow,Y,FW,90,0,0,0,0,3,1,1,0,,,,1,,,,,,,,,,,,,,,Match Report
2017-2018,2017-10-01,Sun,Premier League,Matchweek 7,Away,D 1–1,Liverpool,Newcastle Utd,N,FW,17,0,0,0,0,0,0,0,0,11,1,1,0,0,0.0,0.0,0.0,1,0,7,10,70.0,0,8,1,0,0,Match Report
2017-2018,2017-10-05,Thu,WCQ,WCQ — CONMEBOL (M),Away,D 0–0,br Brazil,bo Bolivia,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2017-2018,2017-10-10,Tue,WCQ,WCQ — CONMEBOL (M),Home,W 3–0,br Brazil,cl Chile,N,,4,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
2017-2018,2017-10-14,Sat,Premier League,Matchweek 8,Home,D 0–0,Liverpool,Manchester Utd,Y,"FW,AM",86,0,0,0,0,3,1,0,0,52,29,2,0,0,0.1,0.1,0.5,6,0,22,40,55.0,2,44,10,2,3,Match Report
2017-2018,2017-10-17,Tue,Champions Lg,Group stage,Away,W 7–0,eng Liverpool,si NK Maribor,Y,FW,68,2,1,0,0,4,2,0,0,,,,0,,,,,,,,,,,,,,,Match Report
2017-2018,2017-10-22,Sun,Premier League,Matchweek 9,Away,L 1–4,Liverpool,Tottenham,Y,FW,76,0,0,0,0,0,0,0,0,33,18,1,0,4,0.0,0.0,0.0,1,0,13,23,56.5,0,25,0,3,4,Match Report
2017-2018,2017-10-28,Sat,Premier League,Matchweek 10,Home,W 3–0,Liverpool,Huddersfield,Y,LW,65,1,0,0,0,1,1,0,0,41,15,1,0,1,0.2,0.2,0.2,3,0,23,35,65.7,3,33,5,2,2,Match Report
2017-2018,2017-11-01,Wed,Champions Lg,Group stage,Home,W 3–0,eng Liverpool,si NK Maribor,Y,FW,85,0,0,0,0,5,2,0,0,,,,0,,,,,,,,,,,,,,,Match Report
2017-2018,2017-11-04,Sat,Premier League,Matchweek 11,Away,W 4–1,Liverpool,West Ham,Y,FW,86,0,0,0,0,3,1,0,0,47,14,5,0,4,0.2,0.2,0.1,4,0,22,32,68.8,5,34,9,1,1,Match Report
2017-2018,2017-11-10,Fri,Friendlies (M),Friendlies (M),Away,W 3–1,br Brazil,jp Japan,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2017-2018,2017-11-14,Tue,Friendlies (M),Friendlies (M),Away,D 0–0,br Brazil,eng England,N,,15,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
2017-2018,2017-11-18,Sat,Premier League,Matchweek 12,Home,W 3–0,Liverpool,Southampton,Y,FW,90,0,0,0,0,4,2,0,0,50,27,3,0,1,0.4,0.4,0.1,5,1,29,37,78.4,1,33,9,0,0,Match Report
2017-2018,2017-11-21,Tue,Champions Lg,Group stage,Away,D 3–3,eng Liverpool,es Sevilla,Y,FW,90,2,1,0,0,4,3,0,0,,,,0,,,,,,,,,,,,,,,Match Report
2017-2018,2017-11-25,Sat,Premier League,Matchweek 13,Home,D 1–1,Liverpool,Chelsea,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2017-2018,2017-11-29,Wed,Premier League,Matchweek 14,Away,W 3–0,Liverpool,Stoke City,Y,FW,90,0,0,0,0,2,1,0,0,45,21,2,0,2,0.0,0.0,0.3,5,0,20,32,62.5,2,35,5,2,3,Match Report
2017-2018,2017-12-02,Sat,Premier League,Matchweek 15,Away,W 5–1,Liverpool,Brighton,Y,FW,87,2,0,0,0,3,2,0,0,45,13,0,3,0,0.8,0.8,0.0,3,0,29,36,80.6,3,37,3,2,3,Match Report
2017-2018,2017-12-06,Wed,Champions Lg,Group stage,Home,W 7–0,eng Liverpool,ru Spartak Moscow,Y,FW,72,1,1,0,0,1,1,0,0,,,,0,,,,,,,,,,,,,,,Match Report
2017-2018,2017-12-10,Sun,Premier League,Matchweek 16,Home,D 1–1,Liverpool,Everton,N,FW,24,0,0,0,0,0,0,0,0,15,3,1,0,1,0.0,0.0,0.0,2,0,11,13,84.6,2,14,0,2,2,Match Report
2017-2018,2017-12-13,Wed,Premier League,Matchweek 17,Home,D 0–0,Liverpool,West Brom,Y,FW,90,0,0,0,0,2,0,0,0,46,23,0,0,2,0.2,0.2,0.2,3,0,21,33,63.6,1,28,4,2,2,Match Report
2017-2018,2017-12-17,Sun,Premier League,Matchweek 18,Away,W 4–0,Liverpool,Bournemouth,Y,FW,75,1,1,0,0,2,1,0,0,45,17,1,0,1,0.3,0.3,0.4,2,1,26,32,81.3,2,37,3,0,0,Match Report
2017-2018,2017-12-22,Fri,Premier League,Matchweek 19,Away,D 3–3,Liverpool,Arsenal,Y,FW,90,1,1,0,0,4,2,0,0,46,14,0,4,1,0.3,0.3,0.1,2,1,22,32,68.8,3,33,2,3,5,Match Report
2017-2018,2017-12-26,Tue,Premier League,Matchweek 20,Home,W 5–0,Liverpool,Swansea City,Y,FW,67,2,0,0,0,4,2,0,0,35,13,3,2,0,1.7,1.7,0.1,6,1,19,28,67.9,3,27,4,2,3,Match Report
2017-2018,2017-12-30,Sat,Premier League,Matchweek 21,Home,W 2–1,Liverpool,Leicester City,Y,FW,90,0,0,0,0,2,2,0,0,63,23,1,0,5,0.1,0.1,0.2,6,0,33,47,70.2,5,44,6,2,3,Match Report
2017-2018,2018-01-01,Mon,Premier League,Matchweek 22,Away,W 2–1,Liverpool,Burnley,N,RW,19,0,0,0,0,0,0,0,0,14,5,0,0,0,0.0,0.0,0.0,1,0,11,13,84.6,1,9,1,0,0,Match Report
2017-2018,2018-01-05,Fri,FA Cup,Third round,Home,W 2–1,Liverpool,Everton,Y,FW,90,0,0,0,0,1,0,0,0,,,,1,,,,,,,,,,,,,,,Match Report
2017-2018,2018-01-14,Sun,Premier League,Matchweek 23,Home,W 4–3,Liverpool,Manchester City,Y,FW,90,1,1,0,0,3,1,1,0,54,42,3,1,2,0.4,0.4,0.3,5,1,30,41,73.2,5,31,5,2,2,Match Report
2017-2018,2018-01-22,Mon,Premier League,Matchweek 24,Away,L 0–1,Liverpool,Swansea City,Y,FW,90,0,0,0,0,3,0,0,0,53,22,0,1,1,0.3,0.3,0.1,6,0,31,44,70.5,3,39,8,1,3,Match Report
2017-2018,2018-01-27,Sat,FA Cup,Fourth round,Home,L 2–3,Liverpool,West Brom,Y,FW,90,1,1,0,1,8,2,0,0,,,,0,,,,,,,,,,,,,,,Match Report
2017-2018,2018-01-30,Tue,Premier League,Matchweek 25,Away,W 3–0,Liverpool,Huddersfield,Y,FW,88,1,0,0,0,2,2,0,0,49,17,1,0,0,0.1,0.1,0.0,2,0,33,42,78.6,4,43,5,1,2,Match Report
2017-2018,2018-02-04,Sun,Premier League,Matchweek 26,Home,D 2–2,Liverpool,Tottenham,Y,FW,90,0,0,0,0,1,0,0,0,40,52,3,0,0,0.0,0.0,0.0,0,0,17,23,73.9,1,25,1,2,4,Match Report
2017-2018,2018-02-11,Sun,Premier League,Matchweek 27,Away,W 2–0,Liverpool,Southampton,Y,FW,78,1,1,0,0,3,2,0,0,51,23,2,0,5,0.6,0.6,0.6,4,1,20,31,64.5,5,29,8,0,1,Match Report
2017-2018,2018-02-14,Wed,Champions Lg,Round of 16,Away,W 5–0,eng Liverpool,pt Porto,Y,FW,80,1,1,0,0,6,2,0,0,,,,0,,,,,,,,,,,,,,,Match Report
2017-2018,2018-02-24,Sat,Premier League,Matchweek 28,Home,W 4–1,Liverpool,West Ham,Y,FW,81,1,0,0,0,2,2,0,0,48,15,3,0,0,0.9,0.9,0.5,6,2,31,40,77.5,7,35,9,2,2,Match Report
2017-2018,2018-03-03,Sat,Premier League,Matchweek 29,Home,W 2–0,Liverpool,Newcastle Utd,Y,FW,87,0,1,0,0,2,0,0,0,46,9,1,0,0,0.2,0.2,0.2,4,1,33,38,86.8,3,31,6,0,0,Match Report
2017-2018,2018-03-06,Tue,Champions Lg,Round of 16,Home,D 0–0,eng Liverpool,pt Porto,Y,FW,62,0,0,0,0,1,0,0,0,,,,0,,,,,,,,,,,,,,,Match Report
2017-2018,2018-03-10,Sat,Premier League,Matchweek 30,Away,L 1–2,Liverpool,Manchester Utd,Y,"FW,AM",90,0,0,0,0,3,2,0,0,66,18,5,1,2,0.1,0.1,0.0,3,0,36,56,64.3,3,50,9,4,4,Match Report
2017-2018,2018-03-17,Sat,Premier League,Matchweek 31,Home,W 5–0,Liverpool,Watford,Y,FW,78,1,0,0,0,3,2,0,0,39,36,3,1,2,0.8,0.8,0.0,0,0,13,25,52.0,2,25,4,1,2,Match Report
2017-2018,2018-03-23,Fri,Friendlies (M),Friendlies (M),Away,W 3–0,br Brazil,ru Russia,N,,26,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
2017-2018,2018-03-27,Tue,Friendlies (M),Friendlies (M),Away,W 1–0,br Brazil,de Germany,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
