Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,Match Report
2014-2015,2014-08-16,Sat,Premier League,Matchweek 1,Away,D 2–2,Everton,Leicester City,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2014-08-23,Sat,Premier League,Matchweek 2,Home,D 2–2,Everton,Arsenal,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2014-08-30,Sat,Premier League,Matchweek 3,Home,L 3–6,Everton,Chelsea,N,,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,,Match Report
2014-2015,2014-09-09,Tue,Euro Qualifying,Group stage,Home,L 1–2,ba Bosnia and Herzegovina,cy Cyprus,Y,DM,90,0,0,0,0,3,1,0,0,1,1,0,0,3,2,0,0,0,Match Report
2014-2015,2014-09-13,Sat,Premier League,Matchweek 4,Away,W 2–0,Everton,West Brom,N,,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,,,Match Report
2014-2015,2014-09-18,Thu,Europa Lg,Group stage,Home,W 4–1,eng Everton,de Wolfsburg,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2014-09-21,Sun,Premier League,Matchweek 5,Home,L 2–3,Everton,Crystal Palace,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2014-09-23,Tue,League Cup,Third round,Away,L 0–3,Everton,Swansea City,Y,,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2014-2015,2014-09-27,Sat,Premier League,Matchweek 6,Away,D 1–1,Everton,Liverpool,Y,,79,0,0,0,0,1,0,0,0,1,0,0,0,1,3,0,,,Match Report
2014-2015,2014-10-02,Thu,Europa Lg,Group stage,Away,D 1–1,eng Everton,ru Krasnodar,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2014-10-05,Sun,Premier League,Matchweek 7,Away,L 1–2,Everton,Manchester Utd,Y,,90,0,0,0,0,0,0,1,0,2,0,0,1,2,1,0,,,Match Report
2014-2015,2014-10-10,Fri,Euro Qualifying,Group stage,Away,D 0–0,ba Bosnia and Herzegovina,wal Wales,Y,CM,90,0,0,0,0,0,0,0,0,2,1,0,0,5,2,0,0,0,Match Report
2014-2015,2014-10-13,Mon,Euro Qualifying,Group stage,Home,D 1–1,ba Bosnia and Herzegovina,be Belgium,Y,CM,90,0,0,0,0,1,1,0,0,3,1,0,0,4,1,0,0,0,Match Report
2014-2015,2014-10-18,Sat,Premier League,Matchweek 8,Home,W 3–0,Everton,Aston Villa,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2014-10-23,Thu,Europa Lg,Group stage,Away,D 0–0,eng Everton,fr Lille,Y,,90,0,0,0,0,,,1,0,,,,,,,0,,,Match Report
2014-2015,2014-10-26,Sun,Premier League,Matchweek 9,Away,W 3–1,Everton,Burnley,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2014-11-01,Sat,Premier League,Matchweek 10,Home,D 0–0,Everton,Swansea City,N,,59,0,0,0,0,0,0,1,0,2,3,0,1,0,0,0,,,Match Report
2014-2015,2014-11-06,Thu,Europa Lg,Group stage,Home,W 3–0,eng Everton,fr Lille,N,,5,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2014-2015,2014-11-09,Sun,Premier League,Matchweek 11,Away,D 1–1,Everton,Sunderland,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2014-11-16,Sun,Euro Qualifying,Group stage,Away,L 0–3,ba Bosnia and Herzegovina,il Israel,Y,DM,45,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Match Report
2014-2015,2014-11-22,Sat,Premier League,Matchweek 12,Home,W 2–1,Everton,West Ham,N,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report
2014-2015,2014-11-27,Thu,Europa Lg,Group stage,Away,W 2–0,eng Everton,de Wolfsburg,Y,,90,0,0,0,0,,,1,0,,,,,,,0,,,Match Report
2014-2015,2014-11-30,Sun,Premier League,Matchweek 13,Away,L 1–2,Everton,Tottenham,Y,,90,0,0,0,0,0,0,0,0,2,1,0,1,1,1,0,,,Match Report
2014-2015,2014-12-03,Wed,Premier League,Matchweek 14,Home,D 1–1,Everton,Hull City,Y,,79,0,0,0,0,2,1,0,0,2,2,0,0,4,1,0,,,Match Report
2014-2015,2014-12-06,Sat,Premier League,Matchweek 15,Away,L 0–1,Everton,Manchester City,Y,,54,0,0,0,0,0,0,0,0,1,0,0,2,2,2,0,,,Match Report
2014-2015,2014-12-15,Mon,Premier League,Matchweek 16,Home,W 3–1,Everton,QPR,Y,,90,0,0,0,0,1,0,0,0,2,0,0,0,5,2,0,,,Match Report
2014-2015,2014-12-20,Sat,Premier League,Matchweek 17,Away,L 0–3,Everton,Southampton,Y,,90,0,0,0,0,2,0,1,0,2,2,0,1,3,3,0,,,Match Report
2014-2015,2014-12-28,Sun,Premier League,Matchweek 19,Away,L 2–3,Everton,Newcastle Utd,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2015-01-01,Thu,Premier League,Matchweek 20,Away,L 0–2,Everton,Hull City,Y,,45,0,0,0,0,0,0,1,0,2,0,0,0,3,1,0,,,Match Report
2014-2015,2015-01-06,Tue,FA Cup,Third round,Home,D 1–1,Everton,West Ham,Y,,83,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2014-2015,2015-01-10,Sat,Premier League,Matchweek 21,Home,D 1–1,Everton,Manchester City,Y,,90,0,0,0,0,3,0,0,0,1,1,0,1,2,1,0,,,Match Report
2014-2015,2015-01-13,Tue,FA Cup,Third round,Away,D 2 (8)–2 (9),Everton,West Ham,Y,,66,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2014-2015,2015-01-19,Mon,Premier League,Matchweek 22,Home,D 0–0,Everton,West Brom,Y,,78,0,0,0,0,5,1,1,0,3,0,0,2,3,1,0,,,Match Report
2014-2015,2015-01-31,Sat,Premier League,Matchweek 23,Away,W 1–0,Everton,Crystal Palace,Y,,90,0,0,0,0,1,0,0,0,1,1,0,0,4,2,0,,,Match Report
