Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,Match Report
2014-2015,2014-08-23,Sat,Premier League,Matchweek 2,Away,W 3–1,West Ham,Crystal Palace,N,,23,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,,,Match Report
2014-2015,2014-08-26,Tue,League Cup,Second round,Home,L 1 (4)–1 (5),West Ham,Sheffield Utd,Y,,62,1,0,0,0,,,0,0,,,,,,,0,,,Match Report
2014-2015,2014-08-30,Sat,Premier League,Matchweek 3,Home,L 1–3,West Ham,Southampton,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2014-09-15,Mon,Premier League,Matchweek 4,Away,D 2–2,West Ham,Hull City,Y,,85,0,0,0,0,3,2,0,0,1,0,1,4,3,2,0,,,Match Report
2014-2015,2014-09-20,Sat,Premier League,Matchweek 5,Home,W 3–1,West Ham,Liverpool,Y,,90,1,0,0,0,2,1,0,0,2,0,0,1,0,3,0,,,Match Report
2014-2015,2014-09-27,Sat,Premier League,Matchweek 6,Away,L 1–2,West Ham,Manchester Utd,Y,,90,1,0,0,0,5,2,1,0,3,0,1,2,2,2,0,,,Match Report
2014-2015,2014-10-05,Sun,Premier League,Matchweek 7,Home,W 2–0,West Ham,QPR,Y,,90,1,0,0,0,1,1,0,0,0,1,0,5,2,0,0,,,Match Report
2014-2015,2014-10-18,Sat,Premier League,Matchweek 8,Away,W 3–1,West Ham,Burnley,Y,,90,1,1,0,0,6,1,0,0,1,0,1,2,1,0,0,,,Match Report
2014-2015,2014-10-25,Sat,Premier League,Matchweek 9,Home,W 2–1,West Ham,Manchester City,Y,,88,1,0,0,0,4,1,0,0,1,1,0,2,2,1,0,,,Match Report
2014-2015,2014-11-08,Sat,Premier League,Matchweek 11,Home,D 0–0,West Ham,Aston Villa,Y,,90,0,0,0,0,4,0,0,0,1,2,2,3,0,2,0,,,Match Report
2014-2015,2014-11-15,Sat,Africa Cup of Nations qualification,Group stage,Away,W 1–0,sn Senegal,eg Egypt,N,,12,0,,0,0,,,0,0,,,,,,,0,,,Match Report
2014-2015,2014-12-07,Sun,Premier League,Matchweek 15,Home,W 3–1,West Ham,Swansea City,N,,45,1,0,0,0,4,3,0,0,2,1,2,1,0,0,0,,,Match Report
2014-2015,2014-12-13,Sat,Premier League,Matchweek 16,Away,D 1–1,West Ham,Sunderland,Y,,90,0,0,0,0,6,2,0,0,2,1,0,6,0,0,0,,,Match Report
2014-2015,2014-12-20,Sat,Premier League,Matchweek 17,Home,W 2–0,West Ham,Leicester City,Y,,78,0,1,0,0,3,0,0,0,1,0,1,1,0,0,0,,,Match Report
2014-2015,2014-12-26,Fri,Premier League,Matchweek 18,Away,L 0–2,West Ham,Chelsea,N,,32,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,Match Report
2014-2015,2014-12-28,Sun,Premier League,Matchweek 19,Home,L 1–2,West Ham,Arsenal,Y,,61,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,,,Match Report
2014-2015,2015-01-01,Thu,Premier League,Matchweek 20,Home,D 1–1,West Ham,West Brom,Y,,71,1,0,0,0,1,1,0,0,0,2,5,1,1,0,0,,,Match Report
2014-2015,2015-01-25,Sun,FA Cup,Fourth round,Away,W 1–0,West Ham,Bristol City,N,,34,1,0,0,0,,,0,0,,,,,,,0,,,Match Report
2014-2015,2015-02-08,Sun,Premier League,Matchweek 24,Home,D 1–1,West Ham,Manchester Utd,Y,,90,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,,,Match Report
2014-2015,2015-02-11,Wed,Premier League,Matchweek 25,Away,D 0–0,West Ham,Southampton,Y,,54,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,,,Match Report
2014-2015,2015-02-14,Sat,FA Cup,Fifth round,Away,L 0–4,West Ham,West Brom,Y,,68,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2014-2015,2015-02-22,Sun,Premier League,Matchweek 26,Away,D 2–2,West Ham,Tottenham,Y,,90,1,0,0,0,2,2,0,0,1,2,2,3,0,1,0,,,Match Report
2014-2015,2015-02-28,Sat,Premier League,Matchweek 27,Home,L 1–3,West Ham,Crystal Palace,Y,,90,0,0,0,0,7,1,0,0,2,1,0,0,0,0,0,,,Match Report
2014-2015,2015-03-04,Wed,Premier League,Matchweek 28,Home,L 0–1,West Ham,Chelsea,Y,,90,0,0,0,0,7,3,0,0,1,0,3,0,0,0,0,,,Match Report
2014-2015,2015-03-14,Sat,Premier League,Matchweek 29,Away,L 0–3,West Ham,Arsenal,Y,,90,0,0,0,0,1,0,1,0,2,0,3,0,0,0,0,,,Match Report
2014-2015,2015-03-21,Sat,Premier League,Matchweek 30,Home,W 1–0,West Ham,Sunderland,Y,,89,1,0,0,0,4,1,0,0,4,0,0,4,0,1,0,,,Match Report
2014-2015,2015-04-04,Sat,Premier League,Matchweek 31,Away,L 1–2,West Ham,Leicester City,Y,,79,0,0,0,0,2,1,0,0,0,2,1,1,1,0,0,,,Match Report
2014-2015,2015-04-11,Sat,Premier League,Matchweek 32,Home,D 1–1,West Ham,Stoke City,Y,,58,0,0,0,0,1,0,0,0,1,0,0,2,2,0,0,,,Match Report
