Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,Match Report
2014-2015,2014-08-16,Sat,Premier League,Matchweek 1,Home,L 0–1,Stoke City,Aston Villa,Y,,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report
2014-2015,2014-08-24,Sun,Premier League,Matchweek 2,Away,D 1–1,Stoke City,Hull City,Y,,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,Match Report
2014-2015,2014-08-30,Sat,Premier League,Matchweek 3,Away,W 1–0,Stoke City,Manchester City,Y,,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report
2014-2015,2014-09-09,Tue,Euro Qualifying,Group stage,Home,L 1–2,ba Bosnia and Herzegovina,cy Cyprus,Y,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
2014-2015,2014-09-13,Sat,Premier League,Matchweek 4,Home,L 0–1,Stoke City,Leicester City,Y,,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report
2014-2015,2014-09-20,Sat,Premier League,Matchweek 5,Away,D 2–2,Stoke City,QPR,Y,,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,Match Report
2014-2015,2014-09-29,Mon,Premier League,Matchweek 6,Home,W 1–0,Stoke City,Newcastle Utd,Y,,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report
2014-2015,2014-10-04,Sat,Premier League,Matchweek 7,Away,L 1–3,Stoke City,Sunderland,Y,,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report
2014-2015,2014-10-10,Fri,Euro Qualifying,Group stage,Away,D 0–0,ba Bosnia and Herzegovina,wal Wales,Y,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
2014-2015,2014-10-13,Mon,Euro Qualifying,Group stage,Home,D 1–1,ba Bosnia and Herzegovina,be Belgium,Y,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
2014-2015,2014-10-19,Sun,Premier League,Matchweek 8,Home,W 2–1,Stoke City,Swansea City,Y,,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report
