Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,Match Report
2014-2015,2014-08-16,Sat,Premier League,Matchweek 1,Away,W 1–0,Aston Villa,Stoke City,Y,,90,0,0,0,0,0,0,1,0,2,0,0,4,0,3,0,,,Match Report
2014-2015,2014-08-23,Sat,Premier League,Matchweek 2,Home,D 0–0,Aston Villa,Newcastle Utd,Y,,90,0,0,0,0,0,0,0,0,1,1,0,6,0,1,0,,,Match Report
2014-2015,2014-08-27,Wed,League Cup,Second round,Home,L 0–1,Aston Villa,Leyton Orient,Y,,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2014-2015,2014-08-31,Sun,Premier League,Matchweek 3,Home,W 2–1,Aston Villa,Hull City,Y,,90,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,,,Match Report
2014-2015,2014-09-13,Sat,Premier League,Matchweek 4,Away,W 1–0,Aston Villa,Liverpool,Y,,90,0,0,0,0,0,0,0,0,0,0,0,9,1,1,0,,,Match Report
2014-2015,2014-09-27,Sat,Premier League,Matchweek 6,Away,L 0–3,Aston Villa,Chelsea,Y,,90,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,,,Match Report
2014-2015,2014-10-04,Sat,Premier League,Matchweek 7,Home,L 0–2,Aston Villa,Manchester City,Y,,90,0,0,0,0,1,0,0,0,0,1,0,0,2,3,0,,,Match Report
2014-2015,2014-10-18,Sat,Premier League,Matchweek 8,Away,L 0–3,Aston Villa,Everton,Y,,90,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,,,Match Report
2014-2015,2014-10-27,Mon,Premier League,Matchweek 9,Away,L 0–2,Aston Villa,QPR,Y,,69,0,0,0,0,1,1,0,0,2,0,0,4,1,2,0,,,Match Report
2014-2015,2014-11-02,Sun,Premier League,Matchweek 10,Home,L 1–2,Aston Villa,Tottenham,Y,,90,0,0,0,0,0,0,0,0,2,2,0,3,0,2,0,,,Match Report
2014-2015,2014-11-08,Sat,Premier League,Matchweek 11,Away,D 0–0,Aston Villa,West Ham,Y,,90,0,0,0,0,1,0,0,0,1,2,0,4,1,3,0,,,Match Report
2014-2015,2014-11-24,Mon,Premier League,Matchweek 12,Home,D 1–1,Aston Villa,Southampton,Y,,90,0,0,0,0,1,0,0,0,0,1,0,2,1,1,0,,,Match Report
2014-2015,2014-11-29,Sat,Premier League,Matchweek 13,Away,D 1–1,Aston Villa,Burnley,Y,,90,0,0,0,0,1,0,0,0,0,0,0,7,2,1,0,,,Match Report
2014-2015,2014-12-02,Tue,Premier League,Matchweek 14,Away,W 1–0,Aston Villa,Crystal Palace,Y,,90,0,0,0,0,0,0,0,0,1,0,0,4,2,0,0,,,Match Report
2014-2015,2014-12-07,Sun,Premier League,Matchweek 15,Home,W 2–1,Aston Villa,Leicester City,Y,,43,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,,,Match Report
2014-2015,2015-01-04,Sun,FA Cup,Third round,Home,W 1–0,Aston Villa,Blackpool,Y,,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2014-2015,2015-01-10,Sat,Premier League,Matchweek 21,Away,L 0–1,Aston Villa,Leicester City,Y,,90,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,,,Match Report
2014-2015,2015-01-17,Sat,Premier League,Matchweek 22,Home,L 0–2,Aston Villa,Liverpool,Y,,58,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,,,Match Report
2014-2015,2015-01-25,Sun,FA Cup,Fourth round,Home,W 2–1,Aston Villa,Bournemouth,N,,4,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2014-2015,2015-02-01,Sun,Premier League,Matchweek 23,Away,L 0–5,Aston Villa,Arsenal,N,,15,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,,,Match Report
2014-2015,2015-02-07,Sat,Premier League,Matchweek 24,Home,L 1–2,Aston Villa,Chelsea,Y,,90,0,0,0,0,1,0,1,0,3,0,0,6,1,4,0,,,Match Report
2014-2015,2015-02-10,Tue,Premier League,Matchweek 25,Away,L 0–2,Aston Villa,Hull City,Y,,90,0,0,0,0,2,1,0,0,1,0,0,5,3,2,0,,,Match Report
2014-2015,2015-02-15,Sun,FA Cup,Fifth round,Home,W 2–1,Aston Villa,Leicester City,Y,,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2014-2015,2015-02-21,Sat,Premier League,Matchweek 26,Home,L 1–2,Aston Villa,Stoke City,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2015-02-28,Sat,Premier League,Matchweek 27,Away,L 0–1,Aston Villa,Newcastle Utd,Y,,90,0,0,0,0,1,0,0,0,2,0,0,7,1,1,0,,,Match Report
2014-2015,2015-03-03,Tue,Premier League,Matchweek 28,Home,W 2–1,Aston Villa,West Brom,Y,,90,0,0,0,0,1,0,0,0,1,0,0,2,1,0,0,,,Match Report
2014-2015,2015-03-07,Sat,FA Cup,Quarter-finals,Home,W 2–0,Aston Villa,West Brom,Y,,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2014-2015,2015-03-14,Sat,Premier League,Matchweek 29,Away,W 4–0,Aston Villa,Sunderland,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2015-03-21,Sat,Premier League,Matchweek 30,Home,L 0–1,Aston Villa,Swansea City,N,,23,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,,,Match Report
2014-2015,2015-04-19,Sun,FA Cup,Semi-finals,Home,W 2–1,Aston Villa,Liverpool,Y,,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2014-2015,2015-04-25,Sat,Premier League,Matchweek 34,Away,L 2–3,Aston Villa,Manchester City,Y,,67,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,,,Match Report
2014-2015,2015-05-02,Sat,Premier League,Matchweek 35,Home,W 3–2,Aston Villa,Everton,Y,,74,0,0,0,0,1,0,0,0,0,1,0,0,0,5,0,,,Match Report
2014-2015,2015-05-09,Sat,Premier League,Matchweek 36,Home,W 1–0,Aston Villa,West Ham,Y,,90,0,0,0,0,2,1,0,0,1,0,0,0,2,2,0,,,Match Report
2014-2015,2015-05-16,Sat,Premier League,Matchweek 37,Away,L 1–6,Aston Villa,Southampton,Y,,90,0,0,0,0,1,0,1,0,1,2,0,0,0,2,0,,,Match Report
2014-2015,2015-05-24,Sun,Premier League,Matchweek 38,Home,L 0–1,Aston Villa,Burnley,Y,,90,0,0,0,0,2,1,0,0,1,1,0,1,1,3,0,,,Match Report
2014-2015,2015-05-30,Sat,FA Cup,Final,Away,L 0–4,Aston Villa,Arsenal,Y,,69,0,0,0,0,,,1,0,,,,,,,0,,,Match Report
