Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,Match Report
2014-2015,2014-08-23,Sat,Premier League,Matchweek 2,Away,L 0–1,Burnley,Swansea City,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2014-08-26,Tue,League Cup,Second round,Home,L 0–1,Burnley,Sheffield Weds,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2014-08-30,Sat,Premier League,Matchweek 3,Home,D 0–0,Burnley,Manchester Utd,N,,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,Match Report
2014-2015,2014-09-13,Sat,Premier League,Matchweek 4,Away,D 0–0,Burnley,Crystal Palace,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2014-09-20,Sat,Premier League,Matchweek 5,Home,D 0–0,Burnley,Sunderland,N,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report
2014-2015,2014-09-28,Sun,Premier League,Matchweek 6,Away,L 0–4,Burnley,West Brom,Y,,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report
2014-2015,2014-11-22,Sat,Premier League,Matchweek 12,Away,W 2–1,Burnley,Stoke City,N,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report
2014-2015,2014-12-06,Sat,Premier League,Matchweek 15,Away,L 0–2,Burnley,QPR,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2014-12-20,Sat,Premier League,Matchweek 17,Away,L 1–2,Burnley,Tottenham,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2014-12-26,Fri,Premier League,Matchweek 18,Home,L 0–1,Burnley,Liverpool,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2015-01-01,Thu,Premier League,Matchweek 20,Away,D 3–3,Burnley,Newcastle Utd,N,,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report
2014-2015,2015-01-05,Mon,FA Cup,Third round,Home,D 1–1,Burnley,Tottenham,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2015-01-10,Sat,Premier League,Matchweek 21,Home,W 2–1,Burnley,QPR,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2015-01-14,Wed,FA Cup,Third round,Away,L 2–4,Burnley,Tottenham,N,,25,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2014-2015,2015-01-17,Sat,Premier League,Matchweek 22,Home,L 2–3,Burnley,Crystal Palace,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2015-01-31,Sat,Premier League,Matchweek 23,Away,L 0–2,Burnley,Sunderland,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2015-02-08,Sun,Premier League,Matchweek 24,Home,D 2–2,Burnley,West Brom,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2015-02-11,Wed,Premier League,Matchweek 25,Away,L 1–3,Burnley,Manchester Utd,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2015-02-21,Sat,Premier League,Matchweek 26,Away,D 1–1,Burnley,Chelsea,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2015-02-28,Sat,Premier League,Matchweek 27,Home,L 0–1,Burnley,Swansea City,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2015-03-04,Wed,Premier League,Matchweek 28,Away,L 0–2,Burnley,Liverpool,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2015-03-14,Sat,Premier League,Matchweek 29,Home,W 1–0,Burnley,Manchester City,N,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report
2014-2015,2015-03-21,Sat,Premier League,Matchweek 30,Away,L 0–2,Burnley,Southampton,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2015-05-02,Sat,Premier League,Matchweek 35,Away,L 0–1,Burnley,West Ham,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2015-05-24,Sun,Premier League,Matchweek 38,Away,W 1–0,Burnley,Aston Villa,N,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report
