League,Season,Date,Team_Home,FBREFPossession_Home,FBREFSave%_Home,Goals_Home,FBREFAst_Home,FBREFPK_Home,FBREFPKatt_Home,FBREFSh_Home,FBREFSoT_Home,FBREFCrdY_Home,FBREFCrdR_Home,FBREFxg_Home,FBREFxa_Home,FBREFSCA_Home,FBREFGCA_Home,Team_Away,FBREFPossession_Away,FBREFSave%_Away,Goals_Away,FBREFAst_Away,FBREFPK_Away,FBREFPKatt_Away,FBREFSh_Away,FBREFSoT_Away,FBREFCrdY_Away,FBREFCrdR_Away,FBREFxg_away,FBREFxa_Away,FBREFSCA_Away,FBREFGCA_Away,FBREFORating_Home,FBREFDRating_Home,FBREFORating_Away,FBREFDRating_Away
EPL,2017-2018,2017-09-17,Chelsea,50,100.0,0,0,0,0,13,4,2,1,0.7,0.5,18.0,0.0,Arsenal,50,100.0,0,0,0,0,10,2,3,0,1.1,0.6,15.0,0.0,0.89077556,0.65602773,0.97093475,0.6474658
EPL,2017-2018,2017-09-17,Manchester Utd,50,100.0,4,3,1,1,15,5,1,0,3.1,1.4,24.0,7.0,Everton,50,40.0,0,0,0,0,8,3,1,0,0.7,0.2,11.0,0.0,1.4101986,0.6285255,1.3410304,0.7312371
EPL,2017-2018,2017-09-23,West Ham,50,50.0,2,2,0,0,11,4,4,0,1.0,0.4,17.0,3.0,Tottenham,50,50.0,3,1,0,0,16,6,3,1,2.0,1.1,26.0,4.0,0.56532955,0.7202256,1.6245317,0.66415966
EPL,2017-2018,2017-09-23,Southampton,60,75.0,0,0,0,0,14,3,1,0,1.2,0.6,21.0,0.0,Manchester Utd,40,100.0,1,0,0,0,9,4,4,0,1.1,0.6,13.0,1.0,0.8521038,0.691477,0.91493213,0.73950964
EPL,2017-2018,2017-09-23,Burnley,52,100.0,0,0,0,0,5,3,3,0,0.3,0.3,8.0,0.0,Huddersfield,48,100.0,0,0,0,0,9,2,2,0,0.4,0.3,13.0,0.0,0.6061425,0.6743498,0.9072708,0.5904099
EPL,2017-2018,2017-09-23,Everton,52,75.0,2,1,0,0,17,4,3,0,2.1,1.1,28.0,3.0,Bournemouth,48,50.0,1,1,0,0,8,4,1,0,0.9,0.8,12.0,2.0,0.7351496,0.6431502,0.6319473,0.87343746
EPL,2017-2018,2017-09-23,Swansea City,51,50.0,1,0,0,0,10,4,1,0,1.5,0.7,14.0,1.0,Watford,49,75.0,2,1,0,0,9,4,3,0,1.7,0.4,7.0,1.0,0.7375239,0.8450912,0.91528606,0.66685593
EPL,2017-2018,2017-09-23,Stoke City,44,0.0,0,0,0,0,10,2,2,0,0.5,0.3,12.0,0.0,Chelsea,56,100.0,4,3,0,0,8,4,2,0,1.9,0.9,10.0,4.0,0.58303607,0.7147647,1.3154557,0.9615973
EPL,2017-2018,2017-09-23,Manchester City,72,0.0,5,5,0,0,24,9,3,0,3.9,2.9,37.0,10.0,Crystal Palace,28,44.4,0,0,0,0,5,0,1,0,0.4,0.1,7.0,0.0,1.2056823,1.3072256,0.64832324,1.000325
EPL,2017-2018,2017-09-23,Leicester City,44,50.0,2,1,0,1,11,6,3,0,2.9,0.5,14.0,1.0,Liverpool,56,66.7,3,2,0,0,23,6,3,0,2.1,1.3,40.0,6.0,0.56420594,0.81926036,0.86506796,0.70266926
EPL,2017-2018,2017-09-24,Brighton,50,100.0,1,1,0,0,7,3,2,0,1.0,0.5,12.0,2.0,Newcastle Utd,50,66.7,0,0,0,0,17,5,1,0,1.0,0.4,22.0,0.0,0.6265551,0.6694802,0.6955143,0.91746444
EPL,2017-2018,2017-09-25,Arsenal,68,100.0,2,0,1,1,16,4,1,0,2.1,0.6,26.0,3.0,West Brom,32,75.0,0,0,0,0,8,2,4,0,1.1,0.8,11.0,0.0,2.0047526,1.6639597,0.51983017,0.8646816
EPL,2017-2018,2017-09-30,Huddersfield,42,42.9,0,0,0,0,7,1,1,0,0.3,0.1,7.0,0.0,Tottenham,58,100.0,4,3,0,0,19,7,1,0,2.6,1.7,27.0,3.0,0.6798388,0.6208239,1.2286608,0.82593584
EPL,2017-2018,2017-09-30,Stoke City,30,66.7,2,2,0,1,15,5,1,0,2.5,0.7,23.0,3.0,Southampton,70,60.0,1,1,0,0,19,3,2,0,1.6,1.5,32.0,2.0,1.0153354,0.9497591,1.3553252,0.88096607
EPL,2017-2018,2017-09-30,Manchester Utd,59,100.0,4,4,0,0,19,7,0,0,2.6,2.3,33.0,8.0,Crystal Palace,41,42.9,0,0,0,0,6,1,0,0,0.6,0.6,12.0,0.0,1.3727334,0.8348566,0.65765387,0.7290061
EPL,2017-2018,2017-09-30,Bournemouth,62,100.0,0,0,0,0,20,3,1,0,1.7,1.0,29.0,0.0,Leicester City,38,100.0,0,0,0,0,7,1,0,0,0.5,0.1,7.0,0.0,1.9530852,2.2173686,1.0204302,0.79660386
EPL,2017-2018,2017-09-30,West Ham,45,100.0,1,1,0,0,9,4,3,0,0.5,0.5,18.0,2.0,Swansea City,55,75.0,0,0,0,0,7,1,2,0,0.2,0.2,11.0,0.0,0.9580415,1.1049659,0.9342977,0.757409
EPL,2017-2018,2017-09-30,West Brom,35,33.3,2,1,0,0,9,4,3,0,1.5,0.6,10.0,2.0,Watford,65,50.0,2,2,0,0,14,3,0,0,1.6,0.9,21.0,4.0,0.5743628,1.1222734,1.0486896,0.754858
EPL,2017-2018,2017-09-30,Chelsea,38,83.3,0,0,0,0,4,2,0,0,0.3,0.3,6.0,0.0,Manchester City,62,100.0,1,1,0,0,18,6,2,0,1.0,0.9,29.0,2.0,0.87805426,0.80305254,0.9878808,0.86234224
EPL,2017-2018,2017-10-01,Arsenal,65,100.0,2,1,0,0,26,9,0,0,2.3,1.5,40.0,3.0,Brighton,35,77.8,0,0,0,0,11,1,2,0,0.6,0.4,17.0,0.0,1.3354142,0.9836666,0.73837113,1.0520443
EPL,2017-2018,2017-10-01,Everton,61,50.0,0,0,0,0,25,4,2,0,1.4,1.3,36.0,0.0,Burnley,39,100.0,1,1,0,0,4,2,2,0,0.4,0.3,5.0,2.0,1.0619597,0.84584296,0.8482604,0.84273636
EPL,2017-2018,2017-10-01,Newcastle Utd,33,50.0,1,0,0,0,8,5,1,0,0.4,0.1,9.0,0.0,Liverpool,67,80.0,1,0,0,0,17,2,1,0,2.0,1.0,25.0,0.0,0.46924558,0.7610673,0.93675005,0.67505074
EPL,2017-2018,2017-10-14,Liverpool,62,100.0,0,0,0,0,19,5,0,0,1.6,1.4,34.0,0.0,Manchester Utd,38,100.0,0,0,0,0,6,1,2,0,0.3,0.2,5.0,0.0,1.2592355,1.421849,0.76140475,0.72198516
EPL,2017-2018,2017-10-14,Swansea City,41,100.0,2,2,0,0,7,4,1,0,1.6,0.5,7.0,2.0,Huddersfield,59,50.0,0,0,0,0,8,2,5,0,0.6,0.5,12.0,0.0,0.66960216,0.61549777,1.4389708,1.1467061
EPL,2017-2018,2017-10-14,Tottenham,73,0.0,1,0,0,0,18,6,1,0,2.2,2.0,31.0,2.0,Bournemouth,27,83.3,0,0,0,0,4,1,3,0,0.3,0.2,6.0,0.0,1.0807252,0.9658228,0.8012202,1.0050926
EPL,2017-2018,2017-10-14,Crystal Palace,43,80.0,1,1,0,0,13,5,2,0,1.2,0.8,20.0,2.0,Chelsea,57,60.0,1,1,0,0,15,5,1,0,0.8,0.7,23.0,3.0,0.75725526,0.63146776,1.2857275,0.82040954
EPL,2017-2018,2017-10-14,Manchester City,79,0.0,7,7,0,0,21,12,0,0,3.1,2.6,36.0,13.0,Stoke City,21,41.7,1,1,0,0,5,2,1,0,0.4,0.4,10.0,4.0,3.344519,1.0575197,0.73371994,0.9754674
EPL,2017-2018,2017-10-14,Burnley,62,83.3,1,1,0,0,23,6,2,0,1.4,0.9,36.0,2.0,West Ham,38,83.3,1,1,0,0,8,6,3,1,1.1,1.0,12.0,2.0,0.7244774,1.1170115,0.78428143,0.8243114
EPL,2017-2018,2017-10-14,Watford,47,83.3,2,0,1,1,10,1,1,0,1.6,0.4,17.0,3.0,Arsenal,53,0.0,1,1,0,0,10,6,0,0,1.0,1.0,16.0,1.0,0.8730094,0.6111236,1.1505332,0.5902624
EPL,2017-2018,2017-10-15,Brighton,46,100.0,1,1,0,0,11,3,4,0,1.1,0.8,11.0,2.0,Everton,54,66.7,1,0,1,1,12,5,1,0,1.6,0.8,23.0,2.0,0.6594023,0.75463367,1.1981795,0.9437936
EPL,2017-2018,2017-10-15,Southampton,62,60.0,2,1,1,1,11,1,1,0,1.6,0.8,20.0,4.0,Newcastle Utd,38,0.0,2,0,0,0,20,5,2,0,0.8,0.7,29.0,2.0,0.9471259,0.9364344,0.79921,0.84829974
EPL,2017-2018,2017-10-16,Leicester City,56,0.0,1,1,0,0,10,3,2,0,0.9,0.5,14.0,2.0,West Brom,44,66.7,1,0,0,0,5,1,2,0,0.2,0.2,9.0,1.0,1.1372805,1.359005,0.5485794,1.0711803
EPL,2017-2018,2017-10-20,West Ham,65,50.0,0,0,0,0,15,2,1,0,0.6,0.4,18.0,0.0,Brighton,35,100.0,3,2,1,1,6,4,0,0,1.3,0.5,12.0,6.0,1.1446564,0.8616999,0.77398986,0.81821156
EPL,2017-2018,2017-10-21,Chelsea,51,60.0,4,3,0,0,13,7,2,0,1.6,0.6,20.0,5.0,Watford,49,42.9,2,1,0,0,14,5,3,0,2.0,1.8,19.0,2.0,0.82346183,0.89216614,0.73890835,0.71219087
EPL,2017-2018,2017-10-21,Swansea City,55,71.4,1,1,0,0,17,3,0,0,0.9,0.7,28.0,2.0,Leicester City,45,66.7,1,1,0,0,12,7,1,0,1.5,1.3,21.0,4.0,1.0226253,0.9093801,0.96712387,0.75618964
EPL,2017-2018,2017-10-21,Newcastle Utd,54,0.0,1,0,0,0,7,3,4,0,0.2,0.1,9.0,0.0,Crystal Palace,46,66.7,0,0,0,0,8,0,2,0,0.3,0.3,11.0,0.0,0.8445679,0.63095045,0.5942822,0.74905777
EPL,2017-2018,2017-10-21,Manchester City,76,0.0,3,2,1,1,15,9,2,0,2.7,1.4,26.0,6.0,Burnley,24,77.8,0,0,0,0,6,0,3,0,0.4,0.1,8.0,0.0,2.1241415,1.2313333,0.79259795,0.8435441
EPL,2017-2018,2017-10-21,Stoke City,53,50.0,1,1,0,0,11,2,0,0,1.2,1.2,18.0,2.0,Bournemouth,47,50.0,2,1,1,1,6,2,1,0,1.1,0.3,14.0,4.0,0.5949219,0.8280284,0.64734316,0.7341745
EPL,2017-2018,2017-10-21,Huddersfield,23,66.7,2,1,0,0,5,3,4,0,1.0,0.1,4.0,1.0,Manchester Utd,77,33.3,1,1,0,0,10,3,2,0,0.8,0.7,13.0,1.0,0.6722671,1.1323063,1.6410828,1.2977316
EPL,2017-2018,2017-10-21,Southampton,64,100.0,1,0,0,0,20,6,0,0,1.8,1.1,32.0,2.0,West Brom,36,83.3,0,0,0,0,8,2,1,0,0.4,0.3,13.0,0.0,1.8760784,1.2301604,0.538924,0.74269426
EPL,2017-2018,2017-10-22,Everton,33,64.3,2,0,0,0,8,3,2,1,1.3,0.2,14.0,2.0,Arsenal,67,33.3,5,4,0,0,28,14,1,0,2.8,2.2,42.0,9.0,0.80381346,0.7740605,1.7615681,0.61439186
EPL,2017-2018,2017-10-22,Tottenham,37,85.7,4,2,0,0,13,5,0,0,1.8,1.2,16.0,5.0,Liverpool,63,20.0,1,1,0,0,13,7,1,0,0.6,0.3,16.0,2.0,1.1204484,0.643778,0.6433295,0.8773756
EPL,2017-2018,2017-10-28,Manchester Utd,46,100.0,1,1,0,0,12,4,1,0,0.9,0.8,18.0,2.0,Tottenham,54,75.0,0,0,0,0,13,4,0,0,1.0,0.9,22.0,0.0,0.7575241,0.6496932,0.9292781,0.5955405
EPL,2017-2018,2017-10-28,Liverpool,74,0.0,3,2,0,1,15,7,0,0,2.3,0.9,26.0,3.0,Huddersfield,26,57.1,0,0,0,0,1,0,1,0,0.1,0.1,2.0,0.0,1.675015,0.93747056,0.5931848,0.8300439
EPL,2017-2018,2017-10-28,Crystal Palace,56,0.0,2,1,1,1,18,8,1,0,2.7,0.5,24.0,4.0,West Ham,44,87.5,2,1,0,0,5,2,2,0,0.8,0.8,9.0,3.0,0.64869046,0.6457998,0.69806796,0.89439696
EPL,2017-2018,2017-10-28,West Brom,23,40.0,2,1,0,0,7,4,2,0,0.9,0.4,8.0,2.0,Manchester City,77,50.0,3,3,0,0,15,5,3,0,2.2,2.0,26.0,5.0,0.75507,0.98756164,2.374594,0.81699836
EPL,2017-2018,2017-10-28,Arsenal,73,50.0,2,2,0,0,19,6,0,0,1.7,1.5,36.0,3.0,Swansea City,27,66.7,1,1,0,0,4,2,0,0,0.5,0.1,6.0,1.0,1.2876546,0.84939474,0.6817357,0.7456782
EPL,2017-2018,2017-10-28,Watford,67,50.0,0,0,0,0,14,0,4,0,0.9,0.7,21.0,0.0,Stoke City,33,0.0,1,1,0,0,6,2,4,0,0.9,0.9,10.0,2.0,1.0886788,1.20984,0.76358116,1.0980768
EPL,2017-2018,2017-10-28,Bournemouth,42,83.3,0,0,0,0,7,1,2,0,0.5,0.5,13.0,0.0,Chelsea,58,100.0,1,1,0,0,17,6,0,0,2.0,1.0,30.0,2.0,1.0270065,0.63290113,1.6100943,0.802124
EPL,2017-2018,2017-10-29,Brighton,52,0.0,1,1,0,0,8,1,3,0,0.8,0.6,15.0,2.0,Southampton,48,0.0,1,0,0,0,6,1,1,0,0.4,0.2,8.0,1.0,0.9424512,0.70327866,0.72791845,0.61232173
EPL,2017-2018,2017-10-29,Leicester City,40,100.0,2,2,0,0,9,3,0,0,1.5,1.3,14.0,4.0,Everton,60,33.3,0,0,0,0,15,2,2,0,0.5,0.4,24.0,0.0,1.5943081,0.8898827,0.8269023,0.70233583
EPL,2017-2018,2017-10-30,Burnley,49,100.0,1,1,0,0,10,4,3,0,0.9,0.8,14.0,2.0,Newcastle Utd,51,75.0,0,0,0,0,13,5,0,0,0.5,0.4,19.0,0.0,0.66887355,0.7095641,1.0115149,0.6655842
EPL,2017-2018,2017-11-04,Stoke City,47,50.0,2,2,0,0,12,7,0,0,1.6,1.6,20.0,3.0,Leicester City,53,71.4,2,2,0,0,14,4,0,0,1.4,1.2,23.0,3.0,0.8459201,0.8830638,0.9720925,0.8161916
EPL,2017-2018,2017-11-04,Southampton,62,0.0,0,0,0,0,13,3,0,0,1.0,0.8,22.0,0.0,Burnley,38,100.0,1,1,0,0,5,1,0,0,0.1,0.1,7.0,2.0,1.2711544,0.76353306,0.7314175,0.70677185
EPL,2017-2018,2017-11-04,Newcastle Utd,49,80.0,0,0,0,0,14,5,2,0,0.6,0.5,19.0,0.0,Bournemouth,51,100.0,1,1,0,0,16,5,2,0,1.2,1.0,25.0,2.0,0.6294066,0.95042855,0.7166823,0.8264469
EPL,2017-2018,2017-11-04,Swansea City,57,50.0,0,0,0,0,7,3,2,0,0.6,0.5,11.0,0.0,Brighton,43,100.0,1,1,0,0,5,2,1,0,0.6,0.6,8.0,2.0,0.65487576,0.70102596,0.7532642,0.74166214
EPL,2017-2018,2017-11-04,Huddersfield,50,100.0,1,1,0,0,7,3,2,1,0.3,0.1,10.0,2.0,West Brom,50,66.7,0,0,0,0,9,3,4,0,0.4,0.4,16.0,0.0,0.60055846,0.66378146,0.8383916,0.8620775
EPL,2017-2018,2017-11-04,West Ham,48,42.9,1,1,0,0,6,1,3,0,0.9,0.8,12.0,2.0,Liverpool,52,0.0,4,2,0,0,14,7,0,0,2.0,0.8,23.0,5.0,0.6466961,0.70740175,1.5588193,0.95953685
EPL,2017-2018,2017-11-05,Tottenham,68,100.0,1,0,0,0,11,2,0,0,0.9,0.8,16.0,0.0,Crystal Palace,32,50.0,0,0,0,0,12,3,2,0,0.7,0.6,18.0,0.0,1.1807959,0.76021427,0.7057371,0.8440043
EPL,2017-2018,2017-11-05,Manchester City,58,66.7,3,2,1,1,8,4,1,0,2.0,1.0,12.0,6.0,Arsenal,42,50.0,1,1,0,0,6,3,6,0,0.5,0.4,10.0,2.0,1.3440493,0.7462687,0.72239757,0.63045216
EPL,2017-2018,2017-11-05,Everton,39,33.3,3,1,1,1,8,4,0,0,2.3,1.5,17.0,6.0,Watford,61,100.0,2,2,0,1,10,3,2,0,1.7,0.9,17.0,4.0,0.4262222,0.9155807,2.1864264,0.9759166
EPL,2017-2018,2017-11-05,Chelsea,56,100.0,1,1,0,0,17,8,1,0,1.2,0.7,27.0,2.0,Manchester Utd,44,87.5,0,0,0,0,11,2,3,0,1.0,0.7,12.0,0.0,1.123935,0.7002672,0.7260207,0.61752963
EPL,2017-2018,2017-11-18,Arsenal,42,100.0,2,2,0,0,14,5,4,0,1.4,1.3,23.0,4.0,Tottenham,58,60.0,0,0,0,0,12,3,1,0,1.0,0.8,19.0,0.0,0.75617725,0.70041275,1.3367519,0.76383525
EPL,2017-2018,2017-11-18,Bournemouth,31,100.0,4,3,0,0,9,5,4,1,1.1,0.8,11.0,6.0,Huddersfield,69,20.0,0,0,0,0,18,3,2,0,1.3,1.2,24.0,0.0,0.7618629,1.049926,0.679649,0.89959145
EPL,2017-2018,2017-11-18,Burnley,39,100.0,2,2,0,0,19,8,1,0,2.5,1.8,27.0,4.0,Swansea City,61,75.0,0,0,0,0,13,1,1,0,0.7,0.5,24.0,0.0,0.60082304,1.0686514,1.0100769,1.1148214
EPL,2017-2018,2017-11-18,Leicester City,26,60.0,0,0,0,0,3,0,1,0,0.3,0.0,6.0,0.0,Manchester City,74,0.0,2,2,0,0,13,5,1,0,2.2,1.9,21.0,4.0,0.52463835,1.0295043,2.5294375,1.0742382
EPL,2017-2018,2017-11-18,Crystal Palace,67,75.0,2,1,0,0,16,7,2,0,1.8,1.3,19.0,3.0,Everton,33,71.4,2,1,1,1,7,4,3,0,1.6,0.8,13.0,4.0,0.94875526,0.5895432,0.67624474,0.85050565
EPL,2017-2018,2017-11-18,West Brom,39,42.9,0,0,0,0,7,2,2,0,0.5,0.2,12.0,0.0,Chelsea,61,100.0,4,3,0,0,11,7,3,0,1.9,1.5,17.0,7.0,0.76299405,0.78815645,1.5275743,0.88647133
EPL,2017-2018,2017-11-18,Liverpool,60,0.0,3,2,0,0,22,8,1,0,2.2,1.4,34.0,5.0,Southampton,40,62.5,0,0,0,0,5,0,1,0,0.4,0.4,9.0,0.0,1.588495,0.7540597,0.76417834,0.7299675
EPL,2017-2018,2017-11-18,Manchester Utd,65,80.0,4,4,0,0,16,7,1,0,3.1,2.7,28.0,8.0,Newcastle Utd,35,42.9,1,1,0,0,13,5,1,0,1.4,0.9,20.0,2.0,1.6146209,0.86137086,1.059418,1.0030168
EPL,2017-2018,2017-11-19,Watford,57,100.0,2,2,0,0,17,7,1,0,1.4,0.9,27.0,2.0,West Ham,43,71.4,0,0,0,0,9,5,4,0,1.5,0.9,14.0,0.0,2.6830325,0.8092402,1.0343218,0.70804226
EPL,2017-2018,2017-11-20,Brighton,53,66.7,2,1,0,0,9,3,1,0,0.5,0.3,13.0,3.0,Stoke City,47,33.3,2,1,0,0,16,6,0,0,1.2,0.8,26.0,3.0,0.8689202,0.7718697,0.8793027,0.6106627
EPL,2017-2018,2017-11-24,West Ham,50,50.0,1,1,0,0,8,4,1,0,0.8,0.7,13.0,1.0,Leicester City,50,75.0,1,0,0,0,7,2,1,0,0.4,0.3,10.0,2.0,0.57505494,0.9568342,1.2007971,0.673925
EPL,2017-2018,2017-11-25,Manchester Utd,57,100.0,0,0,0,0,13,3,0,0,1.3,0.8,22.0,1.0,Brighton,43,66.7,0,0,0,0,7,2,2,0,0.2,0.2,14.0,0.0,1.3980134,0.8174997,0.9892868,1.0779858
EPL,2017-2018,2017-11-25,Swansea City,49,100.0,0,0,0,0,9,1,4,0,0.6,0.1,8.0,0.0,Bournemouth,51,100.0,0,0,0,0,9,5,2,0,0.5,0.4,12.0,0.0,0.82285655,0.6888261,0.9391699,1.0422263
EPL,2017-2018,2017-11-25,Tottenham,72,50.0,1,1,0,0,25,6,1,0,1.6,1.2,36.0,2.0,West Brom,28,83.3,1,1,0,0,5,2,4,0,0.3,0.3,5.0,1.0,1.7413342,1.3548281,0.82512087,0.9571885
EPL,2017-2018,2017-11-25,Newcastle Utd,53,25.0,0,0,0,0,12,3,1,0,1.3,1.2,20.0,0.0,Watford,47,100.0,2,2,0,0,12,4,2,0,1.5,1.3,22.0,6.0,1.2975185,0.78930897,1.2439396,0.627893
EPL,2017-2018,2017-11-25,Crystal Palace,55,66.7,2,1,0,0,10,4,1,0,1.9,0.9,15.0,3.0,Stoke City,45,50.0,1,1,0,0,11,3,1,0,1.1,1.0,19.0,2.0,0.64433855,0.5862132,0.8498772,0.62112105
EPL,2017-2018,2017-11-25,Liverpool,55,66.7,1,1,0,0,16,3,0,0,1.2,1.0,25.0,1.0,Chelsea,45,66.7,1,1,0,0,14,3,0,0,1.1,0.6,21.0,2.0,1.6404402,0.74591374,1.3878419,0.7075775
EPL,2017-2018,2017-11-26,Southampton,66,50.0,4,4,0,0,16,5,0,0,1.7,1.4,23.0,8.0,Everton,34,20.0,1,1,0,0,5,2,0,0,0.1,0.1,8.0,2.0,1.0539856,0.97384024,0.7284272,0.7255935
EPL,2017-2018,2017-11-26,Burnley,37,100.0,0,0,0,0,9,4,2,0,0.5,0.3,13.0,0.0,Arsenal,63,100.0,1,0,1,1,18,1,0,0,1.5,0.7,30.0,2.0,0.801749,0.82844454,1.3550231,0.89585197
EPL,2017-2018,2017-11-26,Huddersfield,21,80.0,0,0,0,0,3,0,2,1,0.1,0.0,6.0,1.0,Manchester City,79,0.0,2,0,1,1,14,5,3,0,2.7,1.1,22.0,3.0,0.90713215,0.9219022,1.3523082,1.2963156
EPL,2017-2018,2017-11-28,Brighton,53,100.0,0,0,0,0,10,3,2,0,0.4,0.3,17.0,0.0,Crystal Palace,47,100.0,0,0,0,0,11,4,0,0,0.9,0.2,11.0,0.0,0.7589119,0.6213703,0.94617385,0.6886003
EPL,2017-2018,2017-11-28,Leicester City,38,75.0,2,2,0,0,7,3,1,0,0.6,0.6,11.0,4.0,Tottenham,62,33.3,1,1,0,0,20,4,2,0,2.4,1.9,34.0,2.0,0.73626286,0.7153814,1.1823505,0.9734115
EPL,2017-2018,2017-11-28,West Brom,47,50.0,2,2,0,0,8,4,0,0,0.8,0.7,14.0,4.0,Newcastle Utd,53,50.0,1,1,0,0,13,4,0,0,0.9,0.7,18.0,2.0,0.6671306,0.6495005,1.3652341,1.0140562
EPL,2017-2018,2017-11-28,Watford,59,33.3,2,1,1,1,11,2,2,0,1.4,0.7,21.0,4.0,Manchester Utd,41,50.0,4,3,0,0,16,6,1,0,1.5,0.9,28.0,6.0,1.2252659,1.0970399,1.1765244,0.72297615
EPL,2017-2018,2017-11-29,Arsenal,70,100.0,5,5,0,0,22,6,0,0,3.8,2.3,38.0,9.0,Huddersfield,30,16.7,0,0,0,0,7,2,1,0,0.6,0.5,13.0,0.0,1.7575419,0.93407416,0.8719168,0.6888216
EPL,2017-2018,2017-11-29,Bournemouth,62,50.0,1,0,0,0,10,2,0,0,0.8,0.2,16.0,2.0,Burnley,38,50.0,2,1,0,0,11,4,1,0,1.6,0.8,21.0,3.0,1.261353,1.0861366,0.5905316,0.68929195
EPL,2017-2018,2017-11-29,Chelsea,61,100.0,1,0,0,0,22,10,1,0,1.7,0.8,34.0,1.0,Swansea City,39,90.0,0,0,0,0,3,1,0,0,0.1,0.1,5.0,0.0,1.8340898,0.93389666,0.71405643,0.61487454
EPL,2017-2018,2017-11-29,Stoke City,38,57.1,0,0,0,0,11,1,1,0,0.9,0.4,7.0,0.0,Liverpool,62,100.0,3,2,0,0,14,7,5,0,2.1,1.4,21.0,3.0,0.48383734,0.92733085,2.361146,0.64218235
EPL,2017-2018,2017-11-29,Manchester City,74,50.0,2,1,0,0,26,11,1,0,1.6,1.3,44.0,4.0,Southampton,26,81.8,1,1,0,0,8,2,1,0,1.1,0.9,15.0,2.0,1.622854,0.8212588,0.7816258,0.7576585
EPL,2017-2018,2017-11-29,Everton,46,100.0,4,2,0,1,7,4,2,0,1.8,0.4,11.0,4.0,West Ham,54,0.0,0,0,0,1,7,2,1,0,1.1,0.2,11.0,0.0,2.7069259,2.0023708,0.6194888,0.7537556
EPL,2017-2018,2017-12-02,Chelsea,66,50.0,3,1,1,1,20,7,0,0,3.0,1.8,32.0,3.0,Newcastle Utd,34,71.4,1,0,0,0,8,2,1,0,0.6,0.2,11.0,0.0,1.3913782,0.9816011,1.1346395,0.62293255
EPL,2017-2018,2017-12-02,Everton,48,100.0,2,2,0,0,6,4,2,0,1.2,1.1,7.0,4.0,Huddersfield,52,50.0,0,0,0,0,5,3,1,0,0.5,0.1,5.0,0.0,0.5197862,0.6336448,0.6207638,0.6514178
EPL,2017-2018,2017-12-02,Watford,49,50.0,1,1,0,0,7,2,4,0,0.5,0.4,12.0,2.0,Tottenham,51,50.0,1,1,0,0,8,2,1,1,1.1,0.9,10.0,2.0,0.73629576,0.6423418,0.9795824,0.6175103
EPL,2017-2018,2017-12-02,West Brom,51,100.0,0,0,0,0,20,4,3,0,1.8,0.7,28.0,0.0,Crystal Palace,49,100.0,0,0,0,0,10,1,1,0,0.6,0.5,18.0,0.0,0.98826313,0.68091893,0.83546376,1.2678483
EPL,2017-2018,2017-12-02,Brighton,42,16.7,1,0,1,1,5,1,1,0,1.6,0.6,9.0,1.0,Liverpool,58,100.0,4,3,0,0,11,6,0,0,1.4,1.0,22.0,9.0,0.7028992,0.7403381,1.6335921,0.9810597
EPL,2017-2018,2017-12-02,Leicester City,52,100.0,1,0,0,0,16,3,0,0,1.3,0.8,24.0,2.0,Burnley,48,66.7,0,0,0,0,14,5,2,0,0.8,0.8,23.0,0.0,0.9147768,0.8244677,0.68388975,0.6253709
EPL,2017-2018,2017-12-02,Stoke City,46,66.7,2,2,0,0,11,3,2,0,1.0,1.0,20.0,4.0,Swansea City,54,33.3,1,1,0,0,9,3,0,0,0.2,0.2,12.0,2.0,0.6809437,0.7055267,1.469971,1.4151146
EPL,2017-2018,2017-12-02,Arsenal,76,25.0,1,1,0,0,33,14,3,0,4.1,2.5,55.0,2.0,Manchester Utd,24,92.9,3,3,0,0,8,4,2,1,2.2,1.8,14.0,6.0,1.410378,1.224364,0.8107725,0.9304858
EPL,2017-2018,2017-12-03,Bournemouth,50,66.7,1,1,0,0,17,5,2,0,1.6,1.0,26.0,2.0,Southampton,50,80.0,1,1,0,0,15,3,1,0,1.2,1.0,19.0,2.0,0.6737201,1.0573329,0.9173318,0.67205733
EPL,2017-2018,2017-12-03,Manchester City,76,75.0,2,2,0,0,26,8,2,0,2.9,2.0,45.0,4.0,West Ham,24,75.0,1,1,0,0,7,4,2,0,0.6,0.6,10.0,2.0,1.5148032,1.1053656,0.8209059,1.0380745
EPL,2017-2018,2017-12-09,West Ham,31,100.0,1,1,0,0,5,2,6,0,0.2,0.2,9.0,2.0,Chelsea,69,50.0,0,0,0,0,19,3,1,0,1.2,0.6,26.0,0.0,0.82179356,1.1279404,1.584894,1.1746278
EPL,2017-2018,2017-12-09,Burnley,50,100.0,1,1,0,0,10,6,1,0,1.2,0.9,17.0,2.0,Watford,50,83.3,0,0,0,0,11,2,0,1,0.9,0.9,15.0,0.0,0.50778866,0.764884,0.62101847,0.74042547
EPL,2017-2018,2017-12-09,Crystal Palace,45,60.0,2,1,1,2,21,6,5,0,4.3,2.3,32.0,4.0,Bournemouth,55,83.3,2,2,0,0,13,5,2,0,1.0,0.9,25.0,4.0,0.9558788,0.9256299,0.7306815,0.973825
EPL,2017-2018,2017-12-09,Tottenham,71,66.7,4,3,0,0,21,11,1,0,3.0,2.7,35.0,6.0,Stoke City,29,54.5,1,1,0,0,4,3,0,0,0.4,0.4,5.0,1.0,1.8519137,1.0787634,0.4315451,0.9745265
