League,Season,Date,Team_Home,FBREFPossession_Home,FBREFSave%_Home,Goals_Home,FBREFAst_Home,FBREFPK_Home,FBREFPKatt_Home,FBREFSh_Home,FBREFSoT_Home,FBREFCrdY_Home,FBREFCrdR_Home,FBREFxg_Home,FBREFxa_Home,FBREFSCA_Home,FBREFGCA_Home,Team_Away,FBREFPossession_Away,FBREFSave%_Away,Goals_Away,FBREFAst_Away,FBREFPK_Away,FBREFPKatt_Away,FBREFSh_Away,FBREFSoT_Away,FBREFCrdY_Away,FBREFCrdR_Away,FBREFxg_away,FBREFxa_Away,FBREFSCA_Away,FBREFGCA_Away,FBREFORating_Home,FBREFDRating_Home,FBREFORating_Away,FBREFDRating_Away
LaLiga,2019-2020,2020-02-23,Valladolid,64,100.0,2,1,0,0,21,6,1,0,1.4,1.1,30.0,3.0,Espanyol,36,66.7,1,0,1,1,5,1,5,1,1.2,0.4,7.0,0.0,1.043989,1.0337543,0.67364013,0.8776773
LaLiga,2019-2020,2020-02-23,Getafe,53,40.0,0,0,0,0,8,2,7,0,0.3,0.2,8.0,0.0,Sevilla,47,100.0,3,3,0,0,8,5,3,0,2.3,2.2,15.0,5.0,0.7787121,0.71348655,0.7315393,0.7825426
LaLiga,2019-2020,2020-02-23,Atlético Madrid,42,75.0,3,3,0,0,16,9,1,0,1.3,0.9,25.0,4.0,Villarreal,58,66.7,1,0,0,0,10,4,2,0,0.7,0.6,12.0,0.0,0.9540839,0.615676,1.6836689,0.9163443
LaLiga,2019-2020,2020-02-28,Real Sociedad,55,100.0,1,1,0,0,13,4,1,0,1.2,1.2,22.0,2.0,Valladolid,45,75.0,0,0,0,0,6,1,1,0,0.5,0.4,7.0,0.0,1.2166692,0.7153595,0.6240004,0.779678
LaLiga,2019-2020,2020-02-29,Eibar,46,100.0,3,3,0,1,15,9,3,0,2.5,1.6,25.0,6.0,Levante,54,66.7,0,0,0,0,11,3,2,0,0.8,0.6,20.0,0.0,0.73626286,0.7582358,0.8261642,0.6944231
LaLiga,2019-2020,2020-02-29,Valencia,34,75.0,2,2,0,0,9,5,2,0,0.6,0.6,17.0,4.0,Betis,66,60.0,1,1,0,0,13,4,3,0,1.2,0.5,18.0,1.0,1.0988879,0.85141426,1.2358779,0.84022224
LaLiga,2019-2020,2020-02-29,Leganés,56,75.0,1,1,0,0,17,6,3,0,0.8,0.6,21.0,1.0,Alavés,44,83.3,1,0,0,0,8,4,3,0,1.0,0.3,14.0,2.0,0.87788844,0.73924667,0.85787207,0.8610929
LaLiga,2019-2020,2020-02-29,Granada,41,100.0,0,0,0,0,14,0,3,0,0.7,0.7,21.0,0.0,Celta Vigo,59,0.0,0,0,0,0,6,2,5,0,0.3,0.3,10.0,0.0,0.75014895,1.0011295,1.1616716,0.80833185
LaLiga,2019-2020,2020-03-01,Sevilla,63,66.7,3,3,0,0,12,5,2,0,1.9,1.4,19.0,5.0,Osasuna,37,33.3,2,1,1,1,12,3,2,1,1.6,0.5,21.0,3.0,0.8924569,0.6767524,0.6773016,0.5782241
LaLiga,2019-2020,2020-03-01,Athletic Club,43,100.0,1,0,1,2,16,4,6,0,2.8,0.6,27.0,2.0,Villarreal,57,100.0,0,0,0,0,9,3,6,0,0.8,0.8,16.0,0.0,0.67661095,1.0083332,0.85295105,0.76309353
LaLiga,2019-2020,2020-03-01,Espanyol,38,50.0,0,0,0,0,9,3,3,0,1.1,0.8,13.0,2.0,Atlético Madrid,62,66.7,1,0,0,0,5,2,4,0,0.8,0.6,8.0,0.0,0.82876337,0.7765223,0.8587319,0.5945498
LaLiga,2019-2020,2020-03-01,Mallorca,56,80.0,0,0,0,0,4,1,4,1,0.1,0.1,6.0,0.0,Getafe,44,100.0,1,1,0,0,9,5,5,0,0.7,0.6,15.0,2.0,0.856165,0.68252695,0.9760407,0.7135074
LaLiga,2019-2020,2020-03-01,Real Madrid,44,100.0,2,2,0,0,13,4,2,0,1.1,0.9,24.0,4.0,Barcelona,56,50.0,0,0,0,0,9,4,2,0,1.0,1.0,17.0,0.0,3.1809855,0.6468199,1.2255247,0.7463054
LaLiga,2019-2020,2020-03-06,Alavés,44,50.0,1,1,0,0,13,2,5,0,1.2,0.9,22.0,2.0,Valencia,56,50.0,1,0,0,0,6,2,3,0,0.5,0.4,10.0,2.0,0.877097,0.641677,1.0864456,0.80786145
LaLiga,2019-2020,2020-03-07,Eibar,67,50.0,1,1,0,0,12,2,6,0,0.9,0.7,20.0,2.0,Mallorca,33,50.0,2,1,0,0,10,4,3,0,1.2,1.0,12.0,2.0,0.900743,0.789112,0.5609862,1.0760477
LaLiga,2019-2020,2020-03-07,Atlético Madrid,45,66.7,2,1,1,1,20,2,2,0,2.6,0.9,28.0,2.0,Sevilla,55,50.0,2,1,1,1,10,3,4,0,1.6,0.7,19.0,4.0,0.76410997,0.74722975,0.84076774,0.62038887
LaLiga,2019-2020,2020-03-07,Barcelona,54,100.0,1,0,1,1,12,5,4,0,1.9,1.1,23.0,0.0,Real Sociedad,46,100.0,0,0,0,0,10,1,3,0,0.7,0.7,19.0,0.0,1.0992584,0.87817097,0.8721048,0.79429406
LaLiga,2019-2020,2020-03-07,Getafe,55,100.0,0,0,0,0,19,5,6,1,1.0,0.9,29.0,0.0,Celta Vigo,45,100.0,0,0,0,0,4,2,5,0,0.6,0.6,8.0,0.0,0.8314818,0.64286005,1.4640348,0.82558435
LaLiga,2019-2020,2020-03-08,Osasuna,51,100.0,1,0,1,1,15,5,3,0,2.0,1.0,22.0,2.0,Espanyol,49,100.0,0,0,0,0,8,2,3,1,0.3,0.2,11.0,0.0,0.72915864,0.8596288,0.61099577,0.6906488
LaLiga,2019-2020,2020-03-08,Valladolid,57,20.0,1,1,0,0,19,2,1,0,1.9,0.9,28.0,2.0,Athletic Club,43,50.0,4,1,0,0,10,5,2,0,0.7,0.3,12.0,3.0,0.7325157,0.9372004,0.920064,0.7501048
LaLiga,2019-2020,2020-03-08,Levante,55,85.7,1,1,0,0,10,3,3,0,1.1,1.0,14.0,2.0,Granada,45,66.7,1,1,0,0,10,7,3,0,1.3,1.1,11.0,2.0,1.2078171,0.63112885,0.69939643,0.7451309
LaLiga,2019-2020,2020-03-08,Villarreal,63,83.3,1,1,0,0,14,5,4,0,1.6,1.0,21.0,2.0,Leganés,37,80.0,2,1,1,1,11,6,3,0,1.5,0.4,16.0,4.0,0.92775136,1.1682549,0.784982,0.9411816
LaLiga,2019-2020,2020-03-08,Betis,42,100.0,2,2,0,0,14,3,1,0,1.2,0.9,25.0,3.0,Real Madrid,58,33.3,1,0,1,1,12,2,1,0,1.4,0.6,21.0,2.0,0.8128235,0.6103618,0.864324,0.74885094
LaLiga,2019-2020,2020-03-10,Eibar,58,0.0,1,0,1,2,12,2,3,0,2.2,0.3,17.0,1.0,Real Sociedad,42,100.0,2,1,1,1,5,1,2,0,1.5,0.8,9.0,3.0,0.5279362,0.64397866,0.8591099,0.7788012
LaLiga,2019-2020,2020-06-11,Sevilla,45,100.0,2,1,1,1,12,4,0,0,1.5,0.7,23.0,4.0,Betis,55,75.0,0,0,0,0,11,1,2,0,0.5,0.5,18.0,0.0,1.0431409,0.5972924,1.1283934,0.73164517
LaLiga,2019-2020,2020-06-12,Granada,53,50.0,1,0,0,0,10,4,6,0,1.9,0.5,12.0,1.0,Getafe,47,50.0,1,1,0,0,6,2,4,0,0.7,0.6,6.0,2.0,0.66485536,0.77866465,0.5523486,1.0701987
LaLiga,2019-2020,2020-06-12,Valencia,51,100.0,1,1,0,0,12,4,1,0,0.8,0.7,19.0,2.0,Levante,49,75.0,1,0,1,1,13,3,4,1,1.3,0.4,23.0,2.0,0.84260124,0.92976046,1.3365469,0.9302022
LaLiga,2019-2020,2020-06-13,Espanyol,67,0.0,2,2,0,0,19,9,4,0,1.7,1.2,29.0,4.0,Alavés,33,0.0,0,0,0,0,1,0,3,1,0.2,0.2,2.0,0.0,1.216274,0.8233654,1.0175315,0.7489809
LaLiga,2019-2020,2020-06-13,Celta Vigo,42,80.0,0,0,0,0,3,0,1,0,0.1,0.1,5.0,0.0,Villarreal,58,0.0,1,0,0,0,16,5,1,0,2.1,0.9,25.0,1.0,1.2952726,0.6306747,1.297802,0.7208254
LaLiga,2019-2020,2020-06-13,Leganés,67,0.0,1,0,1,1,10,1,2,0,1.2,0.4,15.0,2.0,Valladolid,33,100.0,2,0,0,0,6,2,4,0,1.3,0.1,8.0,2.0,0.8502695,1.2345362,1.1097354,0.78165746
LaLiga,2019-2020,2020-06-13,Mallorca,36,42.9,0,0,0,0,12,3,1,0,0.8,0.6,21.0,0.0,Barcelona,64,100.0,4,4,0,0,12,7,2,0,2.4,2.1,23.0,8.0,1.5235269,0.7979088,1.2358844,0.92054385
LaLiga,2019-2020,2020-06-14,Athletic Club,55,50.0,1,0,0,0,10,4,3,0,0.4,0.3,15.0,1.0,Atlético Madrid,45,75.0,1,1,0,0,9,2,0,0,1.4,1.0,13.0,2.0,1.6373565,0.75102454,0.97129864,0.62141144
LaLiga,2019-2020,2020-06-14,Real Madrid,54,80.0,3,1,0,0,6,5,1,0,1.3,1.2,8.0,2.0,Eibar,46,40.0,1,1,0,0,9,5,1,0,0.6,0.3,12.0,1.0,1.2857022,0.8743739,0.8772427,0.85777366
LaLiga,2019-2020,2020-06-14,Real Sociedad,65,0.0,1,1,0,0,9,4,1,0,1.4,0.9,14.0,2.0,Osasuna,35,75.0,1,0,1,1,7,0,3,0,1.3,0.5,13.0,0.0,1.0845311,0.89026344,0.7610106,0.74002075
LaLiga,2019-2020,2020-06-15,Levante,42,75.0,0,0,0,0,10,3,1,0,0.8,0.7,16.0,2.0,Sevilla,58,66.7,1,1,0,0,10,4,1,0,0.8,0.6,17.0,2.0,0.8674596,0.7039366,1.3064597,0.91569257
LaLiga,2019-2020,2020-06-15,Betis,78,60.0,2,1,1,1,16,5,2,0,1.7,0.6,26.0,4.0,Granada,22,80.0,2,2,0,0,7,5,4,0,0.7,0.6,13.0,4.0,1.4416683,0.9505458,0.33406636,0.85806817
LaLiga,2019-2020,2020-06-16,Getafe,68,100.0,0,0,0,0,20,4,3,0,1.3,0.9,29.0,0.0,Espanyol,32,100.0,0,0,0,0,5,3,2,1,1.1,0.6,9.0,0.0,1.8388925,1.2650665,0.96296954,0.8496761
LaLiga,2019-2020,2020-06-16,Villarreal,51,100.0,1,0,0,0,10,4,3,0,1.6,0.5,18.0,2.0,Mallorca,49,75.0,0,0,0,0,15,4,4,0,1.7,0.6,27.0,0.0,1.4191619,0.9331222,1.1790023,0.7982724
LaLiga,2019-2020,2020-06-16,Barcelona,75,100.0,2,1,1,1,9,4,5,0,1.5,0.6,17.0,4.0,Leganés,25,75.0,0,0,0,0,6,1,3,0,0.8,0.8,9.0,0.0,1.9429917,1.1488516,1.1044469,0.7360679
LaLiga,2019-2020,2020-06-17,Eibar,46,50.0,2,1,1,1,13,6,3,0,2.1,1.2,20.0,3.0,Athletic Club,54,83.3,2,1,1,1,5,2,2,0,1.3,0.5,7.0,3.0,1.1473241,0.86168694,0.5845737,0.7280016
LaLiga,2019-2020,2020-06-17,Valladolid,42,100.0,0,0,0,0,7,1,3,0,0.4,0.3,9.0,0.0,Celta Vigo,58,100.0,0,0,0,1,9,3,3,0,1.1,0.3,12.0,0.0,0.63271034,0.67531395,0.9530458,0.6627694
LaLiga,2019-2020,2020-06-17,Osasuna,47,16.7,0,0,0,0,13,3,3,0,1.2,0.9,18.0,0.0,Atlético Madrid,53,100.0,5,4,0,0,10,6,3,0,2.0,1.8,16.0,7.0,0.85953546,0.58010316,1.4435295,0.58568585
LaLiga,2019-2020,2020-06-18,Alavés,35,100.0,2,1,0,0,16,7,3,1,2.0,1.0,26.0,3.0,Real Sociedad,65,71.4,0,0,0,0,9,1,4,1,0.4,0.2,14.0,0.0,1.4230763,1.0966941,0.59632206,2.5245247
LaLiga,2019-2020,2020-06-18,Real Madrid,63,100.0,3,3,0,0,20,14,0,0,1.8,1.5,33.0,6.0,Valencia,37,78.6,0,0,0,0,4,2,2,1,0.4,0.3,8.0,0.0,1.8205075,0.74908274,0.95905536,0.60661775
LaLiga,2019-2020,2020-06-19,Mallorca,40,75.0,1,0,0,0,7,3,3,0,0.4,0.3,12.0,2.0,Leganés,60,66.7,1,0,0,0,15,4,6,0,1.5,1.2,22.0,2.0,0.95387137,0.87074447,1.2172091,0.877951
LaLiga,2019-2020,2020-06-19,Granada,50,0.0,0,0,0,0,14,4,0,0,1.2,1.1,21.0,0.0,Villarreal,50,100.0,1,1,0,0,5,1,3,0,0.6,0.5,10.0,2.0,0.8406792,0.6936391,1.1415281,0.6185733
LaLiga,2019-2020,2020-06-19,Sevilla,36,100.0,0,0,0,0,8,4,3,0,0.5,0.2,10.0,0.0,Barcelona,64,100.0,0,0,0,0,10,3,2,0,0.6,0.5,18.0,0.0,1.0024086,0.61063004,1.8452358,1.0003942
LaLiga,2019-2020,2020-06-20,Espanyol,46,62.5,1,1,0,0,10,3,2,0,0.5,0.5,12.0,1.0,Levante,54,66.7,2,0,0,0,15,8,0,0,1.7,0.8,20.0,4.0,0.8423882,0.956012,1.1598175,0.62239385
LaLiga,2019-2020,2020-06-20,Athletic Club,43,100.0,1,1,0,0,12,4,4,0,1.4,1.3,15.0,2.0,Betis,57,75.0,0,0,0,1,8,5,0,0,1.5,0.5,17.0,0.0,2.219715,0.68748957,0.7578196,0.705208
LaLiga,2019-2020,2020-06-20,Getafe,55,50.0,1,1,0,0,8,2,3,0,0.5,0.4,12.0,2.0,Eibar,45,50.0,1,1,0,0,8,2,0,0,0.9,0.8,9.0,2.0,0.9776838,0.73023814,0.73718524,0.865711
LaLiga,2019-2020,2020-06-20,Atlético Madrid,62,100.0,1,1,0,0,14,4,4,0,1.1,0.6,21.0,1.0,Valladolid,38,75.0,0,0,0,0,5,2,2,0,0.5,0.5,9.0,0.0,1.2765098,0.81684077,0.6254194,0.6149796
LaLiga,2019-2020,2020-06-21,Celta Vigo,72,100.0,6,3,2,2,12,8,1,0,2.7,1.1,22.0,8.0,Alavés,28,50.0,0,0,0,0,4,2,1,1,0.4,0.4,8.0,0.0,1.4677429,0.8874532,0.8932219,0.8635632
LaLiga,2019-2020,2020-06-21,Valencia,55,100.0,2,2,0,0,7,3,1,0,1.4,0.7,9.0,3.0,Osasuna,45,33.3,0,0,0,0,15,3,2,0,1.5,1.5,26.0,0.0,0.88875765,0.7114502,1.1121149,0.6287009
LaLiga,2019-2020,2020-06-21,Real Sociedad,51,83.3,1,1,0,0,11,2,4,0,0.6,0.5,20.0,2.0,Real Madrid,49,50.0,2,1,1,1,9,6,2,0,1.4,0.6,14.0,3.0,1.9332335,0.84577477,1.3462808,0.8220143
LaLiga,2019-2020,2020-06-22,Villarreal,41,66.7,2,1,0,0,7,5,3,0,0.8,0.4,9.0,2.0,Sevilla,59,60.0,2,2,0,0,13,6,3,0,1.0,0.5,21.0,4.0,1.5083283,0.7500348,1.3497355,0.77650476
LaLiga,2019-2020,2020-06-22,Leganés,59,100.0,0,0,0,1,9,2,4,0,1.6,0.8,20.0,0.0,Granada,41,100.0,0,0,0,0,4,1,4,0,0.3,0.2,6.0,0.0,1.6117864,0.6734084,0.90996337,0.73590255
LaLiga,2019-2020,2020-06-23,Levante,56,85.7,0,0,0,0,12,0,4,0,0.8,0.8,22.0,0.0,Atlético Madrid,44,0.0,0,0,0,0,12,7,2,0,1.2,0.9,24.0,2.0,1.0445516,0.9023182,1.1202059,0.63065726
LaLiga,2019-2020,2020-06-23,Valladolid,47,0.0,1,0,1,1,5,1,5,0,1.5,0.7,8.0,2.0,Getafe,53,100.0,1,1,0,0,15,1,2,0,0.8,0.5,26.0,2.0,1.5270561,1.0536742,1.0332038,0.6020872
LaLiga,2019-2020,2020-06-23,Barcelona,73,0.0,1,1,0,0,18,5,2,0,1.7,0.9,32.0,2.0,Athletic Club,27,80.0,0,0,0,0,7,0,1,0,0.7,0.6,11.0,0.0,1.7879429,0.9138953,0.8710565,0.80755955
LaLiga,2019-2020,2020-06-24,Real Sociedad,59,0.0,0,0,0,0,13,6,4,0,0.7,0.4,20.0,0.0,Celta Vigo,41,100.0,1,0,1,1,3,0,2,0,0.9,0.1,7.0,1.0,0.7005327,0.8118129,1.0293539,0.6965752
LaLiga,2019-2020,2020-06-24,Alavés,51,0.0,0,0,0,0,4,0,2,0,0.5,0.5,6.0,0.0,Osasuna,49,0.0,1,0,0,0,7,1,3,0,0.7,0.6,12.0,0.0,0.81565344,0.68489754,1.239681,0.6287999
LaLiga,2019-2020,2020-06-24,Real Madrid,55,100.0,2,1,0,0,15,6,4,0,1.6,1.3,24.0,2.0,Mallorca,45,66.7,0,0,0,0,11,4,2,0,0.6,0.4,20.0,0.0,1.6018004,0.80632484,1.0301361,0.75525147
LaLiga,2019-2020,2020-06-25,Eibar,35,0.0,0,0,0,0,14,5,4,0,0.5,0.4,18.0,0.0,Valencia,65,80.0,0,0,0,0,7,0,2,1,0.5,0.5,12.0,0.0,0.8997696,0.9395364,0.7375512,0.7124756
LaLiga,2019-2020,2020-06-25,Betis,64,100.0,1,1,0,0,12,6,4,0,0.6,0.5,20.0,1.0,Espanyol,36,83.3,0,0,0,0,9,2,4,0,1.0,0.8,11.0,0.0,2.5728493,1.0282019,0.9182038,0.8368165
LaLiga,2019-2020,2020-06-26,Sevilla,74,80.0,1,0,1,1,14,2,3,0,1.4,0.4,25.0,1.0,Valladolid,26,100.0,1,1,0,0,11,5,2,0,0.6,0.5,18.0,2.0,1.7370174,1.1466298,0.8920804,1.0307927
LaLiga,2019-2020,2020-06-27,Athletic Club,47,100.0,3,2,1,1,11,5,1,0,2.3,1.1,17.0,5.0,Mallorca,53,60.0,1,0,1,1,12,1,2,0,1.2,0.3,19.0,2.0,1.0789275,0.6114506,1.0783963,0.7045701
LaLiga,2019-2020,2020-06-27,Celta Vigo,33,0.0,2,1,0,0,10,6,3,0,2.6,2.4,18.0,4.0,Barcelona,67,66.7,2,2,0,0,18,2,4,0,1.8,1.7,28.0,3.0,1.0632651,0.63976073,1.1909238,0.80086154
LaLiga,2019-2020,2020-06-27,Osasuna,51,83.3,2,2,0,0,6,5,1,0,0.7,0.7,12.0,4.0,Leganés,49,60.0,1,1,0,0,20,6,1,0,1.4,1.0,26.0,2.0,1.3034577,0.7011469,1.8917427,0.88495755
LaLiga,2019-2020,2020-06-27,Atlético Madrid,69,100.0,2,1,1,1,13,3,3,0,1.5,0.7,25.0,4.0,Alavés,31,66.7,1,0,1,1,5,1,2,0,1.0,0.2,9.0,1.0,1.2648892,0.72995174,1.1647377,0.7496832
LaLiga,2019-2020,2020-06-28,Levante,35,75.0,4,3,0,0,9,4,0,0,1.7,1.3,17.0,7.0,Betis,65,0.0,2,1,0,0,17,8,4,0,1.9,1.3,31.0,4.0,1.0135174,0.8284094,1.1290346,0.8647865
LaLiga,2019-2020,2020-06-28,Villarreal,57,0.0,2,2,0,0,16,4,0,0,1.4,1.3,27.0,4.0,Valencia,43,50.0,0,0,0,0,4,0,2,0,0.3,0.2,8.0,0.0,2.41511,0.94789124,1.205893,0.8617655
LaLiga,2019-2020,2020-06-28,Granada,58,66.7,1,1,0,0,13,5,1,0,1.2,1.2,22.0,2.0,Eibar,42,80.0,2,2,0,0,13,6,0,0,1.7,1.6,17.0,3.0,0.7481007,0.70523953,0.6926155,0.9945603
LaLiga,2019-2020,2020-06-28,Espanyol,31,83.3,0,0,0,0,8,5,1,0,0.8,0.8,14.0,0.0,Real Madrid,69,100.0,1,1,0,0,14,6,1,0,2.3,0.9,17.0,2.0,0.7504167,0.7870484,1.3794999,0.7593062
LaLiga,2019-2020,2020-06-29,Getafe,40,0.0,2,1,1,1,10,3,6,0,1.1,0.3,13.0,2.0,Real Sociedad,60,66.7,1,1,0,0,5,1,3,0,0.8,0.8,8.0,2.0,0.87300104,0.82141477,0.8771388,0.54385394
LaLiga,2019-2020,2020-06-30,Mallorca,40,100.0,5,2,1,1,8,6,3,0,1.5,0.2,14.0,9.0,Celta Vigo,60,33.3,1,0,1,1,11,7,2,0,1.5,0.6,19.0,2.0,1.491883,1.6384847,1.365875,0.7670842
LaLiga,2019-2020,2020-06-30,Leganés,42,50.0,0,0,0,0,9,3,4,0,0.6,0.5,12.0,0.0,Sevilla,58,100.0,3,1,0,0,11,6,3,0,1.3,1.1,15.0,2.0,1.0272266,0.6990639,1.2978125,1.0765889
LaLiga,2019-2020,2020-06-30,Barcelona,72,100.0,1,0,1,1,11,4,3,0,1.4,0.6,24.0,3.0,Atlético Madrid,28,75.0,2,0,2,2,8,1,5,0,1.9,0.4,19.0,4.0,2.4564092,0.97262144,1.0525407,0.8303497
LaLiga,2019-2020,2020-07-01,Alavés,56,50.0,0,0,0,0,12,4,3,0,1.1,1.0,18.0,0.0,Granada,44,100.0,2,1,0,0,7,4,2,0,1.2,0.6,11.0,3.0,0.73685145,0.6647354,0.65884316,0.75136137
LaLiga,2019-2020,2020-07-01,Valencia,51,50.0,0,0,0,0,10,1,1,0,1.3,1.0,16.0,0.0,Athletic Club,49,100.0,2,2,0,0,12,4,0,0,0.7,0.6,16.0,3.0,0.9070163,0.7958337,1.5387247,0.5862132
LaLiga,2019-2020,2020-07-01,Betis,47,75.0,0,0,0,0,9,1,4,1,0.4,0.3,16.0,0.0,Villarreal,53,100.0,2,1,1,1,14,4,1,0,2.2,1.0,23.0,4.0,1.3238463,0.8450799,2.165485,0.94654894
LaLiga,2019-2020,2020-07-01,Valladolid,47,100.0,0,0,0,1,16,3,2,0,1.8,0.9,26.0,0.0,Levante,53,100.0,0,0,0,0,7,2,1,0,0.2,0.2,13.0,0.0,0.77404666,0.6510417,0.9305626,0.9113411
LaLiga,2019-2020,2020-07-02,Eibar,55,66.7,0,0,0,0,11,4,1,0,1.0,0.3,17.0,0.0,Osasuna,45,100.0,2,1,0,0,9,6,1,0,0.9,0.8,14.0,4.0,0.5770998,0.59286237,1.16359,0.50191003
LaLiga,2019-2020,2020-07-02,Real Sociedad,63,66.7,2,2,0,0,12,4,2,0,1.4,1.4,21.0,4.0,Espanyol,37,50.0,1,1,0,0,4,3,1,0,0.2,0.1,7.0,2.0,1.1580153,0.81775194,0.7834035,0.7896828
LaLiga,2019-2020,2020-07-02,Real Madrid,67,100.0,1,0,1,1,7,3,5,0,1.6,0.8,15.0,2.0,Getafe,33,100.0,0,0,0,0,9,3,5,0,0.3,0.1,11.0,0.0,1.7682648,0.77490413,0.57358456,0.69008327
LaLiga,2019-2020,2020-07-03,Atlético Madrid,48,100.0,3,1,1,1,15,3,2,0,3.4,2.0,28.0,4.0,Mallorca,52,33.3,0,0,0,0,12,1,1,0,0.8,0.8,21.0,0.0,1.0282123,0.6885608,1.0923288,0.7788598
LaLiga,2019-2020,2020-07-04,Celta Vigo,45,66.7,1,0,0,0,5,1,5,0,0.3,0.2,7.0,1.0,Betis,55,0.0,1,1,0,0,10,3,4,0,0.6,0.6,14.0,2.0,1.0567431,0.68783253,0.89707536,0.741446
LaLiga,2019-2020,2020-07-04,Valladolid,53,0.0,1,1,0,0,5,3,3,0,0.4,0.3,9.0,2.0,Alavés,47,66.7,0,0,0,0,7,0,2,0,0.4,0.3,8.0,0.0,0.8031721,0.66340184,0.6704754,0.63123816
LaLiga,2019-2020,2020-07-04,Granada,53,33.3,2,0,1,1,14,3,2,0,1.9,1.0,23.0,2.0,Valencia,47,66.7,2,2,0,0,4,3,2,0,0.6,0.6,5.0,2.0,0.5362648,0.697502,0.85575515,0.8073844
LaLiga,2019-2020,2020-07-05,Athletic Club,44,100.0,0,0,0,0,7,1,4,0,0.3,0.3,13.0,0.0,Real Madrid,56,100.0,1,0,1,1,9,3,3,0,2.1,1.3,17.0,2.0,1.0745615,0.643704,1.8358216,0.83516896
LaLiga,2019-2020,2020-07-05,Espanyol,63,50.0,0,0,0,0,6,2,4,1,0.4,0.3,10.0,0.0,Leganés,37,100.0,1,1,0,0,4,2,3,0,0.4,0.3,3.0,2.0,0.6218497,0.75877583,0.7839136,0.69857854
LaLiga,2019-2020,2020-07-05,Osasuna,48,100.0,0,0,0,0,6,2,5,0,0.5,0.4,9.0,0.0,Getafe,52,100.0,0,0,0,0,6,1,4,0,0.2,0.2,12.0,0.0,0.8871261,0.7173292,1.0019565,0.75166494
LaLiga,2019-2020,2020-07-05,Villarreal,32,69.2,1,0,0,0,10,4,1,0,1.1,0.6,13.0,1.0,Barcelona,68,75.0,3,3,0,0,18,13,0,0,3.1,2.3,37.0,8.0,1.055504,0.6239571,1.6459318,0.9480177
LaLiga,2019-2020,2020-07-06,Levante,46,66.7,1,1,0,0,9,4,3,0,0.7,0.3,13.0,2.0,Real Sociedad,54,75.0,1,1,0,0,8,3,2,0,1.1,1.0,16.0,2.0,0.6625459,0.82517946,0.7227002,0.73790944
LaLiga,2019-2020,2020-07-06,Sevilla,62,100.0,1,1,0,0,8,3,2,0,1.0,1.0,13.0,2.0,Eibar,38,66.7,0,0,0,0,18,2,1,0,1.5,0.6,16.0,0.0,0.93975264,0.79903203,0.77509004,0.6038962
LaLiga,2019-2020,2020-07-07,Valencia,59,80.0,2,2,0,0,10,4,3,0,1.5,1.3,18.0,4.0,Valladolid,41,50.0,1,0,0,0,11,5,0,0,0.7,0.5,18.0,1.0,1.4186108,0.9068495,1.1009053,0.5862132
LaLiga,2019-2020,2020-07-07,Celta Vigo,50,0.0,1,1,0,0,9,4,4,0,0.3,0.1,18.0,2.0,Atlético Madrid,50,100.0,1,0,0,0,10,2,3,0,1.4,0.6,13.0,0.0,1.0027347,0.6501375,1.0857723,0.7442696
LaLiga,2019-2020,2020-07-08,Betis,57,100.0,3,2,0,0,14,8,1,0,2.1,1.6,20.0,4.0,Osasuna,43,62.5,0,0,0,0,8,3,5,0,0.6,0.6,13.0,0.0,1.6791853,0.6911768,0.67767125,0.6361549
LaLiga,2019-2020,2020-07-08,Getafe,42,0.0,1,1,0,0,5,2,4,1,0.5,0.5,10.0,2.0,Villarreal,58,50.0,3,1,2,2,4,1,1,1,2.1,0.5,9.0,5.0,0.7676109,0.77959085,1.750035,0.8386512
LaLiga,2019-2020,2020-07-08,Barcelona,74,100.0,1,0,0,0,9,2,0,1,1.2,0.7,17.0,1.0,Espanyol,26,50.0,0,0,0,0,11,2,3,1,0.8,0.7,15.0,0.0,1.2923315,0.9200489,0.80428076,0.8665926
LaLiga,2019-2020,2020-07-09,Eibar,59,100.0,0,0,0,0,4,1,3,0,0.3,0.3,7.0,0.0,Leganés,41,100.0,0,0,0,0,10,1,3,0,0.3,0.3,14.0,0.0,0.60378605,0.6386252,0.8839194,0.82821983
LaLiga,2019-2020,2020-07-09,Mallorca,46,100.0,2,1,0,0,15,5,3,0,1.3,0.7,24.0,3.0,Levante,54,60.0,0,0,0,0,14,1,1,0,1.1,0.8,23.0,0.0,1.0004588,0.8301102,0.9533972,0.8337035
LaLiga,2019-2020,2020-07-09,Athletic Club,34,71.4,1,0,0,0,12,4,3,0,0.8,0.2,11.0,1.0,Sevilla,66,75.0,2,1,0,0,19,7,2,0,1.6,1.2,35.0,4.0,0.86230385,0.8339112,1.049936,0.6982984
LaLiga,2019-2020,2020-07-10,Real Sociedad,67,0.0,2,1,0,0,19,5,2,0,1.3,1.2,36.0,4.0,Granada,33,60.0,3,2,0,0,4,3,3,0,0.5,0.2,3.0,3.0,1.1609349,0.80753297,0.8525646,0.86150694
LaLiga,2019-2020,2020-07-10,Real Madrid,71,100.0,2,1,1,1,17,7,0,0,3.1,2.2,34.0,4.0,Alavés,29,85.7,0,0,0,0,10,4,1,0,1.1,1.0,17.0,0.0,2.836625,1.0849314,0.9479274,0.7981058
