League,Season,Team_Home,Date,game_id,Goal_Home,Win_Home,o_rating_Home,d_rating_Home,Team_Away,Goal_Away,Win_Away,o_rating_Away,d_rating_Away
Ligue1,2017-2018,Monaco,2017-08-04,2662,3.0,1,1.2773767,0.8934527,Toulouse,2.0,0,0.6337396,0.90105444
Ligue1,2017-2018,Paris S-G,2017-08-05,2663,2.0,1,2.4282923,0.77918935,Amiens,0.0,0,0.938664,0.894141
Ligue1,2017-2018,Saint-Étienne,2017-08-05,2664,1.0,1,1.368881,0.89026856,Nice,0.0,0,1.8557645,0.67824817
Ligue1,2017-2018,Montpellier,2017-08-05,2665,1.0,1,0.77914894,1.08528,Caen,0.0,0,0.6853442,0.88972175
Ligue1,2017-2018,Metz,2017-08-05,2666,1.0,0,0.86917293,1.0160334,Guingamp,3.0,1,1.1278334,0.8882634
Ligue1,2017-2018,Lyon,2017-08-05,2667,4.0,1,2.0261183,0.87422466,Strasbourg,0.0,0,0.8034348,0.8883054
Ligue1,2017-2018,Troyes,2017-08-05,2668,1.0,0,0.7019531,0.8979348,Rennes,1.0,0,0.7738278,1.0063466
Ligue1,2017-2018,Lille,2017-08-06,2669,3.0,1,0.8270904,1.007367,Nantes,0.0,0,0.9843496,0.89036804
Ligue1,2017-2018,Marseille,2017-08-06,2671,3.0,1,2.1152287,0.9890068,Dijon,0.0,0,1.2955542,0.9888375
Ligue1,2017-2018,Angers,2017-08-06,2670,2.0,0,1.0517701,1.004644,Bordeaux,2.0,0,0.8091361,1.0074325
Ligue1,2017-2018,Nice,2017-08-11,2672,1.0,0,1.7854174,0.7291652,Troyes,2.0,1,1.4845306,0.89490163
Ligue1,2017-2018,Rennes,2017-08-11,2673,1.0,0,0.68690425,0.8860173,Lyon,2.0,1,1.34549,0.8879095
EPL,2017-2018,Arsenal,2017-08-11,1140,4.0,1,1.6180472,0.7696751,Leicester City,3.0,0,0.65184826,0.90127105
Ligue1,2017-2018,Bordeaux,2017-08-12,2678,2.0,1,1.850588,0.9141994,Metz,0.0,0,1.2450252,0.8708566
Ligue1,2017-2018,Caen,2017-08-12,2677,0.0,0,0.6912649,0.89145076,Saint-Étienne,1.0,1,0.8316333,0.8907527
Ligue1,2017-2018,Nantes,2017-08-12,2674,0.0,0,0.7365574,0.8956809,Marseille,1.0,1,1.4003527,1.0016849
Ligue1,2017-2018,Amiens,2017-08-12,2675,0.0,0,1.170068,0.8729751,Angers,2.0,1,0.8813965,0.8905413
Ligue1,2017-2018,Toulouse,2017-08-12,2676,1.0,1,0.6814663,0.89266765,Montpellier,0.0,0,0.73300385,0.8965395
EPL,2017-2018,Brighton,2017-08-12,1147,0.0,0,0.60840684,0.89938366,Manchester City,2.0,1,1.5605228,0.7123449
EPL,2017-2018,Watford,2017-08-12,1141,3.0,0,0.6768043,0.88774854,Liverpool,3.0,0,0.7713179,0.82268596
EPL,2017-2018,West Brom,2017-08-12,1142,1.0,1,1.3336236,0.8965482,Bournemouth,0.0,0,1.4073634,0.9021497
EPL,2017-2018,Everton,2017-08-12,1143,1.0,1,0.8469917,0.9364284,Stoke City,0.0,0,0.7492487,0.8943604
EPL,2017-2018,Southampton,2017-08-12,1144,0.0,0,1.0675105,0.94532657,Swansea City,0.0,0,0.7100938,0.88755864
EPL,2017-2018,Chelsea,2017-08-12,1145,2.0,0,1.515724,0.86065745,Burnley,3.0,1,0.64783585,0.8885667
EPL,2017-2018,Crystal Palace,2017-08-12,1146,0.0,0,0.7647918,0.9301754,Huddersfield,3.0,1,0.6611252,0.8944468
Ligue1,2017-2018,Dijon,2017-08-13,2680,1.0,0,0.8334218,1.0139784,Monaco,4.0,1,0.93583703,1.0477766
Ligue1,2017-2018,Strasbourg,2017-08-13,2679,3.0,1,1.399875,0.98092824,Lille,0.0,0,0.893898,0.89154255
EPL,2017-2018,Manchester Utd,2017-08-13,1149,4.0,1,2.4848638,0.8668481,West Ham,0.0,0,0.93290114,1.0354655
Ligue1,2017-2018,Guingamp,2017-08-13,2681,0.0,0,0.8697615,0.8981445,Paris S-G,3.0,1,3.0043478,0.6932538
EPL,2017-2018,Newcastle Utd,2017-08-13,1148,0.0,0,0.6356356,0.94064957,Tottenham,2.0,1,4.237416,0.27779847
Ligue1,2017-2018,Metz,2017-08-18,2682,0.0,0,1.2449915,0.8920292,Monaco,1.0,1,1.1013157,1.0433588
Bundesliga,2017-2018,Bayern Munich,2017-08-18,3966,3.0,1,1.8682253,1.0215898,Leverkusen,1.0,0,1.711287,1.0018559
LaLiga,2017-2018,Leganés,2017-08-18,6934,1.0,1,0.9895463,0.9456879,Alavés,0.0,0,0.72085786,0.8862533
LaLiga,2017-2018,Valencia,2017-08-18,6935,1.0,1,1.7239325,0.8321398,Las Palmas,0.0,0,1.5659933,0.82906556
Ligue1,2017-2018,Montpellier,2017-08-19,2684,1.0,0,0.81543314,0.98401064,Strasbourg,1.0,0,1.228697,0.8918426
Ligue1,2017-2018,Troyes,2017-08-19,2685,0.0,0,0.9854352,0.83116686,Nantes,1.0,1,0.9840327,1.0589862
Ligue1,2017-2018,Lyon,2017-08-19,2683,3.0,0,1.1167161,0.88935167,Bordeaux,3.0,0,0.78206044,0.9095874
Bundesliga,2017-2018,Schalke 04,2017-08-19,3972,2.0,1,1.4254502,1.0944465,RB Leipzig,0.0,0,0.77336776,0.9227365
Bundesliga,2017-2018,Hertha BSC,2017-08-19,3971,2.0,1,0.8218394,1.0092844,Stuttgart,0.0,0,1.0142751,1.037345
Bundesliga,2017-2018,Hamburger SV,2017-08-19,3970,1.0,1,0.7137046,0.8954927,Augsburg,0.0,0,0.7888664,1.0237434
LaLiga,2017-2018,Sevilla,2017-08-19,6938,1.0,0,1.4890339,0.78697073,Espanyol,1.0,0,0.7348999,0.8891605
LaLiga,2017-2018,Girona,2017-08-19,6937,2.0,0,1.2680548,1.0082124,Atlético Madrid,2.0,0,1.2259917,0.88511086
LaLiga,2017-2018,Celta Vigo,2017-08-19,6936,2.0,0,1.3903302,0.92925197,Real Sociedad,3.0,1,0.79681087,0.88821054
Ligue1,2017-2018,Saint-Étienne,2017-08-19,2686,3.0,1,0.85102904,0.8918591,Amiens,0.0,0,0.8755821,1.026593
Ligue1,2017-2018,Nice,2017-08-19,2687,2.0,1,1.707092,0.93210137,Guingamp,0.0,0,1.6913283,0.95261407
EPL,2017-2018,Burnley,2017-08-19,1154,0.0,0,0.9914541,0.88630617,West Brom,1.0,1,0.7001775,0.8934478
EPL,2017-2018,Bournemouth,2017-08-19,1153,0.0,0,0.73404753,0.91876537,Watford,2.0,1,0.89721465,1.106398
EPL,2017-2018,Leicester City,2017-08-19,1152,2.0,1,1.4791226,0.9115249,Brighton,0.0,0,1.0463462,0.9502998
EPL,2017-2018,Southampton,2017-08-19,1151,3.0,1,1.6148152,0.8923736,West Ham,2.0,0,0.71460676,0.89289844
Ligue1,2017-2018,Rennes,2017-08-19,2688,2.0,0,0.8319908,0.8898677,Dijon,2.0,0,1.0605378,0.9868423
