League,Season,Team_Home,Date,game_id,Goal_Home,Win_Home,o_rating_Home,d_rating_Home,Team_Away,Goal_Away,Win_Away,o_rating_Away,d_rating_Away
Ligue1,2017-2018,Monaco,2017-08-04,2662,3.0,1,1.2116524,1.1666368,Toulouse,2.0,0,0.9758811,1.1034927
Ligue1,2017-2018,Paris S-G,2017-08-05,2663,2.0,1,1.7950544,0.95096135,Amiens,0.0,0,0.7279172,1.0359186
Ligue1,2017-2018,Saint-Étienne,2017-08-05,2664,1.0,1,0.7701512,0.97314703,Nice,0.0,0,1.9642351,0.8824798
Ligue1,2017-2018,Montpellier,2017-08-05,2665,1.0,1,0.61449105,0.65804964,Caen,0.0,0,0.8749579,0.7233191
Ligue1,2017-2018,Metz,2017-08-05,2666,1.0,0,1.0922076,0.64358747,Guingamp,3.0,1,0.9054216,0.9493146
Ligue1,2017-2018,Lyon,2017-08-05,2667,4.0,1,1.6507249,1.4435976,Strasbourg,0.0,0,0.83618635,0.90452176
Ligue1,2017-2018,Troyes,2017-08-05,2668,1.0,0,1.1317115,0.8919201,Rennes,1.0,0,0.7379061,0.7245621
Ligue1,2017-2018,Lille,2017-08-06,2669,3.0,1,0.6481283,0.782099,Nantes,0.0,0,1.101069,0.89697504
Ligue1,2017-2018,Marseille,2017-08-06,2671,3.0,1,1.0020585,0.88492763,Dijon,0.0,0,0.96313643,0.81000334
Ligue1,2017-2018,Angers,2017-08-06,2670,2.0,0,0.6719922,0.6975958,Bordeaux,2.0,0,0.93413043,0.837958
Ligue1,2017-2018,Nice,2017-08-11,2672,1.0,0,1.6556978,0.9421961,Troyes,2.0,1,0.64902467,0.90392834
Ligue1,2017-2018,Rennes,2017-08-11,2673,1.0,0,0.681794,0.63419086,Lyon,2.0,1,0.87414795,0.8891956
EPL,2017-2018,Arsenal,2017-08-11,1140,4.0,1,0.8965955,0.8936275,Leicester City,3.0,0,0.6332858,0.9574983
Ligue1,2017-2018,Bordeaux,2017-08-12,2678,2.0,1,1.3118935,0.616446,Metz,0.0,0,1.0619682,0.8391524
