League,Season,Team_Home,Date,game_id,Goal_Home,Win_Home,o_rating_Home,d_rating_Home,Team_Away,Goal_Away,Win_Away,o_rating_Away,d_rating_Away
Ligue1,2017-2018,Monaco,2017-08-04,2662,3.0,1,0.9340949,0.778718,Toulouse,2.0,0,1.0881674,0.8126342
Ligue1,2017-2018,Paris S-G,2017-08-05,2663,2.0,1,2.3297522,0.6339869,Amiens,0.0,0,0.98461366,0.82113206
Ligue1,2017-2018,Saint-Étienne,2017-08-05,2664,1.0,1,1.4332235,0.8126342,Nice,0.0,0,2.0252953,0.63268685
Ligue1,2017-2018,Montpellier,2017-08-05,2665,1.0,1,0.66214156,1.0369716,Caen,0.0,0,0.9339327,0.88265043
Ligue1,2017-2018,Metz,2017-08-05,2666,1.0,0,0.8056485,0.9544495,Guingamp,3.0,1,1.2380003,0.8126342
Ligue1,2017-2018,Lyon,2017-08-05,2667,4.0,1,2.183962,0.71029085,Strasbourg,0.0,0,1.0781579,0.96848726
Ligue1,2017-2018,Troyes,2017-08-05,2668,1.0,0,1.0541785,0.8126342,Rennes,1.0,0,0.70931023,1.0020463
Ligue1,2017-2018,Lille,2017-08-06,2669,3.0,1,0.7080159,0.84306306,Nantes,0.0,0,1.2420466,0.8126342
Ligue1,2017-2018,Marseille,2017-08-06,2671,3.0,1,2.075016,0.88242656,Dijon,0.0,0,1.5298222,0.93457985
Ligue1,2017-2018,Angers,2017-08-06,2670,2.0,0,1.0496551,0.8789529,Bordeaux,2.0,0,0.9385095,0.9085889
Ligue1,2017-2018,Nice,2017-08-11,2672,1.0,0,1.4314182,0.81378126,Troyes,2.0,1,1.6262968,0.8126342
Ligue1,2017-2018,Rennes,2017-08-11,2673,1.0,0,0.839259,0.8126342,Lyon,2.0,1,1.5893897,0.9105542
EPL,2017-2018,Arsenal,2017-08-11,1140,4.0,1,1.4970285,0.65325665,Leicester City,3.0,0,0.8558281,0.8126342
Ligue1,2017-2018,Bordeaux,2017-08-12,2678,2.0,1,2.2168593,0.8126342,Metz,0.0,0,1.3189406,0.8884227
Ligue1,2017-2018,Caen,2017-08-12,2677,0.0,0,0.90136236,0.84780985,Saint-Étienne,1.0,1,0.9875749,0.8126342
Ligue1,2017-2018,Nantes,2017-08-12,2674,0.0,0,1.1173304,0.8126342,Marseille,1.0,1,1.2081796,0.9685676
Ligue1,2017-2018,Amiens,2017-08-12,2675,0.0,0,1.0600498,0.8083955,Angers,2.0,1,1.0491743,0.8126342
Ligue1,2017-2018,Toulouse,2017-08-12,2676,1.0,1,0.6871779,0.8126342,Montpellier,0.0,0,0.7828086,0.8126342
EPL,2017-2018,Brighton,2017-08-12,1147,0.0,0,0.9728401,0.8126342,Manchester City,2.0,1,1.6011173,0.6643139
EPL,2017-2018,Watford,2017-08-12,1141,3.0,0,0.77720547,0.97762746,Liverpool,3.0,0,0.68629473,0.918517
EPL,2017-2018,West Brom,2017-08-12,1142,1.0,1,1.1240995,0.8126342,Bournemouth,0.0,0,1.3291907,0.77931046
EPL,2017-2018,Everton,2017-08-12,1143,1.0,1,0.7418174,1.0182039,Stoke City,0.0,0,0.6829295,0.8126342
EPL,2017-2018,Southampton,2017-08-12,1144,0.0,0,0.92831576,0.95136094,Swansea City,0.0,0,0.9271351,0.9464871
EPL,2017-2018,Chelsea,2017-08-12,1145,2.0,0,1.3415606,1.0068738,Burnley,3.0,1,0.83370924,0.99869263
EPL,2017-2018,Crystal Palace,2017-08-12,1146,0.0,0,0.9140696,0.81470066,Huddersfield,3.0,1,0.88751376,0.8126342
Ligue1,2017-2018,Dijon,2017-08-13,2680,1.0,0,0.98449844,0.99602294,Monaco,4.0,1,1.1455804,1.0869329
Ligue1,2017-2018,Strasbourg,2017-08-13,2679,3.0,1,1.433441,1.107945,Lille,0.0,0,1.0748491,0.8126342
EPL,2017-2018,Manchester Utd,2017-08-13,1149,4.0,1,2.3633327,0.76910675,West Ham,0.0,0,0.9106832,1.0752417
Ligue1,2017-2018,Guingamp,2017-08-13,2681,0.0,0,1.0513747,0.8126342,Paris S-G,3.0,1,3.4976752,0.53614867
EPL,2017-2018,Newcastle Utd,2017-08-13,1148,0.0,0,0.97719574,0.8126342,Tottenham,2.0,1,3.541171,0.10967469
Ligue1,2017-2018,Metz,2017-08-18,2682,0.0,0,1.5091598,0.8126342,Monaco,1.0,1,1.1145976,0.92711043
Bundesliga,2017-2018,Bayern Munich,2017-08-18,3966,3.0,1,2.1933737,0.8979269,Leverkusen,1.0,0,1.663402,0.8769554
LaLiga,2017-2018,Leganés,2017-08-18,6934,1.0,1,0.8924477,0.8126342,Alavés,0.0,0,0.8543471,0.8808368
LaLiga,2017-2018,Valencia,2017-08-18,6935,1.0,1,1.0530565,0.6846708,Las Palmas,0.0,0,1.5367402,0.8335235
Ligue1,2017-2018,Montpellier,2017-08-19,2684,1.0,0,0.81934226,0.861766,Strasbourg,1.0,0,1.496994,0.86511093
Ligue1,2017-2018,Troyes,2017-08-19,2685,0.0,0,1.0215992,0.6788813,Nantes,1.0,1,1.1472125,0.77995867
