Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att_Passes,Cmp%,Prog_Passes,Carries,Prog_2_Carries,Succ,Att_2_Dribbles,Match Report
2017-2018,2017-08-12,Sat,Premier League,Matchweek 1,Away,W 2–0,Manchester City,Brighton,Y,FW,82,1,0,0,0,2,1,0,0,32,17,1,1,1,0.8,0.8,0.4,4,0,12,19,63.2,1,19,2,0,2,Match Report
2017-2018,2017-08-21,Mon,Premier League,Matchweek 2,Home,D 1–1,Manchester City,Everton,Y,FW,90,0,0,0,0,5,0,0,0,45,12,0,0,0,0.4,0.4,0.2,6,0,24,31,77.4,3,36,5,0,0,Match Report
2017-2018,2017-08-26,Sat,Premier League,Matchweek 3,Away,W 2–1,Manchester City,Bournemouth,N,FW,25,0,0,0,0,2,1,0,0,9,0,0,0,0,0.1,0.1,0.0,1,0,6,6,100.0,1,6,1,0,0,Match Report
2017-2018,2017-08-31,Thu,WCQ,WCQ — CONMEBOL (M),Away,D 0–0,ar Argentina,uy Uruguay,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2017-2018,2017-09-05,Tue,WCQ,WCQ — CONMEBOL (M),Home,D 1–1,ar Argentina,ve Venezuela,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2017-2018,2017-09-09,Sat,Premier League,Matchweek 4,Home,W 5–0,Manchester City,Liverpool,Y,FW,90,1,1,0,0,3,2,0,0,36,27,0,1,2,1.2,1.2,0.5,3,2,19,19,100.0,0,23,3,1,3,Match Report
2017-2018,2017-09-13,Wed,Champions Lg,Group stage,Away,W 4–0,eng Manchester City,nl Feyenoord,Y,FW,60,1,0,0,0,4,2,0,0,,,,1,,,,,,,,,,,,,,,Match Report
2017-2018,2017-09-16,Sat,Premier League,Matchweek 5,Away,W 6–0,Manchester City,Watford,Y,FW,90,3,1,0,0,8,4,0,0,46,17,0,1,0,1.3,1.3,0.4,4,1,24,29,82.8,3,31,8,0,0,Match Report
2017-2018,2017-09-23,Sat,Premier League,Matchweek 6,Home,W 5–0,Manchester City,Crystal Palace,Y,FW,90,1,1,0,0,5,2,0,0,36,15,0,0,1,1.1,1.1,1.1,4,1,17,24,70.8,3,22,3,2,2,Match Report
2017-2018,2017-09-26,Tue,Champions Lg,Group stage,Home,W 2–0,eng Manchester City,ua Shakhtar,Y,FW,85,0,0,0,1,7,3,0,0,,,,0,,,,,,,,,,,,,,,Match Report
