Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att_Passes,Cmp%,Prog_Passes,Carries,Prog_2_Carries,Succ,Att_2_Dribbles,Match Report
2017-2018,2017-08-13,Sun,Premier League,Matchweek 1,Away,W 2–0,Tottenham,Newcastle Utd,N,RW,33,0,0,0,0,0,0,0,0,27,7,0,0,0,0.0,0.0,0.0,2,0,23,25,92.0,3,16,2,0,1,Match Report
2017-2018,2017-08-20,Sun,Premier League,Matchweek 2,Home,L 1–2,Tottenham,Chelsea,N,AM,23,0,0,0,0,0,0,0,0,16,5,2,0,0,0.0,0.0,0.0,0,0,10,13,76.9,0,9,0,0,1,Match Report
2017-2018,2017-08-27,Sun,Premier League,Matchweek 3,Home,D 1–1,Tottenham,Burnley,Y,RW,69,0,0,0,0,1,0,0,0,44,11,0,0,1,0.0,0.0,0.2,3,0,30,36,83.3,2,32,6,0,2,Match Report
2017-2018,2017-08-31,Thu,WCQ — AFC (M),Third round,Home,D 0–0,kr Korea Republic,ir Iran,Y,,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
2017-2018,2017-09-05,Tue,WCQ — AFC (M),Third round,Away,D 0–0,kr Korea Republic,uz Uzbekistan,Y,,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
2017-2018,2017-09-09,Sat,Premier League,Matchweek 4,Away,W 3–0,Tottenham,Everton,N,FW,6,0,0,0,0,0,0,0,0,5,3,0,0,0,0.0,0.0,0.0,1,0,4,4,100.0,0,4,1,0,0,Match Report
2017-2018,2017-09-13,Wed,Champions Lg,Group stage,Home,W 3–1,eng Tottenham,de Dortmund,Y,LM,83,1,0,0,0,3,1,0,0,,,,1,,,,,,,,,,,,,,,Match Report
2017-2018,2017-09-16,Sat,Premier League,Matchweek 5,Home,D 0–0,Tottenham,Swansea City,Y,WB,73,0,0,0,0,6,3,0,0,58,5,2,0,1,0.5,0.5,0.2,8,0,38,42,90.5,0,42,1,0,3,Match Report
2017-2018,2017-09-19,Tue,EFL Cup,Third round,Home,W 1–0,Tottenham,Barnsley,Y,AM,90,0,0,0,0,7,2,0,0,,,,0,,,,,,,,,,,,,,,Match Report
2017-2018,2017-09-23,Sat,Premier League,Matchweek 6,Away,W 3–2,Tottenham,West Ham,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2017-2018,2017-09-26,Tue,Champions Lg,Group stage,Away,W 3–0,eng Tottenham,cy APOEL FC,Y,FW,90,0,0,0,0,5,0,0,0,,,,0,,,,,,,,,,,,,,,Match Report
2017-2018,2017-09-30,Sat,Premier League,Matchweek 7,Away,W 4–0,Tottenham,Huddersfield,N,FW,4,0,0,0,0,0,0,0,0,1,4,0,0,0,0.0,0.0,0.0,1,1,1,1,100.0,1,1,1,0,0,Match Report
2017-2018,2017-10-07,Sat,Friendlies (M),Friendlies (M),Away,L 2–4,kr Korea Republic,ru Russia,Y,FW,78,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
2017-2018,2017-10-10,Tue,Friendlies (M),Friendlies (M),Home,L 1–3,kr Korea Republic,ma Morocco,Y,FW,79,1,0,1,1,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
2017-2018,2017-10-14,Sat,Premier League,Matchweek 8,Home,W 1–0,Tottenham,Bournemouth,Y,AM,74,0,0,0,0,1,0,0,0,40,17,3,0,1,0.0,0.0,0.1,2,1,24,26,92.3,1,30,2,2,3,Match Report
2017-2018,2017-10-17,Tue,Champions Lg,Group stage,Away,D 1–1,eng Tottenham,es Real Madrid,N,,1,0,0,0,0,1,0,0,0,,,,0,,,,,,,,,,,,,,,Match Report
2017-2018,2017-10-22,Sun,Premier League,Matchweek 9,Home,W 4–1,Tottenham,Liverpool,Y,FW,68,1,0,0,0,3,2,0,0,21,23,0,0,2,0.7,0.7,0.0,0,0,11,15,73.3,1,13,6,0,1,Match Report
2017-2018,2017-10-25,Wed,EFL Cup,Fourth round,Home,L 2–3,Tottenham,West Ham,Y,FW,82,0,2,0,0,1,0,0,0,,,,0,,,,,,,,,,,,,,,Match Report
2017-2018,2017-10-28,Sat,Premier League,Matchweek 10,Away,L 0–1,Tottenham,Manchester Utd,Y,FW,61,0,0,0,0,1,0,0,0,27,7,1,0,1,0.0,0.0,0.0,3,0,16,19,84.2,1,22,5,0,0,Match Report
2017-2018,2017-11-01,Wed,Champions Lg,Group stage,Home,W 3–1,eng Tottenham,es Real Madrid,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2017-2018,2017-11-05,Sun,Premier League,Matchweek 11,Home,W 1–0,Tottenham,Crystal Palace,Y,FW,90,1,0,0,0,2,1,0,0,42,18,2,0,1,0.3,0.3,0.0,1,0,20,27,74.1,1,32,7,2,3,Match Report
2017-2018,2017-11-10,Fri,Friendlies (M),Friendlies (M),Home,W 2–1,kr Korea Republic,co Colombia,Y,FW,90,2,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
2017-2018,2017-11-14,Tue,Friendlies (M),Friendlies (M),Home,D 1–1,kr Korea Republic,rs Serbia,Y,FW,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
2017-2018,2017-11-18,Sat,Premier League,Matchweek 12,Away,L 0–2,Tottenham,Arsenal,N,FW,16,0,0,0,0,2,0,0,0,9,3,0,0,0,0.3,0.3,0.0,0,0,4,6,66.7,0,8,2,0,0,Match Report
2017-2018,2017-11-21,Tue,Champions Lg,Group stage,Away,W 2–1,eng Tottenham,de Dortmund,Y,FW,90,1,0,0,0,4,2,0,0,,,,0,,,,,,,,,,,,,,,Match Report
2017-2018,2017-11-25,Sat,Premier League,Matchweek 13,Home,D 1–1,Tottenham,West Brom,Y,FW,90,0,0,0,0,4,1,0,0,77,13,0,0,0,0.1,0.1,0.1,4,0,49,62,79.0,2,79,18,5,6,Match Report
2017-2018,2017-11-28,Tue,Premier League,Matchweek 14,Away,L 1–2,Tottenham,Leicester City,N,"AM,DM",34,0,0,0,0,0,0,0,0,23,7,0,0,0,0.0,0.0,0.1,2,1,18,22,81.8,2,26,4,3,4,Match Report
2017-2018,2017-12-02,Sat,Premier League,Matchweek 15,Away,D 1–1,Tottenham,Watford,Y,LW,76,1,0,0,0,1,1,0,0,24,15,0,0,0,0.8,0.8,0.0,0,0,11,16,68.8,1,19,3,1,3,Match Report
2017-2018,2017-12-06,Wed,Champions Lg,Group stage,Home,W 3–0,eng Tottenham,cy APOEL FC,Y,RW,65,1,0,0,0,5,3,0,0,,,,0,,,,,,,,,,,,,,,Match Report
2017-2018,2017-12-09,Sat,Premier League,Matchweek 16,Home,W 5–1,Tottenham,Stoke City,Y,LW,85,1,1,0,0,4,3,0,0,51,14,0,1,0,0.3,0.3,1.4,8,1,29,38,76.3,5,47,17,2,2,Match Report
2017-2018,2017-12-13,Wed,Premier League,Matchweek 17,Home,W 2–0,Tottenham,Brighton,Y,"LW,RW",89,1,0,0,0,4,1,0,0,53,22,0,1,1,0.7,0.7,0.1,2,0,36,41,87.8,5,46,7,1,1,Match Report
