Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att_Passes,Cmp%,Prog_Passes,Carries,Prog_2_Carries,Succ,Att_2_Dribbles,Match Report
2017-2018,2017-07-02,Sun,FIFA Confederations Cup,Final,Neutral,W 1–0,de Germany,cl Chile,N,,12,0,0,0,0,0,0,1,0,,,,0,,,,,,,,,,,,,,,Match Report
2017-2018,2017-08-12,Sat,Premier League,Matchweek 1,Away,D 3–3,Liverpool,Watford,Y,CM,90,0,1,0,0,0,0,0,0,49,27,3,2,2,0.0,0.0,0.4,5,1,33,40,82.5,3,30,1,0,0,Match Report
2017-2018,2017-08-15,Tue,Champions Lg,Play-off Round,Away,W 2–1,eng Liverpool,de Hoffenheim,Y,CM,90,0,0,0,0,2,1,1,0,,,,1,,,,,,,,,,,,,,,Match Report
2017-2018,2017-08-19,Sat,Premier League,Matchweek 2,Home,W 1–0,Liverpool,Crystal Palace,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2017-2018,2017-08-23,Wed,Champions Lg,Play-off Round,Home,W 4–2,eng Liverpool,de Hoffenheim,Y,CM,70,2,0,0,0,4,2,0,0,,,,0,,,,,,,,,,,,,,,Match Report
2017-2018,2017-08-27,Sun,Premier League,Matchweek 3,Home,W 4–0,Liverpool,Arsenal,Y,"CM,RM",83,0,0,0,0,3,0,0,0,65,17,1,1,1,0.1,0.1,0.5,6,3,47,52,90.4,4,44,9,2,3,Match Report
2017-2018,2017-09-01,Fri,WCQ — UEFA (M),First round,Away,W 2–1,de Germany,cz Czech Republic,N,,12,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
2017-2018,2017-09-04,Mon,WCQ — UEFA (M),First round,Home,W 6–0,de Germany,no Norway,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2017-2018,2017-09-09,Sat,Premier League,Matchweek 4,Away,L 0–5,Liverpool,Manchester City,Y,"CM,CB",90,0,0,0,0,2,1,1,0,59,19,2,3,2,0.1,0.1,0.0,1,0,37,46,80.4,1,45,3,2,2,Match Report
2017-2018,2017-09-13,Wed,Champions Lg,Group stage,Home,D 2–2,eng Liverpool,es Sevilla,Y,CM,76,0,0,0,0,5,1,0,0,,,,0,,,,,,,,,,,,,,,Match Report
