Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att_Passes,Cmp%,Prog_Passes,Carries,Prog_2_Carries,Succ,Att_2_Dribbles,Match Report
2017-2018,2017-08-12,Sat,Premier League,Matchweek 1,Away,W 2–0,Manchester City,Brighton,N,FW,8,0,0,0,0,0,0,0,0,15,2,0,0,0,0.0,0.0,0.0,0,0,12,15,80.0,1,9,2,0,0,Match Report
2017-2018,2017-08-21,Mon,Premier League,Matchweek 2,Home,D 1–1,Manchester City,Everton,N,"RW,WB",22,0,0,0,0,1,0,0,0,23,1,0,0,0,0.1,0.1,0.0,1,0,19,20,95.0,4,16,0,0,0,Match Report
2017-2018,2017-08-26,Sat,Premier League,Matchweek 3,Away,W 2–1,Manchester City,Bournemouth,Y,RW,65,0,0,0,0,1,1,0,0,51,15,0,0,1,0.0,0.0,0.0,2,0,29,37,78.4,3,41,8,3,3,Match Report
2017-2018,2017-08-31,Thu,WCQ — UEFA (M),First round,Home,W 5–1,pt Portugal,fo Faroe Islands,Y,LW,90,0,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
2017-2018,2017-09-03,Sun,WCQ — UEFA (M),First round,Away,W 1–0,pt Portugal,hu Hungary,N,,28,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
2017-2018,2017-09-09,Sat,Premier League,Matchweek 4,Home,W 5–0,Manchester City,Liverpool,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2017-2018,2017-09-13,Wed,Champions Lg,Group stage,Away,W 4–0,eng Manchester City,nl Feyenoord,Y,AM,90,0,0,0,0,1,1,0,0,,,,1,,,,,,,,,,,,,,,Match Report
2017-2018,2017-09-16,Sat,Premier League,Matchweek 5,Away,W 6–0,Manchester City,Watford,N,"LW,CM",26,0,0,0,0,0,0,0,0,30,5,2,0,0,0.0,0.0,0.1,3,0,25,27,92.6,0,25,1,0,0,Match Report
2017-2018,2017-09-20,Wed,EFL Cup,Third round,Away,W 2–1,Manchester City,West Brom,Y,AM,90,0,1,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,Match Report
2017-2018,2017-09-23,Sat,Premier League,Matchweek 6,Home,W 5–0,Manchester City,Crystal Palace,N,"RW,LW",30,0,0,0,0,0,0,0,0,26,2,0,0,1,0.0,0.0,0.0,0,0,22,23,95.7,2,17,3,0,0,Match Report
2017-2018,2017-09-26,Tue,Champions Lg,Group stage,Home,W 2–0,eng Manchester City,ua Shakhtar,N,,5,0,1,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,Match Report
2017-2018,2017-09-30,Sat,Premier League,Matchweek 7,Away,W 1–0,Manchester City,Chelsea,N,CM,15,0,0,0,0,0,0,0,0,20,1,1,1,0,0.0,0.0,0.0,1,0,12,15,80.0,0,13,2,0,1,Match Report
2017-2018,2017-10-07,Sat,WCQ — UEFA (M),First round,Away,W 2–0,pt Portugal,ad Andorra,Y,AM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
