League,Season,Wk,Day,Date,Time,HomeTeam,xG_Home,xG_Away,AwayTeam,Attendance,Venue,Referee,Match Report,HomeScore,AwayScore
EPL,2017-2018,1,Fri,2017-08-11,19:45,Arsenal,2.1,1.6,Leicester City,59387,Emirates Stadium,Mike Dean,https://fbref.com/en/matches/e3c3ddf0/Arsenal-Leicester-City-August-11-2017-Premier-League,4,3
EPL,2017-2018,1,Sat,2017-08-12,12:30,Watford,2.0,3.0,Liverpool,20407,Vicarage Road Stadium,Anthony Taylor,https://fbref.com/en/matches/60f6cc1d/Watford-Liverpool-August-12-2017-Premier-League,3,3
EPL,2017-2018,1,Sat,2017-08-12,15:00,West Brom,1.2,0.4,Bournemouth,25011,The Hawthorns,Robert Madley,https://fbref.com/en/matches/684f704a/West-Bromwich-Albion-Bournemouth-August-12-2017-Premier-League,1,0
EPL,2017-2018,1,Sat,2017-08-12,15:00,Everton,0.4,0.3,Stoke City,39045,Goodison Park,Niel Swarbrick,https://fbref.com/en/matches/7c834541/Everton-Stoke-City-August-12-2017-Premier-League,1,0
EPL,2017-2018,1,Sat,2017-08-12,15:00,Southampton,2.1,0.4,Swansea City,31447,St. Mary's Stadium,Mike Jones,https://fbref.com/en/matches/e782371e/Southampton-Swansea-City-August-12-2017-Premier-League,0,0
EPL,2017-2018,1,Sat,2017-08-12,15:00,Chelsea,1.0,0.8,Burnley,41616,Stamford Bridge,Craig Pawson,https://fbref.com/en/matches/71b00bca/Chelsea-Burnley-August-12-2017-Premier-League,2,3
EPL,2017-2018,1,Sat,2017-08-12,15:00,Crystal Palace,1.0,1.7,Huddersfield,25448,Selhurst Park,Jonathan Moss,https://fbref.com/en/matches/2d369d17/Crystal-Palace-Huddersfield-Town-August-12-2017-Premier-League,0,3
EPL,2017-2018,1,Sat,2017-08-12,17:30,Brighton,0.5,1.6,Manchester City,30415,The American Express Community Stadium,Michael Oliver,https://fbref.com/en/matches/072bfc99/Brighton-and-Hove-Albion-Manchester-City-August-12-2017-Premier-League,0,2
EPL,2017-2018,1,Sun,2017-08-13,13:30,Newcastle Utd,0.5,2.2,Tottenham,52077,St. James' Park,Andre Marriner,https://fbref.com/en/matches/d8a995d7/Newcastle-United-Tottenham-Hotspur-August-13-2017-Premier-League,0,2
EPL,2017-2018,1,Sun,2017-08-13,16:00,Manchester Utd,2.1,0.6,West Ham,74928,Old Trafford,Martin Atkinson,https://fbref.com/en/matches/f5d1f6f4/Manchester-United-West-Ham-United-August-13-2017-Premier-League,4,0
EPL,2017-2018,2,Sat,2017-08-19,12:30,Swansea City,0.4,2.6,Manchester Utd,20862,Liberty Stadium,Jonathan Moss,https://fbref.com/en/matches/9c09e079/Swansea-City-Manchester-United-August-19-2017-Premier-League,0,4
EPL,2017-2018,2,Sat,2017-08-19,15:00,Southampton,2.1,1.7,West Ham,31424,St. Mary's Stadium,Lee Mason,https://fbref.com/en/matches/4dc6e9ad/Southampton-West-Ham-United-August-19-2017-Premier-League,3,2
EPL,2017-2018,2,Sat,2017-08-19,15:00,Leicester City,1.7,0.2,Brighton,31902,King Power Stadium,Lee Probert,https://fbref.com/en/matches/e487b860/Leicester-City-Brighton-and-Hove-Albion-August-19-2017-Premier-League,2,0
EPL,2017-2018,2,Sat,2017-08-19,15:00,Bournemouth,1.3,1.8,Watford,10501,Vitality Stadium,Roger East,https://fbref.com/en/matches/21fec287/Bournemouth-Watford-August-19-2017-Premier-League,0,2
EPL,2017-2018,2,Sat,2017-08-19,15:00,Burnley,1.5,0.8,West Brom,19619,Turf Moor,Martin Atkinson,https://fbref.com/en/matches/e868e7b5/Burnley-West-Bromwich-Albion-August-19-2017-Premier-League,0,1
EPL,2017-2018,2,Sat,2017-08-19,15:00,Liverpool,2.3,0.5,Crystal Palace,53138,Anfield,Kevin Friend,https://fbref.com/en/matches/ea1213ed/Liverpool-Crystal-Palace-August-19-2017-Premier-League,1,0
EPL,2017-2018,2,Sat,2017-08-19,17:30,Stoke City,0.7,1.2,Arsenal,29459,Bet365 Stadium,Andre Marriner,https://fbref.com/en/matches/37f97732/Stoke-City-Arsenal-August-19-2017-Premier-League,1,0
EPL,2017-2018,2,Sun,2017-08-20,13:30,Huddersfield,0.3,1.4,Newcastle Utd,24128,The John Smith's Stadium,Craig Pawson,https://fbref.com/en/matches/3786388c/Huddersfield-Town-Newcastle-United-August-20-2017-Premier-League,1,0
EPL,2017-2018,2,Sun,2017-08-20,16:00,Tottenham,0.6,0.8,Chelsea,73587,Wembley Stadium,Anthony Taylor,https://fbref.com/en/matches/1bf15b95/Tottenham-Hotspur-Chelsea-August-20-2017-Premier-League,1,2
EPL,2017-2018,2,Mon,2017-08-21,20:00,Manchester City,1.1,0.5,Everton,49108,Etihad Stadium,Robert Madley,https://fbref.com/en/matches/424dc3f9/Manchester-City-Everton-August-21-2017-Premier-League,1,1
EPL,2017-2018,3,Sat,2017-08-26,12:30,Bournemouth,0.4,1.6,Manchester City,10419,Vitality Stadium,Mike Dean,https://fbref.com/en/matches/77beb1ff/Bournemouth-Manchester-City-August-26-2017-Premier-League,1,2
EPL,2017-2018,3,Sat,2017-08-26,15:00,Crystal Palace,0.9,1.1,Swansea City,23477,Selhurst Park,Andre Marriner,https://fbref.com/en/matches/86d8c6b8/Crystal-Palace-Swansea-City-August-26-2017-Premier-League,0,2
EPL,2017-2018,3,Sat,2017-08-26,15:00,Watford,0.3,0.9,Brighton,20181,Vicarage Road Stadium,Graham Scott,https://fbref.com/en/matches/7bd57325/Watford-Brighton-and-Hove-Albion-August-26-2017-Premier-League,0,0
EPL,2017-2018,3,Sat,2017-08-26,15:00,Huddersfield,1.4,0.8,Southampton,23548,The John Smith's Stadium,Stuart Attwell,https://fbref.com/en/matches/2b22bafa/Huddersfield-Town-Southampton-August-26-2017-Premier-League,0,0
EPL,2017-2018,3,Sat,2017-08-26,15:00,Newcastle Utd,3.3,0.5,West Ham,52093,St. James' Park,Niel Swarbrick,https://fbref.com/en/matches/b7de45b7/Newcastle-United-West-Ham-United-August-26-2017-Premier-League,3,0
EPL,2017-2018,3,Sat,2017-08-26,17:30,Manchester Utd,2.6,0.6,Leicester City,75021,Old Trafford,Michael Oliver,https://fbref.com/en/matches/b841af28/Manchester-United-Leicester-City-August-26-2017-Premier-League,2,0
EPL,2017-2018,3,Sun,2017-08-27,13:30,West Brom,0.6,1.2,Stoke City,22704,The Hawthorns,Anthony Taylor,https://fbref.com/en/matches/abccb71c/West-Bromwich-Albion-Stoke-City-August-27-2017-Premier-League,1,1
EPL,2017-2018,3,Sun,2017-08-27,13:30,Chelsea,1.1,0.6,Everton,41382,Stamford Bridge,Jonathan Moss,https://fbref.com/en/matches/5a276f0b/Chelsea-Everton-August-27-2017-Premier-League,2,0
EPL,2017-2018,3,Sun,2017-08-27,16:00,Tottenham,2.1,1.2,Burnley,67862,Wembley Stadium,Lee Mason,https://fbref.com/en/matches/9402c6ee/Tottenham-Hotspur-Burnley-August-27-2017-Premier-League,1,1
EPL,2017-2018,3,Sun,2017-08-27,16:00,Liverpool,2.6,0.7,Arsenal,53206,Anfield,Craig Pawson,https://fbref.com/en/matches/e4374144/Liverpool-Arsenal-August-27-2017-Premier-League,4,0
EPL,2017-2018,4,Sat,2017-09-09,12:30,Manchester City,2.8,0.8,Liverpool,54172,Etihad Stadium,Jonathan Moss,https://fbref.com/en/matches/39dcce19/Manchester-City-Liverpool-September-9-2017-Premier-League,5,0
EPL,2017-2018,4,Sat,2017-09-09,15:00,Southampton,0.3,1.0,Watford,31435,St. Mary's Stadium,Lee Probert,https://fbref.com/en/matches/bb0151f4/Southampton-Watford-September-9-2017-Premier-League,0,2
EPL,2017-2018,4,Sat,2017-09-09,15:00,Brighton,0.5,0.7,West Brom,30381,The American Express Community Stadium,Chris Kavanagh,https://fbref.com/en/matches/b81fcf8d/Brighton-and-Hove-Albion-West-Bromwich-Albion-September-9-2017-Premier-League,3,1
EPL,2017-2018,4,Sat,2017-09-09,15:00,Leicester City,1.4,1.2,Chelsea,30923,King Power Stadium,Lee Mason,https://fbref.com/en/matches/733dcf07/Leicester-City-Chelsea-September-9-2017-Premier-League,1,2
EPL,2017-2018,4,Sat,2017-09-09,15:00,Everton,1.0,2.0,Tottenham,38835,Goodison Park,Graham Scott,https://fbref.com/en/matches/2a7d4892/Everton-Tottenham-Hotspur-September-9-2017-Premier-League,0,3
EPL,2017-2018,4,Sat,2017-09-09,15:00,Arsenal,1.6,0.8,Bournemouth,59262,Emirates Stadium,Anthony Taylor,https://fbref.com/en/matches/2fab7d59/Arsenal-Bournemouth-September-9-2017-Premier-League,3,0
EPL,2017-2018,4,Sat,2017-09-09,17:30,Stoke City,1.1,2.1,Manchester Utd,29320,Bet365 Stadium,Niel Swarbrick,https://fbref.com/en/matches/06ec2f77/Stoke-City-Manchester-United-September-9-2017-Premier-League,2,2
EPL,2017-2018,4,Sun,2017-09-10,13:30,Burnley,0.4,1.7,Crystal Palace,18862,Turf Moor,Michael Oliver,https://fbref.com/en/matches/96db0268/Burnley-Crystal-Palace-September-10-2017-Premier-League,1,0
EPL,2017-2018,4,Sun,2017-09-10,16:00,Swansea City,1.2,1.2,Newcastle Utd,20872,Liberty Stadium,Mike Jones,https://fbref.com/en/matches/d9c661eb/Swansea-City-Newcastle-United-September-10-2017-Premier-League,0,1
EPL,2017-2018,4,Mon,2017-09-11,20:00,West Ham,1.6,0.4,Huddersfield,56977,London Stadium,Kevin Friend,https://fbref.com/en/matches/74758ffd/West-Ham-United-Huddersfield-Town-September-11-2017-Premier-League,2,0
EPL,2017-2018,5,Fri,2017-09-15,20:00,Bournemouth,1.2,0.7,Brighton,10369,Vitality Stadium,Craig Pawson,https://fbref.com/en/matches/00836893/Bournemouth-Brighton-and-Hove-Albion-September-15-2017-Premier-League,2,1
EPL,2017-2018,5,Sat,2017-09-16,12:30,Crystal Palace,1.2,1.1,Southampton,24199,Selhurst Park,Robert Madley,https://fbref.com/en/matches/720202a0/Crystal-Palace-Southampton-September-16-2017-Premier-League,0,1
EPL,2017-2018,5,Sat,2017-09-16,15:00,Liverpool,2.2,0.4,Burnley,53231,Anfield,Roger East,https://fbref.com/en/matches/ab422c29/Liverpool-Burnley-September-16-2017-Premier-League,1,1
EPL,2017-2018,5,Sat,2017-09-16,15:00,Watford,0.6,3.4,Manchester City,20305,Vicarage Road Stadium,Anthony Taylor,https://fbref.com/en/matches/f9dc0d8f/Watford-Manchester-City-September-16-2017-Premier-League,0,6
EPL,2017-2018,5,Sat,2017-09-16,15:00,West Brom,0.5,0.3,West Ham,24942,The Hawthorns,Paul Tierney,https://fbref.com/en/matches/e0e9e784/West-Bromwich-Albion-West-Ham-United-September-16-2017-Premier-League,0,0
EPL,2017-2018,5,Sat,2017-09-16,15:00,Huddersfield,1.0,1.4,Leicester City,24129,The John Smith's Stadium,Jonathan Moss,https://fbref.com/en/matches/8b0b0397/Huddersfield-Town-Leicester-City-September-16-2017-Premier-League,1,1
EPL,2017-2018,5,Sat,2017-09-16,15:00,Newcastle Utd,1.9,0.8,Stoke City,51795,St. James' Park,Stuart Attwell,https://fbref.com/en/matches/349276f6/Newcastle-United-Stoke-City-September-16-2017-Premier-League,2,1
EPL,2017-2018,5,Sat,2017-09-16,17:30,Tottenham,1.6,0.1,Swansea City,65366,Wembley Stadium,Mike Dean,https://fbref.com/en/matches/bca1fa26/Tottenham-Hotspur-Swansea-City-September-16-2017-Premier-League,0,0
EPL,2017-2018,5,Sun,2017-09-17,13:30,Chelsea,0.7,1.1,Arsenal,41478,Stamford Bridge,Michael Oliver,https://fbref.com/en/matches/b015cd93/North-West-London-Derby-Chelsea-Arsenal-September-17-2017-Premier-League,0,0
EPL,2017-2018,5,Sun,2017-09-17,16:00,Manchester Utd,3.1,0.7,Everton,75042,Old Trafford,Andre Marriner,https://fbref.com/en/matches/94bab527/Manchester-United-Everton-September-17-2017-Premier-League,4,0
EPL,2017-2018,6,Sat,2017-09-23,12:30,West Ham,0.9,1.8,Tottenham,56988,London Stadium,Michael Oliver,https://fbref.com/en/matches/8c97796b/West-Ham-United-Tottenham-Hotspur-September-23-2017-Premier-League,2,3
EPL,2017-2018,6,Sat,2017-09-23,15:00,Southampton,1.1,1.1,Manchester Utd,31930,St. Mary's Stadium,Craig Pawson,https://fbref.com/en/matches/3af86414/Southampton-Manchester-United-September-23-2017-Premier-League,0,1
EPL,2017-2018,6,Sat,2017-09-23,15:00,Burnley,0.3,0.4,Huddersfield,20759,Turf Moor,Chris Kavanagh,https://fbref.com/en/matches/6481f3d3/Burnley-Huddersfield-Town-September-23-2017-Premier-League,0,0
EPL,2017-2018,6,Sat,2017-09-23,15:00,Everton,2.1,0.9,Bournemouth,38133,Goodison Park,Martin Atkinson,https://fbref.com/en/matches/d255555f/Everton-Bournemouth-September-23-2017-Premier-League,2,1
EPL,2017-2018,6,Sat,2017-09-23,15:00,Swansea City,1.4,1.7,Watford,20372,Liberty Stadium,Lee Mason,https://fbref.com/en/matches/bb4b59af/Swansea-City-Watford-September-23-2017-Premier-League,1,2
EPL,2017-2018,6,Sat,2017-09-23,15:00,Stoke City,0.5,1.8,Chelsea,29661,Bet365 Stadium,Mike Dean,https://fbref.com/en/matches/3d438a3e/Stoke-City-Chelsea-September-23-2017-Premier-League,0,4
EPL,2017-2018,6,Sat,2017-09-23,15:00,Manchester City,3.8,0.4,Crystal Palace,53526,Etihad Stadium,Niel Swarbrick,https://fbref.com/en/matches/63496f6c/Manchester-City-Crystal-Palace-September-23-2017-Premier-League,5,0
EPL,2017-2018,6,Sat,2017-09-23,17:30,Leicester City,2.9,2.0,Liverpool,32004,King Power Stadium,Anthony Taylor,https://fbref.com/en/matches/4bdab275/Leicester-City-Liverpool-September-23-2017-Premier-League,2,3
EPL,2017-2018,6,Sun,2017-09-24,16:00,Brighton,1.0,1.0,Newcastle Utd,30468,The American Express Community Stadium,Andre Marriner,https://fbref.com/en/matches/a7efd775/Brighton-and-Hove-Albion-Newcastle-United-September-24-2017-Premier-League,1,0
EPL,2017-2018,6,Mon,2017-09-25,20:00,Arsenal,2.1,1.1,West Brom,59134,Emirates Stadium,Robert Madley,https://fbref.com/en/matches/b46b6153/Arsenal-West-Bromwich-Albion-September-25-2017-Premier-League,2,0
EPL,2017-2018,7,Sat,2017-09-30,12:30,Huddersfield,0.3,2.6,Tottenham,24169,The John Smith's Stadium,Niel Swarbrick,https://fbref.com/en/matches/f25c2561/Huddersfield-Town-Tottenham-Hotspur-September-30-2017-Premier-League,0,4
EPL,2017-2018,7,Sat,2017-09-30,15:00,Stoke City,2.4,1.6,Southampton,29285,Bet365 Stadium,Mike Jones,https://fbref.com/en/matches/44cd18c0/Stoke-City-Southampton-September-30-2017-Premier-League,2,1
EPL,2017-2018,7,Sat,2017-09-30,15:00,Manchester Utd,2.6,0.6,Crystal Palace,75118,Old Trafford,Mike Dean,https://fbref.com/en/matches/a720cc9e/Manchester-United-Crystal-Palace-September-30-2017-Premier-League,4,0
EPL,2017-2018,7,Sat,2017-09-30,15:00,Bournemouth,1.6,0.5,Leicester City,10444,Vitality Stadium,Graham Scott,https://fbref.com/en/matches/c4ef65e4/Bournemouth-Leicester-City-September-30-2017-Premier-League,0,0
EPL,2017-2018,7,Sat,2017-09-30,15:00,West Ham,0.5,0.2,Swansea City,56922,London Stadium,Roger East,https://fbref.com/en/matches/6d059e4e/West-Ham-United-Swansea-City-September-30-2017-Premier-League,1,0
EPL,2017-2018,7,Sat,2017-09-30,15:00,West Brom,1.5,1.5,Watford,24606,The Hawthorns,Michael Oliver,https://fbref.com/en/matches/d96be99d/West-Bromwich-Albion-Watford-September-30-2017-Premier-League,2,2
EPL,2017-2018,7,Sat,2017-09-30,17:30,Chelsea,0.3,1.0,Manchester City,41530,Stamford Bridge,Martin Atkinson,https://fbref.com/en/matches/9ebfd27b/Chelsea-Manchester-City-September-30-2017-Premier-League,0,1
EPL,2017-2018,7,Sun,2017-10-01,12:00,Arsenal,2.3,0.6,Brighton,59378,Emirates Stadium,Kevin Friend,https://fbref.com/en/matches/304dc26b/Arsenal-Brighton-and-Hove-Albion-October-1-2017-Premier-League,2,0
EPL,2017-2018,7,Sun,2017-10-01,14:15,Everton,1.4,0.4,Burnley,38448,Goodison Park,Jonathan Moss,https://fbref.com/en/matches/275000a3/Everton-Burnley-October-1-2017-Premier-League,0,1
EPL,2017-2018,7,Sun,2017-10-01,16:30,Newcastle Utd,0.4,1.8,Liverpool,52303,St. James' Park,Craig Pawson,https://fbref.com/en/matches/b1b3ecb9/Newcastle-United-Liverpool-October-1-2017-Premier-League,1,1
EPL,2017-2018,8,Sat,2017-10-14,12:30,Liverpool,1.5,0.3,Manchester Utd,52912,Anfield,Martin Atkinson,https://fbref.com/en/matches/d7dce737/North-West-Derby-Liverpool-Manchester-United-October-14-2017-Premier-League,0,0
EPL,2017-2018,8,Sat,2017-10-14,15:00,Tottenham,2.2,0.3,Bournemouth,73502,Wembley Stadium,Robert Madley,https://fbref.com/en/matches/0e98ac46/Tottenham-Hotspur-Bournemouth-October-14-2017-Premier-League,1,0
EPL,2017-2018,8,Sat,2017-10-14,15:00,Swansea City,1.5,0.6,Huddersfield,20657,Liberty Stadium,Paul Tierney,https://fbref.com/en/matches/dfe3c484/Swansea-City-Huddersfield-Town-October-14-2017-Premier-League,2,0
EPL,2017-2018,8,Sat,2017-10-14,15:00,Crystal Palace,1.2,0.8,Chelsea,25480,Selhurst Park,Andre Marriner,https://fbref.com/en/matches/70d64db2/Crystal-Palace-Chelsea-October-14-2017-Premier-League,2,1
EPL,2017-2018,8,Sat,2017-10-14,15:00,Burnley,1.4,1.1,West Ham,20945,Turf Moor,Stuart Attwell,https://fbref.com/en/matches/1cf63700/Burnley-West-Ham-United-October-14-2017-Premier-League,1,1
EPL,2017-2018,8,Sat,2017-10-14,15:00,Manchester City,3.1,0.4,Stoke City,54128,Etihad Stadium,Craig Pawson,https://fbref.com/en/matches/f81f42ed/Manchester-City-Stoke-City-October-14-2017-Premier-League,7,2
EPL,2017-2018,8,Sat,2017-10-14,17:30,Watford,1.5,1.0,Arsenal,20384,Vicarage Road Stadium,Niel Swarbrick,https://fbref.com/en/matches/f18931d9/Watford-Arsenal-October-14-2017-Premier-League,2,1
EPL,2017-2018,8,Sun,2017-10-15,13:30,Brighton,1.0,1.6,Everton,30565,The American Express Community Stadium,Michael Oliver,https://fbref.com/en/matches/1585521f/Brighton-and-Hove-Albion-Everton-October-15-2017-Premier-League,1,1
EPL,2017-2018,8,Sun,2017-10-15,16:00,Southampton,1.6,0.8,Newcastle Utd,31437,St. Mary's Stadium,Kevin Friend,https://fbref.com/en/matches/a479dc92/Southampton-Newcastle-United-October-15-2017-Premier-League,2,2
EPL,2017-2018,8,Mon,2017-10-16,20:00,Leicester City,0.9,0.2,West Brom,30203,King Power Stadium,Mike Dean,https://fbref.com/en/matches/199aafa3/Leicester-City-West-Bromwich-Albion-October-16-2017-Premier-League,1,1
EPL,2017-2018,9,Fri,2017-10-20,20:00,West Ham,0.6,1.2,Brighton,56977,London Stadium,Martin Atkinson,https://fbref.com/en/matches/2f83e2ec/West-Ham-United-Brighton-and-Hove-Albion-October-20-2017-Premier-League,0,3
EPL,2017-2018,9,Sat,2017-10-21,12:30,Chelsea,1.6,2.0,Watford,41467,Stamford Bridge,Jonathan Moss,https://fbref.com/en/matches/048d192d/Chelsea-Watford-October-21-2017-Premier-League,4,2
EPL,2017-2018,9,Sat,2017-10-21,15:00,Swansea City,0.9,1.5,Leicester City,20521,Liberty Stadium,Michael Oliver,https://fbref.com/en/matches/78a41b8a/Swansea-City-Leicester-City-October-21-2017-Premier-League,1,2
EPL,2017-2018,9,Sat,2017-10-21,15:00,Newcastle Utd,0.2,0.3,Crystal Palace,52251,St. James' Park,Stuart Attwell,https://fbref.com/en/matches/ab9171ec/Newcastle-United-Crystal-Palace-October-21-2017-Premier-League,1,0
