Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att_Passes,Cmp%,Prog_Passes,Carries,Prog_2_Carries,Succ,Att_2_Dribbles,Match Report
2019-2020,2019-08-11,Sun,Premier League,Matchweek 1,Home,L 0–1,Newcastle Utd,Arsenal,Y,FW,90,0,0,0,0,4,1,0,0,47,39,1,1,0,0.3,0.3,0.0,2,0,29,33,87.9,1,31,2,2,2,Match Report
2019-2020,2019-08-17,Sat,Premier League,Matchweek 2,Away,L 1–3,Newcastle Utd,Norwich City,Y,FW,66,0,0,0,0,2,0,1,0,27,22,4,0,1,0.2,0.2,0.0,2,0,12,12,100.0,0,17,0,0,2,Match Report
2019-2020,2019-08-25,Sun,Premier League,Matchweek 3,Away,W 1–0,Newcastle Utd,Tottenham,Y,FW,87,1,0,0,0,2,2,1,0,36,27,0,0,0,0.2,0.2,0.1,2,0,22,24,91.7,1,24,2,0,1,Match Report
2019-2020,2019-08-31,Sat,Premier League,Matchweek 4,Home,D 1–1,Newcastle Utd,Watford,Y,FW,90,0,0,0,0,2,0,0,0,48,28,0,0,0,0.1,0.1,0.1,3,0,31,34,91.2,4,35,0,2,4,Match Report
2019-2020,2019-09-14,Sat,Premier League,Matchweek 5,Away,L 1–3,Newcastle Utd,Liverpool,Y,FW,90,0,0,0,0,1,0,0,0,38,22,1,0,2,0.1,0.1,0.1,2,0,25,30,83.3,1,22,0,2,2,Match Report
2019-2020,2019-09-21,Sat,Premier League,Matchweek 6,Home,D 0–0,Newcastle Utd,Brighton,Y,FW,90,0,0,0,0,3,0,0,0,24,22,1,0,0,0.2,0.2,0.2,4,0,11,13,84.6,0,18,3,1,1,Match Report
2019-2020,2019-09-29,Sun,Premier League,Matchweek 7,Away,L 0–5,Newcastle Utd,Leicester City,Y,FW,62,0,0,0,0,0,0,0,0,36,11,0,0,0,0.0,0.0,0.0,1,0,16,21,76.2,1,24,2,1,1,Match Report
2019-2020,2019-10-06,Sun,Premier League,Matchweek 8,Home,W 1–0,Newcastle Utd,Manchester Utd,Y,FW,55,0,0,0,0,0,0,0,0,27,18,1,0,0,0.0,0.0,0.0,3,0,14,21,66.7,0,12,0,1,1,Match Report
2019-2020,2019-10-19,Sat,Premier League,Matchweek 9,Away,L 0–1,Newcastle Utd,Chelsea,Y,"FW,AM",82,0,0,0,0,1,0,0,0,30,25,0,0,0,0.2,0.2,0.0,1,0,15,17,88.2,1,18,1,0,0,Match Report
2019-2020,2019-10-27,Sun,Premier League,Matchweek 10,Home,D 1–1,Newcastle Utd,Wolves,Y,FW,84,0,0,0,0,1,0,0,0,38,6,0,1,0,0.1,0.1,0.0,3,0,16,21,76.2,1,20,1,1,2,Match Report
