Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att_Passes,Cmp%,Prog_Passes,Carries,Prog_2_Carries,Succ,Att_2_Dribbles,Match Report
2019-2020,2019-08-11,Sun,Premier League,Matchweek 1,Away,L 0–4,Chelsea,Manchester Utd,Y,AM,90,0,0,0,0,2,2,0,0,57,32,2,0,1,0.1,0.1,0.2,5,0,35,46,76.1,4,40,6,2,3,Match Report
2019-2020,2019-08-14,Wed,Super Cup,UEFA Super Cup,Away,L 2 (4)–2 (5),eng Chelsea,eng Liverpool,N,,47,0,0,0,0,2,2,0,0,,,,2,,,,,,,,,,,,,,,Match Report
2019-2020,2019-08-18,Sun,Premier League,Matchweek 2,Home,D 1–1,Chelsea,Leicester City,Y,AM,90,1,0,0,0,5,3,0,0,55,22,5,0,0,0.6,0.6,0.0,5,1,29,38,76.3,4,31,3,1,4,Match Report
2019-2020,2019-08-24,Sat,Premier League,Matchweek 3,Away,W 3–2,Chelsea,Norwich City,Y,LW,89,1,0,0,0,5,2,0,0,57,21,2,0,0,0.6,0.6,0.3,7,1,33,42,78.6,7,47,4,3,5,Match Report
2019-2020,2019-08-31,Sat,Premier League,Matchweek 4,Home,D 2–2,Chelsea,Sheffield Utd,Y,"LW,CM",90,0,0,0,0,2,0,0,0,41,24,1,1,0,0.1,0.1,0.0,1,0,28,34,82.4,1,31,4,1,2,Match Report
2019-2020,2019-09-07,Sat,Euro Qualifying,Group stage,Home,W 4–0,eng England,bg Bulgaria,N,,24,0,0,0,0,2,0,0,0,,,,1,,,,,,,,,,,,,,,Match Report
2019-2020,2019-09-10,Tue,Euro Qualifying,Group stage,Home,W 5–3,eng England,xk Kosovo,N,,8,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,Match Report
2019-2020,2019-09-14,Sat,Premier League,Matchweek 5,Away,W 5–2,Chelsea,Wolves,Y,AM,90,1,0,0,0,2,1,0,0,42,36,1,1,0,0.5,0.5,0.3,5,0,22,29,75.9,2,33,5,4,5,Match Report
2019-2020,2019-09-17,Tue,Champions Lg,Group stage,Home,L 0–1,eng Chelsea,es Valencia,Y,LW,15,0,0,0,0,0,0,0,0,7,10,2,1,0,0.0,0.0,0.1,1,0,3,4,75.0,0,4,0,0,0,Match Report
2019-2020,2019-09-22,Sun,Premier League,Matchweek 6,Home,L 1–2,Chelsea,Liverpool,Y,LW,90,0,0,0,0,1,0,0,0,43,22,2,0,1,0.1,0.1,0.1,2,0,21,31,67.7,0,26,4,0,2,Match Report
