Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att_Passes,Cmp%,Prog_Passes,Carries,Prog_2_Carries,Succ,Att_2_Dribbles,Match Report
2019-2020,2019-07-25,Thu,Europa Lg,Second qualifying round,Home,W 2–0,eng Wolves,nir Crusaders,Y,RM,90,0,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
2019-2020,2019-08-01,Thu,Europa Lg,Second qualifying round,Away,W 4–1,eng Wolves,nir Crusaders,Y,RB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
2019-2020,2019-08-11,Sun,Premier League,Matchweek 1,Away,D 0–0,Wolves,Leicester City,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2019-2020,2019-08-15,Thu,Europa Lg,Third qualifying round,Home,W 4–0,eng Wolves,am Pyunik,Y,RB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
2019-2020,2019-08-19,Mon,Premier League,Matchweek 2,Home,D 1–1,Wolves,Manchester Utd,N,WB,45,0,0,0,0,1,0,0,0,36,8,0,0,1,0.1,0.1,0.1,3,0,18,28,64.3,2,26,5,2,5,Match Report
2019-2020,2019-08-22,Thu,Europa Lg,Play-off Round,Away,W 3–2,eng Wolves,it Torino,Y,RB,63,0,1,0,0,0,0,0,0,,,,5,,,,,,,,,,,,,,,Match Report
2019-2020,2019-08-25,Sun,Premier League,Matchweek 3,Home,D 1–1,Wolves,Burnley,N,WB,15,0,0,0,0,1,0,0,0,18,1,0,0,0,0.0,0.0,0.0,0,0,8,11,72.7,1,16,6,2,3,Match Report
2019-2020,2019-08-29,Thu,Europa Lg,Play-off Round,Home,W 2–1,eng Wolves,it Torino,Y,RM,90,0,1,0,0,1,1,0,0,,,,1,,,,,,,,,,,,,,,Match Report
2019-2020,2019-09-01,Sun,Premier League,Matchweek 4,Away,L 2–3,Wolves,Everton,Y,WB,90,0,0,0,0,0,0,0,0,42,6,2,1,2,0.0,0.0,0.0,0,0,16,29,55.2,1,28,6,5,5,Match Report
2019-2020,2019-09-14,Sat,Premier League,Matchweek 5,Home,L 2–5,Wolves,Chelsea,Y,WB,55,0,0,0,0,0,0,0,0,39,9,1,0,2,0.0,0.0,0.1,2,0,25,31,80.6,1,29,8,2,3,Match Report
2019-2020,2019-09-19,Thu,Europa Lg,Group stage,Home,L 0–1,eng Wolves,pt Braga,N,WB,11,0,0,0,0,0,0,0,0,16,0,1,0,1,0.0,0.0,0.0,2,0,10,12,83.3,0,9,3,1,2,Match Report
2019-2020,2019-09-22,Sun,Premier League,Matchweek 6,Away,D 1–1,Wolves,Crystal Palace,Y,"RW,WB",90,0,1,0,0,3,0,0,0,49,16,0,1,0,0.1,0.1,0.4,3,1,22,33,66.7,1,39,12,3,5,Match Report
2019-2020,2019-09-28,Sat,Premier League,Matchweek 7,Home,W 2–0,Wolves,Watford,Y,RW,86,0,0,0,0,0,0,0,0,42,13,2,1,3,0.0,0.0,0.2,2,0,17,25,68.0,2,37,6,4,7,Match Report
2019-2020,2019-10-03,Thu,Europa Lg,Group stage,Away,W 1–0,eng Wolves,tr Beşiktaş,N,"FW,RW",45,0,0,0,0,0,0,0,0,24,7,0,0,1,0.0,0.0,0.0,3,0,10,16,62.5,2,20,8,1,1,Match Report
2019-2020,2019-10-06,Sun,Premier League,Matchweek 8,Away,W 2–0,Wolves,Manchester City,Y,"WB,FW",90,2,0,0,0,2,2,0,0,45,26,5,0,2,0.8,0.8,0.4,1,0,12,25,48.0,2,26,6,3,4,Match Report
2019-2020,2019-10-19,Sat,Premier League,Matchweek 9,Home,D 1–1,Wolves,Southampton,Y,"WB,RW",90,0,0,0,0,1,0,0,0,44,13,3,0,1,0.0,0.0,0.0,1,0,16,30,53.3,2,32,4,2,4,Match Report
2019-2020,2019-10-24,Thu,Europa Lg,Group stage,Away,W 2–1,eng Wolves,sk Slovan Bratislava,N,AM,45,0,0,0,0,0,0,0,0,25,3,0,0,0,0.0,0.0,0.0,0,0,15,19,78.9,3,27,7,4,4,Match Report
2019-2020,2019-10-27,Sun,Premier League,Matchweek 10,Away,D 1–1,Wolves,Newcastle Utd,Y,"WB,AM",90,0,0,0,0,1,0,0,0,53,10,3,0,1,0.0,0.0,0.2,6,1,26,39,66.7,3,42,10,5,8,Match Report
2019-2020,2019-11-02,Sat,Premier League,Matchweek 11,Away,D 1–1,Wolves,Arsenal,Y,RW,90,0,0,0,0,0,0,0,0,43,21,1,0,2,0.0,0.0,0.0,2,0,17,31,54.8,1,34,11,1,4,Match Report
