Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att_Passes,Cmp%,Prog_Passes,Carries,Prog_2_Carries,Succ,Att_2_Dribbles,Match Report
2018-2019,2018-07-02,Mon,FIFA World Cup,Round of 16,Neutral,W 2–0,br Brazil,mx Mexico,Y,RW,89,0,1,0,0,2,2,0,0,60,24,2,1,2,0.1,0.1,1.1,7,2,33,47,70.2,0,53,16,7,8,Match Report
2018-2019,2018-07-06,Fri,FIFA World Cup,Quarter-finals,Neutral,L 1–2,br Brazil,be Belgium,Y,RW,45,0,0,0,0,0,0,0,0,24,14,1,0,1,0.0,0.0,0.2,2,0,15,20,75.0,0,19,7,0,0,Match Report
2018-2019,2018-08-05,Sun,Community Shield,FA Community Shield,Neutral,L 0–2,Chelsea,Manchester City,N,,32,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,Match Report
2018-2019,2018-08-11,Sat,Premier League,Matchweek 1,Away,W 3–0,Chelsea,Huddersfield,Y,LW,75,0,1,0,0,1,0,0,0,43,24,0,0,1,0.1,0.1,0.2,4,1,29,35,82.9,3,39,7,3,4,Match Report
2018-2019,2018-08-18,Sat,Premier League,Matchweek 2,Home,W 3–2,Chelsea,Arsenal,Y,LW,60,0,0,0,0,0,0,0,0,42,9,0,0,0,0.0,0.0,0.1,1,0,29,40,72.5,3,39,12,2,2,Match Report
2018-2019,2018-08-26,Sun,Premier League,Matchweek 3,Away,W 2–1,Chelsea,Newcastle Utd,N,RW,22,0,0,0,0,0,0,0,0,30,4,0,0,0,0.0,0.0,0.1,2,0,23,29,79.3,3,24,5,1,1,Match Report
2018-2019,2018-09-01,Sat,Premier League,Matchweek 4,Home,W 2–0,Chelsea,Bournemouth,Y,FW,64,0,0,0,0,1,1,0,0,62,5,0,2,0,0.0,0.0,0.2,6,0,45,58,77.6,7,53,11,0,0,Match Report
2018-2019,2018-09-07,Fri,Friendlies (M),Friendlies (M),Away,W 2–0,br Brazil,us United States,N,,30,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
2018-2019,2018-09-11,Tue,Friendlies (M),Friendlies (M),Home,W 5–0,br Brazil,sv El Salvador,N,,37,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
2018-2019,2018-09-15,Sat,Premier League,Matchweek 5,Home,W 4–1,Chelsea,Cardiff City,N,RW,23,1,0,0,0,1,1,0,0,28,2,0,1,0,0.0,0.0,0.1,4,2,21,24,87.5,4,27,4,0,0,Match Report
2018-2019,2018-09-20,Thu,Europa Lg,Group stage,Away,W 1–0,eng Chelsea,gr PAOK,Y*,LW,90,1,0,0,0,4,2,0,0,63,27,0,0,0,0.6,0.6,0.1,6,0,41,55,74.5,4,48,10,2,2,Match Report
2018-2019,2018-09-23,Sun,Premier League,Matchweek 6,Away,D 0–0,Chelsea,West Ham,Y,"RW,LW",90,0,0,0,0,3,0,0,0,95,20,2,1,1,0.1,0.1,0.6,8,0,62,88,70.5,9,81,18,4,5,Match Report
2018-2019,2018-09-26,Wed,EFL Cup,Third round,Away,W 2–1,Chelsea,Liverpool,Y,FW,55,0,0,0,0,3,1,0,0,,,,1,,,,,,,,,,,,,,,Match Report
2018-2019,2018-09-29,Sat,Premier League,Matchweek 7,Home,D 1–1,Chelsea,Liverpool,Y,RW,72,0,0,0,0,1,1,0,0,46,14,1,1,2,0.2,0.2,0.1,3,0,30,37,81.1,4,37,4,1,1,Match Report
2018-2019,2018-10-04,Thu,Europa Lg,Group stage,Home,W 1–0,eng Chelsea,hu Vidi,Y,FW,73,0,0,0,0,3,0,0,0,71,15,0,1,1,0.3,0.3,0.9,7,1,43,62,69.4,4,48,12,4,5,Match Report
2018-2019,2018-10-07,Sun,Premier League,Matchweek 8,Away,W 3–0,Chelsea,Southampton,Y,RW,74,0,0,0,0,2,1,0,0,58,32,0,1,2,0.0,0.0,0.2,5,1,34,48,70.8,5,41,8,2,2,Match Report
2018-2019,2018-10-20,Sat,Premier League,Matchweek 9,Home,D 2–2,Chelsea,Manchester Utd,Y,RW,72,0,1,0,0,2,0,0,0,58,13,0,1,2,0.1,0.1,0.3,5,1,38,46,82.6,5,44,5,0,1,Match Report
2018-2019,2018-10-25,Thu,Europa Lg,Group stage,Home,W 3–1,eng Chelsea,by BATE Borisov,Y,LW,56,0,1,0,0,5,2,0,0,62,8,1,1,1,0.4,0.4,0.4,4,1,39,51,76.5,3,56,11,5,7,Match Report
2018-2019,2018-10-28,Sun,Premier League,Matchweek 10,Away,W 4–0,Chelsea,Burnley,Y,LW,90,1,0,0,0,5,2,1,0,75,27,1,0,1,0.3,0.3,0.5,8,0,54,63,85.7,2,62,13,2,2,Match Report
2018-2019,2018-10-31,Wed,EFL Cup,Fourth round,Home,W 3–2,Chelsea,Derby County,Y,FW,90,0,0,0,0,3,0,0,0,,,,0,,,,,,,,,,,,,,,Match Report
2018-2019,2018-11-04,Sun,Premier League,Matchweek 11,Home,W 3–1,Chelsea,Crystal Palace,Y,FW,63,0,0,0,0,2,1,0,0,70,1,3,0,0,0.1,0.1,0.4,8,0,50,60,83.3,5,59,17,1,2,Match Report
2018-2019,2018-11-08,Thu,Europa Lg,Group stage,Away,W 1–0,eng Chelsea,by BATE Borisov,N,"RW,LW",29,0,0,0,0,1,0,0,0,23,4,0,0,2,0.0,0.0,0.1,2,0,17,19,89.5,2,15,8,1,1,Match Report
2018-2019,2018-11-11,Sun,Premier League,Matchweek 12,Home,D 0–0,Chelsea,Everton,Y,RW,67,0,0,0,0,1,0,0,0,52,18,2,0,0,0.1,0.1,0.0,3,0,33,44,75.0,4,34,5,0,1,Match Report
2018-2019,2018-11-16,Fri,Friendlies (M),Friendlies (M),Home,W 1–0,br Brazil,uy Uruguay,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2018-2019,2018-11-20,Tue,Friendlies (M),Friendlies (M),Home,W 1–0,br Brazil,cm Cameroon,Y,FW,67,0,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
2018-2019,2018-11-24,Sat,Premier League,Matchweek 13,Away,L 1–3,Chelsea,Tottenham,Y,"RW,LW",75,0,0,0,0,3,0,0,0,69,10,3,0,1,0.3,0.3,0.2,3,0,38,51,74.5,7,55,10,3,3,Match Report
2018-2019,2018-11-29,Thu,Europa Lg,Group stage,Home,W 4–0,eng Chelsea,gr PAOK,N,"LW,RW",25,0,0,0,0,2,1,0,0,18,2,0,0,0,0.1,0.1,0.1,2,0,11,14,78.6,1,17,5,0,2,Match Report
2018-2019,2018-12-02,Sun,Premier League,Matchweek 14,Home,W 2–0,Chelsea,Fulham,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2018-2019,2018-12-05,Wed,Premier League,Matchweek 15,Away,L 1–2,Chelsea,Wolves,Y,RW,64,0,0,0,0,3,1,0,0,51,12,0,2,0,0.6,0.6,0.0,1,0,28,37,75.7,4,40,5,0,2,Match Report
2018-2019,2018-12-08,Sat,Premier League,Matchweek 16,Home,W 2–0,Chelsea,Manchester City,Y,LW,74,0,0,0,0,2,2,0,0,28,19,1,0,0,0.1,0.1,0.0,2,0,13,20,65.0,1,22,4,1,1,Match Report
2018-2019,2018-12-13,Thu,Europa Lg,Group stage,Away,D 2–2,eng Chelsea,hu Vidi,Y,LW,55,1,0,0,0,3,1,0,0,67,6,0,1,1,0.2,0.2,0.0,6,2,45,57,78.9,2,54,17,5,6,Match Report
2018-2019,2018-12-16,Sun,Premier League,Matchweek 17,Away,W 2–1,Chelsea,Brighton,Y,LW,90,0,1,0,0,1,0,0,0,56,15,2,1,1,0.1,0.1,0.4,5,1,38,46,82.6,2,30,5,0,1,Match Report
2018-2019,2018-12-19,Wed,EFL Cup,Quarter-finals,Home,W 1–0,Chelsea,Bournemouth,Y,FW,54,0,0,0,0,4,2,0,0,,,,0,,,,,,,,,,,,,,,Match Report
2018-2019,2018-12-22,Sat,Premier League,Matchweek 18,Home,L 0–1,Chelsea,Leicester City,Y,LW,60,0,0,0,0,2,2,0,0,55,15,3,0,0,0.1,0.1,0.2,5,0,34,45,75.6,1,44,8,1,2,Match Report
2018-2019,2018-12-26,Wed,Premier League,Matchweek 19,Away,W 2–1,Chelsea,Watford,Y,"LW,RW",90,0,0,0,0,3,1,0,0,85,40,4,0,1,0.5,0.5,0.2,4,0,58,68,85.3,8,73,11,3,5,Match Report
2018-2019,2018-12-30,Sun,Premier League,Matchweek 20,Away,W 1–0,Chelsea,Crystal Palace,Y,"RW,LW",81,0,0,0,0,3,2,0,0,68,17,0,0,0,0.1,0.1,0.2,6,0,47,59,79.7,6,61,7,2,2,Match Report
