Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att_Passes,Cmp%,Prog_Passes,Carries,Prog_2_Carries,Succ,Att_2_Dribbles,Match Report
2018-2019,2018-07-26,Thu,Europa Lg,Second qualifying round,Away,D 1–1,eng Burnley,sco Aberdeen,Y,LW,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
2018-2019,2018-08-02,Thu,Europa Lg,Second qualifying round,Home,W 3–1,eng Burnley,sco Aberdeen,Y,LM,86,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
2018-2019,2018-08-09,Thu,Europa Lg,Third qualifying round,Away,D 0–0,eng Burnley,tr Başakşehir,N,,13,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,,,,Match Report
2018-2019,2018-08-12,Sun,Premier League,Matchweek 1,Away,D 0–0,Burnley,Southampton,Y,RM,90,0,0,0,0,1,1,0,0,32,16,3,0,1,0.3,0.3,0.0,1,0,19,27,70.4,3,26,1,0,1,Match Report
2018-2019,2018-08-16,Thu,Europa Lg,Third qualifying round,Home,W 1–0,eng Burnley,tr Başakşehir,Y,CM,57,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
2018-2019,2018-08-19,Sun,Premier League,Matchweek 2,Home,L 1–3,Burnley,Watford,Y,"RM,LM",90,0,0,0,0,0,0,0,0,26,20,1,1,1,0.0,0.0,0.0,0,0,15,20,75.0,1,17,2,0,1,Match Report
2018-2019,2018-08-23,Thu,Europa Lg,Play-off Round,Away,L 1–3,eng Burnley,gr Olympiacos,N,"LM,LB",25,0,0,0,0,0,0,0,0,3,2,1,0,1,0.0,0.0,0.0,0,0,1,1,100.0,0,2,0,0,0,Match Report
2018-2019,2018-08-26,Sun,Premier League,Matchweek 3,Away,L 2–4,Burnley,Fulham,Y,RM,90,0,0,0,0,0,0,0,0,25,18,0,0,2,0.0,0.0,0.1,2,0,15,20,75.0,2,23,5,1,1,Match Report
2018-2019,2018-08-30,Thu,Europa Lg,Play-off Round,Home,D 1–1,eng Burnley,gr Olympiacos,Y,RM,74,0,0,0,0,0,0,0,0,33,8,1,0,0,0.0,0.0,0.0,0,0,20,23,87.0,2,26,4,0,2,Match Report
2018-2019,2018-09-02,Sun,Premier League,Matchweek 4,Home,L 0–2,Burnley,Manchester Utd,Y,RW,90,0,0,0,0,0,0,0,0,31,20,0,1,1,0.0,0.0,0.0,2,0,19,26,73.1,1,26,5,1,2,Match Report
2018-2019,2018-09-16,Sun,Premier League,Matchweek 5,Away,L 0–1,Burnley,Wolves,Y,RM,90,0,0,0,0,0,0,0,0,23,12,2,1,1,0.0,0.0,0.0,2,0,12,16,75.0,1,18,2,2,2,Match Report
2018-2019,2018-09-22,Sat,Premier League,Matchweek 6,Home,W 4–0,Burnley,Bournemouth,Y,LW,90,1,1,0,0,2,1,0,0,45,25,5,1,5,0.1,0.1,0.2,3,1,25,31,80.6,2,29,9,1,1,Match Report
2018-2019,2018-09-25,Tue,EFL Cup,Third round,Away,L 1–2,Burnley,Burton Albion,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2018-2019,2018-09-30,Sun,Premier League,Matchweek 7,Away,W 2–1,Burnley,Cardiff City,Y,LW,90,0,0,0,0,0,0,1,0,29,13,2,1,1,0.0,0.0,0.0,0,0,12,19,63.2,1,22,1,2,3,Match Report
2018-2019,2018-10-06,Sat,Premier League,Matchweek 8,Home,D 1–1,Burnley,Huddersfield,Y,LW,90,0,0,0,0,0,0,0,0,32,4,2,1,3,0.0,0.0,0.1,2,0,12,19,63.2,1,20,3,0,1,Match Report
2018-2019,2018-10-20,Sat,Premier League,Matchweek 9,Away,L 0–5,Burnley,Manchester City,Y,LM,68,0,0,0,0,1,0,0,0,19,19,1,0,0,0.0,0.0,0.0,1,0,12,15,80.0,1,15,3,0,1,Match Report
2018-2019,2018-11-03,Sat,Premier League,Matchweek 11,Away,L 2–4,Burnley,West Ham,Y,LW,74,0,0,0,0,0,0,0,0,28,18,3,0,3,0.0,0.0,0.0,1,0,15,18,83.3,0,15,3,0,0,Match Report
2018-2019,2018-11-10,Sat,Premier League,Matchweek 12,Away,D 0–0,Burnley,Leicester City,Y,RM,90,0,0,0,0,0,0,0,0,27,16,3,0,2,0.0,0.0,0.0,2,0,12,19,63.2,0,15,1,1,1,Match Report
