Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att_Passes,Cmp%,Prog_Passes,Carries,Prog_2_Carries,Succ,Att_2_Dribbles,Match Report
2018-2019,2018-08-27,Mon,Premier League,Matchweek 3,Home,L 0–3,Manchester Utd,Tottenham,Y*,RM,90,0,0,0,0,1,0,1,0,77,17,2,0,5,0.0,0.0,0.2,6,0,51,66,77.3,12,49,10,1,2,Match Report
2018-2019,2018-09-02,Sun,Premier League,Matchweek 4,Away,W 2–0,Manchester Utd,Burnley,Y*,RB,90,0,0,0,0,0,0,0,0,59,15,2,2,1,0.0,0.0,0.4,4,0,46,53,86.8,5,46,4,1,1,Match Report
2018-2019,2018-09-15,Sat,Premier League,Matchweek 5,Away,W 2–1,Manchester Utd,Watford,Y*,RB,89,0,0,0,0,0,0,1,0,67,3,4,2,0,0.0,0.0,0.0,2,0,52,62,83.9,3,45,7,0,0,Match Report
2018-2019,2018-09-22,Sat,Premier League,Matchweek 6,Home,D 1–1,Manchester Utd,Wolves,Y*,RB,90,0,0,0,0,0,0,0,0,71,14,1,2,1,0.0,0.0,0.0,0,0,60,68,88.2,4,52,10,0,0,Match Report
2018-2019,2018-10-02,Tue,Champions Lg,Group stage,Home,D 0–0,eng Manchester Utd,es Valencia,Y*,RB,90,0,0,0,0,0,0,0,0,75,16,3,2,2,0.0,0.0,0.0,2,0,57,67,85.1,5,48,7,0,0,Match Report
2018-2019,2018-11-15,Thu,Friendlies (M),Friendlies (M),Away,W 2–0,ec Ecuador,pe Peru,Y,FW,80,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
2018-2019,2018-11-24,Sat,Premier League,Matchweek 13,Home,D 0–0,Manchester Utd,Crystal Palace,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2018-2019,2018-11-27,Tue,Champions Lg,Group stage,Home,W 1–0,eng Manchester Utd,ch Young Boys,Y*,RB,71,0,0,0,0,0,0,1,0,58,14,2,0,0,0.0,0.0,0.1,1,0,41,49,83.7,2,34,4,0,2,Match Report
2018-2019,2018-12-05,Wed,Premier League,Matchweek 15,Home,D 2–2,Manchester Utd,Arsenal,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2018-2019,2018-12-12,Wed,Champions Lg,Group stage,Away,L 1–2,eng Manchester Utd,es Valencia,Y*,RB,90,0,0,0,0,0,0,1,0,88,9,1,4,2,0.0,0.0,0.2,2,0,61,73,83.6,5,71,10,2,2,Match Report
2018-2019,2018-12-16,Sun,Premier League,Matchweek 17,Away,L 1–3,Manchester Utd,Liverpool,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2018-2019,2019-01-02,Wed,Premier League,Matchweek 21,Away,W 2–0,Manchester Utd,Newcastle Utd,Y*,RB,90,0,0,0,0,0,0,0,0,68,26,1,0,7,0.0,0.0,0.0,0,0,50,56,89.3,0,39,1,1,2,Match Report
2018-2019,2019-03-21,Thu,Friendlies (M),Friendlies (M),Away,L 0–1,ec Ecuador,us United States,Y,FW,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
2018-2019,2019-03-26,Tue,Friendlies (M),Friendlies (M),Away,D 0–0,ec Ecuador,hn Honduras,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2018-2019,2019-05-12,Sun,Premier League,Matchweek 38,Home,L 0–2,Manchester Utd,Cardiff City,N,RB,17,0,0,0,0,1,0,0,0,18,2,0,0,0,0.0,0.0,0.1,1,0,16,16,100.0,0,14,3,0,0,Match Report
2018-2019,2019-06-01,Sat,Friendlies (M),Friendlies (M),Away,D 1–1,ec Ecuador,ve Venezuela,Y,AM,68,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
2018-2019,2019-06-09,Sun,Friendlies (M),Friendlies (M),Away,L 2–3,ec Ecuador,mx Mexico,N,,45,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
2018-2019,2019-06-16,Sun,Copa América,Group stage,Neutral,L 0–4,ec Ecuador,uy Uruguay,Y,AM,90,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,Match Report
2018-2019,2019-06-21,Fri,Copa América,Group stage,Neutral,L 1–2,ec Ecuador,cl Chile,N,,31,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,Match Report
2018-2019,2019-06-24,Mon,Copa América,Group stage,Neutral,D 1–1,ec Ecuador,jp Japan,N,,8,0,0,0,0,0,0,1,0,,,,0,,,,,,,,,,,,,,,Match Report
