League,Season,Round,Wk,Day,Date,Time,HomeTeam,xG_Home,xG_Away,AwayTeam,Attendance,Venue,Referee,Match Report,HomeScore,AwayScore
Bundesliga,2018-2019,Regular Season,32,Sat,2019-05-04,15:30,Wolfsburg,1.4,0.6,Nürnberg,22512,Volkswagen Arena,Daniel Siebert,https://fbref.com/en/matches/4f155066/Wolfsburg-Nurnberg-May-4-2019-Bundesliga,2,0
Bundesliga,2018-2019,Regular Season,32,Sat,2019-05-04,15:30,Hertha BSC,2.3,1.4,Stuttgart,48668,Olympiastadion Berlin,Daniel Schlager,https://fbref.com/en/matches/0e59cb2d/Hertha-BSC-Stuttgart-May-4-2019-Bundesliga,3,1
Bundesliga,2018-2019,Regular Season,32,Sat,2019-05-04,18:30,Werder Bremen,1.0,2.1,Dortmund,42100,Weserstadion,Marco Fritz,https://fbref.com/en/matches/5fad6240/Werder-Bremen-Dortmund-May-4-2019-Bundesliga,2,2
Bundesliga,2018-2019,Regular Season,32,Sun,2019-05-05,13:30,Schalke 04,1.4,0.3,Augsburg,59841,Veltins-Arena,Manuel Gräfe,https://fbref.com/en/matches/8459bd0f/Schalke-04-Augsburg-May-5-2019-Bundesliga,0,0
Bundesliga,2018-2019,Regular Season,32,Sun,2019-05-05,15:30,Freiburg,1.0,0.8,Düsseldorf,24000,Schwarzwald-Stadion,Tobias Welz,https://fbref.com/en/matches/576fdefd/Freiburg-Dusseldorf-May-5-2019-Bundesliga,1,1
Bundesliga,2018-2019,Regular Season,32,Sun,2019-05-05,18:00,Leverkusen,2.8,0.1,Eint Frankfurt,30210,BayArena,Robert Hartmann,https://fbref.com/en/matches/fa611375/Bayer-Leverkusen-Eintracht-Frankfurt-May-5-2019-Bundesliga,6,1
Bundesliga,2018-2019,Regular Season,33,Sat,2019-05-11,15:30,Hannover 96,1.8,0.6,Freiburg,38100,HDI-Arena,Robert Hartmann,https://fbref.com/en/matches/448e24e4/Hannover-96-Freiburg-May-11-2019-Bundesliga,3,0
Bundesliga,2018-2019,Regular Season,33,Sat,2019-05-11,15:30,Leverkusen,1.8,1.4,Schalke 04,30210,BayArena,Deniz Aytekin,https://fbref.com/en/matches/48fa50ac/Bayer-Leverkusen-Schalke-04-May-11-2019-Bundesliga,1,1
Bundesliga,2018-2019,Regular Season,33,Sat,2019-05-11,15:30,Augsburg,1.3,2.5,Hertha BSC,29307,WWK Arena,Guido Winkmann,https://fbref.com/en/matches/cd823be3/Augsburg-Hertha-BSC-May-11-2019-Bundesliga,3,4
Bundesliga,2018-2019,Regular Season,33,Sat,2019-05-11,15:30,Stuttgart,0.7,0.5,Wolfsburg,54068,Mercedes-Benz Arena,Felix Brych,https://fbref.com/en/matches/c80aada7/Stuttgart-Wolfsburg-May-11-2019-Bundesliga,3,0
Bundesliga,2018-2019,Regular Season,33,Sat,2019-05-11,15:30,RB Leipzig,0.6,1.3,Bayern Munich,41939,Red Bull Arena,Manuel Gräfe,https://fbref.com/en/matches/8e8124ef/RB-Leipzig-Bayern-Munich-May-11-2019-Bundesliga,0,0
Bundesliga,2018-2019,Regular Season,33,Sat,2019-05-11,15:30,Nürnberg,0.8,2.0,M'Gladbach,50000,Max-Morlock-Stadion,Frank Willenborg,https://fbref.com/en/matches/02703856/Nurnberg-Monchengladbach-May-11-2019-Bundesliga,0,4
Bundesliga,2018-2019,Regular Season,33,Sat,2019-05-11,15:30,Hoffenheim,2.3,0.8,Werder Bremen,30150,PreZero Arena,Bastian Dankert,https://fbref.com/en/matches/26c4d0d9/Hoffenheim-Werder-Bremen-May-11-2019-Bundesliga,0,1
Bundesliga,2018-2019,Regular Season,33,Sat,2019-05-11,15:30,Dortmund,1.2,1.4,Düsseldorf,81365,Signal Iduna Park,Tobias Stieler,https://fbref.com/en/matches/dde5d4cc/Dortmund-Dusseldorf-May-11-2019-Bundesliga,3,2
Bundesliga,2018-2019,Regular Season,33,Sun,2019-05-12,18:00,Eint Frankfurt,1.3,1.1,Mainz 05,51500,Commerzbank-Arena,Harm Osmers,https://fbref.com/en/matches/70050a84/Eintracht-Frankfurt-Mainz-05-May-12-2019-Bundesliga,0,2
Bundesliga,2018-2019,Regular Season,34,Sat,2019-05-18,15:30,Mainz 05,2.7,1.5,Hoffenheim,28305,Opel Arena,Deniz Aytekin,https://fbref.com/en/matches/947b6749/Mainz-05-Hoffenheim-May-18-2019-Bundesliga,4,2
Bundesliga,2018-2019,Regular Season,34,Sat,2019-05-18,15:30,M'Gladbach,0.5,2.0,Dortmund,54022,Stadion im Borussia-Park,Manuel Gräfe,https://fbref.com/en/matches/d1f02acc/Monchengladbach-Dortmund-May-18-2019-Bundesliga,0,2
Bundesliga,2018-2019,Regular Season,34,Sat,2019-05-18,15:30,Werder Bremen,1.0,1.6,RB Leipzig,42100,Weserstadion,Felix Brych,https://fbref.com/en/matches/d2f0564b/Werder-Bremen-RB-Leipzig-May-18-2019-Bundesliga,2,1
Bundesliga,2018-2019,Regular Season,34,Sat,2019-05-18,15:30,Bayern Munich,4.3,0.8,Eint Frankfurt,75000,Allianz Arena,Sascha Stegemann,https://fbref.com/en/matches/1721a767/Bayern-Munich-Eintracht-Frankfurt-May-18-2019-Bundesliga,5,1
Bundesliga,2018-2019,Regular Season,34,Sat,2019-05-18,15:30,Düsseldorf,2.0,1.0,Hannover 96,50000,Merkur Spielarena,Benjamin Cortus,https://fbref.com/en/matches/529ae2fe/Dusseldorf-Hannover-96-May-18-2019-Bundesliga,2,1
Bundesliga,2018-2019,Regular Season,34,Sat,2019-05-18,15:30,Wolfsburg,2.5,0.7,Augsburg,24456,Volkswagen Arena,Felix Zwayer,https://fbref.com/en/matches/e2891005/Wolfsburg-Augsburg-May-18-2019-Bundesliga,8,1
Bundesliga,2018-2019,Regular Season,34,Sat,2019-05-18,15:30,Freiburg,1.2,0.9,Nürnberg,24000,Schwarzwald-Stadion,Markus Schmidt,https://fbref.com/en/matches/ead1544a/Freiburg-Nurnberg-May-18-2019-Bundesliga,5,1
Bundesliga,2018-2019,Regular Season,34,Sat,2019-05-18,15:30,Schalke 04,0.8,1.0,Stuttgart,61676,Veltins-Arena,Robert Schröder,https://fbref.com/en/matches/4b3124e4/Schalke-04-Stuttgart-May-18-2019-Bundesliga,0,0
Bundesliga,2018-2019,Regular Season,34,Sat,2019-05-18,15:30,Hertha BSC,1.3,2.0,Leverkusen,59287,Olympiastadion Berlin,Marco Fritz,https://fbref.com/en/matches/1ccb7f2a/Hertha-BSC-Bayer-Leverkusen-May-18-2019-Bundesliga,1,5
Bundesliga,2018-2019,German 1/2 Relegation/Promotion Playoffs,,Thu,2019-05-23,20:30,Stuttgart,,,Union Berlin,58619,Mercedes-Benz Arena,,Match Report,2,2
Bundesliga,2018-2019,German 1/2 Relegation/Promotion Playoffs,,Mon,2019-05-27,20:30,Union Berlin,,,Stuttgart,22012,Stadion An der Alten Försterei,,Match Report,0,0
