League,Season,Wk,Day,Date,Time,HomeTeam,xG_Home,xG_Away,AwayTeam,Attendance,Venue,Referee,Match Report,HomeScore,AwayScore
SerieA,2019-2020,1,Sat,2019-08-24,18:00,Parma,0.4,1.3,Juventus,20073,Stadio Ennio Tardini,Fabio Maresca,https://fbref.com/en/matches/2b01c68a/Parma-Juventus-August-24-2019-Serie-A,0,1
SerieA,2019-2020,1,Sat,2019-08-24,20:45,Fiorentina,1.7,2.0,Napoli,33614,Stadio Artemio Franchi,Davide Massa,https://fbref.com/en/matches/de16a772/Fiorentina-Napoli-August-24-2019-Serie-A,3,4
SerieA,2019-2020,1,Sun,2019-08-25,18:00,Udinese,0.9,0.4,Milan,24584,Dacia Arena,Fabrizio Pasqua,https://fbref.com/en/matches/5d32941f/Udinese-Milan-August-25-2019-Serie-A,1,0
SerieA,2019-2020,1,Sun,2019-08-25,20:45,Torino,1.2,1.5,Sassuolo,16536,Stadio Olimpico di Torino,Maurizio Mariani,https://fbref.com/en/matches/6237b77f/Torino-Sassuolo-August-25-2019-Serie-A,2,1
SerieA,2019-2020,1,Sun,2019-08-25,20:45,SPAL,1.6,1.7,Atalanta,11706,Stadio Paolo Mazza,Gianluca Manganiello,https://fbref.com/en/matches/0326af7e/SPAL-Atalanta-August-25-2019-Serie-A,2,3
SerieA,2019-2020,1,Sun,2019-08-25,20:45,Roma,1.9,1.3,Genoa,38779,Stadio Olimpico,Giampaolo Calvarese,https://fbref.com/en/matches/3ac8069d/Roma-Genoa-August-25-2019-Serie-A,3,3
SerieA,2019-2020,1,Sun,2019-08-25,20:45,Hellas Verona,0.2,1.6,Bologna,16324,Stadio Marc'Antonio Bentegodi,Antonio Giua,https://fbref.com/en/matches/a8b82bb0/Hellas-Verona-Bologna-August-25-2019-Serie-A,1,1
SerieA,2019-2020,1,Sun,2019-08-25,20:45,Cagliari,1.0,1.5,Brescia,16099,Sardegna Arena,Eugenio Abbattista,https://fbref.com/en/matches/fb06cc65/Cagliari-Brescia-August-25-2019-Serie-A,0,1
SerieA,2019-2020,1,Sun,2019-08-25,20:45,Sampdoria,0.8,2.3,Lazio,19500,Stadio Comunale Luigi Ferraris,Gianluca Rocchi,https://fbref.com/en/matches/de72f334/Sampdoria-Lazio-August-25-2019-Serie-A,0,3
SerieA,2019-2020,1,Mon,2019-08-26,20:45,Inter,1.7,0.7,Lecce,64188,Stadio Giuseppe Meazza,Federico La Penna,https://fbref.com/en/matches/813ea7be/Internazionale-Lecce-August-26-2019-Serie-A,4,0
SerieA,2019-2020,2,Fri,2019-08-30,20:45,Bologna,2.8,0.7,SPAL,25086,Stadio Renato Dall'Ara,Marco Di Bello,https://fbref.com/en/matches/ba549b1e/Bologna-SPAL-August-30-2019-Serie-A,1,0
SerieA,2019-2020,2,Sat,2019-08-31,18:00,Milan,1.5,0.6,Brescia,56691,Stadio Giuseppe Meazza,Rosario Abisso,https://fbref.com/en/matches/27c01148/Milan-Brescia-August-31-2019-Serie-A,1,0
SerieA,2019-2020,2,Sat,2019-08-31,20:45,Juventus,1.4,1.4,Napoli,39203,Allianz Stadium,Daniele Orsato,https://fbref.com/en/matches/14afe9c6/Juventus-Napoli-August-31-2019-Serie-A,4,3
SerieA,2019-2020,2,Sun,2019-09-01,18:00,Lazio,1.9,1.3,Roma,52000,Stadio Olimpico,Marco Guida,https://fbref.com/en/matches/5f3fe07d/Lazio-Roma-September-1-2019-Serie-A,1,1
SerieA,2019-2020,2,Sun,2019-09-01,20:45,Atalanta,2.0,1.1,Torino,8182,Stadio Ennio Tardini,Daniele Doveri,https://fbref.com/en/matches/e55b020e/Atalanta-Torino-September-1-2019-Serie-A,2,3
SerieA,2019-2020,2,Sun,2019-09-01,20:45,Cagliari,0.4,1.5,Inter,16412,Sardegna Arena,Fabio Maresca,https://fbref.com/en/matches/5dba4b71/Cagliari-Internazionale-September-1-2019-Serie-A,1,2
