Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,Match Report
2016-2017,2016-08-20,Sat,League One,Matchweek 4,Away,L 1–3,Coventry City,Bradford City,Y,,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
2016-2017,2016-08-23,Tue,EFL Cup,Second round,Away,L 1–6,Coventry City,Norwich City,Y,FW,66,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,Match Report
2016-2017,2016-08-27,Sat,League One,Matchweek 5,Home,D 1–1,Coventry City,Northampton,Y,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
2016-2017,2016-09-03,Sat,League One,Matchweek 6,Away,L 0–2,Coventry City,Fleetwood Town,Y,,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
2016-2017,2016-09-10,Sat,League One,Matchweek 7,Away,D 1–1,Coventry City,Millwall,N,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
2016-2017,2016-09-17,Sat,League One,Matchweek 8,Home,D 0–0,Coventry City,Oldham Athletic,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2016-09-24,Sat,League One,Matchweek 9,Away,L 1–2,Coventry City,Gillingham,N,,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
2016-2017,2016-09-28,Wed,League One,Matchweek 10,Home,D 2–2,Coventry City,AFC Wimbledon,N,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
2016-2017,2016-10-01,Sat,League One,Matchweek 11,Away,W 2–0,Coventry City,Port Vale,Y,,73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
2016-2017,2016-10-15,Sat,League One,Matchweek 13,Away,L 0–3,Coventry City,Charlton Ath,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2016-10-18,Tue,League One,Matchweek 14,Home,W 2–1,Coventry City,Oxford United,Y,,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
2016-2017,2016-10-22,Sat,League One,Matchweek 15,Home,W 2–0,Coventry City,Rochdale,Y,,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
2016-2017,2016-10-29,Sat,League One,Matchweek 16,Away,D 1–1,Coventry City,Walsall,Y,,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
2016-2017,2016-11-01,Tue,League One,Matchweek 12,Home,W 2–0,Coventry City,Chesterfield,Y,,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
2016-2017,2016-11-12,Sat,League One,Matchweek 17,Home,L 0–1,Coventry City,Scunthorpe Utd,Y,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
2016-2017,2016-11-19,Sat,League One,Matchweek 18,Away,L 1–4,Coventry City,Oxford United,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2016-11-22,Tue,League One,Matchweek 19,Away,L 0–1,Coventry City,Bolton,Y,,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
2016-2017,2016-11-26,Sat,League One,Matchweek 20,Home,L 1–2,Coventry City,MK Dons,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2016-12-04,Sun,FA Cup,Second round,Away,L 0–4,Coventry City,Cambridge Utd,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2016-12-10,Sat,League One,Matchweek 21,Away,L 1–3,Coventry City,Southend United,Y,,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
2016-2017,2016-12-15,Thu,League One,Matchweek 22,Home,L 1–2,Coventry City,Sheffield Utd,Y,,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
2016-2017,2016-12-26,Mon,League One,Matchweek 23,Away,L 1–4,Coventry City,Bristol Rovers,N,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
2016-2017,2016-12-31,Sat,League One,Matchweek 24,Away,D 1–1,Coventry City,P'borough Utd,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2017-02-18,Sat,FA Cup,Fifth round,Home,L 0–1,Burnley,Lincoln City,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2017-02-25,Sat,Premier League,Matchweek 26,Away,D 1–1,Burnley,Hull City,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2017-03-04,Sat,Premier League,Matchweek 27,Away,L 2–3,Burnley,Swansea City,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2017-03-12,Sun,Premier League,Matchweek 28,Away,L 1–2,Burnley,Liverpool,N,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
2016-2017,2017-04-04,Tue,Premier League,Matchweek 31,Home,W 1–0,Burnley,Stoke City,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2017-04-08,Sat,Premier League,Matchweek 32,Away,D 0–0,Burnley,Middlesbrough,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2017-04-15,Sat,Premier League,Matchweek 33,Away,L 1–3,Burnley,Everton,N,,8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Match Report
2016-2017,2017-04-23,Sun,Premier League,Matchweek 34,Home,L 0–2,Burnley,Manchester Utd,N,,16,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,Match Report
2016-2017,2017-05-21,Sun,Premier League,Matchweek 38,Home,L 1–2,Burnley,West Ham,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
