Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,Match Report
2016-2017,2016-08-13,Sat,Premier League,Matchweek 1,Home,D 1–1,Middlesbrough,Stoke City,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2016-08-21,Sun,Premier League,Matchweek 2,Away,W 2–1,Middlesbrough,Sunderland,Y,AM,90,2,0,0,0,2,2,0,0,2,2,0,1,2,2,0,0,0,Match Report
2016-2017,2016-08-24,Wed,EFL Cup,Second round,Away,L 1–2,Middlesbrough,Fulham,N,,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
2016-2017,2016-08-28,Sun,Premier League,Matchweek 3,Away,D 0–0,Middlesbrough,West Brom,Y,AM,89,0,0,0,0,1,1,0,0,0,2,1,2,2,0,0,0,0,Match Report
2016-2017,2016-09-01,Thu,WCQ,WCQ — CONMEBOL (M),Away,L 0–1,uy Uruguay,ar Argentina,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2016-09-06,Tue,WCQ,WCQ — CONMEBOL (M),Home,W 4–0,uy Uruguay,py Paraguay,N,,19,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2016-2017,2016-09-10,Sat,Premier League,Matchweek 4,Home,L 1–2,Middlesbrough,Crystal Palace,Y,AM,80,0,0,0,0,0,0,0,0,0,2,1,2,2,0,0,0,0,Match Report
2016-2017,2016-09-24,Sat,Premier League,Matchweek 6,Home,L 1–2,Middlesbrough,Tottenham,Y,AM,90,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,Match Report
2016-2017,2016-10-01,Sat,Premier League,Matchweek 7,Away,D 1–1,Middlesbrough,West Ham,Y,DM,90,1,0,0,0,1,1,1,0,3,3,0,5,4,1,0,0,0,Match Report
2016-2017,2016-10-06,Thu,WCQ,WCQ — CONMEBOL (M),Home,W 3–0,uy Uruguay,ve Venezuela,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2016-10-11,Tue,WCQ,WCQ — CONMEBOL (M),Away,D 2–2,uy Uruguay,co Colombia,N,,21,0,1,0,0,,,0,0,,,,,,,0,,,Match Report
2016-2017,2016-10-16,Sun,Premier League,Matchweek 8,Home,L 0–1,Middlesbrough,Watford,Y,AM,68,0,0,0,0,1,0,1,0,2,1,0,1,0,0,0,0,0,Match Report
2016-2017,2016-10-22,Sat,Premier League,Matchweek 9,Away,D 0–0,Middlesbrough,Arsenal,N,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
2016-2017,2016-11-05,Sat,Premier League,Matchweek 11,Away,D 1–1,Middlesbrough,Manchester City,N,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Match Report
2016-2017,2016-11-10,Thu,WCQ,WCQ — CONMEBOL (M),Home,W 2–1,uy Uruguay,ec Ecuador,Y,,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2016-2017,2016-11-15,Tue,WCQ,WCQ — CONMEBOL (M),Away,L 1–3,uy Uruguay,cl Chile,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2016-11-26,Sat,Premier League,Matchweek 13,Away,D 2–2,Middlesbrough,Leicester City,N,,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Match Report
2016-2017,2016-12-05,Mon,Premier League,Matchweek 14,Home,W 1–0,Middlesbrough,Hull City,N,,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Match Report
2016-2017,2016-12-11,Sun,Premier League,Matchweek 15,Away,L 0–1,Middlesbrough,Southampton,Y,FW,80,0,0,0,0,3,0,0,0,1,2,0,3,4,0,0,0,0,Match Report
2016-2017,2016-12-26,Mon,Premier League,Matchweek 18,Away,L 0–1,Middlesbrough,Burnley,Y,FW,85,0,0,0,0,3,1,0,0,1,2,0,1,0,2,0,0,0,Match Report
2016-2017,2016-12-31,Sat,Premier League,Matchweek 19,Away,L 1–2,Middlesbrough,Manchester Utd,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2017-01-02,Mon,Premier League,Matchweek 20,Home,D 0–0,Middlesbrough,Leicester City,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2017-01-08,Sun,FA Cup,Third round,Home,W 3–0,Middlesbrough,Sheffield Weds,Y,,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2016-2017,2017-01-14,Sat,Premier League,Matchweek 21,Away,D 0–0,Middlesbrough,Watford,Y,FW,64,0,0,0,0,1,0,0,0,0,2,1,3,2,0,0,0,0,Match Report
2016-2017,2017-01-21,Sat,Premier League,Matchweek 22,Home,L 1–3,Middlesbrough,West Ham,Y,FW,79,1,0,0,0,1,1,0,0,1,2,0,3,0,0,0,0,0,Match Report
2016-2017,2017-01-28,Sat,FA Cup,Fourth round,Home,W 1–0,Middlesbrough,Acc'ton Stanley,N,,21,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2016-2017,2017-01-31,Tue,Premier League,Matchweek 23,Home,D 1–1,Middlesbrough,West Brom,Y,FW,68,0,0,0,0,2,1,0,0,2,4,0,1,1,0,0,0,0,Match Report
2016-2017,2017-02-04,Sat,Premier League,Matchweek 24,Away,L 0–1,Middlesbrough,Tottenham,N,,29,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,Match Report
2016-2017,2017-02-11,Sat,Premier League,Matchweek 25,Home,D 0–0,Middlesbrough,Everton,Y,FW,66,0,0,0,0,3,2,0,0,1,1,0,0,1,1,0,0,0,Match Report
2016-2017,2017-02-18,Sat,FA Cup,Fifth round,Home,W 3–2,Middlesbrough,Oxford United,N,,19,1,0,0,0,,,0,0,,,,,,,0,,,Match Report
2016-2017,2017-02-25,Sat,Premier League,Matchweek 26,Away,L 0–1,Middlesbrough,Crystal Palace,Y,FW,78,0,0,0,0,2,1,0,0,2,1,0,1,1,0,0,0,0,Match Report
2016-2017,2017-03-04,Sat,Premier League,Matchweek 27,Away,L 0–2,Middlesbrough,Stoke City,N,,45,0,0,0,0,1,0,0,0,2,1,0,0,3,0,0,0,0,Match Report
2016-2017,2017-03-11,Sat,FA Cup,Quarter-finals,Home,L 0–2,Middlesbrough,Manchester City,Y,,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2016-2017,2017-03-19,Sun,Premier League,Matchweek 29,Home,L 1–3,Middlesbrough,Manchester Utd,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2017-03-23,Thu,WCQ,WCQ — CONMEBOL (M),Home,L 1–4,uy Uruguay,br Brazil,N,,33,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2016-2017,2017-03-28,Tue,WCQ,WCQ — CONMEBOL (M),Away,L 1–2,uy Uruguay,pe Peru,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2017-04-02,Sun,Premier League,Matchweek 30,Away,D 0–0,Middlesbrough,Swansea City,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2017-04-05,Wed,Premier League,Matchweek 31,Away,L 2–4,Middlesbrough,Hull City,N,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
2016-2017,2017-04-08,Sat,Premier League,Matchweek 32,Home,D 0–0,Middlesbrough,Burnley,Y,FW,57,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Match Report
2016-2017,2017-04-22,Sat,Premier League,Matchweek 34,Away,L 0–4,Middlesbrough,Bournemouth,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2017-04-26,Wed,Premier League,Matchweek 28,Home,W 1–0,Middlesbrough,Sunderland,Y,FW,90,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,Match Report
2016-2017,2017-04-30,Sun,Premier League,Matchweek 35,Home,D 2–2,Middlesbrough,Manchester City,Y,FW,72,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0,0,Match Report
2016-2017,2017-05-13,Sat,Premier League,Matchweek 37,Home,L 1–2,Middlesbrough,Southampton,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
