Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,Match Report
2016-2017,2016-07-03,Sun,UEFA Euro,Quarter-finals,Home,W 5–2,fr France,is Iceland,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2016-07-07,Thu,UEFA Euro,Semi-finals,Away,W 2–0,fr France,de Germany,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2016-07-10,Sun,UEFA Euro,Final,Away,L 0–1,fr France,pt Portugal,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2016-08-07,Sun,Community Shield,FA Community Shield,Away,W 2–1,Manchester Utd,Leicester City,N,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
2016-2017,2016-08-14,Sun,Premier League,Matchweek 1,Away,W 3–1,Manchester Utd,Bournemouth,N,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
2016-2017,2016-08-19,Fri,Premier League,Matchweek 2,Home,W 2–0,Manchester Utd,Southampton,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2016-08-27,Sat,Premier League,Matchweek 3,Away,W 1–0,Manchester Utd,Hull City,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2016-09-10,Sat,Premier League,Matchweek 4,Home,L 1–2,Manchester Utd,Manchester City,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2016-09-15,Thu,Europa Lg,Group stage,Away,L 0–1,eng Manchester Utd,nl Feyenoord,Y,DM,90,0,0,0,0,0,0,0,0,0,1,0,0,2,4,0,0,0,Match Report
2016-2017,2016-09-21,Wed,EFL Cup,Third round,Away,W 3–1,Manchester Utd,Northampton,Y,CM,72,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,Match Report
2016-2017,2016-09-29,Thu,Europa Lg,Group stage,Home,W 1–0,eng Manchester Utd,ua Zorya Luhansk,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2016-10-26,Wed,EFL Cup,Fourth round,Home,W 1–0,Manchester Utd,Manchester City,N,,18,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,Match Report
2016-2017,2016-10-29,Sat,Premier League,Matchweek 10,Home,D 0–0,Manchester Utd,Burnley,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2016-11-03,Thu,Europa Lg,Group stage,Away,L 1–2,eng Manchester Utd,tr Fenerbahçe,Y,DM,45,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Match Report
2016-2017,2016-11-06,Sun,Premier League,Matchweek 11,Away,W 3–1,Manchester Utd,Swansea City,N,,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Match Report
2016-2017,2016-11-19,Sat,Premier League,Matchweek 12,Home,D 1–1,Manchester Utd,Arsenal,N,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Match Report
2016-2017,2016-11-30,Wed,EFL Cup,Quarter-finals,Home,W 4–1,Manchester Utd,West Ham,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2017-01-15,Sun,Premier League,Matchweek 21,Home,W 4–0,Everton,Manchester City,N,,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Match Report
2016-2017,2017-01-21,Sat,Premier League,Matchweek 22,Away,W 1–0,Everton,Crystal Palace,N,,32,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,Match Report
2016-2017,2017-02-01,Wed,Premier League,Matchweek 23,Away,D 1–1,Everton,Stoke City,Y,CM,90,0,0,0,0,2,2,0,0,3,3,0,0,1,3,0,0,0,Match Report
2016-2017,2017-02-04,Sat,Premier League,Matchweek 24,Home,W 6–3,Everton,Bournemouth,Y,CM,90,0,0,0,0,0,0,1,0,2,1,0,0,2,1,0,0,0,Match Report
2016-2017,2017-02-11,Sat,Premier League,Matchweek 25,Away,D 0–0,Everton,Middlesbrough,Y,CM,90,0,0,0,0,0,0,0,0,1,0,0,0,2,6,0,0,0,Match Report
2016-2017,2017-02-25,Sat,Premier League,Matchweek 26,Home,W 2–0,Everton,Sunderland,Y,CM,90,0,0,0,0,2,0,0,0,0,1,0,0,3,4,0,0,0,Match Report
2016-2017,2017-03-05,Sun,Premier League,Matchweek 27,Away,L 2–3,Everton,Tottenham,Y,DM,90,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,Match Report
2016-2017,2017-03-11,Sat,Premier League,Matchweek 28,Home,W 3–0,Everton,West Brom,Y,DM,90,1,0,0,0,1,1,0,0,1,0,0,0,1,3,0,0,0,Match Report
2016-2017,2017-03-18,Sat,Premier League,Matchweek 29,Home,W 4–0,Everton,Hull City,Y,DM,29,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Match Report
2016-2017,2017-04-09,Sun,Premier League,Matchweek 32,Home,W 4–2,Everton,Leicester City,Y,CM,72,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,Match Report
2016-2017,2017-04-15,Sat,Premier League,Matchweek 33,Home,W 3–1,Everton,Burnley,Y,CM,90,0,0,0,0,0,0,0,0,3,1,0,0,4,2,0,0,0,Match Report
2016-2017,2017-04-22,Sat,Premier League,Matchweek 34,Away,D 0–0,Everton,West Ham,Y,CM,90,0,0,0,0,0,0,0,0,4,0,0,0,2,1,0,0,0,Match Report
2016-2017,2017-05-12,Fri,Premier League,Matchweek 37,Home,W 1–0,Everton,Watford,Y,CM,90,0,0,0,0,2,0,0,0,1,0,0,1,1,1,0,0,0,Match Report
2016-2017,2017-05-21,Sun,Premier League,Matchweek 38,Away,L 1–3,Everton,Arsenal,Y,CM,90,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,0,Match Report
