League,Season,Rk,Player,Nation,Pos,Squad,Age,Born,Matches
EPL,2020-2021,147,Sam Field,eng ENG,MF,West Brom,22-351,1998,https://fbref.com/en/players/bd8a7d05/matchlogs/2020-2021/summary/Sam-Field-Match-Logs
EPL,2020-2021,148,Roberto Firmino,br BRA,FW,Liverpool,29-204,1991,https://fbref.com/en/players/4c370d81/matchlogs/2020-2021/summary/Roberto-Firmino-Match-Logs
EPL,2020-2021,149,John Fleck,sco SCO,MF,Sheffield Utd,29-243,1991,https://fbref.com/en/players/b63e789d/matchlogs/2020-2021/summary/John-Fleck-Match-Logs
EPL,2020-2021,150,Phil Foden,eng ENG,"FW,MF",Manchester City,20-331,2000,https://fbref.com/en/players/ed1e53f3/matchlogs/2020-2021/summary/Phil-Foden-Match-Logs
EPL,2020-2021,Rk,Player,Nation,Pos,Squad,Age,Born,Matches
EPL,2020-2021,151,Wesley Fofana,fr FRA,DF,Leicester City,20-128,2000,https://fbref.com/en/players/132a82f1/matchlogs/2020-2021/summary/Wesley-Fofana-Match-Logs
EPL,2020-2021,152,Pablo Fornals,es ESP,"FW,MF",West Ham,25-061,1996,https://fbref.com/en/players/82927de4/matchlogs/2020-2021/summary/Pablo-Fornals-Match-Logs
EPL,2020-2021,153,Fraser Forster,eng ENG,GK,Southampton,33-038,1988,https://fbref.com/en/players/c3e39f12/matchlogs/2020-2021/summary/Fraser-Forster-Match-Logs
EPL,2020-2021,154,Timothy Fosu-Mensah,nl NED,DF,Manchester Utd,23-112,1998,https://fbref.com/en/players/a9142dc3/matchlogs/2020-2021/summary/Timothy-Fosu-Mensah-Match-Logs
EPL,2020-2021,155,Ryan Fraser,sco SCO,"FW,MF",Newcastle Utd,27-059,1994,https://fbref.com/en/players/d56543a0/matchlogs/2020-2021/summary/Ryan-Fraser-Match-Logs
EPL,2020-2021,156,Fred,br BRA,MF,Manchester Utd,28-050,1993,https://fbref.com/en/players/b853e0ad/matchlogs/2020-2021/summary/Fred-Match-Logs
EPL,2020-2021,157,Ryan Fredericks,eng ENG,"DF,FW",West Ham,28-196,1992,https://fbref.com/en/players/c067631c/matchlogs/2020-2021/summary/Ryan-Fredericks-Match-Logs
EPL,2020-2021,158,Christian Fuchs,at AUT,DF,Leicester City,35-017,1986,https://fbref.com/en/players/a67a09fb/matchlogs/2020-2021/summary/Christian-Fuchs-Match-Logs
EPL,2020-2021,159,Darnell Furlong,eng ENG,DF,West Brom,25-175,1995,https://fbref.com/en/players/3ec9195b/matchlogs/2020-2021/summary/Darnell-Furlong-Match-Logs
EPL,2020-2021,160,Conor Gallagher,eng ENG,MF,West Brom,21-077,2000,https://fbref.com/en/players/c2731c10/matchlogs/2020-2021/summary/Conor-Gallagher-Match-Logs
EPL,2020-2021,161,Eric García,es ESP,DF,Manchester City,20-105,2001,https://fbref.com/en/players/2bed3eab/matchlogs/2020-2021/summary/Eric-Garcia-Match-Logs
EPL,2020-2021,162,Dwight Gayle,eng ENG,"FW,MF",Newcastle Utd,30-189,1990,https://fbref.com/en/players/e58a03c6/matchlogs/2020-2021/summary/Dwight-Gayle-Match-Logs
EPL,2020-2021,163,Jean-Philippe Gbamin,ci CIV,MF,Everton,25-211,1995,https://fbref.com/en/players/6bd603db/matchlogs/2020-2021/summary/Jean-Philippe-Gbamin-Match-Logs
EPL,2020-2021,164,David de Gea,es ESP,GK,Manchester Utd,30-168,1990,https://fbref.com/en/players/7ba6d84e/matchlogs/2020-2021/summary/David-de-Gea-Match-Logs
EPL,2020-2021,165,Anwar El Ghazi,nl NED,FW,Aston Villa,25-356,1995,https://fbref.com/en/players/ffa90327/matchlogs/2020-2021/summary/Anwar-El-Ghazi-Match-Logs
EPL,2020-2021,166,Kieran Gibbs,eng ENG,DF,West Brom,31-210,1989,https://fbref.com/en/players/46ee5234/matchlogs/2020-2021/summary/Kieran-Gibbs-Match-Logs
EPL,2020-2021,167,Morgan Gibbs-White,eng ENG,"FW,MF",Wolves,21-087,2000,https://fbref.com/en/players/32f60ed8/matchlogs/2020-2021/summary/Morgan-Gibbs-White-Match-Logs
EPL,2020-2021,168,Billy Gilmour,sco SCO,MF,Chelsea,19-317,2001,https://fbref.com/en/players/df10e27c/matchlogs/2020-2021/summary/Billy-Gilmour-Match-Logs
EPL,2020-2021,169,Olivier Giroud,fr FRA,FW,Chelsea,34-206,1986,https://fbref.com/en/players/16ceb862/matchlogs/2020-2021/summary/Olivier-Giroud-Match-Logs
EPL,2020-2021,170,Ben Godfrey,eng ENG,DF,Everton,23-099,1998,https://fbref.com/en/players/9f7c837d/matchlogs/2020-2021/summary/Ben-Godfrey-Match-Logs
EPL,2020-2021,171,André Gomes,pt POR,MF,Everton,27-268,1993,https://fbref.com/en/players/1961b2aa/matchlogs/2020-2021/summary/Andre-Gomes-Match-Logs
EPL,2020-2021,172,Joe Gomez,eng ENG,DF,Liverpool,23-336,1997,https://fbref.com/en/players/7a11550b/matchlogs/2020-2021/summary/Joe-Gomez-Match-Logs
EPL,2020-2021,173,Anthony Gordon,eng ENG,"FW,MF",Everton,20-059,2001,https://fbref.com/en/players/2bd83368/matchlogs/2020-2021/summary/Anthony-Gordon-Match-Logs
EPL,2020-2021,174,Karlan Grant,eng ENG,"FW,MF",West Brom,23-218,1997,https://fbref.com/en/players/87f7500e/matchlogs/2020-2021/summary/Karlan-Grant-Match-Logs
EPL,2020-2021,175,Demarai Gray,eng ENG,FW,Leicester City,24-300,1996,https://fbref.com/en/players/4468ec10/matchlogs/2020-2021/summary/Demarai-Gray-Match-Logs
EPL,2020-2021,Rk,Player,Nation,Pos,Squad,Age,Born,Matches
EPL,2020-2021,176,Jack Grealish,eng ENG,"FW,MF",Aston Villa,25-226,1995,https://fbref.com/en/players/b0b4fd3e/matchlogs/2020-2021/summary/Jack-Grealish-Match-Logs
EPL,2020-2021,177,Mason Greenwood,eng ENG,FW,Manchester Utd,19-205,2001,https://fbref.com/en/players/58eee997/matchlogs/2020-2021/summary/Mason-Greenwood-Match-Logs
EPL,2020-2021,178,Pascal Groß,de GER,"MF,DF",Brighton,29-313,1991,https://fbref.com/en/players/8aec0537/matchlogs/2020-2021/summary/Pascal-Gross-Match-Logs
EPL,2020-2021,179,Kamil Grosicki,pl POL,"FW,MF",West Brom,32-320,1988,https://fbref.com/en/players/81d8091f/matchlogs/2020-2021/summary/Kamil-Grosicki-Match-Logs
EPL,2020-2021,180,Vicente Guaita,es ESP,GK,Crystal Palace,34-104,1987,https://fbref.com/en/players/ab13a5aa/matchlogs/2020-2021/summary/Vicente-Guaita-Match-Logs
EPL,2020-2021,181,İlkay Gündoğan,de GER,MF,Manchester City,30-182,1990,https://fbref.com/en/players/819b3158/matchlogs/2020-2021/summary/Ilkay-Gundogan-Match-Logs
EPL,2020-2021,182,Antwoine Hackford,eng ENG,"DF,FW",Sheffield Utd,17-035,2004,https://fbref.com/en/players/a7588cdc/matchlogs/2020-2021/summary/Antwoine-Hackford-Match-Logs
EPL,2020-2021,183,Sébastien Haller,ci CIV,FW,West Ham,26-306,1994,https://fbref.com/en/players/ba115a40/matchlogs/2020-2021/summary/Sebastien-Haller-Match-Logs
EPL,2020-2021,184,Rekeem Harper,eng ENG,MF,West Brom,21-047,2000,https://fbref.com/en/players/3c066877/matchlogs/2020-2021/summary/Rekeem-Harper-Match-Logs
EPL,2020-2021,185,Jack Harrison,eng ENG,MF,Leeds United,24-155,1996,https://fbref.com/en/players/aa849a12/matchlogs/2020-2021/summary/Jack-Harrison-Match-Logs
EPL,2020-2021,186,Kortney Hause,eng ENG,DF,Aston Villa,25-282,1995,https://fbref.com/en/players/bf8fad51/matchlogs/2020-2021/summary/Kortney-Hause-Match-Logs
EPL,2020-2021,187,Kai Havertz,de GER,"MF,FW",Chelsea,21-317,1999,https://fbref.com/en/players/fed7cb61/matchlogs/2020-2021/summary/Kai-Havertz-Match-Logs
EPL,2020-2021,188,Isaac Hayden,eng ENG,"MF,DF",Newcastle Utd,26-033,1995,https://fbref.com/en/players/c951a6df/matchlogs/2020-2021/summary/Isaac-Hayden-Match-Logs
EPL,2020-2021,189,Michael Hector,jm JAM,DF,Fulham,28-279,1992,https://fbref.com/en/players/5f1a2f31/matchlogs/2020-2021/summary/Michael-Hector-Match-Logs
EPL,2020-2021,190,Ahmed Hegazi,eg EGY,DF,West Brom,30-089,1991,https://fbref.com/en/players/5540c9dc/matchlogs/2020-2021/summary/Ahmed-Hegazi-Match-Logs
EPL,2020-2021,191,Dean Henderson,eng ENG,GK,Manchester Utd,24-043,1997,https://fbref.com/en/players/e5a76dfe/matchlogs/2020-2021/summary/Dean-Henderson-Match-Logs
EPL,2020-2021,192,Jordan Henderson,eng ENG,"MF,DF",Liverpool,30-311,1990,https://fbref.com/en/players/935e6b8f/matchlogs/2020-2021/summary/Jordan-Henderson-Match-Logs
EPL,2020-2021,193,Jeff Hendrick,ie IRL,MF,Newcastle Utd,29-083,1992,https://fbref.com/en/players/989d5705/matchlogs/2020-2021/summary/Jeff-Hendrick-Match-Logs
EPL,2020-2021,194,Pablo Hernández,es ESP,MF,Leeds United,36-013,1985,https://fbref.com/en/players/c0398aca/matchlogs/2020-2021/summary/Pablo-Hernandez-Match-Logs
EPL,2020-2021,195,Son Heung-min,kr KOR,FW,Tottenham,28-290,1992,https://fbref.com/en/players/92e7e919/matchlogs/2020-2021/summary/Son-Heung-min-Match-Logs
EPL,2020-2021,196,Ki-Jana Hoever,nl NED,DF,Wolves,19-096,2002,https://fbref.com/en/players/9a71e978/matchlogs/2020-2021/summary/Ki-Jana-Hoever-Match-Logs
EPL,2020-2021,197,Rob Holding,eng ENG,DF,Arsenal,25-216,1995,https://fbref.com/en/players/d79a8c87/matchlogs/2020-2021/summary/Rob-Holding-Match-Logs
EPL,2020-2021,198,Mason Holgate,eng ENG,DF,Everton,24-184,1996,https://fbref.com/en/players/d0042ab9/matchlogs/2020-2021/summary/Mason-Holgate-Match-Logs
EPL,2020-2021,199,Conor Hourihane,ie IRL,MF,Aston Villa,30-081,1991,https://fbref.com/en/players/fcab00a0/matchlogs/2020-2021/summary/Conor-Hourihane-Match-Logs
EPL,2020-2021,200,Callum Hudson-Odoi,eng ENG,"FW,DF",Chelsea,20-168,2000,https://fbref.com/en/players/15f3ec41/matchlogs/2020-2021/summary/Callum-Hudson-Odoi-Match-Logs
EPL,2020-2021,Rk,Player,Nation,Pos,Squad,Age,Born,Matches
EPL,2020-2021,201,Niall Huggins,wal WAL,DF,Leeds United,20-127,2000,https://fbref.com/en/players/6d646ff7/matchlogs/2020-2021/summary/Niall-Huggins-Match-Logs
EPL,2020-2021,202,Pierre Højbjerg,dk DEN,MF,Tottenham,25-262,1995,https://fbref.com/en/players/8b04d6c1/matchlogs/2020-2021/summary/Pierre-Hojbjerg-Match-Logs
EPL,2020-2021,203,Odion Ighalo,ng NGA,FW,Manchester Utd,31-312,1989,https://fbref.com/en/players/03622183/matchlogs/2020-2021/summary/Odion-Ighalo-Match-Logs
EPL,2020-2021,204,Kelechi Iheanacho,ng NGA,FW,Leicester City,24-203,1996,https://fbref.com/en/players/c92e1a31/matchlogs/2020-2021/summary/Kelechi-Iheanacho-Match-Logs
EPL,2020-2021,205,Danny Ings,eng ENG,FW,Southampton,28-275,1992,https://fbref.com/en/players/07802f7f/matchlogs/2020-2021/summary/Danny-Ings-Match-Logs
EPL,2020-2021,206,Branislav Ivanović,rs SRB,DF,West Brom,37-061,1984,https://fbref.com/en/players/85f8571a/matchlogs/2020-2021/summary/Branislav-Ivanovic-Match-Logs
EPL,2020-2021,207,Alex Iwobi,ng NGA,"FW,DF",Everton,24-356,1996,https://fbref.com/en/players/6ca5ec4b/matchlogs/2020-2021/summary/Alex-Iwobi-Match-Logs
EPL,2020-2021,208,Phil Jagielka,eng ENG,DF,Sheffield Utd,38-250,1982,https://fbref.com/en/players/3233eefd/matchlogs/2020-2021/summary/Phil-Jagielka-Match-Logs
EPL,2020-2021,209,Alireza Jahanbakhsh,ir IRN,"FW,MF",Brighton,27-256,1993,https://fbref.com/en/players/08452314/matchlogs/2020-2021/summary/Alireza-Jahanbakhsh-Match-Logs
EPL,2020-2021,210,Daniel James,wal WAL,FW,Manchester Utd,23-165,1997,https://fbref.com/en/players/c931d9f9/matchlogs/2020-2021/summary/Daniel-James-Match-Logs
EPL,2020-2021,211,Reece James,eng ENG,DF,Chelsea,21-137,1999,https://fbref.com/en/players/1265a93a/matchlogs/2020-2021/summary/Reece-James-Match-Logs
EPL,2020-2021,212,Alexandre Jankewitz,ch SUI,MF,Southampton,19-120,2001,https://fbref.com/en/players/7c39363f/matchlogs/2020-2021/summary/Alexandre-Jankewitz-Match-Logs
EPL,2020-2021,213,Gabriel Jesus,br BRA,FW,Manchester City,24-021,1997,https://fbref.com/en/players/b66315ae/matchlogs/2020-2021/summary/Gabriel-Jesus-Match-Logs
EPL,2020-2021,214,Raúl Jiménez,mx MEX,FW,Wolves,29-354,1991,https://fbref.com/en/players/b561db50/matchlogs/2020-2021/summary/Raul-Jimenez-Match-Logs
EPL,2020-2021,215,Joelinton,br BRA,"FW,MF",Newcastle Utd,24-253,1996,https://fbref.com/en/players/c17bfb65/matchlogs/2020-2021/summary/Joelinton-Match-Logs
EPL,2020-2021,216,Ben Johnson,eng ENG,DF,West Ham,21-090,2000,https://fbref.com/en/players/9319781b/matchlogs/2020-2021/summary/Ben-Johnson-Match-Logs
EPL,2020-2021,217,Sam Johnstone,eng ENG,GK,West Brom,28-030,1993,https://fbref.com/en/players/9e5708be/matchlogs/2020-2021/summary/Sam-Johnstone-Match-Logs
EPL,2020-2021,218,Curtis Jones,eng ENG,MF,Liverpool,20-084,2001,https://fbref.com/en/players/4fb9c88f/matchlogs/2020-2021/summary/Curtis-Jones-Match-Logs
EPL,2020-2021,219,Jorginho,it ITA,MF,Chelsea,29-125,1991,https://fbref.com/en/players/45db685d/matchlogs/2020-2021/summary/Jorginho-Match-Logs
EPL,2020-2021,220,Willian José,br BRA,FW,Wolves,29-152,1991,https://fbref.com/en/players/d87e2cae/matchlogs/2020-2021/summary/Willian-Jose-Match-Logs
EPL,2020-2021,221,Diogo Jota,pt POR,FW,Liverpool,24-141,1996,https://fbref.com/en/players/178ae8f8/matchlogs/2020-2021/summary/Diogo-Jota-Match-Logs
EPL,2020-2021,222,James Justin,eng ENG,DF,Leicester City,23-060,1998,https://fbref.com/en/players/fb614c44/matchlogs/2020-2021/summary/James-Justin-Match-Logs
EPL,2020-2021,223,Ozan Kabak,tr TUR,DF,Liverpool,21-030,2000,https://fbref.com/en/players/2d61d13a/matchlogs/2020-2021/summary/Ozan-Kabak-Match-Logs
EPL,2020-2021,224,Aboubakar Kamara,mr MTN,"FW,DF",Fulham,26-048,1995,https://fbref.com/en/players/4047c976/matchlogs/2020-2021/summary/Aboubakar-Kamara-Match-Logs
EPL,2020-2021,225,Harry Kane,eng ENG,FW,Tottenham,27-270,1993,https://fbref.com/en/players/21a66f6a/matchlogs/2020-2021/summary/Harry-Kane-Match-Logs
EPL,2020-2021,Rk,Player,Nation,Pos,Squad,Age,Born,Matches
EPL,2020-2021,226,N'Golo Kanté,fr FRA,MF,Chelsea,30-026,1991,https://fbref.com/en/players/b9fbae28/matchlogs/2020-2021/summary/NGolo-Kante-Match-Logs
EPL,2020-2021,227,Moise Kean,it ITA,FW,Everton,21-055,2000,https://fbref.com/en/players/3d50bcdb/matchlogs/2020-2021/summary/Moise-Kean-Match-Logs
EPL,2020-2021,228,Michael Keane,eng ENG,DF,Everton,28-103,1993,https://fbref.com/en/players/c5b7c315/matchlogs/2020-2021/summary/Michael-Keane-Match-Logs
EPL,2020-2021,229,Neeskens Kebano,cd COD,"FW,MF",Fulham,29-045,1992,https://fbref.com/en/players/18b999f4/matchlogs/2020-2021/summary/Neeskens-Kebano-Match-Logs
EPL,2020-2021,230,Naby Keïta,gn GUI,MF,Liverpool,26-073,1995,https://fbref.com/en/players/f25c8e3a/matchlogs/2020-2021/summary/Naby-Keita-Match-Logs
EPL,2020-2021,231,Caoimhín Kelleher,ie IRL,GK,Liverpool,22-152,1998,https://fbref.com/en/players/62d7ef38/matchlogs/2020-2021/summary/Caoimhin-Kelleher-Match-Logs
EPL,2020-2021,232,Jonjoe Kenny,eng ENG,DF,Everton,24-040,1997,https://fbref.com/en/players/099e666f/matchlogs/2020-2021/summary/Jonjoe-Kenny-Match-Logs
EPL,2020-2021,233,Reda Khadra,de GER,FW,Brighton,19-294,2001,https://fbref.com/en/players/88acf83f/matchlogs/2020-2021/summary/Reda-Khadra-Match-Logs
EPL,2020-2021,234,Max Kilman,eng ENG,DF,Wolves,23-336,1997,https://fbref.com/en/players/d0f72bf1/matchlogs/2020-2021/summary/Max-Kilman-Match-Logs
EPL,2020-2021,235,Joshua King,no NOR,"MF,FW",Everton,29-099,1992,https://fbref.com/en/players/43458538/matchlogs/2020-2021/summary/Joshua-King-Match-Logs
EPL,2020-2021,236,Mateusz Klich,pl POL,MF,Leeds United,30-315,1990,https://fbref.com/en/players/282679b4/matchlogs/2020-2021/summary/Mateusz-Klich-Match-Logs
EPL,2020-2021,237,Robin Koch,de GER,DF,Leeds United,24-281,1996,https://fbref.com/en/players/ea6bc03a/matchlogs/2020-2021/summary/Robin-Koch-Match-Logs
EPL,2020-2021,238,Sead Kolašinac,ba BIH,DF,Arsenal,27-308,1993,https://fbref.com/en/players/3935e52e/matchlogs/2020-2021/summary/Sead-Kolasinac-Match-Logs
EPL,2020-2021,239,Terence Kongolo,nl NED,DF,Fulham,27-069,1994,https://fbref.com/en/players/1f9a3a04/matchlogs/2020-2021/summary/Terence-Kongolo-Match-Logs
EPL,2020-2021,240,Ezri Konsa,eng ENG,DF,Aston Villa,23-183,1997,https://fbref.com/en/players/0313a347/matchlogs/2020-2021/summary/Ezri-Konsa-Match-Logs
EPL,2020-2021,241,Cheikhou Kouyaté,sn SEN,DF,Crystal Palace,31-124,1989,https://fbref.com/en/players/8d3c902d/matchlogs/2020-2021/summary/Cheikhou-Kouyate-Match-Logs
EPL,2020-2021,242,Mateo Kovačić,hr CRO,MF,Chelsea,26-353,1994,https://fbref.com/en/players/79c0821a/matchlogs/2020-2021/summary/Mateo-Kovacic-Match-Logs
EPL,2020-2021,243,Emil Krafth,se SWE,DF,Newcastle Utd,26-265,1994,https://fbref.com/en/players/77cf6852/matchlogs/2020-2021/summary/Emil-Krafth-Match-Logs
EPL,2020-2021,244,Filip Krovinović,hr CRO,MF,West Brom,25-238,1995,https://fbref.com/en/players/c2dfedeb/matchlogs/2020-2021/summary/Filip-Krovinovic-Match-Logs
EPL,2020-2021,245,Alexandre Lacazette,fr FRA,FW,Arsenal,29-331,1991,https://fbref.com/en/players/9dbb75ca/matchlogs/2020-2021/summary/Alexandre-Lacazette-Match-Logs
EPL,2020-2021,246,Adam Lallana,eng ENG,"MF,FW",Brighton,32-349,1988,https://fbref.com/en/players/99813635/matchlogs/2020-2021/summary/Adam-Lallana-Match-Logs
EPL,2020-2021,247,Érik Lamela,ar ARG,"FW,MF",Tottenham,29-051,1992,https://fbref.com/en/players/abe66106/matchlogs/2020-2021/summary/Erik-Lamela-Match-Logs
EPL,2020-2021,248,Tariq Lamptey,eng ENG,DF,Brighton,20-206,2000,https://fbref.com/en/players/f4e433d4/matchlogs/2020-2021/summary/Tariq-Lamptey-Match-Logs
EPL,2020-2021,249,Manuel Lanzini,ar ARG,"MF,FW",West Ham,28-068,1993,https://fbref.com/en/players/26f6dca8/matchlogs/2020-2021/summary/Manuel-Lanzini-Match-Logs
EPL,2020-2021,250,Aymeric Laporte,fr FRA,DF,Manchester City,26-332,1994,https://fbref.com/en/players/119b9a8e/matchlogs/2020-2021/summary/Aymeric-Laporte-Match-Logs
EPL,2020-2021,Rk,Player,Nation,Pos,Squad,Age,Born,Matches
EPL,2020-2021,251,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,27-164,1993,https://fbref.com/en/players/450ab6fc/matchlogs/2020-2021/summary/Jamaal-Lascelles-Match-Logs
EPL,2020-2021,252,Maxime Le Marchand,fr FRA,DF,Fulham,31-195,1989,https://fbref.com/en/players/321a71a7/matchlogs/2020-2021/summary/Maxime-Le-Marchand-Match-Logs
EPL,2020-2021,253,Mario Lemina,ga GAB,MF,Fulham,27-235,1993,https://fbref.com/en/players/2b471f99/matchlogs/2020-2021/summary/Mario-Lemina-Match-Logs
EPL,2020-2021,254,Bernd Leno,de GER,GK,Arsenal,29-051,1992,https://fbref.com/en/players/2628fd2b/matchlogs/2020-2021/summary/Bernd-Leno-Match-Logs
EPL,2020-2021,255,Khanya Leshabela,za RSA,MF,Leicester City,21-218,1999,https://fbref.com/en/players/383e68b1/matchlogs/2020-2021/summary/Khanya-Leshabela-Match-Logs
EPL,2020-2021,256,Jamal Lewis,nir NIR,DF,Newcastle Utd,23-089,1998,https://fbref.com/en/players/efb9215a/matchlogs/2020-2021/summary/Jamal-Lewis-Match-Logs
EPL,2020-2021,257,Victor Lindelöf,se SWE,DF,Manchester Utd,26-281,1994,https://fbref.com/en/players/f5deef4c/matchlogs/2020-2021/summary/Victor-Lindelof-Match-Logs
EPL,2020-2021,258,Jesse Lingard,eng ENG,"MF,FW",West Ham,28-130,1992,https://fbref.com/en/players/810e3c74/matchlogs/2020-2021/summary/Jesse-Lingard-Match-Logs
EPL,2020-2021,259,Jake Livermore,eng ENG,MF,West Brom,31-161,1989,https://fbref.com/en/players/b98570d1/matchlogs/2020-2021/summary/Jake-Livermore-Match-Logs
EPL,2020-2021,260,Diego Llorente,es ESP,DF,Leeds United,27-251,1993,https://fbref.com/en/players/bba30585/matchlogs/2020-2021/summary/Diego-Llorente-Match-Logs
EPL,2020-2021,261,Hugo Lloris,fr FRA,GK,Tottenham,34-119,1986,https://fbref.com/en/players/8f62b6ee/matchlogs/2020-2021/summary/Hugo-Lloris-Match-Logs
EPL,2020-2021,262,Giovani Lo Celso,ar ARG,MF,Tottenham,25-015,1996,https://fbref.com/en/players/d7553721/matchlogs/2020-2021/summary/Giovani-Lo-Celso-Match-Logs
EPL,2020-2021,263,Ruben Loftus-Cheek,eng ENG,"MF,FW",Fulham,25-091,1996,https://fbref.com/en/players/e97fd090/matchlogs/2020-2021/summary/Ruben-Loftus-Cheek-Match-Logs
EPL,2020-2021,264,Ruben Loftus-Cheek,eng ENG,FW,Chelsea,25-091,1996,https://fbref.com/en/players/e97fd090/matchlogs/2020-2021/summary/Ruben-Loftus-Cheek-Match-Logs
EPL,2020-2021,265,Kevin Long,ie IRL,DF,Burnley,30-249,1990,https://fbref.com/en/players/5a4280b1/matchlogs/2020-2021/summary/Kevin-Long-Match-Logs
EPL,2020-2021,266,Shane Long,ie IRL,"FW,MF",Southampton,34-092,1987,https://fbref.com/en/players/9f472354/matchlogs/2020-2021/summary/Shane-Long-Match-Logs
EPL,2020-2021,267,Matthew Longstaff,eng ENG,MF,Newcastle Utd,21-034,2000,https://fbref.com/en/players/c0027d2d/matchlogs/2020-2021/summary/Matthew-Longstaff-Match-Logs
EPL,2020-2021,268,Sean Longstaff,eng ENG,MF,Newcastle Utd,23-176,1997,https://fbref.com/en/players/a2b105e0/matchlogs/2020-2021/summary/Sean-Longstaff-Match-Logs
EPL,2020-2021,269,Ademola Lookman,eng ENG,"FW,MF",Fulham,23-186,1997,https://fbref.com/en/players/7c104bb7/matchlogs/2020-2021/summary/Ademola-Lookman-Match-Logs
EPL,2020-2021,270,Max Lowe,eng ENG,DF,Sheffield Utd,23-348,1997,https://fbref.com/en/players/7af88b33/matchlogs/2020-2021/summary/Max-Lowe-Match-Logs
EPL,2020-2021,271,Matthew Lowton,eng ENG,DF,Burnley,31-319,1989,https://fbref.com/en/players/9a9c05db/matchlogs/2020-2021/summary/Matthew-Lowton-Match-Logs
EPL,2020-2021,272,David Luiz,br BRA,DF,Arsenal,34-002,1987,https://fbref.com/en/players/c0e27d1a/matchlogs/2020-2021/summary/David-Luiz-Match-Logs
EPL,2020-2021,273,Douglas Luiz,br BRA,MF,Aston Villa,22-350,1998,https://fbref.com/en/players/6f7d826d/matchlogs/2020-2021/summary/Douglas-Luiz-Match-Logs
EPL,2020-2021,274,John Lundstram,eng ENG,MF,Sheffield Utd,27-065,1994,https://fbref.com/en/players/0df2b165/matchlogs/2020-2021/summary/John-Lundstram-Match-Logs
EPL,2020-2021,275,Alexis Mac Allister,ar ARG,"MF,FW",Brighton,22-121,1998,https://fbref.com/en/players/83d074ff/matchlogs/2020-2021/summary/Alexis-Mac-Allister-Match-Logs
EPL,2020-2021,Rk,Player,Nation,Pos,Squad,Age,Born,Matches
EPL,2020-2021,276,James Maddison,eng ENG,"MF,FW",Leicester City,24-152,1996,https://fbref.com/en/players/ee38d9c5/matchlogs/2020-2021/summary/James-Maddison-Match-Logs
EPL,2020-2021,277,Harry Maguire,eng ENG,DF,Manchester Utd,28-050,1993,https://fbref.com/en/players/d8931174/matchlogs/2020-2021/summary/Harry-Maguire-Match-Logs
EPL,2020-2021,278,Riyad Mahrez,dz ALG,FW,Manchester City,30-062,1991,https://fbref.com/en/players/892d5bb1/matchlogs/2020-2021/summary/Riyad-Mahrez-Match-Logs
EPL,2020-2021,279,Ainsley Maitland-Niles,eng ENG,DF,Arsenal,23-238,1997,https://fbref.com/en/players/e3a5814e/matchlogs/2020-2021/summary/Ainsley-Maitland-Niles-Match-Logs
EPL,2020-2021,280,Ainsley Maitland-Niles,eng ENG,MF,West Brom,23-238,1997,https://fbref.com/en/players/e3a5814e/matchlogs/2020-2021/summary/Ainsley-Maitland-Niles-Match-Logs
EPL,2020-2021,281,Josh Maja,ng NGA,FW,Fulham,22-118,1998,https://fbref.com/en/players/bc0bfc64/matchlogs/2020-2021/summary/Josh-Maja-Match-Logs
EPL,2020-2021,282,Sadio Mané,sn SEN,FW,Liverpool,29-014,1992,https://fbref.com/en/players/c691bfe2/matchlogs/2020-2021/summary/Sadio-Mane-Match-Logs
EPL,2020-2021,283,Javier Manquillo,es ESP,DF,Newcastle Utd,26-354,1994,https://fbref.com/en/players/758dd7f0/matchlogs/2020-2021/summary/Javier-Manquillo-Match-Logs
EPL,2020-2021,284,Fernando Marçal,br BRA,DF,Wolves,32-064,1989,https://fbref.com/en/players/9ae9eaea/matchlogs/2020-2021/summary/Fernando-Marcal-Match-Logs
EPL,2020-2021,285,Solly March,eng ENG,DF,Brighton,26-278,1994,https://fbref.com/en/players/bb5fbd2b/matchlogs/2020-2021/summary/Solly-March-Match-Logs
EPL,2020-2021,286,Pablo Marí,es ESP,DF,Arsenal,27-236,1993,https://fbref.com/en/players/aa54ec6f/matchlogs/2020-2021/summary/Pablo-Mari-Match-Logs
EPL,2020-2021,287,Anthony Martial,fr FRA,FW,Manchester Utd,25-140,1995,https://fbref.com/en/players/8b788c01/matchlogs/2020-2021/summary/Anthony-Martial-Match-Logs
EPL,2020-2021,288,Martinelli,br BRA,FW,Arsenal,19-310,2001,https://fbref.com/en/players/48a5a5d6/matchlogs/2020-2021/summary/Martinelli-Match-Logs
EPL,2020-2021,289,Emiliano Martínez,ar ARG,GK,Aston Villa,28-234,1992,https://fbref.com/en/players/7956236f/matchlogs/2020-2021/summary/Emiliano-Martinez-Match-Logs
EPL,2020-2021,290,Arthur Masuaku,cd COD,"DF,FW",West Ham,27-168,1993,https://fbref.com/en/players/57df7a11/matchlogs/2020-2021/summary/Arthur-Masuaku-Match-Logs
EPL,2020-2021,291,Juan Mata,es ESP,FW,Manchester Utd,32-361,1988,https://fbref.com/en/players/29733c72/matchlogs/2020-2021/summary/Juan-Mata-Match-Logs
EPL,2020-2021,292,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,23-300,1997,https://fbref.com/en/players/50e6dc35/matchlogs/2020-2021/summary/Jean-Philippe-Mateta-Match-Logs
