League,Season,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,G+A-PK
EPL,2015-2016,183,Ben Foster,eng ENG,GK,West Brom,32,1983,15,15,"1,350",15.0,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,184,Timothy Fosu-Mensah,nl NED,DF,Manchester Utd,17,1998,8,2,257,2.9,0.00,0.35,0.35,0.00,0.35
EPL,2015-2016,185,Simon Francis,eng ENG,DF,Bournemouth,30,1985,38,38,"3,387",37.6,0.00,0.11,0.11,0.00,0.11
EPL,2015-2016,186,Christian Fuchs,at AUT,DF,Leicester City,29,1986,32,30,"2,711",30.1,0.00,0.13,0.13,0.00,0.13
EPL,2015-2016,187,Jay Fulton,sco SCO,MF,Swansea City,21,1994,2,0,21,0.2,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,188,Ramiro Funes Mori,ar ARG,DF,Everton,24,1991,28,24,"2,194",24.4,0.16,0.04,0.21,0.16,0.21
EPL,2015-2016,189,Brendan Galloway,eng ENG,DF,Everton,19,1996,15,14,"1,220",13.6,0.00,0.07,0.07,0.00,0.07
EPL,2015-2016,190,Cristian Gamboa,cr CRC,"DF,MF",West Brom,25,1989,1,0,28,0.3,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,191,Idrissa Gana Gueye,sn SEN,MF,Aston Villa,25,1989,35,35,"3,071",34.1,0.00,0.03,0.03,0.00,0.03
EPL,2015-2016,192,Manu García,es ESP,"FW,MF",Manchester City,17,1998,1,0,11,0.1,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,193,Craig Gardner,eng ENG,MF,West Brom,28,1986,34,20,"2,038",22.6,0.13,0.13,0.26,0.13,0.26
EPL,2015-2016,194,Dwight Gayle,eng ENG,FW,Crystal Palace,24,1990,16,8,771,8.6,0.35,0.00,0.35,0.35,0.35
EPL,2015-2016,195,Paulo Gazzaniga,ar ARG,GK,Southampton,23,1992,2,2,180,2.0,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,196,David de Gea,es ESP,GK,Manchester Utd,24,1990,34,34,"3,060",34.0,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,197,Rudy Gestede,bj BEN,FW,Aston Villa,26,1988,32,14,"1,669",18.5,0.27,0.11,0.38,0.27,0.38
EPL,2015-2016,198,Kieran Gibbs,eng ENG,"DF,MF",Arsenal,25,1989,15,3,391,4.3,0.23,0.00,0.23,0.23,0.23
EPL,2015-2016,199,Darron Gibson,ie IRL,MF,Everton,27,1987,7,2,242,2.7,0.00,0.37,0.37,0.00,0.37
EPL,2015-2016,200,Carles Gil,es ESP,"FW,MF",Aston Villa,22,1992,23,17,"1,435",15.9,0.13,0.00,0.13,0.13,0.13
EPL,2015-2016,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,G+A-PK
EPL,2015-2016,201,Marco van Ginkel,nl NED,MF,Stoke City,22,1992,17,8,755,8.4,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,202,Olivier Giroud,fr FRA,FW,Arsenal,28,1986,38,26,"2,429",27.0,0.59,0.22,0.82,0.56,0.78
EPL,2015-2016,203,Shay Given,ie IRL,GK,Stoke City,39,1976,3,3,225,2.5,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,204,Serge Gnabry,de GER,"FW,MF",West Brom,20,1995,1,0,13,0.1,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,205,Heurelho Gomes,br BRA,GK,Watford,34,1981,38,38,"3,396",37.7,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,206,Joe Gomez,eng ENG,"DF,MF",Liverpool,18,1997,5,5,437,4.9,0.00,0.21,0.21,0.00,0.21
EPL,2015-2016,207,Jordi Gómez,es ESP,MF,Sunderland,30,1985,6,5,352,3.9,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,208,Bafétimbi Gomis,fr FRA,FW,Swansea City,29,1985,33,18,"1,703",18.9,0.32,0.00,0.32,0.26,0.26
EPL,2015-2016,209,Dan Gosling,eng ENG,MF,Bournemouth,25,1990,34,28,"2,444",27.2,0.11,0.04,0.15,0.11,0.15
EPL,2015-2016,210,Yoan Gouffran,fr FRA,MF,Newcastle Utd,29,1986,8,2,227,2.5,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,211,Lewis Grabban,eng ENG,FW,Norwich City,27,1988,6,3,250,2.8,0.36,0.00,0.36,0.36,0.36
EPL,2015-2016,212,Lewis Grabban,eng ENG,FW,Bournemouth,27,1988,15,4,577,6.4,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,213,Max Gradel,ci CIV,MF,Bournemouth,27,1987,14,11,891,9.9,0.10,0.20,0.30,0.10,0.30
EPL,2015-2016,214,Danny Graham,eng ENG,FW,Sunderland,29,1985,10,4,360,4.0,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,215,Demarai Gray,eng ENG,MF,Leicester City,19,1996,12,1,187,2.1,0.00,0.48,0.48,0.00,0.48
EPL,2015-2016,216,Jack Grealish,eng ENG,"MF,FW",Aston Villa,19,1995,16,9,833,9.3,0.11,0.00,0.11,0.11,0.11
EPL,2015-2016,217,André Green,eng ENG,"FW,MF",Aston Villa,17,1998,2,0,59,0.7,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,218,Rees Greenwood,eng ENG,MF,Sunderland,18,1996,1,1,51,0.6,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,219,Matt Grimes,eng ENG,DF,Swansea City,20,1995,1,1,90,1.0,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,220,Adlène Guedioura,dz ALG,MF,Watford,29,1985,18,3,430,4.8,0.00,0.42,0.42,0.00,0.42
EPL,2015-2016,221,Brad Guzan,us USA,GK,Aston Villa,30,1984,28,28,"2,520",28.0,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,222,Massadio Haïdara,ml MLI,DF,Newcastle Utd,22,1992,7,6,555,6.2,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,223,Brede Hangeland,no NOR,DF,Crystal Palace,34,1981,7,7,630,7.0,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,224,Joe Hart,eng ENG,GK,Manchester City,28,1987,35,35,"3,109",34.5,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,225,Jakob Haugaard,dk DEN,GK,Stoke City,23,1992,5,4,405,4.5,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,G+A-PK
EPL,2015-2016,226,Eden Hazard,be BEL,"MF,FW",Chelsea,24,1991,31,25,"2,191",24.3,0.16,0.12,0.29,0.16,0.29
EPL,2015-2016,227,Jordan Henderson,eng ENG,MF,Liverpool,25,1990,17,15,"1,290",14.3,0.14,0.21,0.35,0.14,0.35
EPL,2015-2016,228,Wayne Hennessey,wal WAL,GK,Crystal Palace,28,1987,29,29,"2,610",29.0,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,229,Rushian Hepburn-Murphy,eng ENG,FW,Aston Villa,16,1998,1,0,1,0.0,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,230,Javier Hernández,mx MEX,FW,Manchester Utd,27,1988,1,0,24,0.3,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,231,Ander Herrera,es ESP,MF,Manchester Utd,25,1989,27,17,"1,532",17.0,0.18,0.12,0.29,0.12,0.23
EPL,2015-2016,232,Son Heung-min,kr KOR,MF,Tottenham,23,1992,28,13,"1,107",12.3,0.33,0.08,0.41,0.33,0.41
EPL,2015-2016,233,Tony Hibbert,eng ENG,DF,Everton,34,1981,1,0,45,0.5,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,234,José Holebas,gr GRE,DF,Watford,31,1984,11,11,945,10.5,0.10,0.00,0.10,0.10,0.10
EPL,2015-2016,235,George Honeyman,eng ENG,MF,Sunderland,20,1994,1,0,39,0.4,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,236,Wes Hoolahan,ie IRL,MF,Norwich City,33,1982,30,25,"1,991",22.1,0.18,0.36,0.54,0.14,0.50
EPL,2015-2016,237,Gary Hooper,eng ENG,FW,Norwich City,27,1988,2,0,13,0.1,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,238,Tim Howard,us USA,GK,Everton,36,1979,25,25,"2,250",25.0,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,239,Jonny Howson,eng ENG,MF,Norwich City,27,1988,36,33,"2,951",32.8,0.09,0.12,0.21,0.09,0.21
EPL,2015-2016,240,Robert Huth,de GER,DF,Leicester City,30,1984,35,35,"3,150",35.0,0.09,0.00,0.09,0.09,0.09
EPL,2015-2016,241,Alan Hutton,sco SCO,DF,Aston Villa,30,1984,28,26,"2,331",25.9,0.00,0.04,0.04,0.00,0.04
EPL,2015-2016,242,Víctor Ibarbo,co COL,"FW,MF",Watford,25,1990,4,0,68,0.8,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,243,Jordon Ibe,eng ENG,"MF,FW",Liverpool,19,1995,27,12,"1,178",13.1,0.08,0.15,0.23,0.08,0.23
EPL,2015-2016,244,Odion Ighalo,ng NGA,"FW,MF",Watford,26,1989,37,36,"3,146",35.0,0.43,0.09,0.51,0.43,0.51
EPL,2015-2016,245,Kelechi Iheanacho,ng NGA,"FW,MF",Manchester City,18,1996,26,7,766,8.5,0.94,0.12,1.06,0.94,1.06
EPL,2015-2016,246,Giannelli Imbula,cd COD,MF,Stoke City,22,1992,14,14,"1,260",14.0,0.14,0.00,0.14,0.14,0.14
EPL,2015-2016,247,Danny Ings,eng ENG,FW,Liverpool,23,1992,6,3,340,3.8,0.53,0.00,0.53,0.53,0.53
EPL,2015-2016,248,Gökhan Inler,ch SUI,MF,Leicester City,31,1984,5,3,194,2.2,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,249,Stephen Ireland,ie IRL,MF,Stoke City,28,1986,13,0,243,2.7,0.00,0.37,0.37,0.00,0.37
EPL,2015-2016,250,Juan Iturbe,py PAR,"FW,MF",Bournemouth,22,1993,2,0,57,0.6,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,G+A-PK
EPL,2015-2016,251,Branislav Ivanović,rs SRB,DF,Chelsea,31,1984,33,33,"2,916",32.4,0.06,0.06,0.12,0.06,0.12
EPL,2015-2016,252,Alex Iwobi,ng NGA,"MF,FW",Arsenal,19,1996,13,8,628,7.0,0.29,0.29,0.57,0.29,0.57
EPL,2015-2016,253,Phil Jagielka,eng ENG,DF,Everton,32,1982,21,21,"1,850",20.6,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,254,Daryl Janmaat,nl NED,DF,Newcastle Utd,26,1989,32,32,"2,752",30.6,0.07,0.13,0.20,0.07,0.20
EPL,2015-2016,255,Adnan Januzaj,be BEL,MF,Manchester Utd,20,1995,5,2,145,1.6,0.62,0.00,0.62,0.62,0.62
EPL,2015-2016,256,Matt Jarvis,eng ENG,MF,Norwich City,29,1986,19,13,"1,017",11.3,0.09,0.09,0.18,0.09,0.18
EPL,2015-2016,257,Matt Jarvis,eng ENG,MF,West Ham,29,1986,3,0,76,0.8,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,258,Mile Jedinak,au AUS,MF,Crystal Palace,30,1984,27,16,"1,540",17.1,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,259,Nikica Jelavić,hr CRO,FW,West Ham,29,1985,13,1,350,3.9,0.26,0.51,0.77,0.26,0.77
EPL,2015-2016,260,Carl Jenkinson,eng ENG,DF,West Ham,23,1992,20,13,"1,229",13.7,0.15,0.00,0.15,0.15,0.15
EPL,2015-2016,261,Cameron Jerome,eng ENG,"FW,MF",Norwich City,28,1986,34,19,"1,777",19.7,0.15,0.10,0.25,0.15,0.25
EPL,2015-2016,262,Adam Johnson,eng ENG,MF,Sunderland,28,1987,19,11,"1,148",12.8,0.16,0.39,0.55,0.08,0.47
EPL,2015-2016,263,Bradley Johnson,eng ENG,MF,Norwich City,28,1987,4,1,154,1.7,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,264,Glen Johnson,eng ENG,DF,Stoke City,30,1984,25,25,"2,184",24.3,0.00,0.12,0.12,0.00,0.12
EPL,2015-2016,265,Billy Jones,eng ENG,DF,Sunderland,28,1987,24,23,"2,032",22.6,0.04,0.04,0.09,0.04,0.09
EPL,2015-2016,266,Phil Jones,eng ENG,DF,Manchester Utd,23,1992,10,6,530,5.9,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,267,Siem de Jong,nl NED,MF,Newcastle Utd,26,1989,18,3,454,5.0,0.00,0.20,0.20,0.00,0.20
EPL,2015-2016,268,Joselu,es ESP,FW,Stoke City,25,1990,22,10,"1,097",12.2,0.33,0.08,0.41,0.33,0.41
EPL,2015-2016,269,Juanmi,es ESP,"FW,MF",Southampton,22,1993,12,0,173,1.9,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,270,Younès Kaboul,fr FRA,DF,Sunderland,29,1986,23,22,"2,009",22.3,0.00,0.04,0.04,0.00,0.04
EPL,2015-2016,271,Sullay Kaikai,eng ENG,"FW,MF",Crystal Palace,19,1995,1,0,45,0.5,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,272,Harry Kane,eng ENG,FW,Tottenham,22,1993,38,38,"3,361",37.3,0.67,0.03,0.70,0.54,0.56
EPL,2015-2016,273,N'Golo Kanté,fr FRA,MF,Leicester City,24,1991,37,33,"3,022",33.6,0.03,0.12,0.15,0.03,0.15
EPL,2015-2016,274,Will Keane,eng ENG,FW,Manchester Utd,22,1993,1,0,5,0.1,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,275,Martin Kelly,eng ENG,DF,Crystal Palace,25,1990,13,11,"1,044",11.6,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,G+A-PK
EPL,2015-2016,276,Kenedy,br BRA,"DF,MF",Chelsea,19,1996,14,4,556,6.2,0.16,0.00,0.16,0.16,0.16
EPL,2015-2016,277,Jonjoe Kenny,eng ENG,"DF,FW",Everton,18,1997,1,0,62,0.7,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,278,Yann Kermorgant,fr FRA,FW,Bournemouth,33,1981,7,0,130,1.4,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,279,Wahbi Khazri,tn TUN,MF,Sunderland,24,1991,14,13,"1,071",11.9,0.17,0.08,0.25,0.17,0.25
EPL,2015-2016,280,Andy King,wal WAL,MF,Leicester City,26,1988,25,9,"1,062",11.8,0.17,0.08,0.25,0.17,0.25
EPL,2015-2016,281,Joshua King,no NOR,"FW,MF",Bournemouth,23,1992,31,24,"1,913",21.3,0.28,0.09,0.38,0.28,0.38
EPL,2015-2016,282,Stephen Kingsley,sco SCO,DF,Swansea City,21,1994,4,4,355,3.9,0.00,0.25,0.25,0.00,0.25
EPL,2015-2016,283,Jan Kirchhoff,de GER,MF,Sunderland,24,1990,15,14,"1,075",11.9,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,284,Timm Klose,ch SUI,DF,Norwich City,27,1988,10,10,848,9.4,0.11,0.00,0.11,0.11,0.11
EPL,2015-2016,285,Aleksandar Kolarov,rs SRB,DF,Manchester City,29,1985,29,25,"2,283",25.4,0.12,0.12,0.24,0.12,0.24
EPL,2015-2016,286,Vincent Kompany,be BEL,DF,Manchester City,29,1986,14,13,"1,179",13.1,0.15,0.00,0.15,0.15,0.15
EPL,2015-2016,287,Arouna Koné,ci CIV,"MF,FW",Everton,31,1983,25,16,"1,456",16.2,0.31,0.25,0.56,0.31,0.56
EPL,2015-2016,288,Lamine Koné,ci CIV,DF,Sunderland,26,1989,15,15,"1,314",14.6,0.14,0.07,0.21,0.14,0.21
EPL,2015-2016,289,Laurent Koscielny,fr FRA,DF,Arsenal,29,1985,33,33,"2,845",31.6,0.13,0.00,0.13,0.13,0.13
EPL,2015-2016,290,Cheikhou Kouyaté,sn SEN,MF,West Ham,25,1989,34,34,"3,007",33.4,0.15,0.06,0.21,0.15,0.21
EPL,2015-2016,291,Libor Kozák,cz CZE,FW,Aston Villa,26,1989,4,3,258,2.9,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,292,Andrej Kramarić,hr CRO,"FW,MF",Leicester City,24,1991,2,0,24,0.3,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,293,Bojan Krkić,es ESP,"MF,FW",Stoke City,24,1990,27,22,"1,697",18.9,0.37,0.05,0.42,0.27,0.32
EPL,2015-2016,294,Tim Krul,nl NED,GK,Newcastle Utd,27,1988,8,8,720,8.0,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,295,Kyle Lafferty,nir NIR,FW,Norwich City,27,1987,1,0,14,0.2,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,296,Adam Lallana,eng ENG,"MF,FW",Liverpool,27,1988,30,23,"2,107",23.4,0.17,0.26,0.43,0.17,0.43
EPL,2015-2016,297,Rickie Lambert,eng ENG,FW,West Brom,33,1982,19,5,625,6.9,0.14,0.14,0.29,0.00,0.14
EPL,2015-2016,298,Érik Lamela,ar ARG,MF,Tottenham,23,1992,34,28,"2,371",26.3,0.19,0.34,0.53,0.19,0.53
EPL,2015-2016,299,Manuel Lanzini,ar ARG,MF,West Ham,22,1993,26,23,"1,910",21.2,0.28,0.09,0.38,0.28,0.38
EPL,2015-2016,300,Seb Larsson,se SWE,MF,Sunderland,30,1985,18,6,554,6.2,0.00,0.16,0.16,0.00,0.16
EPL,2015-2016,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,G+A-PK
EPL,2015-2016,301,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,21,1993,18,10,"1,152",12.8,0.16,0.00,0.16,0.16,0.16
EPL,2015-2016,302,Miguel Layún,mx MEX,"MF,DF",Watford,27,1988,3,2,131,1.5,0.69,0.00,0.69,0.69,0.69
EPL,2015-2016,303,Joe Ledley,wal WAL,MF,Crystal Palace,28,1987,19,11,981,10.9,0.09,0.00,0.09,0.09,0.09
EPL,2015-2016,304,Lucas Leiva,br BRA,"MF,DF",Liverpool,28,1987,27,21,"1,953",21.7,0.00,0.05,0.05,0.00,0.05
EPL,2015-2016,305,Jonathan Leko,eng ENG,MF,West Brom,16,1999,5,3,271,3.0,0.00,0.33,0.33,0.00,0.33
EPL,2015-2016,306,Aaron Lennon,eng ENG,"MF,FW",Everton,28,1987,25,17,"1,538",17.1,0.29,0.00,0.29,0.29,0.29
EPL,2015-2016,307,Jeremain Lens,nl NED,"MF,FW",Sunderland,27,1987,20,14,"1,294",14.4,0.21,0.21,0.42,0.21,0.42
EPL,2015-2016,308,Joleon Lescott,eng ENG,DF,Aston Villa,32,1982,30,30,"2,629",29.2,0.03,0.00,0.03,0.03,0.03
EPL,2015-2016,309,Joleon Lescott,eng ENG,DF,West Brom,32,1982,2,2,180,2.0,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,310,Jesse Lingard,eng ENG,MF,Manchester Utd,22,1992,25,19,"1,632",18.1,0.22,0.06,0.28,0.22,0.28
EPL,2015-2016,311,Hugo Lloris,fr FRA,GK,Tottenham,28,1986,37,37,"3,330",37.0,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,312,Ruben Loftus-Cheek,eng ENG,MF,Chelsea,19,1996,13,4,412,4.6,0.22,0.00,0.22,0.22,0.22
EPL,2015-2016,313,Shane Long,ie IRL,"FW,MF",Southampton,28,1987,28,23,"2,111",23.5,0.43,0.17,0.60,0.43,0.60
EPL,2015-2016,314,Donald Love,sco SCO,"DF,MF",Manchester Utd,20,1994,1,0,54,0.6,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,315,Dejan Lovren,hr CRO,DF,Liverpool,26,1989,24,22,"1,896",21.1,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,316,Romelu Lukaku,be BEL,FW,Everton,22,1993,37,36,"3,169",35.2,0.51,0.17,0.68,0.48,0.65
EPL,2015-2016,317,Jordan Lyden,au AUS,"MF,DF",Aston Villa,19,1996,4,2,153,1.7,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,318,Yann M'Vila,fr FRA,MF,Sunderland,25,1990,37,36,"3,186",35.4,0.03,0.11,0.14,0.03,0.14
EPL,2015-2016,319,Shaun MacDonald,wal WAL,MF,Bournemouth,27,1988,3,0,31,0.3,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,320,Riyad Mahrez,dz ALG,MF,Leicester City,24,1991,37,36,"3,034",33.7,0.50,0.33,0.83,0.39,0.71
EPL,2015-2016,321,Modibo Maïga,ml MLI,"FW,MF",West Ham,27,1987,3,0,27,0.3,3.33,0.00,3.33,3.33,3.33
EPL,2015-2016,322,Sadio Mané,sn SEN,"MF,FW",Southampton,23,1992,37,30,"2,597",28.9,0.38,0.21,0.59,0.38,0.59
EPL,2015-2016,323,Eliaquim Mangala,fr FRA,DF,Manchester City,24,1991,23,23,"2,009",22.3,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,324,Vito Mannone,it ITA,GK,Sunderland,27,1988,19,19,"1,710",19.0,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,325,José Manuel Jurado,es ESP,MF,Watford,29,1986,27,27,"2,007",22.3,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,G+A-PK
EPL,2015-2016,326,Adrian Mariappa,jm JAM,DF,Crystal Palace,28,1986,3,3,255,2.8,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,327,Anthony Martial,fr FRA,"MF,FW",Manchester Utd,19,1995,31,29,"2,632",29.2,0.38,0.14,0.51,0.38,0.51
EPL,2015-2016,328,Russell Martin,sco SCO,DF,Norwich City,29,1986,30,30,"2,698",30.0,0.10,0.00,0.10,0.10,0.10
EPL,2015-2016,329,Cuco Martina,cw CUW,DF,Southampton,25,1989,15,11,"1,085",12.1,0.08,0.08,0.17,0.08,0.17
EPL,2015-2016,330,Ryan Mason,eng ENG,MF,Tottenham,24,1991,22,8,805,8.9,0.11,0.00,0.11,0.11,0.11
EPL,2015-2016,331,Juan Mata,es ESP,MF,Manchester Utd,27,1988,38,34,"2,889",32.1,0.19,0.16,0.34,0.16,0.31
EPL,2015-2016,332,Nemanja Matić,rs SRB,MF,Chelsea,26,1988,33,28,"2,415",26.8,0.07,0.07,0.15,0.07,0.15
EPL,2015-2016,333,Adam Matthews,wal WAL,DF,Sunderland,23,1992,1,0,37,0.4,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,334,Kevin Mbabu,ch SUI,DF,Newcastle Utd,20,1995,3,2,143,1.6,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,335,Chancel Mbemba,cd COD,DF,Newcastle Utd,20,1994,33,33,"2,923",32.5,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,336,Dieumerci Mbokani,cd COD,FW,Norwich City,29,1985,29,15,"1,595",17.7,0.39,0.06,0.45,0.39,0.45
EPL,2015-2016,337,James McArthur,sco SCO,MF,Crystal Palace,27,1987,28,26,"2,185",24.3,0.08,0.08,0.16,0.08,0.16
EPL,2015-2016,338,Gareth McAuley,nir NIR,DF,West Brom,35,1979,34,34,"3,060",34.0,0.03,0.00,0.03,0.03,0.03
EPL,2015-2016,339,Alex McCarthy,eng ENG,GK,Crystal Palace,25,1989,7,7,630,7.0,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,340,James McCarthy,ie IRL,MF,Everton,24,1990,29,29,"2,429",27.0,0.07,0.07,0.15,0.07,0.15
EPL,2015-2016,341,James McClean,ie IRL,"MF,FW",West Brom,26,1989,35,28,"2,413",26.8,0.07,0.07,0.15,0.07,0.15
EPL,2015-2016,342,Callum McManaman,eng ENG,MF,West Brom,24,1991,12,2,281,3.1,0.00,0.32,0.32,0.00,0.32
EPL,2015-2016,343,Paddy McNair,nir NIR,DF,Manchester Utd,20,1995,8,3,314,3.5,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,344,Per Mertesacker,de GER,DF,Arsenal,30,1984,24,24,"2,048",22.8,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,345,Matt Miazga,us USA,DF,Chelsea,20,1995,2,2,135,1.5,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,346,Simon Mignolet,be BEL,GK,Liverpool,27,1988,34,34,"3,060",34.0,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,347,James Milner,eng ENG,"MF,FW",Liverpool,29,1986,28,28,"2,409",26.8,0.19,0.41,0.60,0.15,0.56
EPL,2015-2016,348,Tyrone Mings,eng ENG,DF,Bournemouth,22,1993,1,0,11,0.1,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,349,Kevin Mirallas,be BEL,"MF,FW",Everton,27,1987,23,10,"1,013",11.3,0.36,0.18,0.53,0.36,0.53
EPL,2015-2016,350,Aleksandar Mitrović,rs SRB,FW,Newcastle Utd,20,1994,34,22,"2,118",23.5,0.38,0.17,0.55,0.30,0.47
EPL,2015-2016,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,G+A-PK
EPL,2015-2016,351,Nacho Monreal,es ESP,DF,Arsenal,29,1986,37,36,"3,249",36.1,0.00,0.08,0.08,0.00,0.08
EPL,2015-2016,352,Jefferson Montero,ec ECU,"MF,FW",Swansea City,25,1989,23,14,"1,355",15.1,0.00,0.13,0.13,0.00,0.13
EPL,2015-2016,353,Alberto Moreno,es ESP,DF,Liverpool,23,1992,32,28,"2,548",28.3,0.04,0.14,0.18,0.04,0.18
EPL,2015-2016,354,Wes Morgan,jm JAM,DF,Leicester City,31,1984,38,38,"3,420",38.0,0.05,0.00,0.05,0.05,0.05
EPL,2015-2016,355,James Morrison,sco SCO,MF,West Brom,29,1986,18,17,"1,338",14.9,0.20,0.20,0.40,0.20,0.40
EPL,2015-2016,356,Victor Moses,ng NGA,"MF,FW",West Ham,24,1990,21,13,979,10.9,0.09,0.18,0.28,0.09,0.28
EPL,2015-2016,357,Youssouf Mulumbu,cd COD,MF,Norwich City,28,1987,7,5,368,4.1,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,358,Marc Muniesa,es ESP,DF,Stoke City,23,1992,15,12,"1,114",12.4,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,359,Glenn Murray,eng ENG,FW,Crystal Palace,31,1983,2,2,126,1.4,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,360,Glenn Murray,eng ENG,FW,Bournemouth,31,1983,19,6,676,7.5,0.40,0.00,0.40,0.40,0.40
EPL,2015-2016,361,Jordon Mutch,eng ENG,MF,Crystal Palace,23,1991,20,7,803,8.9,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,362,Boaz Myhill,wal WAL,GK,West Brom,32,1982,23,23,"2,070",23.0,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,363,Dame N'Doye,sn SEN,"MF,FW",Sunderland,30,1985,11,5,572,6.4,0.16,0.00,0.16,0.16,0.16
EPL,2015-2016,364,Clinton N'Jie,cm CMR,"FW,MF",Tottenham,21,1993,8,0,192,2.1,0.00,0.47,0.47,0.00,0.47
EPL,2015-2016,365,Charles N'Zogbia,fr FRA,"DF,FW",Aston Villa,29,1986,2,0,43,0.5,0.00,0.00,0.00,0.00,0.00
