League,Season,Rk,Player,Nation,Pos,Squad,Age,Born,Matches
EPL,2016-2017,35,César Azpilicueta,es ESP,DF,Chelsea,26,1989,https://fbref.com/en/players/53cad200/matchlogs/2016-2017/summary/Cesar-Azpilicueta-Match-Logs
EPL,2016-2017,36,Eric Bailly,ci CIV,DF,Manchester Utd,22,1994,https://fbref.com/en/players/a1232f4e/matchlogs/2016-2017/summary/Eric-Bailly-Match-Logs
EPL,2016-2017,37,Leighton Baines,eng ENG,"DF,MF",Everton,31,1984,https://fbref.com/en/players/b18095b6/matchlogs/2016-2017/summary/Leighton-Baines-Match-Logs
EPL,2016-2017,38,Patrick Bamford,eng ENG,"FW,MF",Burnley,22,1993,https://fbref.com/en/players/93feac6e/matchlogs/2016-2017/summary/Patrick-Bamford-Match-Logs
EPL,2016-2017,39,Patrick Bamford,eng ENG,FW,Middlesbrough,22,1993,https://fbref.com/en/players/93feac6e/matchlogs/2016-2017/summary/Patrick-Bamford-Match-Logs
EPL,2016-2017,40,Phil Bardsley,sco SCO,DF,Stoke City,31,1985,https://fbref.com/en/players/1ae30132/matchlogs/2016-2017/summary/Phil-Bardsley-Match-Logs
EPL,2016-2017,41,Ross Barkley,eng ENG,"MF,FW",Everton,22,1993,https://fbref.com/en/players/3a24769f/matchlogs/2016-2017/summary/Ross-Barkley-Match-Logs
EPL,2016-2017,42,Ashley Barnes,eng ENG,FW,Burnley,26,1989,https://fbref.com/en/players/2691c772/matchlogs/2016-2017/summary/Ashley-Barnes-Match-Logs
EPL,2016-2017,43,Antonio Barragán,es ESP,DF,Middlesbrough,29,1987,https://fbref.com/en/players/487d9b09/matchlogs/2016-2017/summary/Antonio-Barragan-Match-Logs
EPL,2016-2017,44,Modou Barrow,gm GAM,"MF,FW",Swansea City,23,1992,https://fbref.com/en/players/75783f5f/matchlogs/2016-2017/summary/Modou-Barrow-Match-Logs
EPL,2016-2017,45,Gareth Barry,eng ENG,MF,Everton,35,1981,https://fbref.com/en/players/7dbbe367/matchlogs/2016-2017/summary/Gareth-Barry-Match-Logs
EPL,2016-2017,46,Joey Barton,eng ENG,MF,Burnley,33,1982,https://fbref.com/en/players/93bfa675/matchlogs/2016-2017/summary/Joey-Barton-Match-Logs
EPL,2016-2017,47,Borja Bastón,es ESP,FW,Swansea City,23,1992,https://fbref.com/en/players/8c44e37b/matchlogs/2016-2017/summary/Borja-Baston-Match-Logs
EPL,2016-2017,48,Michy Batshuayi,be BEL,FW,Chelsea,22,1993,https://fbref.com/en/players/2973d8ff/matchlogs/2016-2017/summary/Michy-Batshuayi-Match-Logs
EPL,2016-2017,49,Asmir Begović,ba BIH,GK,Chelsea,29,1987,https://fbref.com/en/players/7b4de647/matchlogs/2016-2017/summary/Asmir-Begovic-Match-Logs
EPL,2016-2017,50,Valon Behrami,ch SUI,MF,Watford,31,1985,https://fbref.com/en/players/d3d758d8/matchlogs/2016-2017/summary/Valon-Behrami-Match-Logs
EPL,2016-2017,Rk,Player,Nation,Pos,Squad,Age,Born,Matches
EPL,2016-2017,51,Héctor Bellerín,es ESP,"DF,MF",Arsenal,21,1995,https://fbref.com/en/players/f874dd44/matchlogs/2016-2017/summary/Hector-Bellerin-Match-Logs
EPL,2016-2017,52,Yohan Benalouane,tn TUN,DF,Leicester City,29,1987,https://fbref.com/en/players/8309b068/matchlogs/2016-2017/summary/Yohan-Benalouane-Match-Logs
EPL,2016-2017,53,Christian Benteke,be BEL,FW,Crystal Palace,25,1990,https://fbref.com/en/players/ab070c55/matchlogs/2016-2017/summary/Christian-Benteke-Match-Logs
EPL,2016-2017,54,Jonathan Benteke,be BEL,FW,Crystal Palace,21,1995,https://fbref.com/en/players/5c59bc47/matchlogs/2016-2017/summary/Jonathan-Benteke-Match-Logs
EPL,2016-2017,55,Saido Berahino,bi BDI,FW,Stoke City,22,1993,https://fbref.com/en/players/25b166d0/matchlogs/2016-2017/summary/Saido-Berahino-Match-Logs
EPL,2016-2017,56,Saido Berahino,bi BDI,FW,West Brom,22,1993,https://fbref.com/en/players/25b166d0/matchlogs/2016-2017/summary/Saido-Berahino-Match-Logs
EPL,2016-2017,57,Jóhann Berg Guðmundsson,is ISL,MF,Burnley,25,1990,https://fbref.com/en/players/f72293fc/matchlogs/2016-2017/summary/Johann-Berg-Gudmundsson-Match-Logs
EPL,2016-2017,58,Ryan Bertrand,eng ENG,DF,Southampton,26,1989,https://fbref.com/en/players/01226327/matchlogs/2016-2017/summary/Ryan-Bertrand-Match-Logs
EPL,2016-2017,59,Mame Biram Diouf,sn SEN,"MF,FW",Stoke City,28,1987,https://fbref.com/en/players/7f4f3e49/matchlogs/2016-2017/summary/Mame-Biram-Diouf-Match-Logs
EPL,2016-2017,60,Daley Blind,nl NED,DF,Manchester Utd,26,1990,https://fbref.com/en/players/691bef82/matchlogs/2016-2017/summary/Daley-Blind-Match-Logs
EPL,2016-2017,61,Yannick Bolasie,cd COD,"FW,MF",Crystal Palace,27,1989,https://fbref.com/en/players/715fc0fe/matchlogs/2016-2017/summary/Yannick-Bolasie-Match-Logs
EPL,2016-2017,62,Yannick Bolasie,cd COD,"MF,FW",Everton,27,1989,https://fbref.com/en/players/715fc0fe/matchlogs/2016-2017/summary/Yannick-Bolasie-Match-Logs
EPL,2016-2017,63,Wilfried Bony,ci CIV,FW,Stoke City,27,1988,https://fbref.com/en/players/61abe9b6/matchlogs/2016-2017/summary/Wilfried-Bony-Match-Logs
EPL,2016-2017,64,Fabio Borini,it ITA,"FW,MF",Sunderland,25,1991,https://fbref.com/en/players/ef5b337e/matchlogs/2016-2017/summary/Fabio-Borini-Match-Logs
EPL,2016-2017,65,Artur Boruc,pl POL,GK,Bournemouth,36,1980,https://fbref.com/en/players/34ccf6fa/matchlogs/2016-2017/summary/Artur-Boruc-Match-Logs
EPL,2016-2017,66,Sofiane Boufal,ma MAR,"FW,MF",Southampton,22,1993,https://fbref.com/en/players/b0c71810/matchlogs/2016-2017/summary/Sofiane-Boufal-Match-Logs
EPL,2016-2017,67,Jarrod Bowen,eng ENG,MF,Hull City,19,1996,https://fbref.com/en/players/79c84d1c/matchlogs/2016-2017/summary/Jarrod-Bowen-Match-Logs
EPL,2016-2017,68,George Boyd,sco SCO,MF,Burnley,30,1985,https://fbref.com/en/players/0a9048ce/matchlogs/2016-2017/summary/George-Boyd-Match-Logs
EPL,2016-2017,69,Robbie Brady,ie IRL,MF,Burnley,24,1992,https://fbref.com/en/players/96bb8cc2/matchlogs/2016-2017/summary/Robbie-Brady-Match-Logs
EPL,2016-2017,70,Claudio Bravo,cl CHI,GK,Manchester City,33,1983,https://fbref.com/en/players/10072610/matchlogs/2016-2017/summary/Claudio-Bravo-Match-Logs
EPL,2016-2017,71,Miguel Britos,uy URU,DF,Watford,31,1985,https://fbref.com/en/players/356a9a62/matchlogs/2016-2017/summary/Miguel-Britos-Match-Logs
EPL,2016-2017,72,Leon Britton,eng ENG,MF,Swansea City,33,1982,https://fbref.com/en/players/b92dd711/matchlogs/2016-2017/summary/Leon-Britton-Match-Logs
EPL,2016-2017,73,Chris Brunt,nir NIR,"MF,DF",West Brom,31,1984,https://fbref.com/en/players/ec7e6ad1/matchlogs/2016-2017/summary/Chris-Brunt-Match-Logs
EPL,2016-2017,74,Jack Butland,eng ENG,GK,Stoke City,23,1993,https://fbref.com/en/players/cc70a1d5/matchlogs/2016-2017/summary/Jack-Butland-Match-Logs
EPL,2016-2017,75,Sam Byram,eng ENG,"DF,MF",West Ham,22,1993,https://fbref.com/en/players/1bf811d4/matchlogs/2016-2017/summary/Sam-Byram-Match-Logs
EPL,2016-2017,Rk,Player,Nation,Pos,Squad,Age,Born,Matches
EPL,2016-2017,76,Willy Caballero,ar ARG,GK,Manchester City,34,1981,https://fbref.com/en/players/a179d516/matchlogs/2016-2017/summary/Willy-Caballero-Match-Logs
EPL,2016-2017,77,Yohan Cabaye,fr FRA,MF,Crystal Palace,30,1986,https://fbref.com/en/players/ad7b19ef/matchlogs/2016-2017/summary/Yohan-Cabaye-Match-Logs
EPL,2016-2017,78,Martín Cáceres,uy URU,DF,Southampton,29,1987,https://fbref.com/en/players/e94d79e3/matchlogs/2016-2017/summary/Martin-Caceres-Match-Logs
EPL,2016-2017,79,Gary Cahill,eng ENG,DF,Chelsea,30,1985,https://fbref.com/en/players/7914b9fe/matchlogs/2016-2017/summary/Gary-Cahill-Match-Logs
EPL,2016-2017,80,Jonathan Calleri,ar ARG,FW,West Ham,22,1993,https://fbref.com/en/players/6922f806/matchlogs/2016-2017/summary/Jonathan-Calleri-Match-Logs
EPL,2016-2017,81,Dominic Calvert-Lewin,eng ENG,"MF,FW",Everton,19,1997,https://fbref.com/en/players/59e6e5bf/matchlogs/2016-2017/summary/Dominic-Calvert-Lewin-Match-Logs
EPL,2016-2017,82,Geoff Cameron,us USA,"MF,DF",Stoke City,31,1985,https://fbref.com/en/players/1a160ea3/matchlogs/2016-2017/summary/Geoff-Cameron-Match-Logs
EPL,2016-2017,83,Fraizer Campbell,eng ENG,FW,Crystal Palace,28,1987,https://fbref.com/en/players/81d63375/matchlogs/2016-2017/summary/Fraizer-Campbell-Match-Logs
EPL,2016-2017,84,Emre Can,de GER,MF,Liverpool,22,1994,https://fbref.com/en/players/a65ce836/matchlogs/2016-2017/summary/Emre-Can-Match-Logs
EPL,2016-2017,85,Étienne Capoue,fr FRA,MF,Watford,28,1988,https://fbref.com/en/players/5acc4a10/matchlogs/2016-2017/summary/Etienne-Capoue-Match-Logs
EPL,2016-2017,86,Baily Cargill,eng ENG,DF,Bournemouth,21,1995,https://fbref.com/en/players/6dbe8f69/matchlogs/2016-2017/summary/Baily-Cargill-Match-Logs
EPL,2016-2017,87,Michael Carrick,eng ENG,MF,Manchester Utd,35,1981,https://fbref.com/en/players/ab7263c1/matchlogs/2016-2017/summary/Michael-Carrick-Match-Logs
EPL,2016-2017,88,Andy Carroll,eng ENG,FW,West Ham,27,1989,https://fbref.com/en/players/b581987a/matchlogs/2016-2017/summary/Andy-Carroll-Match-Logs
EPL,2016-2017,89,Tom Carroll,eng ENG,MF,Tottenham,24,1992,https://fbref.com/en/players/5a1900a4/matchlogs/2016-2017/summary/Tom-Carroll-Match-Logs
EPL,2016-2017,90,Tom Carroll,eng ENG,MF,Swansea City,24,1992,https://fbref.com/en/players/5a1900a4/matchlogs/2016-2017/summary/Tom-Carroll-Match-Logs
EPL,2016-2017,91,Joel Castro Pereira,pt POR,GK,Manchester Utd,20,1996,https://fbref.com/en/players/881e5db7/matchlogs/2016-2017/summary/Joel-Castro-Pereira-Match-Logs
EPL,2016-2017,92,Craig Cathcart,nir NIR,DF,Watford,27,1989,https://fbref.com/en/players/89e4b358/matchlogs/2016-2017/summary/Craig-Cathcart-Match-Logs
EPL,2016-2017,93,Lee Cattermole,eng ENG,MF,Sunderland,28,1988,https://fbref.com/en/players/538e77d5/matchlogs/2016-2017/summary/Lee-Cattermole-Match-Logs
EPL,2016-2017,94,Santi Cazorla,es ESP,MF,Arsenal,31,1984,https://fbref.com/en/players/e2e9c250/matchlogs/2016-2017/summary/Santi-Cazorla-Match-Logs
EPL,2016-2017,95,Petr Čech,cz CZE,GK,Arsenal,34,1982,https://fbref.com/en/players/71672fa0/matchlogs/2016-2017/summary/Petr-Cech-Match-Logs
EPL,2016-2017,96,Nacer Chadli,be BEL,"MF,FW",West Brom,26,1989,https://fbref.com/en/players/5b54bf3b/matchlogs/2016-2017/summary/Nacer-Chadli-Match-Logs
EPL,2016-2017,97,Nathaniel Chalobah,eng ENG,MF,Chelsea,21,1994,https://fbref.com/en/players/422862ea/matchlogs/2016-2017/summary/Nathaniel-Chalobah-Match-Logs
EPL,2016-2017,98,Calum Chambers,eng ENG,DF,Middlesbrough,21,1995,https://fbref.com/en/players/dc6f5bdd/matchlogs/2016-2017/summary/Calum-Chambers-Match-Logs
EPL,2016-2017,99,Calum Chambers,eng ENG,DF,Arsenal,21,1995,https://fbref.com/en/players/dc6f5bdd/matchlogs/2016-2017/summary/Calum-Chambers-Match-Logs
EPL,2016-2017,100,Ben Chilwell,eng ENG,"DF,MF",Leicester City,19,1996,https://fbref.com/en/players/d2424d1b/matchlogs/2016-2017/summary/Ben-Chilwell-Match-Logs
EPL,2016-2017,Rk,Player,Nation,Pos,Squad,Age,Born,Matches
EPL,2016-2017,101,Lee Chung-yong,kr KOR,MF,Crystal Palace,28,1988,https://fbref.com/en/players/49b05a83/matchlogs/2016-2017/summary/Lee-Chung-yong-Match-Logs
EPL,2016-2017,102,Jordy Clasie,nl NED,MF,Southampton,25,1991,https://fbref.com/en/players/31c01b85/matchlogs/2016-2017/summary/Jordy-Clasie-Match-Logs
EPL,2016-2017,103,Adam Clayton,eng ENG,MF,Middlesbrough,27,1989,https://fbref.com/en/players/45b59689/matchlogs/2016-2017/summary/Adam-Clayton-Match-Logs
EPL,2016-2017,104,Tom Cleverley,eng ENG,MF,Everton,26,1989,https://fbref.com/en/players/6cdd8245/matchlogs/2016-2017/summary/Tom-Cleverley-Match-Logs
EPL,2016-2017,105,Tom Cleverley,eng ENG,MF,Watford,26,1989,https://fbref.com/en/players/6cdd8245/matchlogs/2016-2017/summary/Tom-Cleverley-Match-Logs
EPL,2016-2017,106,Gaël Clichy,fr FRA,DF,Manchester City,31,1985,https://fbref.com/en/players/450ad405/matchlogs/2016-2017/summary/Gael-Clichy-Match-Logs
EPL,2016-2017,107,Sam Clucas,eng ENG,MF,Hull City,25,1990,https://fbref.com/en/players/987718f5/matchlogs/2016-2017/summary/Sam-Clucas-Match-Logs
EPL,2016-2017,108,Nathaniel Clyne,eng ENG,DF,Liverpool,25,1991,https://fbref.com/en/players/0442183b/matchlogs/2016-2017/summary/Nathaniel-Clyne-Match-Logs
EPL,2016-2017,109,Séamus Coleman,ie IRL,"DF,MF",Everton,27,1988,https://fbref.com/en/players/0420d84f/matchlogs/2016-2017/summary/Seamus-Coleman-Match-Logs
EPL,2016-2017,110,James Collins,wal WAL,DF,West Ham,32,1983,https://fbref.com/en/players/c61f1719/matchlogs/2016-2017/summary/James-Collins-Match-Logs
EPL,2016-2017,111,Lewis Cook,eng ENG,MF,Bournemouth,19,1997,https://fbref.com/en/players/2afc7272/matchlogs/2016-2017/summary/Lewis-Cook-Match-Logs
EPL,2016-2017,112,Steve Cook,eng ENG,DF,Bournemouth,25,1991,https://fbref.com/en/players/3e5e4e63/matchlogs/2016-2017/summary/Steve-Cook-Match-Logs
EPL,2016-2017,113,Francis Coquelin,fr FRA,MF,Arsenal,25,1991,https://fbref.com/en/players/a6951bf8/matchlogs/2016-2017/summary/Francis-Coquelin-Match-Logs
EPL,2016-2017,114,Jack Cork,eng ENG,MF,Swansea City,27,1989,https://fbref.com/en/players/74e12f1e/matchlogs/2016-2017/summary/Jack-Cork-Match-Logs
EPL,2016-2017,115,Diego Costa,es ESP,FW,Chelsea,27,1988,https://fbref.com/en/players/a190d597/matchlogs/2016-2017/summary/Diego-Costa-Match-Logs
EPL,2016-2017,116,Thibaut Courtois,be BEL,GK,Chelsea,24,1992,https://fbref.com/en/players/1840e36d/matchlogs/2016-2017/summary/Thibaut-Courtois-Match-Logs
EPL,2016-2017,117,Philippe Coutinho,br BRA,"FW,MF",Liverpool,24,1992,https://fbref.com/en/players/0ef89a37/matchlogs/2016-2017/summary/Philippe-Coutinho-Match-Logs
EPL,2016-2017,118,Aaron Cresswell,eng ENG,"DF,MF",West Ham,26,1989,https://fbref.com/en/players/4f974391/matchlogs/2016-2017/summary/Aaron-Cresswell-Match-Logs
EPL,2016-2017,119,Peter Crouch,eng ENG,FW,Stoke City,35,1981,https://fbref.com/en/players/73d9bdc7/matchlogs/2016-2017/summary/Peter-Crouch-Match-Logs
EPL,2016-2017,120,Charlie Daniels,eng ENG,DF,Bournemouth,29,1986,https://fbref.com/en/players/9d107085/matchlogs/2016-2017/summary/Charlie-Daniels-Match-Logs
EPL,2016-2017,121,Scott Dann,eng ENG,DF,Crystal Palace,29,1987,https://fbref.com/en/players/52105203/matchlogs/2016-2017/summary/Scott-Dann-Match-Logs
EPL,2016-2017,122,Matteo Darmian,it ITA,DF,Manchester Utd,26,1989,https://fbref.com/en/players/96e0490d/matchlogs/2016-2017/summary/Matteo-Darmian-Match-Logs
EPL,2016-2017,123,Ben Davies,wal WAL,"DF,MF",Tottenham,23,1993,https://fbref.com/en/players/44781702/matchlogs/2016-2017/summary/Ben-Davies-Match-Logs
EPL,2016-2017,124,Curtis Davies,eng ENG,DF,Hull City,31,1985,https://fbref.com/en/players/607fb965/matchlogs/2016-2017/summary/Curtis-Davies-Match-Logs
EPL,2016-2017,125,Tom Davies,eng ENG,MF,Everton,18,1998,https://fbref.com/en/players/9228b07c/matchlogs/2016-2017/summary/Tom-Davies-Match-Logs
EPL,2016-2017,Rk,Player,Nation,Pos,Squad,Age,Born,Matches
EPL,2016-2017,126,Steven Davis,nir NIR,MF,Southampton,31,1985,https://fbref.com/en/players/cf15bbb1/matchlogs/2016-2017/summary/Steven-Davis-Match-Logs
EPL,2016-2017,127,Craig Dawson,eng ENG,DF,West Brom,26,1990,https://fbref.com/en/players/3e9e06cb/matchlogs/2016-2017/summary/Craig-Dawson-Match-Logs
EPL,2016-2017,128,Michael Dawson,eng ENG,DF,Hull City,32,1983,https://fbref.com/en/players/4771114f/matchlogs/2016-2017/summary/Michael-Dawson-Match-Logs
EPL,2016-2017,129,Kevin De Bruyne,be BEL,MF,Manchester City,25,1991,https://fbref.com/en/players/e46012d4/matchlogs/2016-2017/summary/Kevin-De-Bruyne-Match-Logs
EPL,2016-2017,130,Mathieu Debuchy,fr FRA,DF,Arsenal,31,1985,https://fbref.com/en/players/92232aad/matchlogs/2016-2017/summary/Mathieu-Debuchy-Match-Logs
EPL,2016-2017,131,Troy Deeney,eng ENG,FW,Watford,28,1988,https://fbref.com/en/players/82e34b69/matchlogs/2016-2017/summary/Troy-Deeney-Match-Logs
EPL,2016-2017,132,Jermain Defoe,eng ENG,FW,Sunderland,33,1982,https://fbref.com/en/players/f1e8372d/matchlogs/2016-2017/summary/Jermain-Defoe-Match-Logs
EPL,2016-2017,133,Steven Defour,be BEL,MF,Burnley,28,1988,https://fbref.com/en/players/73489527/matchlogs/2016-2017/summary/Steven-Defour-Match-Logs
EPL,2016-2017,134,Damien Delaney,ie IRL,DF,Crystal Palace,35,1981,https://fbref.com/en/players/210d9ecb/matchlogs/2016-2017/summary/Damien-Delaney-Match-Logs
EPL,2016-2017,135,Fabian Delph,eng ENG,MF,Manchester City,26,1989,https://fbref.com/en/players/111c3236/matchlogs/2016-2017/summary/Fabian-Delph-Match-Logs
EPL,2016-2017,136,Mousa Dembélé,be BEL,MF,Tottenham,29,1987,https://fbref.com/en/players/f7ee69fb/matchlogs/2016-2017/summary/Mousa-Dembele-Match-Logs
EPL,2016-2017,137,Jason Denayer,be BEL,"MF,DF",Sunderland,21,1995,https://fbref.com/en/players/47af88b8/matchlogs/2016-2017/summary/Jason-Denayer-Match-Logs
EPL,2016-2017,138,Memphis Depay,nl NED,"FW,MF",Manchester Utd,22,1994,https://fbref.com/en/players/8f696594/matchlogs/2016-2017/summary/Memphis-Depay-Match-Logs
EPL,2016-2017,139,Mike van der Hoorn,nl NED,DF,Swansea City,23,1992,https://fbref.com/en/players/25f50295/matchlogs/2016-2017/summary/Mike-van-der-Hoorn-Match-Logs
EPL,2016-2017,140,Gerard Deulofeu,es ESP,"FW,MF",Everton,22,1994,https://fbref.com/en/players/39583cfd/matchlogs/2016-2017/summary/Gerard-Deulofeu-Match-Logs
EPL,2016-2017,141,Eric Dier,eng ENG,"DF,MF",Tottenham,22,1994,https://fbref.com/en/players/ac861941/matchlogs/2016-2017/summary/Eric-Dier-Match-Logs
EPL,2016-2017,142,Virgil van Dijk,nl NED,DF,Southampton,25,1991,https://fbref.com/en/players/e06683ca/matchlogs/2016-2017/summary/Virgil-van-Dijk-Match-Logs
EPL,2016-2017,143,Adama Diomande,no NOR,"FW,MF",Hull City,26,1990,https://fbref.com/en/players/336dbcb2/matchlogs/2016-2017/summary/Adama-Diomande-Match-Logs
EPL,2016-2017,144,Papy Djilobodji,sn SEN,DF,Sunderland,27,1988,https://fbref.com/en/players/083525e5/matchlogs/2016-2017/summary/Papy-Djilobodji-Match-Logs
EPL,2016-2017,145,Abdoulaye Doucouré,fr FRA,MF,Watford,23,1993,https://fbref.com/en/players/02b29014/matchlogs/2016-2017/summary/Abdoulaye-Doucoure-Match-Logs
EPL,2016-2017,146,Stewart Downing,eng ENG,"MF,FW",Middlesbrough,32,1984,https://fbref.com/en/players/b13c4620/matchlogs/2016-2017/summary/Stewart-Downing-Match-Logs
EPL,2016-2017,147,Danny Drinkwater,eng ENG,MF,Leicester City,26,1990,https://fbref.com/en/players/2649ff32/matchlogs/2016-2017/summary/Danny-Drinkwater-Match-Logs
EPL,2016-2017,148,Nathan Dyer,eng ENG,"MF,FW",Swansea City,28,1987,https://fbref.com/en/players/6dfd5af0/matchlogs/2016-2017/summary/Nathan-Dyer-Match-Logs
EPL,2016-2017,149,Ovie Ejaria,eng ENG,MF,Liverpool,18,1997,https://fbref.com/en/players/a801669e/matchlogs/2016-2017/summary/Ovie-Ejaria-Match-Logs
EPL,2016-2017,150,Omar Elabdellaoui,no NOR,"DF,MF",Hull City,24,1991,https://fbref.com/en/players/4f56170e/matchlogs/2016-2017/summary/Omar-Elabdellaoui-Match-Logs
