League,Season,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR
EPL,2014-2015,394,Sébastien Pocognoli,be BEL,"DF,MF",West Brom,26,1987,15,15,"1,209",13.4,0,0,0,0,0,1,0
EPL,2014-2015,395,Lukas Podolski,de GER,"FW,MF",Arsenal,29,1985,7,0,106,1.2,0,0,0,0,0,0,0
EPL,2014-2015,396,Nick Powell,eng ENG,"FW,MF",Leicester City,20,1994,3,0,43,0.5,0,0,0,0,0,0,0
EPL,2014-2015,397,Diego Poyet,uy URU,MF,West Ham,19,1995,3,1,91,1.0,0,0,0,0,0,1,0
EPL,2014-2015,398,José Pozo,es ESP,"FW,MF",Manchester City,18,1996,3,1,137,1.5,0,0,0,0,0,0,0
EPL,2014-2015,399,Jason Puncheon,eng ENG,MF,Crystal Palace,28,1986,37,31,"2,824",31.4,6,7,6,0,0,8,1
EPL,2014-2015,400,Stephen Quinn,ie IRL,MF,Hull City,28,1986,28,17,"1,639",18.2,1,3,1,0,0,3,1
EPL,2014-2015,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR
EPL,2014-2015,401,Rafael,br BRA,"DF,MF",Manchester Utd,24,1990,10,6,592,6.6,0,0,0,0,0,2,0
EPL,2014-2015,402,Ramires,br BRA,MF,Chelsea,27,1987,23,11,"1,107",12.3,2,4,2,0,0,4,0
EPL,2014-2015,403,Gastón Ramírez,uy URU,"FW,MF",Southampton,23,1990,1,0,25,0.3,0,0,0,0,0,0,0
EPL,2014-2015,404,Gastón Ramírez,uy URU,"FW,MF",Hull City,23,1990,22,11,990,11.0,1,2,1,0,0,1,1
EPL,2014-2015,405,Aaron Ramsey,wal WAL,MF,Arsenal,23,1990,29,23,"2,007",22.3,6,5,6,0,0,6,0
EPL,2014-2015,406,Àngel Rangel,es ESP,DF,Swansea City,31,1982,27,22,"2,037",22.6,0,0,0,0,0,2,1
EPL,2014-2015,407,Harrison Reed,eng ENG,MF,Southampton,19,1995,9,5,460,5.1,0,0,0,0,0,0,0
EPL,2014-2015,408,Steven Reid,ie IRL,"DF,MF",Burnley,33,1981,6,1,109,1.2,0,0,0,0,0,1,0
EPL,2014-2015,409,Winston Reid,nz NZL,DF,West Ham,26,1988,30,29,"2,502",27.8,1,0,1,0,0,10,0
EPL,2014-2015,410,Loïc Rémy,fr FRA,FW,QPR,27,1987,2,2,180,2.0,0,0,0,0,0,0,0
EPL,2014-2015,411,Loïc Rémy,fr FRA,FW,Chelsea,27,1987,19,6,672,7.5,7,0,7,0,0,0,0
EPL,2014-2015,412,Anthony Réveillère,fr FRA,DF,Sunderland,34,1979,16,15,"1,327",14.7,0,2,0,0,0,0,0
EPL,2014-2015,413,Jazz Richards,wal WAL,"DF,MF",Swansea City,23,1991,10,7,636,7.1,0,1,0,0,0,1,0
EPL,2014-2015,414,Kieran Richardson,eng ENG,"DF,MF",Aston Villa,29,1984,22,16,"1,345",14.9,0,1,0,0,0,2,1
EPL,2014-2015,415,Emmanuel Rivière,fr FRA,FW,Newcastle Utd,24,1990,23,15,"1,209",13.4,1,1,1,0,0,0,0
EPL,2014-2015,416,Valentin Roberge,fr FRA,DF,Sunderland,27,1987,1,1,90,1.0,0,0,0,0,0,1,0
EPL,2014-2015,417,Andrew Robertson,sco SCO,DF,Hull City,20,1994,24,17,"1,526",17.0,0,2,0,0,0,7,0
EPL,2014-2015,418,Joel Robles,es ESP,GK,Everton,24,1990,7,6,585,6.5,0,0,0,0,0,1,0
EPL,2014-2015,419,Jack Rodwell,eng ENG,"DF,MF",Sunderland,23,1991,23,17,"1,483",16.5,3,0,3,0,0,5,0
EPL,2014-2015,420,Marcos Rojo,ar ARG,DF,Manchester Utd,24,1990,22,20,"1,762",19.6,0,0,0,0,0,6,0
EPL,2014-2015,421,Wayne Rooney,eng ENG,"FW,MF",Manchester Utd,28,1985,33,33,"2,873",31.9,12,5,11,1,2,5,1
EPL,2014-2015,422,Danny Rose,eng ENG,"DF,MF",Tottenham,24,1990,28,27,"2,367",26.3,3,5,3,0,0,7,0
EPL,2014-2015,423,Liam Rosenior,eng ENG,DF,Hull City,30,1984,13,5,581,6.5,0,0,0,0,0,0,0
EPL,2014-2015,424,Tomáš Rosický,cz CZE,MF,Arsenal,33,1980,15,5,583,6.5,2,1,2,0,0,1,0
EPL,2014-2015,425,Wayne Routledge,eng ENG,"FW,MF",Swansea City,29,1985,29,27,"2,310",25.7,3,1,3,0,0,1,1
EPL,2014-2015,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR
EPL,2014-2015,426,Yannick Sagbo,ci CIV,FW,Hull City,26,1988,4,0,59,0.7,0,0,0,0,0,0,0
EPL,2014-2015,427,Bacary Sagna,fr FRA,DF,Manchester City,31,1983,9,8,741,8.2,0,0,0,0,0,1,0
EPL,2014-2015,428,Diafra Sakho,sn SEN,FW,West Ham,24,1989,23,20,"1,754",19.5,10,2,10,0,0,2,0
EPL,2014-2015,429,Mamadou Sakho,fr FRA,DF,Liverpool,24,1990,16,15,"1,419",15.8,0,0,0,0,0,1,0
EPL,2014-2015,430,Mohamed Salah,eg EGY,"FW,MF",Chelsea,22,1992,3,0,33,0.4,0,0,0,0,0,0,0
EPL,2014-2015,431,Georgios Samaras,gr GRE,"FW,MF",West Brom,29,1985,5,0,72,0.8,0,0,0,0,0,0,0
EPL,2014-2015,432,Alexis Sánchez,cl CHI,"FW,MF",Arsenal,25,1988,35,34,"2,942",32.7,16,8,16,0,1,4,0
EPL,2014-2015,433,Carlos Sánchez,co COL,MF,Aston Villa,28,1986,28,20,"1,988",22.1,1,0,1,0,0,7,1
EPL,2014-2015,434,Sandro,br BRA,MF,QPR,25,1989,17,17,"1,209",13.4,1,0,1,0,0,6,0
EPL,2014-2015,435,Yaya Sanogo,fr FRA,FW,Arsenal,21,1993,3,2,138,1.5,0,0,0,0,0,0,0
EPL,2014-2015,436,Yaya Sanogo,fr FRA,FW,Crystal Palace,21,1993,10,3,320,3.6,0,0,0,0,0,1,0
EPL,2014-2015,437,Jeffrey Schlupp,gh GHA,"DF,FW",Leicester City,21,1992,32,30,"2,531",28.1,3,2,3,0,0,4,0
EPL,2014-2015,438,Kasper Schmeichel,dk DEN,GK,Leicester City,27,1986,24,24,"2,160",24.0,0,0,0,0,0,0,0
EPL,2014-2015,439,Morgan Schneiderlin,fr FRA,MF,Southampton,24,1989,26,24,"2,186",24.3,4,1,4,0,0,6,1
EPL,2014-2015,440,André Schürrle,de GER,"FW,MF",Chelsea,23,1990,14,5,436,4.8,3,0,3,0,0,2,0
EPL,2014-2015,441,Mark Schwarzer,au AUS,GK,Leicester City,41,1972,6,6,540,6.0,0,0,0,0,0,0,0
EPL,2014-2015,442,Ryan Seager,eng ENG,FW,Southampton,18,1996,1,0,1,0.0,0,0,0,0,0,0,0
EPL,2014-2015,443,Philippe Senderos,ch SUI,DF,Aston Villa,29,1985,8,7,633,7.0,0,0,0,0,0,2,0
EPL,2014-2015,444,Stéphane Sessègnon,bj BEN,"FW,MF",West Brom,30,1984,28,20,"1,761",19.6,1,3,1,0,0,5,0
EPL,2014-2015,445,Jason Shackell,eng ENG,DF,Burnley,30,1983,38,38,"3,346",37.2,0,0,0,0,0,3,0
EPL,2014-2015,446,Luke Shaw,eng ENG,"DF,MF",Manchester Utd,19,1995,16,15,"1,121",12.5,0,0,0,0,0,2,1
EPL,2014-2015,447,Ryan Shawcross,eng ENG,DF,Stoke City,26,1987,32,32,"2,831",31.5,2,1,2,0,0,7,0
EPL,2014-2015,448,Jonjo Shelvey,eng ENG,MF,Swansea City,22,1992,31,28,"2,449",27.2,3,5,2,1,1,9,1
EPL,2014-2015,449,Ollie Shenton,eng ENG,MF,Stoke City,16,1997,1,0,1,0.0,0,0,0,0,0,0,0
EPL,2014-2015,450,Steve Sidwell,eng ENG,MF,Stoke City,31,1982,12,5,450,5.0,0,0,0,0,0,3,0
EPL,2014-2015,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR
EPL,2014-2015,451,Gylfi Sigurðsson,is ISL,"FW,MF",Swansea City,24,1989,32,32,"2,682",29.8,7,10,7,0,0,2,0
EPL,2014-2015,452,David Silva,es ESP,"FW,MF",Manchester City,28,1986,32,32,"2,646",29.4,12,7,12,0,0,8,0
EPL,2014-2015,453,Danny Simpson,eng ENG,DF,QPR,27,1987,1,1,67,0.7,0,0,0,0,0,0,0
EPL,2014-2015,454,Danny Simpson,eng ENG,DF,Leicester City,27,1987,14,13,"1,185",13.2,0,0,0,0,0,4,0
EPL,2014-2015,455,Jerome Sinclair,eng ENG,FW,Liverpool,17,1996,2,0,27,0.3,0,0,0,0,0,0,0
EPL,2014-2015,456,Scott Sinclair,eng ENG,"FW,MF",Aston Villa,25,1989,9,5,463,5.1,1,0,1,0,0,0,0
EPL,2014-2015,457,Scott Sinclair,eng ENG,"FW,MF",Manchester City,25,1989,2,0,5,0.1,0,0,0,0,0,0,0
EPL,2014-2015,458,Moussa Sissoko,fr FRA,MF,Newcastle Utd,24,1989,34,34,"3,031",33.7,4,2,4,0,0,9,2
EPL,2014-2015,459,Martin Škrtel,sk SVK,DF,Liverpool,29,1984,33,33,"2,970",33.0,1,0,1,0,0,8,0
EPL,2014-2015,460,Chris Smalling,eng ENG,DF,Manchester Utd,24,1989,25,21,"1,879",20.9,4,0,4,0,0,2,1
EPL,2014-2015,461,Robert Snodgrass,sco SCO,"FW,MF",Hull City,26,1987,1,1,39,0.4,0,0,0,0,0,0,0
EPL,2014-2015,462,Roberto Soldado,es ESP,FW,Tottenham,29,1985,24,7,804,8.9,1,1,1,0,1,1,0
EPL,2014-2015,463,Alex Song,cm CMR,"DF,MF",West Ham,26,1987,28,25,"2,245",24.9,0,3,0,0,0,4,0
EPL,2014-2015,464,Marvin Sordell,eng ENG,FW,Burnley,23,1991,14,2,289,3.2,0,0,0,0,0,2,0
EPL,2014-2015,465,Pape Souaré,sn SEN,DF,Crystal Palace,24,1990,9,7,605,6.7,0,0,0,0,0,1,0
EPL,2014-2015,466,Julián Speroni,ar ARG,GK,Crystal Palace,35,1979,36,36,"3,204",35.6,0,0,0,0,0,1,0
EPL,2014-2015,467,Benjamin Stambouli,fr FRA,"DF,MF",Tottenham,23,1990,12,4,459,5.1,0,0,0,0,0,4,0
EPL,2014-2015,468,Jed Steer,eng ENG,GK,Aston Villa,21,1992,1,1,90,1.0,0,0,0,0,0,0,0
EPL,2014-2015,469,Raheem Sterling,eng ENG,"FW,MF",Liverpool,19,1994,35,34,"3,045",33.8,7,7,7,0,0,5,0
EPL,2014-2015,470,John Stones,eng ENG,DF,Everton,20,1994,23,23,"2,043",22.7,1,0,1,0,0,1,0
EPL,2014-2015,471,Daniel Sturridge,eng ENG,"FW,MF",Liverpool,24,1989,12,7,752,8.4,4,1,4,0,0,0,0
EPL,2014-2015,472,Yun Suk-young,kr KOR,"DF,MF",QPR,24,1990,23,19,"1,722",19.1,0,0,0,0,0,4,0
EPL,2014-2015,473,Ki Sung-yueng,kr KOR,MF,Swansea City,25,1989,33,30,"2,689",29.9,8,1,8,0,0,4,0
EPL,2014-2015,474,Wojciech Szczęsny,pl POL,GK,Arsenal,24,1990,17,17,"1,498",16.6,0,0,0,0,0,1,0
EPL,2014-2015,475,Adel Taarabt,ma MAR,"FW,MF",QPR,25,1989,7,3,297,3.3,0,0,0,0,0,0,0
EPL,2014-2015,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR
EPL,2014-2015,476,Dušan Tadić,rs SRB,"FW,MF",Southampton,25,1988,31,24,"2,056",22.8,4,8,3,1,2,2,0
EPL,2014-2015,477,Matt Targett,eng ENG,"DF,MF",Southampton,18,1995,6,3,226,2.5,0,0,0,0,0,0,0
EPL,2014-2015,478,Matthew Taylor,eng ENG,"DF,MF",Burnley,32,1981,10,7,565,6.3,0,1,0,0,0,0,0
EPL,2014-2015,479,Neil Taylor,wal WAL,DF,Swansea City,25,1989,34,34,"2,998",33.3,0,2,0,0,0,9,0
EPL,2014-2015,480,Ryan Taylor,eng ENG,"DF,MF",Newcastle Utd,29,1984,14,11,906,10.1,0,1,0,0,0,3,0
EPL,2014-2015,481,Steven Taylor,eng ENG,DF,Newcastle Utd,28,1986,10,7,653,7.3,1,0,1,0,0,3,1
EPL,2014-2015,482,Gary Taylor-Fletcher,eng ENG,"FW,MF",Leicester City,33,1981,1,0,18,0.2,0,0,0,0,0,0,0
EPL,2014-2015,483,Dionatan Teixeira,br BRA,DF,Stoke City,22,1992,1,0,5,0.1,0,0,0,0,0,0,0
EPL,2014-2015,484,John Terry,eng ENG,DF,Chelsea,33,1980,38,38,"3,420",38.0,5,0,5,0,0,2,0
EPL,2014-2015,485,Jerome Thomas,eng ENG,"FW,MF",Crystal Palace,31,1983,1,0,7,0.1,0,0,0,0,0,0,0
EPL,2014-2015,486,Tom Thorpe,eng ENG,DF,Manchester Utd,21,1993,1,0,1,0.0,0,0,0,0,0,0,0
EPL,2014-2015,487,Dwight Tiendalli,nl NED,DF,Swansea City,28,1985,3,1,129,1.4,0,0,0,0,0,0,0
EPL,2014-2015,488,Cheick Tioté,ci CIV,MF,Newcastle Utd,28,1986,11,10,895,9.9,0,2,0,0,0,5,0
EPL,2014-2015,489,James Tomkins,eng ENG,"DF,MF",West Ham,25,1989,22,20,"1,852",20.6,1,3,1,0,0,6,0
EPL,2014-2015,490,Kolo Touré,ci CIV,DF,Liverpool,33,1981,11,7,667,7.4,0,0,0,0,0,0,0
EPL,2014-2015,491,Yaya Touré,ci CIV,MF,Manchester City,31,1983,29,27,"2,353",26.1,10,2,8,2,2,5,0
EPL,2014-2015,492,Andros Townsend,eng ENG,"FW,MF",Tottenham,23,1991,17,10,749,8.3,2,2,1,1,1,2,0
EPL,2014-2015,493,Armand Traoré,sn SEN,"DF,MF",QPR,24,1989,16,7,786,8.7,0,0,0,0,0,2,0
EPL,2014-2015,494,Gerhard Tremmel,de GER,GK,Swansea City,35,1978,2,1,112,1.2,0,0,0,0,0,0,0
EPL,2014-2015,495,Kieran Trippier,eng ENG,"DF,MF",Burnley,23,1990,38,38,"3,415",37.9,0,4,0,0,0,2,0
EPL,2014-2015,496,Leonardo Ulloa,ar ARG,FW,Leicester City,28,1986,37,29,"2,398",26.6,11,3,9,2,2,3,0
EPL,2014-2015,497,Fredrik Ulvestad,no NOR,"DF,MF",Burnley,22,1992,2,1,67,0.7,0,0,0,0,0,1,0
EPL,2014-2015,498,Matthew Upson,eng ENG,DF,Leicester City,35,1979,5,5,373,4.1,0,0,0,0,0,0,0
EPL,2014-2015,499,Víctor Valdés,es ESP,GK,Manchester Utd,32,1982,2,1,107,1.2,0,0,0,0,0,0,0
EPL,2014-2015,500,Antonio Valencia,ec ECU,"DF,MF",Manchester Utd,28,1985,32,29,"2,580",28.7,0,3,0,0,0,4,0
EPL,2014-2015,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR
EPL,2014-2015,501,Enner Valencia,ec ECU,"FW,MF",West Ham,24,1989,32,25,"2,101",23.3,4,3,4,0,0,2,0
EPL,2014-2015,502,Jamie Vardy,eng ENG,FW,Leicester City,27,1987,34,26,"2,241",24.9,5,8,5,0,0,5,0
EPL,2014-2015,503,Silvestre Varela,pt POR,"FW,MF",West Brom,29,1985,7,3,336,3.7,1,0,1,0,0,1,0
EPL,2014-2015,504,Eduardo Vargas,cl CHI,"FW,MF",QPR,24,1989,21,16,"1,382",15.4,3,2,3,0,0,1,0
EPL,2014-2015,505,Ricardo Vaz Tê,pt POR,"FW,MF",West Ham,27,1986,4,3,223,2.5,0,0,0,0,0,0,0
EPL,2014-2015,506,Santiago Vergini,ar ARG,DF,Sunderland,25,1988,31,28,"2,620",29.1,0,0,0,0,0,6,0
EPL,2014-2015,507,Jan Vertonghen,be BEL,DF,Tottenham,27,1987,32,31,"2,811",31.2,0,0,0,0,0,6,0
EPL,2014-2015,508,Ron Vlaar,nl NED,DF,Aston Villa,29,1985,20,19,"1,647",18.3,0,1,0,0,0,4,1
EPL,2014-2015,509,Sam Vokes,wal WAL,FW,Burnley,24,1989,15,5,567,6.3,0,0,0,0,0,0,0
EPL,2014-2015,510,Michel Vorm,nl NED,GK,Tottenham,30,1983,4,3,357,4.0,0,0,0,0,0,0,0
EPL,2014-2015,511,Haris Vučkić,si SVN,"FW,MF",Newcastle Utd,21,1992,1,0,9,0.1,0,0,0,0,0,0,0
EPL,2014-2015,512,Theo Walcott,eng ENG,"FW,MF",Arsenal,25,1989,14,4,447,5.0,5,0,5,0,0,0,0
EPL,2014-2015,513,Kyle Walker,eng ENG,DF,Tottenham,24,1990,15,15,"1,306",14.5,0,0,0,0,0,3,0
EPL,2014-2015,514,Ross Wallace,sco SCO,"FW,MF",Burnley,29,1985,15,1,241,2.7,1,0,1,0,0,2,0
EPL,2014-2015,515,Jonathan Walters,ie IRL,"FW,MF",Stoke City,30,1983,32,28,"2,419",26.9,8,4,8,0,0,5,0
EPL,2014-2015,516,Victor Wanyama,ke KEN,MF,Southampton,23,1991,32,26,"2,360",26.2,3,1,3,0,0,10,0
EPL,2014-2015,517,Joel Ward,eng ENG,"DF,MF",Crystal Palace,24,1989,37,37,"3,330",37.0,1,0,1,0,0,4,0
EPL,2014-2015,518,Stephen Ward,ie IRL,"DF,FW",Burnley,28,1985,9,7,624,6.9,0,0,0,0,0,3,0
EPL,2014-2015,519,James Ward-Prowse,eng ENG,MF,Southampton,19,1994,25,16,"1,477",16.4,1,6,0,1,1,0,1
EPL,2014-2015,520,Marcin Wasilewski,pl POL,DF,Leicester City,34,1980,25,22,"1,989",22.1,1,0,1,0,0,6,0
EPL,2014-2015,521,Andreas Weimann,at AUT,"FW,MF",Aston Villa,22,1991,31,20,"1,775",19.7,3,2,3,0,0,5,0
EPL,2014-2015,522,Danny Welbeck,eng ENG,"FW,MF",Manchester Utd,23,1990,2,0,46,0.5,0,0,0,0,0,0,0
EPL,2014-2015,523,Danny Welbeck,eng ENG,"FW,MF",Arsenal,23,1990,25,18,"1,663",18.5,4,4,4,0,0,3,0
EPL,2014-2015,524,Ashley Westwood,eng ENG,MF,Aston Villa,24,1990,27,25,"2,149",23.9,0,1,0,0,0,4,0
EPL,2014-2015,525,Glenn Whelan,ie IRL,MF,Stoke City,30,1984,28,26,"2,258",25.1,0,0,0,0,0,6,0
EPL,2014-2015,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR
EPL,2014-2015,526,Connor Wickham,eng ENG,"FW,MF",Sunderland,21,1993,36,31,"2,768",30.8,5,1,5,0,0,8,0
EPL,2014-2015,527,Ashley Williams,wal WAL,DF,Swansea City,29,1984,37,37,"3,330",37.0,0,0,0,0,0,6,0
EPL,2014-2015,528,Jonny Williams,wal WAL,MF,Crystal Palace,20,1993,2,0,36,0.4,0,0,0,0,0,0,0
EPL,2014-2015,529,Mike Williamson,eng ENG,DF,Newcastle Utd,30,1983,31,27,"2,420",26.9,1,1,1,0,0,7,2
EPL,2014-2015,530,Willian,br BRA,"FW,MF",Chelsea,25,1988,36,28,"2,402",26.7,2,3,2,0,0,3,0
EPL,2014-2015,531,Jack Wilshere,eng ENG,MF,Arsenal,22,1992,14,9,729,8.1,2,1,2,0,0,4,0
EPL,2014-2015,532,James Wilson,eng ENG,FW,Manchester Utd,18,1995,13,2,357,4.0,1,0,1,0,0,3,0
EPL,2014-2015,533,Marc Wilson,ie IRL,"DF,MF",Stoke City,26,1987,27,25,"2,123",23.6,0,0,0,0,0,5,1
EPL,2014-2015,534,Andre Wisdom,eng ENG,DF,West Brom,21,1993,24,22,"1,972",21.9,0,1,0,0,0,1,0
EPL,2014-2015,535,Philipp Wollscheid,de GER,DF,Stoke City,25,1989,12,12,"1,006",11.2,0,0,0,0,0,4,0
EPL,2014-2015,536,Chris Wood,nz NZL,FW,Leicester City,22,1991,7,0,114,1.3,1,0,1,0,0,0,0
EPL,2014-2015,537,Shaun Wright-Phillips,eng ENG,"FW,MF",QPR,32,1981,4,1,129,1.4,0,0,0,0,0,0,0
EPL,2014-2015,538,Claudio Yacob,ar ARG,MF,West Brom,27,1987,20,16,"1,393",15.5,0,0,0,0,0,5,1
EPL,2014-2015,539,DeAndre Yedlin,us USA,DF,Tottenham,21,1993,1,0,12,0.1,0,0,0,0,0,0,0
EPL,2014-2015,540,Maya Yoshida,jp JPN,DF,Southampton,25,1988,22,18,"1,692",18.8,1,1,1,0,0,3,0
EPL,2014-2015,541,Ashley Young,eng ENG,"DF,FW",Manchester Utd,29,1985,26,23,"2,065",22.9,2,5,2,0,0,5,0
EPL,2014-2015,542,Pablo Zabaleta,ar ARG,"DF,MF",Manchester City,29,1985,29,29,"2,586",28.7,1,4,1,0,0,7,1
EPL,2014-2015,543,Wilfried Zaha,ci CIV,"FW,MF",Crystal Palace,21,1992,31,23,"1,977",22.0,4,2,4,0,0,1,0
EPL,2014-2015,544,Bobby Zamora,eng ENG,FW,QPR,33,1981,31,19,"1,779",19.8,3,4,3,0,0,4,0
EPL,2014-2015,545,Mauro Zárate,ar ARG,"FW,MF",West Ham,27,1987,7,5,412,4.6,2,1,2,0,0,1,0
EPL,2014-2015,546,Mauro Zárate,ar ARG,"FW,MF",QPR,27,1987,4,0,75,0.8,0,0,0,0,0,1,0
EPL,2014-2015,547,Kurt Zouma,fr FRA,DF,Chelsea,19,1994,15,7,647,7.2,0,0,0,0,0,0,0
EPL,2014-2015,548,Filip Đuričić,rs SRB,"FW,MF",Southampton,22,1992,9,3,329,3.7,0,0,0,0,0,1,0
