Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,Match Report
2016-2017,2016-08-23,Tue,EFL Cup,Second round,Away,W 3–1,Swansea City,P'borough Utd,Y,FW,65,2,1,0,0,6,4,0,0,1,0,0,0,0,0,0,0,0,Match Report
2016-2017,2016-08-27,Sat,Premier League,Matchweek 3,Away,L 1–2,Swansea City,Leicester City,N,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
2016-2017,2016-10-01,Sat,Premier League,Matchweek 7,Home,L 1–2,Swansea City,Liverpool,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2016-11-19,Sat,Premier League,Matchweek 12,Away,D 1–1,Swansea City,Everton,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2016-11-26,Sat,Premier League,Matchweek 13,Home,W 5–4,Swansea City,Crystal Palace,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2016-12-10,Sat,Premier League,Matchweek 15,Home,W 3–0,Swansea City,Sunderland,N,,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Match Report
2016-2017,2016-12-31,Sat,Premier League,Matchweek 19,Home,L 0–3,Swansea City,Bournemouth,N,,34,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,Match Report
2016-2017,2017-01-14,Sat,Premier League,Matchweek 21,Home,L 0–4,Swansea City,Arsenal,N,,20,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Match Report
2016-2017,2017-01-21,Sat,Premier League,Matchweek 22,Away,W 3–2,Swansea City,Liverpool,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2017-04-02,Sun,Premier League,Matchweek 30,Home,D 0–0,Swansea City,Middlesbrough,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2017-04-05,Wed,Premier League,Matchweek 31,Home,L 1–3,Swansea City,Tottenham,N,,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
2016-2017,2017-05-21,Sun,Premier League,Matchweek 38,Home,W 2–1,Swansea City,West Brom,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
