Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,Match Report
2016-2017,2016-08-13,Sat,Premier League,Matchweek 1,Away,D 1–1,Watford,Southampton,Y,LM,90,0,0,0,0,1,0,0,0,1,1,0,5,1,1,0,0,0,Match Report
2016-2017,2016-08-20,Sat,Premier League,Matchweek 2,Home,L 1–2,Watford,Chelsea,Y,LW,89,0,0,0,0,2,1,1,0,0,0,0,2,1,1,0,0,0,Match Report
2016-2017,2016-08-23,Tue,EFL Cup,Second round,Home,L 1–2,Watford,Gillingham,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2016-08-27,Sat,Premier League,Matchweek 3,Home,L 1–3,Watford,Arsenal,Y,LM,90,0,0,0,0,2,1,1,0,3,1,0,3,0,1,0,0,0,Match Report
2016-2017,2016-09-01,Thu,Friendlies (M),Friendlies (M),Away,W 2–1,gr Greece,nl Netherlands,Y,LM,45,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2016-2017,2016-09-06,Tue,WCQ — UEFA (M),First round,Away,W 4–1,gr Greece,gi Gibraltar,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2016-09-10,Sat,Premier League,Matchweek 4,Away,W 4–2,Watford,West Ham,Y,LB,90,1,0,0,0,1,1,0,0,4,2,0,7,3,1,0,0,0,Match Report
2016-2017,2016-09-18,Sun,Premier League,Matchweek 5,Home,W 3–1,Watford,Manchester Utd,Y,DM,90,0,0,0,0,2,1,1,0,2,0,0,6,3,1,0,0,0,Match Report
2016-2017,2016-09-26,Mon,Premier League,Matchweek 6,Away,L 0–2,Watford,Burnley,Y,LB,90,0,0,0,0,3,0,1,0,1,2,0,2,2,3,0,0,0,Match Report
2016-2017,2016-10-01,Sat,Premier League,Matchweek 7,Home,D 2–2,Watford,Bournemouth,Y,LB,90,0,1,0,0,1,0,0,0,0,1,0,6,0,5,0,0,0,Match Report
2016-2017,2016-10-07,Fri,WCQ — UEFA (M),First round,Home,W 2–0,gr Greece,cy Cyprus,N,,14,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2016-2017,2016-10-10,Mon,WCQ — UEFA (M),First round,Away,W 2–0,gr Greece,ee Estonia,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2016-10-16,Sun,Premier League,Matchweek 8,Away,W 1–0,Watford,Middlesbrough,Y,LB,90,1,0,0,0,1,1,0,0,1,1,0,5,3,6,0,0,0,Match Report
2016-2017,2016-10-22,Sat,Premier League,Matchweek 9,Away,D 0–0,Watford,Swansea City,Y,LB,90,0,0,0,0,0,0,0,0,1,0,0,4,1,5,0,0,0,Match Report
